"Step","noisy_net: false - exploration_rate","noisy_net: false - exploration_rate__MIN","noisy_net: false - exploration_rate__MAX","noisy_net: true - exploration_rate","noisy_net: true - exploration_rate__MIN","noisy_net: true - exploration_rate__MAX"
"55","0.40399999999999997","0.404","0.404","","",""
"56","0.4050000000000001","0.405","0.405","","",""
"57","0.4059999999999999","0.406","0.406","","",""
"58","0.40700000000000003","0.40700000000000003","0.40700000000000003","","",""
"59","0.40800000000000014","0.40800000000000003","0.40800000000000003","","",""
"60","0.409","0.40900000000000003","0.40900000000000003","0.3375","0.10000000000000003","0.5583333333333333"
"61","0.4100000000000001","0.41000000000000003","0.41000000000000003","","",""
"62","0.4109999999999998","0.41100000000000003","0.41100000000000003","","",""
"63","0.4120000000000001","0.41200000000000003","0.41200000000000003","","",""
"64","0.4130000000000002","0.41300000000000003","0.41300000000000003","","",""
"65","0.41399999999999987","0.41400000000000003","0.41400000000000003","","",""
"66","0.415","0.41500000000000004","0.41500000000000004","","",""
"67","0.4160000000000002","0.41600000000000004","0.41600000000000004","","",""
"68","0.41699999999999987","0.41700000000000004","0.41700000000000004","","",""
"69","0.418","0.41800000000000004","0.41800000000000004","","",""
"70","0.41900000000000026","0.41900000000000004","0.41900000000000004","0.3437500000000001","0.09285714285714289","0.5928571428571429"
"71","0.42","0.42000000000000004","0.42000000000000004","","",""
"72","0.4210000000000001","0.42100000000000004","0.42100000000000004","","",""
"73","0.42200000000000004","0.42200000000000004","0.42200000000000004","","",""
"74","0.42300000000000004","0.42300000000000004","0.42300000000000004","","",""
"75","0.42400000000000004","0.42400000000000004","0.42400000000000004","","",""
"76","0.425","0.42500000000000004","0.42500000000000004","","",""
"77","0.4260000000000001","0.42600000000000005","0.42600000000000005","","",""
"78","0.4269999999999998","0.42700000000000005","0.42700000000000005","","",""
"79","0.4280000000000001","0.42800000000000005","0.42800000000000005","","",""
"80","0.4290000000000002","0.42900000000000005","0.42900000000000005","0.344140625","0.08750000000000004","0.59375"
"81","0.4299999999999999","0.43000000000000005","0.43000000000000005","","",""
"82","0.42871000000000004","0.42871000000000004","0.42871000000000004","","",""
"83","0.4274238700000001","0.42742387000000004","0.42742387000000004","","",""
"84","0.42614159839000004","0.42614159839000004","0.42614159839000004","","",""
"85","0.4248631735948301","0.42486317359483006","0.42486317359483006","","",""
"86","0.4235885840740455","0.4235885840740456","0.4235885840740456","","",""
"87","0.4223178183218234","0.42231781832182347","0.42231781832182347","","",""
"88","0.4210508648668581","0.421050864866858","0.421050864866858","","",""
"89","0.41978771227225736","0.4197877122722574","0.4197877122722574","","",""
"90","0.41852834913544074","0.4185283491354406","0.4185283491354406","0.3434027777777778","0.0777777777777778","0.6111111111111112"
"91","0.4172727640880343","0.4172727640880343","0.4172727640880343","","",""
"92","0.4160209457957702","0.4160209457957702","0.4160209457957702","","",""
"93","0.41477288295838294","0.4147728829583829","0.4147728829583829","","",""
"94","0.41352856430950774","0.41352856430950774","0.41352856430950774","","",""
"95","0.4122879786165791","0.41228797861657923","0.41228797861657923","","",""
"96","0.41105111468072947","0.41105111468072947","0.41105111468072947","","",""
"97","0.4098179613366872","0.4098179613366873","0.4098179613366873","","",""
"98","0.4085885074526772","0.4085885074526772","0.4085885074526772","","",""
"99","0.407362741930319","0.4073627419303192","0.4073627419303192","","",""
"100","0.4061406537045283","0.40614065370452823","0.40614065370452823","0.3478125","0.07500000000000004","0.61"
"101","0.40492223174341463","0.40492223174341463","0.40492223174341463","","",""
"102","0.40370746504818444","0.4037074650481844","0.4037074650481844","","",""
"103","0.40249634265303963","0.40249634265303985","0.40249634265303985","","",""
"104","0.4012888536250809","0.4012888536250807","0.4012888536250807","","",""
"105","0.40008498706420537","0.4000849870642055","0.4000849870642055","","",""
"106","0.39888473210301273","0.39888473210301284","0.39888473210301284","","",""
"107","0.3976880779067038","0.3976880779067038","0.3976880779067038","","",""
"108","0.3964950136729836","0.3964950136729837","0.3964950136729837","","",""
"109","0.39530552863196466","0.3953055286319647","0.3953055286319647","","",""
"110","0.3941196120460688","0.3941196120460688","0.3941196120460688","0.33494318181818183","0.06818181818181822","0.5863636363636363"
"111","0.39293725320993045","0.3929372532099306","0.3929372532099306","","",""
"112","0.39175844145030075","0.3917584414503008","0.3917584414503008","","",""
"113","0.39058316612594984","0.3905831661259499","0.3905831661259499","","",""
"114","0.38941141662757217","0.38941141662757206","0.38941141662757206","","",""
"115","0.38824318237768923","0.38824318237768934","0.38824318237768934","","",""
"116","0.38707845283055614","0.38707845283055625","0.38707845283055625","","",""
"117","0.3859172174720645","0.3859172174720646","0.3859172174720646","","",""
"118","0.3847594658196484","0.38475946581964837","0.38475946581964837","","",""
"119","0.3836051874221893","0.3836051874221894","0.3836051874221894","","",""
"120","0.3824543718599227","0.3824543718599228","0.3824543718599228","0.3221354166666667","0.07500000000000002","0.5666666666666667"
"121","0.38130700874434287","0.38130700874434303","0.38130700874434303","","",""
"122","0.3801630877181099","0.38016308771811","0.38016308771811","","",""
"123","0.37902259845495573","0.3790225984549557","0.3790225984549557","","",""
"124","0.3778855306595909","0.3778855306595908","0.3778855306595908","","",""
"125","0.3767518740676119","0.376751874067612","0.376751874067612","","",""
"126","0.37562161844540926","0.3756216184454092","0.3756216184454092","","",""
"127","0.3744947535900731","0.37449475359007295","0.37449475359007295","","",""
"128","0.3733712693293026","0.3733712693293027","0.3733712693293027","","",""
"129","0.3722511555213146","0.37225115552131477","0.37225115552131477","","",""
"130","0.37113440205475084","0.37113440205475084","0.37113440205475084","0.30793269230769227","0.07307692307692311","0.5461538461538461"
"131","0.37002099884858647","0.3700209988485866","0.3700209988485866","","",""
"132","0.3689109358520408","0.3689109358520408","0.3689109358520408","","",""
"133","0.36780420304448475","0.3678042030444847","0.3678042030444847","","",""
"134","0.3667007904353514","0.36670079043535125","0.36670079043535125","","",""
"135","0.3656006880640454","0.3656006880640452","0.3656006880640452","","",""
"136","0.36450388599985306","0.36450388599985306","0.36450388599985306","","",""
"137","0.3634103743418535","0.3634103743418535","0.3634103743418535","","",""
"138","0.3623201432188281","0.36232014321882794","0.36232014321882794","","",""
"139","0.3612331827891715","0.36123318278917144","0.36123318278917144","","",""
"140","0.36014948324080387","0.3601494832408039","0.3601494832408039","0.2975446428571429","0.08214285714285717","0.5142857142857142"
"141","0.35906903479108165","0.3590690347910815","0.3590690347910815","","",""
"142","0.35799182768670845","0.35799182768670823","0.35799182768670823","","",""
"143","0.3569178522036482","0.3569178522036481","0.3569178522036481","","",""
"144","0.35584709864703706","0.3558470986470371","0.3558470986470371","","",""
"145","0.3547795573510959","0.354779557351096","0.354779557351096","","",""
"146","0.3537152186790429","0.3537152186790427","0.3537152186790427","","",""
"147","0.3526540730230056","0.35265407302300555","0.35265407302300555","","",""
"148","0.35159611080393655","0.35159611080393655","0.35159611080393655","","",""
"149","0.35054132247152475","0.35054132247152475","0.35054132247152475","","",""
"150","0.34948969850411005","0.34948969850411016","0.34948969850411016","0.29458333333333336","0.09666666666666669","0.5233333333333333"
"151","0.3484412294085979","0.34844122940859784","0.34844122940859784","","",""
"152","0.3473959057203721","0.34739590572037204","0.34739590572037204","","",""
"153","0.346353718003211","0.3463537180032109","0.3463537180032109","","",""
"154","0.34531465684920115","0.34531465684920126","0.34531465684920126","","",""
"155","0.34427871287865375","0.34427871287865364","0.34427871287865364","","",""
"156","0.3432458767400177","0.34324587674001766","0.34324587674001766","","",""
"157","0.34221613910979776","0.3422161391097976","0.3422161391097976","","",""
"158","0.341189490692468","0.3411894906924682","0.3411894906924682","","",""
"159","0.3401659222203906","0.34016592222039077","0.34016592222039077","","",""
"160","0.3391454244537295","0.3391454244537296","0.3391454244537296","0.28046875","0.09375000000000003","0.50625"
"161","0.3381279881803685","0.3381279881803684","0.3381279881803684","","",""
"162","0.3371136042158272","0.33711360421582726","0.33711360421582726","","",""
"163","0.33610226340317967","0.3361022634031798","0.3361022634031798","","",""
"164","0.3350939566129705","0.33509395661297026","0.33509395661297026","","",""
"165","0.3340886747431313","0.33408867474313136","0.33408867474313136","","",""
"166","0.333086408718902","0.333086408718902","0.333086408718902","","",""
"167","0.3320871494927451","0.33208714949274526","0.33208714949274526","","",""
"168","0.33109088804426706","0.331090888044267","0.331090888044267","","",""
"169","0.33009761538013405","0.3300976153801342","0.3300976153801342","","",""
"170","0.32910732253399383","0.32910732253399383","0.32910732253399383","0.27463235294117644","0.10294117647058826","0.4852941176470588"
"171","0.3281200005663918","0.32812000056639185","0.32812000056639185","","",""
"172","0.3271356405646928","0.3271356405646927","0.3271356405646927","","",""
"173","0.3261542336429988","0.3261542336429986","0.3261542336429986","","",""
"174","0.32517577094206973","0.3251757709420696","0.3251757709420696","","",""
"175","0.3242002436292433","0.32420024362924343","0.32420024362924343","","",""
"176","0.3232276428983558","0.3232276428983557","0.3232276428983557","","",""
"177","0.3222579599696606","0.3222579599696606","0.3222579599696606","","",""
"178","0.3212911860897518","0.32129118608975166","0.32129118608975166","","",""
"179","0.32032731253148233","0.3203273125314824","0.3203273125314824","","",""
"180","0.3193663305938879","0.3193663305938879","0.3193663305938879","0.2657986111111111","0.1027777777777778","0.47500000000000003"
"181","0.31840823160210624","0.31840823160210624","0.31840823160210624","","",""
"182","0.3174530069073","0.31745300690729994","0.31745300690729994","","",""
"183","0.31650064788657795","0.31650064788657806","0.31650064788657806","","",""
"184","0.31555114594291833","0.31555114594291833","0.31555114594291833","","",""
"185","0.3146044925050895","0.3146044925050896","0.3146044925050896","","",""
"186","0.3136606790275743","0.31366067902757433","0.31366067902757433","","",""
"187","0.31271969699049157","0.3127196969904916","0.3127196969904916","","",""
"188","0.3117815378995203","0.3117815378995201","0.3117815378995201","","",""
"189","0.3108461932858217","0.3108461932858216","0.3108461932858216","","",""
"190","0.30991365470596405","0.3099136547059641","0.3099136547059641","0.25838815789473685","0.0973684210526316","0.45526315789473687"
"191","0.3089839137418462","0.3089839137418462","0.3089839137418462","","",""
"192","0.3080569620006208","0.30805696200062066","0.30805696200062066","","",""
"193","0.30713279111461866","0.3071327911146188","0.3071327911146188","","",""
"194","0.30621139274127507","0.3062113927412749","0.3062113927412749","","",""
"195","0.3052927585630511","0.3052927585630511","0.3052927585630511","","",""
"196","0.3043768802873619","0.30437688028736193","0.30437688028736193","","",""
"197","0.3034637496465","0.30346374964649986","0.30346374964649986","","",""
"198","0.3025533583975602","0.30255335839756037","0.30255335839756037","","",""
"199","0.3016456983223677","0.3016456983223677","0.3016456983223677","","",""
"200","0.3007407612274005","0.3007407612274006","0.3007407612274006","0.25140624999999994","0.09250000000000003","0.445"
"201","0.2998385389437184","0.2998385389437184","0.2998385389437184","","",""
"202","0.29893902332688715","0.29893902332688727","0.29893902332688727","","",""
"203","0.2980422062569064","0.2980422062569066","0.2980422062569066","","",""
"204","0.297148079638136","0.2971480796381359","0.2971480796381359","","",""
"205","0.29625663539922154","0.2962566353992215","0.2962566353992215","","",""
"206","0.2953678654930237","0.2953678654930238","0.2953678654930238","","",""
"207","0.29448176189654485","0.29448176189654474","0.29448176189654474","","",""
"208","0.2935983166108551","0.2935983166108551","0.2935983166108551","","",""
"209","0.29271752166102255","0.29271752166102255","0.29271752166102255","","",""
"210","0.29183936909603947","0.29183936909603947","0.29183936909603947","0.23921874999999998","0.08500000000000003","0.425"
"211","0.29096385098875116","0.2909638509887513","0.2909638509887513","","",""
"212","0.29009095943578517","0.29009095943578506","0.29009095943578506","","",""
"213","0.28922068655747774","0.2892206865574777","0.2892206865574777","","",""
"214","0.28835302449780537","0.28835302449780525","0.28835302449780525","","",""
"215","0.2874879654243117","0.2874879654243118","0.2874879654243118","","",""
"216","0.2866255015280388","0.2866255015280389","0.2866255015280389","","",""
"217","0.28576562502345476","0.28576562502345476","0.28576562502345476","","",""
"218","0.28490832814838457","0.2849083281483844","0.2849083281483844","","",""
"219","0.2840536031639393","0.28405360316393924","0.28405360316393924","","",""
"220","0.2832014423544474","0.28320144235444744","0.28320144235444744","0.23734375","0.09000000000000001","0.4175"
"221","0.282351838027384","0.2823518380273841","0.2823518380273841","","",""
"222","0.2815047825133021","0.28150478251330197","0.28150478251330197","","",""
"223","0.280660268165762","0.28066026816576206","0.28066026816576206","","",""
"224","0.27981828736126485","0.2798182873612648","0.2798182873612648","","",""
"225","0.27897883249918104","0.278978832499181","0.278978832499181","","",""
"226","0.2781418960016833","0.27814189600168343","0.27814189600168343","","",""
"227","0.27730747031367825","0.27730747031367836","0.27730747031367836","","",""
"228","0.27647554790273726","0.2764755479027373","0.2764755479027373","","",""
"229","0.2756461212590292","0.2756461212590291","0.2756461212590291","","",""
"230","0.274819182895252","0.27481918289525203","0.27481918289525203","0.22656249999999997","0.0875","0.39999999999999997"
"231","0.2739947253465662","0.27399472534656627","0.27399472534656627","","",""
"232","0.27317274117052653","0.2731727411705266","0.2731727411705266","","",""
"233","0.2723532229470151","0.27235322294701503","0.27235322294701503","","",""
"234","0.27153616327817404","0.271536163278174","0.271536163278174","","",""
"235","0.27072155478833965","0.2707215547883395","0.2707215547883395","","",""
"236","0.2699093901239744","0.26990939012397447","0.26990939012397447","","",""
"237","0.2690996619536026","0.2690996619536025","0.2690996619536025","","",""
"238","0.2682923629677418","0.2682923629677417","0.2682923629677417","","",""
"239","0.2674874858788385","0.2674874858788385","0.2674874858788385","","",""
"240","0.2666850234212019","0.266685023421202","0.266685023421202","0.21765624999999997","0.08750000000000002","0.395"
"241","0.2658849683509385","0.2658849683509384","0.2658849683509384","","",""
"242","0.2650873134458856","0.2650873134458856","0.2650873134458856","","",""
"243","0.26429205150554785","0.26429205150554796","0.26429205150554796","","",""
"244","0.26349917535103123","0.26349917535103135","0.26349917535103135","","",""
"245","0.26270867782497825","0.26270867782497825","0.26270867782497825","","",""
"246","0.26192055179150314","0.2619205517915033","0.2619205517915033","","",""
"247","0.2611347901361289","0.2611347901361288","0.2611347901361288","","",""
"248","0.2603513857657204","0.26035138576572037","0.26035138576572037","","",""
"249","0.25957033160842324","0.2595703316084232","0.2595703316084232","","",""
"250","0.258791620613598","0.2587916206135979","0.2587916206135979","0.20562499999999997","0.07250000000000001","0.37250000000000005"
"251","0.2580152457517571","0.2580152457517571","0.2580152457517571","","",""
"252","0.25724120001450174","0.25724120001450185","0.25724120001450185","","",""
"253","0.2564694764144582","0.25646947641445833","0.25646947641445833","","",""
"254","0.2557000679852149","0.25570006798521494","0.25570006798521494","","",""
"255","0.2549329677812594","0.2549329677812593","0.2549329677812593","","",""
"256","0.25416816887791543","0.2541681688779155","0.2541681688779155","","",""
"257","0.2534056643712817","0.25340566437128176","0.25340566437128176","","",""
"258","0.25264544737816785","0.2526454473781679","0.2526454473781679","","",""
"259","0.2518875110360333","0.2518875110360334","0.2518875110360334","","",""
"260","0.2511318485029254","0.2511318485029253","0.2511318485029253","0.19484375","0.07000000000000002","0.3575000000000001"
"261","0.2503784529574166","0.2503784529574165","0.2503784529574165","","",""
"262","0.2496273175985442","0.24962731759854426","0.24962731759854426","","",""
"263","0.24887843564574863","0.24887843564574863","0.24887843564574863","","",""
"264","0.24813180033881135","0.24813180033881138","0.24813180033881138","","",""
"265","0.247387404937795","0.24738740493779496","0.24738740493779496","","",""
"266","0.24664524272298155","0.24664524272298158","0.24664524272298158","","",""
"267","0.2459053069948126","0.24590530699481264","0.24590530699481264","","",""
"268","0.2451675910738282","0.2451675910738282","0.2451675910738282","","",""
"269","0.24443208830060667","0.24443208830060673","0.24443208830060673","","",""
"270","0.24369879203570485","0.2436987920357049","0.2436987920357049","0.18140625","0.0675","0.3475"
"271","0.24296769565959772","0.2429676956595978","0.2429676956595978","","",""
"272","0.24223879257261893","0.24223879257261902","0.24223879257261902","","",""
"273","0.2415120761949012","0.24151207619490117","0.24151207619490117","","",""
"274","0.24078753996631644","0.24078753996631647","0.24078753996631647","","",""
"275","0.24006517734641764","0.24006517734641752","0.24006517734641752","","",""
"276","0.23934498181437827","0.23934498181437827","0.23934498181437827","","",""
"277","0.23862694686893518","0.23862694686893512","0.23862694686893512","","",""
"278","0.2379110660283282","0.23791106602832832","0.23791106602832832","","",""
"279","0.23719733283024338","0.23719733283024333","0.23719733283024333","","",""
"280","0.23648574083175253","0.2364857408317526","0.2364857408317526","0.16812499999999997","0.06500000000000002","0.32250000000000006"
"281","0.23577628360925737","0.23577628360925734","0.23577628360925734","","",""
"282","0.23506895475842962","0.23506895475842957","0.23506895475842957","","",""
"283","0.23436374789415437","0.2343637478941543","0.2343637478941543","","",""
"284","0.23366065665047187","0.23366065665047184","0.23366065665047184","","",""
"285","0.23295967468052045","0.23295967468052042","0.23295967468052042","","",""
"286","0.2322607956564789","0.23226079565647886","0.23226079565647886","","",""
"287","0.2315640132695095","0.23156401326950943","0.23156401326950943","","",""
"288","0.23086932122970086","0.23086932122970089","0.23086932122970089","","",""
"289","0.23017671326601177","0.23017671326601177","0.23017671326601177","","",""
"290","0.22948618312621372","0.22948618312621374","0.22948618312621374","0.15796875000000002","0.057499999999999996","0.315"
"291","0.22879772457683512","0.22879772457683512","0.22879772457683512","","",""
"292","0.22811133140310458","0.2281113314031046","0.2281113314031046","","",""
"293","0.22742699740889535","0.2274269974088953","0.2274269974088953","","",""
"294","0.2267447164166686","0.2267447164166686","0.2267447164166686","","",""
"295","0.2260644822674186","0.2260644822674186","0.2260644822674186","","",""
"296","0.22538628882061634","0.22538628882061634","0.22538628882061634","","",""
"297","0.2247101299541544","0.22471012995415449","0.22471012995415449","","",""
"298","0.2240359995642921","0.22403599956429202","0.22403599956429202","","",""
"299","0.22336389156559913","0.22336389156559913","0.22336389156559913","","",""
"300","0.2226937998909024","0.22269379989090232","0.22269379989090232","0.14453125","0.049999999999999996","0.31"
"301","0.22202571849122957","0.22202571849122962","0.22202571849122962","","",""
"302","0.22135964133575597","0.22135964133575595","0.22135964133575595","","",""
"303","0.22069556241174865","0.22069556241174867","0.22069556241174867","","",""
"304","0.2200334757245134","0.22003347572451343","0.22003347572451343","","",""
"305","0.21937337529733988","0.21937337529733988","0.21937337529733988","","",""
"306","0.21871525517144794","0.21871525517144785","0.21871525517144785","","",""
"307","0.21805910940593345","0.2180591094059335","0.2180591094059335","","",""
"308","0.21740493207771563","0.21740493207771572","0.21740493207771572","","",""
"309","0.21675271728148263","0.21675271728148257","0.21675271728148257","","",""
"310","0.21610245912963819","0.21610245912963813","0.21610245912963813","0.13874999999999998","0.039999999999999994","0.31250000000000006"
"311","0.21545415175224922","0.21545415175224922","0.21545415175224922","","",""
"312","0.21480778929699254","0.21480778929699246","0.21480778929699246","","",""
"313","0.21416336592910143","0.21416336592910148","0.21416336592910148","","",""
"314","0.2135208758313141","0.21352087583131418","0.21352087583131418","","",""
"315","0.2128803132038203","0.21288031320382023","0.21288031320382023","","",""
"316","0.21224167226420879","0.21224167226420876","0.21224167226420876","","",""
"317","0.21160494724741605","0.21160494724741613","0.21160494724741613","","",""
"318","0.21097013240567392","0.2109701324056739","0.2109701324056739","","",""
"319","0.21033722200845692","0.21033722200845686","0.21033722200845686","","",""
"320","0.20970621034243153","0.2097062103424315","0.2097062103424315","0.13421875","0.022500000000000003","0.32000000000000006"
"321","0.20907709171140432","0.2090770917114042","0.2090770917114042","","",""
"322","0.20844986043627","0.20844986043626998","0.20844986043626998","","",""
"323","0.20782451085496112","0.20782451085496118","0.20782451085496118","","",""
"324","0.20720103732239628","0.20720103732239628","0.20720103732239628","","",""
"325","0.20657943421042904","0.2065794342104291","0.2065794342104291","","",""
"326","0.20595969590779772","0.2059596959077978","0.2059596959077978","","",""
"327","0.20534181682007444","0.2053418168200744","0.2053418168200744","","",""
"328","0.20472579136961414","0.2047257913696142","0.2047257913696142","","",""
"329","0.2041116139955053","0.20411161399550534","0.20411161399550534","","",""
"330","0.20349927915351881","0.20349927915351881","0.20349927915351881","0.13328125","0.02","0.30250000000000005"
"331","0.20288878131605828","0.20288878131605825","0.20288878131605825","","",""
"332","0.20228011497211007","0.20228011497211007","0.20228011497211007","","",""
"333","0.20167327462719375","0.20167327462719373","0.20167327462719373","","",""
"334","0.20106825480331206","0.20106825480331214","0.20106825480331214","","",""
"335","0.20046505003890222","0.2004650500389022","0.2004650500389022","","",""
"336","0.19986365488878552","0.1998636548887855","0.1998636548887855","","",""
"337","0.1992640639241192","0.19926406392411913","0.19926406392411913","","",""
"338","0.19866627173234674","0.19866627173234677","0.19866627173234677","","",""
"339","0.19807027291714974","0.19807027291714974","0.19807027291714974","","",""
"340","0.19747606209839838","0.1974760620983983","0.1974760620983983","0.126875","0.015000000000000003","0.29000000000000004"
"341","0.19688363391210303","0.1968836339121031","0.1968836339121031","","",""
"342","0.19629298301036668","0.19629298301036677","0.19629298301036677","","",""
"343","0.19570410406133568","0.19570410406133568","0.19570410406133568","","",""
"344","0.19511699174915173","0.19511699174915167","0.19511699174915167","","",""
"345","0.1945316407739042","0.19453164077390422","0.19453164077390422","","",""
"346","0.19394804585158243","0.1939480458515825","0.1939480458515825","","",""
"347","0.19336620171402782","0.19336620171402777","0.19336620171402777","","",""
"348","0.19278610310888575","0.1927861031088857","0.1927861031088857","","",""
"349","0.19220774479955907","0.19220774479955904","0.19220774479955904","","",""
"350","0.19163112156516035","0.19163112156516038","0.19163112156516038","0.12046875000000001","0.0025000000000000022","0.28750000000000003"
"351","0.1910562282004649","0.1910562282004649","0.1910562282004649","","",""
"352","0.19048305951586342","0.1904830595158635","0.1904830595158635","","",""
"353","0.18991161033731585","0.1899116103373159","0.1899116103373159","","",""
"354","0.18934187550630402","0.18934187550630396","0.18934187550630396","","",""
"355","0.18877384987978504","0.18877384987978504","0.18877384987978504","","",""
"356","0.18820752833014567","0.1882075283301457","0.1882075283301457","","",""
"357","0.18764290574515521","0.18764290574515527","0.18764290574515527","","",""
"358","0.18707997702791976","0.1870799770279198","0.1870799770279198","","",""
"359","0.186518737096836","0.18651873709683606","0.18651873709683606","","",""
"360","0.1859591808855456","0.18595918088554556","0.18595918088554556","0.12125","0.0025000000000000022","0.29250000000000004"
"361","0.18540130334288885","0.18540130334288893","0.18540130334288893","","",""
"362","0.1848450994328603","0.18484509943286026","0.18484509943286026","","",""
"363","0.1842905641345616","0.18429056413456169","0.18429056413456169","","",""
"364","0.18373769244215807","0.183737692442158","0.183737692442158","","",""
"365","0.18318647936483148","0.18318647936483154","0.18318647936483154","","",""
"366","0.18263691992673706","0.18263691992673706","0.18263691992673706","","",""
"367","0.1820890091669569","0.18208900916695683","0.18208900916695683","","",""
"368","0.18154274213945595","0.18154274213945595","0.18154274213945595","","",""
"369","0.18099811391303755","0.18099811391303758","0.18099811391303758","","",""
"370","0.18045511957129848","0.18045511957129848","0.18045511957129848","0.11390624999999999","0","0.27999999999999997"
"371","0.1799137542125845","0.17991375421258457","0.17991375421258457","","",""
"372","0.17937401294994693","0.17937401294994681","0.17937401294994681","","",""
"373","0.17883589091109708","0.17883589091109697","0.17883589091109697","","",""
"374","0.17829938323836367","0.17829938323836367","0.17829938323836367","","",""
"375","0.1777644850886486","0.1777644850886486","0.1777644850886486","","",""
"376","0.17723119163338275","0.17723119163338263","0.17723119163338263","","",""
"377","0.1766994980584825","0.17669949805848248","0.17669949805848248","","",""
"378","0.1761693995643071","0.17616939956430702","0.17616939956430702","","",""
"379","0.17564089136561412","0.1756408913656141","0.1756408913656141","","",""
"380","0.17511396869151727","0.17511396869151724","0.17511396869151724","0.11406249999999998","0","0.2725000000000001"
"381","0.17458862678544265","0.17458862678544268","0.17458862678544268","","",""
"382","0.17406486090508635","0.17406486090508635","0.17406486090508635","","",""
"383","0.17354266632237103","0.1735426663223711","0.1735426663223711","","",""
"384","0.173022038323404","0.17302203832340396","0.17302203832340396","","",""
"385","0.1725029722084338","0.17250297220843375","0.17250297220843375","","",""
"386","0.17198546329180842","0.17198546329180844","0.17198546329180844","","",""
"387","0.171469506901933","0.17146950690193302","0.17146950690193302","","",""
"388","0.17095509838122724","0.17095509838122722","0.17095509838122722","","",""
"389","0.17044223308608342","0.17044223308608353","0.17044223308608353","","",""
"390","0.16993090638682518","0.1699309063868253","0.1699309063868253","0.11171874999999999","0","0.25250000000000006"
"391","0.16942111366766485","0.1694211136676648","0.1694211136676648","","",""
"392","0.16891285032666173","0.1689128503266618","0.1689128503266618","","",""
"393","0.16840611177568177","0.16840611177568182","0.16840611177568182","","",""
"394","0.16790089344035486","0.16790089344035478","0.16790089344035478","","",""
"395","0.16739719076003376","0.1673971907600337","0.1673971907600337","","",""
"396","0.16689499918775355","0.1668949991877536","0.1668949991877536","","",""
"397","0.16639431419019027","0.16639431419019035","0.16639431419019035","","",""
"398","0.1658951312476198","0.1658951312476198","0.1658951312476198","","",""
"399","0.16539744585387692","0.16539744585387692","0.16539744585387692","","",""
"400","0.16490125351631535","0.1649012535163153","0.1649012535163153","0.10984375","0","0.23000000000000004"
"401","0.16440654975576632","0.16440654975576635","0.16440654975576635","","",""
