"Name","noisy_layer_init_std","mean_regret","seed","env_id","_wandb"
"conbandit_combi1_0__9__2025-06-16_20-19","1","116.12847137451172","9","NNBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_20-18","1","118.93228149414062","8","NNBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_20-18","0.95","109.3922348022461","9","NNBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_20-18","0.95","116.30542755126952","8","NNBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_20-17","0.9000000000000001","105.79743957519533","9","NNBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_20-17","0.9000000000000001","112.26287078857422","8","NNBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_20-16","0.8500000000000001","99.22953033447266","9","NNBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_20-16","0.8500000000000001","110.57836151123048","8","NNBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_20-16","0.8","95.8251724243164","9","NNBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_20-15","0.8","105.70115661621094","8","NNBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_20-15","0.7500000000000001","90.7617645263672","9","NNBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_20-15","0.7500000000000001","102.11737060546876","8","NNBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_20-14","0.7000000000000001","85.58373260498047","9","NNBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_20-14","0.7000000000000001","100.00392150878906","8","NNBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_20-14","0.6500000000000001","80.29301452636719","9","NNBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_20-13","0.6500000000000001","97.23713684082033","8","NNBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_20-13","0.6000000000000001","78.08171844482422","9","NNBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_20-13","0.6000000000000001","92.65021514892578","8","NNBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_20-12","0.55","74.4377212524414","9","NNBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_20-12","0.55","89.77397155761719","8","NNBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_20-12","0.5","73.71915435791016","9","NNBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_20-11","0.5","89.04692077636719","8","NNBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_20-11","0.45","72.59078216552734","9","NNBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_20-11","0.45","84.065185546875","8","NNBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_20-10","0.4","72.21649932861328","9","NNBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_20-10","0.4","82.17862701416016","8","NNBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_20-10","0.35000000000000003","75.134765625","9","NNBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_20-09","0.35000000000000003","79.96637725830078","8","NNBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_20-09","0.3","75.23223876953125","9","NNBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_20-09","0.3","80.04412841796875","8","NNBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_20-08","0.25","76.66864776611328","9","NNBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_20-08","0.25","80.71501159667969","8","NNBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_20-07","0.2","77.19951629638672","9","NNBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_20-07","0.2","85.40711212158203","8","NNBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_20-07","0.15000000000000002","285.27301025390625","9","NNBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_20-06","0.15000000000000002","90.10531616210938","8","NNBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_20-06","0.1","284.9211730957031","9","NNBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_20-06","0.1","91.4224853515625","8","NNBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_20-05","0.05","289.9219665527344","9","NNBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_20-05","0.05","80.7872314453125","8","NNBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_20-05","1","272.57","9","MNISTBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_20-04","1","252.725","8","MNISTBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_20-04","0.95","267.139","9","MNISTBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_20-04","0.95","250.854","8","MNISTBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_20-03","0.9000000000000001","263.525","9","MNISTBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_20-03","0.9000000000000001","245.399","8","MNISTBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_20-03","0.8500000000000001","261.745","9","MNISTBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_20-02","0.8500000000000001","243.558","8","MNISTBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_20-02","0.8","258.055","9","MNISTBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_20-01","0.8","236.115","8","MNISTBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_20-01","0.7500000000000001","263.609","9","MNISTBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_20-00","0.7500000000000001","230.526","8","MNISTBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_20-00","0.7000000000000001","258.085","9","MNISTBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_20-00","0.7000000000000001","226.829","8","MNISTBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_19-59","0.6500000000000001","252.599","9","MNISTBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_19-59","0.6500000000000001","221.664","8","MNISTBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_19-58","0.6000000000000001","247.094","9","MNISTBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_19-58","0.6000000000000001","219.792","8","MNISTBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_19-58","0.55","245.242","9","MNISTBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_19-57","0.55","217.944","8","MNISTBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_19-57","0.5","245.242","9","MNISTBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_19-57","0.5","212.157","8","MNISTBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_19-56","0.45","251.071","9","MNISTBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_19-56","0.45","210.283","8","MNISTBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_19-56","0.4","245.519","9","MNISTBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_19-55","0.4","206.505","8","MNISTBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_19-55","0.35000000000000003","243.815","9","MNISTBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_19-55","0.35000000000000003","210.67","8","MNISTBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_19-54","0.3","245.773","9","MNISTBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_19-54","0.3","205.182","8","MNISTBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_19-54","0.25","240.209","9","MNISTBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_19-05","0.25","209.121","8","MNISTBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_19-05","0.2","245.918","9","MNISTBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_19-04","0.2","203.499","8","MNISTBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_19-04","0.15000000000000002","262.802","9","MNISTBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_19-04","0.15000000000000002","213.299","8","MNISTBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_19-03","0.1","262.812","9","MNISTBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_19-03","0.1","223.184","8","MNISTBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_19-03","0.05","270.266","9","MNISTBandit-v0",""
"conbandit_combi1_0__8__2025-06-16_19-02","0.05","259.077","8","MNISTBandit-v0",""
"conbandit_combi1_0__9__2025-06-16_19-02","1","143.89611741075922","9","ContextualBandit-v2",""
"conbandit_combi1_0__8__2025-06-16_19-02","1","107.33653706455544","8","ContextualBandit-v2",""
"conbandit_combi1_0__9__2025-06-16_19-01","0.95","137.664270128738","9","ContextualBandit-v2",""
"conbandit_combi1_0__8__2025-06-16_19-01","0.95","99.06496805831635","8","ContextualBandit-v2",""
"conbandit_combi1_0__9__2025-06-16_19-01","0.9000000000000001","134.09827631975708","9","ContextualBandit-v2",""
"conbandit_combi1_0__8__2025-06-16_19-00","0.9000000000000001","93.1383639511255","8","ContextualBandit-v2",""
"conbandit_combi1_0__9__2025-06-16_19-00","0.8500000000000001","131.80570268128315","9","ContextualBandit-v2",""
"conbandit_combi1_0__8__2025-06-16_19-00","0.8500000000000001","85.40099512393638","8","ContextualBandit-v2",""
"conbandit_combi1_0__9__2025-06-16_19-00","0.8","130.00453526928703","9","ContextualBandit-v2",""
"conbandit_combi1_0__8__2025-06-16_18-59","0.8","81.50510447803154","8","ContextualBandit-v2",""
"conbandit_combi1_0__9__2025-06-16_18-59","0.7500000000000001","126.60766814384264","9","ContextualBandit-v2",""
"conbandit_combi1_0__8__2025-06-16_18-59","0.7500000000000001","75.52716167209721","8","ContextualBandit-v2",""
"conbandit_combi1_0__9__2025-06-16_18-58","0.7000000000000001","118.43376017494828","9","ContextualBandit-v2",""
"conbandit_combi1_0__8__2025-06-16_18-58","0.7000000000000001","71.70322180471106","8","ContextualBandit-v2",""
"conbandit_combi1_0__9__2025-06-16_18-58","0.6500000000000001","115.07246894351884","9","ContextualBandit-v2",""
"conbandit_combi1_0__8__2025-06-16_18-57","0.6500000000000001","64.29934709832813","8","ContextualBandit-v2",""
"conbandit_combi1_0__9__2025-06-16_18-57","0.6000000000000001","109.08390740748048","9","ContextualBandit-v2",""
"conbandit_combi1_0__8__2025-06-16_18-57","0.6000000000000001","60.39157222786124","8","ContextualBandit-v2",""
"conbandit_combi1_0__9__2025-06-16_18-56","0.55","108.45012236829947","9","ContextualBandit-v2",""
"conbandit_combi1_0__8__2025-06-16_18-56","0.55","53.02364646302634","8","ContextualBandit-v2",""
"conbandit_combi1_0__9__2025-06-16_18-56","0.5","104.15617015372275","9","ContextualBandit-v2",""
"conbandit_combi1_0__8__2025-06-16_18-56","0.5","47.48943539080745","8","ContextualBandit-v2",""
"conbandit_combi1_0__9__2025-06-16_18-55","0.45","100.39804923101607","9","ContextualBandit-v2",""
"conbandit_combi1_0__8__2025-06-16_18-55","0.45","42.5964194195454","8","ContextualBandit-v2",""
"conbandit_combi1_0__9__2025-06-16_18-55","0.4","96.79195795404608","9","ContextualBandit-v2",""
"conbandit_combi1_0__8__2025-06-16_18-54","0.4","38.461723920298155","8","ContextualBandit-v2",""
"conbandit_combi1_0__9__2025-06-16_18-54","0.35000000000000003","98.15258727183522","9","ContextualBandit-v2",""
"conbandit_combi1_0__8__2025-06-16_18-54","0.35000000000000003","36.8121413812939","8","ContextualBandit-v2",""
"conbandit_combi1_0__9__2025-06-16_18-53","0.3","101.03725725230036","9","ContextualBandit-v2",""
"conbandit_combi1_0__8__2025-06-16_18-53","0.3","28.87217346744886","8","ContextualBandit-v2",""
"conbandit_combi1_0__9__2025-06-16_18-52","0.25","142.95631077503785","9","ContextualBandit-v2",""
"conbandit_combi1_0__8__2025-06-16_18-52","0.25","25.289117593460222","8","ContextualBandit-v2",""
"conbandit_combi1_0__9__2025-06-16_18-52","0.2","149.29347990759962","9","ContextualBandit-v2",""
"conbandit_combi1_0__8__2025-06-16_18-51","0.2","23.977166922080137","8","ContextualBandit-v2",""
"conbandit_combi1_0__9__2025-06-16_18-51","0.15000000000000002","326.0387548411989","9","ContextualBandit-v2",""
"conbandit_combi1_0__8__2025-06-16_18-51","0.15000000000000002","85.79742541066298","8","ContextualBandit-v2",""
"conbandit_combi1_0__9__2025-06-16_18-50","0.1","327.49161139391947","9","ContextualBandit-v2",""
