"Step","noisy_net: true - regret","noisy_net: true - regret__MIN","noisy_net: true - regret__MAX"
"1","0.3600200819068695","0","0.8234127761909317"
"2","0.6638592995266773","0.0799183269254592","1.5024592463429831"
"3","1.0052506180771335","0.0799183269254592","2.2501799812771526"
"4","1.4146957195711112","0.22809276196868378","2.8394111074328823"
"5","1.7567932748924096","0.426435433314846","3.054542167268126"
"6","2.0695028626873144","0.426435433314846","3.458649512597844"
"7","2.4009916495423753","0.7669014951407565","4.077057086399857"
"8","2.7168349895690196","0.7669014951407565","4.582776475776271"
"9","3.1230031883910927","0.7669014951407565","5.370176937608839"
"10","3.4880634674893707","0.9510283304457137","5.775829724926276"
"11","3.9321941047714732","1.4163160332111813","6.405606499321692"
"12","4.310825719992382","1.8093298160221143","6.991769188463759"
"13","4.671993068540421","1.8551652653508657","7.787529470201767"
"14","5.009455144674092","1.8731803801295612","8.657169874591064"
"15","5.374803067599665","1.8731803801295612","9.103157308999524"
"16","5.724905287294458","1.8731803801295612","9.769091068932864"
"17","6.050777741286575","1.8731803801295612","10.422209968023136"
"18","6.377964326857751","1.8731803801295612","10.890734383000838"
"19","6.761598917141479","1.8731803801295612","11.449602060374586"
"20","7.086274809812438","1.8731803801295612","12.152510829834652"
"21","7.4069830309098945","1.8731803801295612","12.809099523958361"
"22","7.730797228184658","2.0093219028376486","13.329053071525298"
"23","8.128319394375053","2.0093219028376486","14.105988024890072"
"24","8.470146623928756","2.0093219028376486","14.624221417925634"
"25","8.795731958273887","2.0093219028376486","14.968057058875546"
"26","9.141349726604995","2.0585741618462765","15.769123080800144"
"27","9.506265680823232","2.0585741618462765","16.314859665062393"
"28","9.858694213032487","2.128935651523615","17.07879610635895"
"29","10.230309198561395","2.128935651523615","17.263747889374763"
"30","10.567661718925816","2.128935651523615","17.78754055195567"
"31","10.905541350639991","2.128935651523615","18.608938924609898"
"32","11.247001296963566","2.128935651523615","19.349999128289237"
"33","11.567676151849179","2.5067873403117322","20.143243205081024"
"34","11.932611786820758","2.5067873403117322","20.664844997251294"
"35","12.283542841495859","2.5067873403117322","21.295383712647272"
"36","12.593747866614072","2.5067873403117322","21.403715869852704"
"37","12.98944811527684","2.5067873403117322","21.808537373836167"
"38","13.326346746660374","2.5067873403117322","22.342022949127976"
"39","13.644902070432686","2.7341093807561982","23.05627434700394"
"40","14.031080211472961","2.7341093807561982","23.621676377476973"
"41","14.352244901530135","2.734164210422447","24.1016030479273"
"42","14.699557891420463","2.734164210422447","24.862482355446723"
"43","15.054423358929816","2.734164210422447","25.744050971916007"
"44","15.391875902737535","2.734164210422447","26.503286389062946"
"45","15.7065162858926","2.770083175386178","27.27060271689079"
"46","16.039328996590946","2.770083175386178","28.09666162667525"
"47","16.35262650786668","2.770083175386178","28.61292977576607"
"48","16.723569455840963","2.770083175386178","29.4852000760948"
"49","17.06752370046774","2.770083175386178","29.64291213505293"
"50","17.390427608453415","2.770083175386178","30.267732053895088"
"51","17.672408957130195","2.770083175386178","31.085740232393267"
"52","17.964832074007006","2.770083175386178","31.798329993470634"
"53","18.332423954364625","2.770083175386178","32.47066501905153"
"54","18.64790034572005","2.770083175386178","33.34313296423777"
"55","18.92093629931798","2.770083175386178","34.158413778496545"
"56","19.217657264072884","2.770083175386178","34.27637387368857"
"57","19.472690923657694","2.770083175386178","34.98847480822156"
"58","19.815897108207107","2.770083175386178","35.60862918727661"
"59","20.11267792117163","2.8609149755668524","35.709960053061664"
"60","20.385232050833388","2.8609149755668524","36.43447463976828"
"61","20.600973694248427","2.8609149755668524","37.24059007725029"
"62","20.860329211977113","2.8609149755668524","37.776612936932175"
"63","21.08748426537403","2.8609149755668524","38.3297510533855"
"64","21.336412199879266","2.8609149755668524","38.98623259832748"
"65","21.56878870694121","2.92948678914041","39.53254478265402"
"66","21.807936443839875","2.92948678914041","40.289797435241866"
"67","22.013075220834573","2.92948678914041","40.40646518427346"
"68","22.27555987763191","2.92948678914041","40.5174964619363"
"69","22.466773994134194","2.92948678914041","40.81804543513854"
"70","22.630827376054427","2.92948678914041","41.42308365043803"
"71","22.863784378494703","2.9342936094018515","42.02564186532488"
"72","23.099698545397978","2.9342936094018515","42.62520205534181"
"73","23.29283907081488","3.0134668750515656","43.09986294269528"
"74","23.492802472442374","3.2041586298679405","43.784659069345416"
"75","23.659214903963576","3.2041586298679405","43.815267524368494"
"76","23.856204517641576","3.2041586298679405","44.42802426647314"
"77","23.998896118237596","3.2041586298679405","44.54156539830488"
"78","24.206860555887353","3.2041586298679405","45.15548905209743"
"79","24.408125987245676","3.2041586298679405","45.68242654252612"
"80","24.60081375991106","3.2041586298679405","46.406225228997684"
"81","24.754280932231858","3.2041586298679405","46.98346976713861"
"82","24.951209333098106","3.5493819484442537","47.4644478273717"
"83","25.119780503047927","3.5493819484442537","47.92280886405598"
"84","25.321886733968523","3.911156205710358","48.5549060414702"
"85","25.53364477680416","3.992553218814804","49.16187064116002"
"86","25.660337534228287","3.992553218814804","49.26630149862119"
"87","25.84547241237255","4.1482864959136965","49.697139476329255"
"88","25.99227351976177","4.15100075184559","50.282079587539435"
"89","26.16461325148267","4.188658680015864","50.81082527540145"
"90","26.33737101452353","4.188658680015864","51.43486109252901"
"91","26.483001986503496","4.218072395347218","51.88293886506395"
"92","26.66895905611487","4.251805739183229","51.98906465241521"
"93","26.79703847622834","4.274819145787369","52.089780407164334"
"94","26.902771586685457","4.274819145787369","52.19643739484075"
"95","27.056805003086023","4.274819145787369","52.80402586483534"
"96","27.200072009567627","4.274819145787369","52.8397011310434"
