"Step","env_id: MNISTBandit-v0 - loss","env_id: MNISTBandit-v0 - loss__MIN","env_id: MNISTBandit-v0 - loss__MAX"
"100","1.1525209710515778","0.7713993191719055","1.3367705345153809"
"101","1.142663715214565","0.7640705704689026","1.3317265510559082"
"102","1.1331467464052398","0.7567327618598938","1.3206982612609863"
"103","1.1229087114334106","0.74016273021698","1.3097543716430664"
"104","1.111594674916103","0.7377317547798157","1.307904839515686"
"105","1.1038129083041488","0.7371057868003845","1.3045235872268677"
"106","1.093697950757783","0.7319523096084595","1.297358512878418"
"107","1.0821779226434642","0.7245296239852905","1.2836781740188599"
"108","1.0729050348544944","0.7146742343902588","1.2827569246292114"
"109","1.0616086002053886","0.7116492986679077","1.2626289129257202"
"110","1.0511582288248786","0.6934472918510437","1.2559027671813965"
"111","1.0438609698723103","0.699078381061554","1.249801754951477"
"112","1.0342663875941573","0.6941792964935303","1.2531391382217407"
"113","1.0236323640264313","0.6862134337425232","1.234708309173584"
"114","1.0149148394321572","0.6685027480125427","1.2246534824371338"
"115","1.0046862178835376","0.6553480625152588","1.221665382385254"
"116","0.9958666193074194","0.6621648669242859","1.220664620399475"
"117","0.9854755381058002","0.6519374847412109","1.2054978609085083"
"118","0.9770735563903019","0.6327117085456848","1.1928024291992188"
"119","0.9674634892365028","0.62631756067276","1.182914137840271"
"120","0.9559219315134245","0.6254939436912537","1.1562457084655762"
"121","0.9464532136917114","0.6282763481140137","1.1504521369934082"
"122","0.9388140727733744","0.6010028719902039","1.1482934951782227"
"123","0.9287773267976169","0.6122655272483826","1.1503558158874512"
"124","0.9195921893777519","0.5899359583854675","1.1289323568344116"
"125","0.9068236248246555","0.5720553398132324","1.1243950128555298"
"126","0.8975687972430525","0.5609477758407593","1.1121129989624023"
"127","0.8870112628772341","0.5646534562110901","1.0842642784118652"
"128","0.8766195486331808","0.5376158356666565","1.0934576988220215"
"129","0.8658488865556389","0.530190646648407","1.083980679512024"
"130","0.8564993143081665","0.5236655473709106","1.0685867071151733"
"131","0.849157949973797","0.5234780311584473","1.0626612901687622"
"132","0.8371366241882587","0.501296877861023","1.0641785860061646"
"133","0.8260738726319938","0.49497613310813904","1.0411691665649414"
"134","0.8172973908227066","0.4872579276561737","1.0348131656646729"
"135","0.8025260310748528","0.4742402136325836","1.003883957862854"
"136","0.7923751915323323","0.45929181575775146","1.0229461193084717"
"137","0.7823465096539465","0.456018328666687","0.9921053051948547"
"138","0.7720027781766037","0.43849560618400574","0.9830788969993591"
"139","0.7579756379127502","0.4114629626274109","0.9773826003074646"
"140","0.7483053680123954","0.40783149003982544","0.9661635756492615"
"141","0.7350990525607405","0.39821678400039673","0.9593415856361389"
"142","0.7269989529560352","0.38078728318214417","0.9466186761856079"
"143","0.7153716858091026","0.3560476303100586","0.9463413953781128"
"144","0.7035469906083469","0.357210248708725","0.9377762079238892"
"145","0.6896654069423676","0.3279986083507538","0.9251061081886292"
"146","0.6830339010419517","0.34169188141822815","0.9211986064910889"
"147","0.6686492541740681","0.33587005734443665","0.907040536403656"
"148","0.6552517958756151","0.30811429023742676","0.9051647782325745"
"149","0.6438911310557661","0.2987011969089508","0.898525595664978"
"150","0.6297147633700535","0.29836609959602356","0.880690336227417"
"151","0.6173376081318691","0.26273423433303833","0.8679425716400146"
"152","0.6049623294123287","0.2559168338775635","0.8757429718971252"
"153","0.5916187244242636","0.22859026491641998","0.8534025549888611"
"154","0.5828551054000854","0.23682892322540283","0.8381488919258118"
"155","0.5675525994136416","0.21011857688426971","0.8354290723800659"
"156","0.5563124628930256","0.21452456712722778","0.8490270972251892"
"157","0.5369997132441093","0.2039141207933426","0.8266873359680176"
"158","0.5262616507965943","0.19520069658756256","0.8123466372489929"
"159","0.5147358369210671","0.1861506998538971","0.8170222640037537"
"160","0.5014047848767248","0.16777056455612183","0.7859182953834534"
"161","0.48624964983298863","0.16058655083179474","0.7932178378105164"
"162","0.4716801381316678","0.14840559661388397","0.7818217277526855"
"163","0.46161870195947846","0.1408965289592743","0.7763755917549133"
"164","0.44506050183855256","0.13985036313533783","0.7463060021400452"
"165","0.4310730513313721","0.11898092180490494","0.7570489645004272"
"166","0.4183711404430455","0.11930589377880096","0.7230960130691528"
"167","0.4038751531263878","0.09811517596244812","0.7126412987709045"
"168","0.38981062559218244","0.09557030349969864","0.7106472253799438"
"169","0.37871532553228837","0.09200168401002884","0.7135257124900818"
"170","0.36112217116972495","0.06370598077774048","0.687320351600647"
"171","0.3494845862532484","0.06627166271209717","0.6927757859230042"
"172","0.33543312549591064","0.05881872773170471","0.6707643866539001"
"173","0.3230510860167701","0.06012959033250809","0.6633464694023132"
"174","0.3078682217104682","0.04528369382023811","0.6375108957290649"
"175","0.2937824448634838","0.04940173774957657","0.6462969183921814"
"176","0.28034273624934","0.05450565740466118","0.6088597774505615"
"177","0.2700294470735665","0.04390258714556694","0.6126726865768433"
"178","0.25736196763042746","0.04393960162997246","0.6055493354797363"
"179","0.2469852819781879","0.037263475358486176","0.5745757222175598"
"180","0.23458914099068479","0.03784096613526344","0.5655585527420044"
"181","0.22113964880078002","0.029894018545746803","0.5339347124099731"
"182","0.21060551317601367","0.037570737302303314","0.5347440242767334"
"183","0.19945035874843597","0.0382874496281147","0.5255616307258606"
"184","0.1861285905128923","0.033149123191833496","0.5086578130722046"
"185","0.176508618004877","0.030196743085980415","0.49457037448883057"
"186","0.16754023679371538","0.033007457852363586","0.4809146225452423"
"187","0.15400671522165166","0.02502157911658287","0.46084487438201904"
"188","0.14636582155422917","0.025187058374285698","0.4517728388309479"
"189","0.13736984236487026","0.019664963707327843","0.4401516020298004"
"190","0.13025832417067781","0.01298328023403883","0.41724690794944763"
"191","0.11931646865760458","0.017320604994893074","0.40799006819725037"
"192","0.1138199788743052","0.011275950819253922","0.3822822570800781"
"193","0.10373609556399029","0.007587201427668333","0.3693959414958954"
"194","0.09788510750914955","0.007027768064290285","0.35672232508659363"
"195","0.09172031195063529","0.007076384034007788","0.34605899453163147"
"196","0.08346788353961089","0.006832467392086983","0.3289991021156311"
"197","0.07822647716464667","0.004843603353947401","0.3172648549079895"
"198","0.07286370948663559","0.004990988876670599","0.30724969506263733"
"199","0.06562129010703287","0.0038841378409415483","0.285334050655365"
"200","0.061008234990054165","0.0038703056052327156","0.2631051242351532"
"201","0.05850236268778299","0.003459857776761055","0.26876866817474365"
"202","0.05327803423981471","0.003688051598146558","0.2495199590921402"
"203","0.04997657896982956","0.0036405932623893023","0.2358739674091339"
"204","0.04503734327114091","0.0038196889217942953","0.21854881942272186"
"205","0.04190781868287716","0.004091175273060799","0.21095822751522064"
"206","0.03816974190352806","0.005141850095242262","0.19028976559638977"
"207","0.03554704950737028","0.00483774533495307","0.17874164879322052"
"208","0.032637404004946864","0.0039449953474104404","0.16716943681240082"
"209","0.029949751538063944","0.004235483705997467","0.15671469271183014"
"210","0.028459659231633974","0.004574161488562822","0.14302296936511993"
"211","0.02510115711403818","0.004313879180699587","0.13222597539424896"
"212","0.02176055915107758","0.0036793428007513285","0.12516485154628754"
"213","0.021325249096442914","0.0033562935423105955","0.11156006157398224"
"214","0.01894439596297412","0.0027541632298380136","0.10201597213745117"
"215","0.017516129690318787","0.0024564960040152073","0.09053830057382584"
"216","0.015998722832842635","0.001953813945874572","0.08734160661697388"
"217","0.014959724977259236","0.0013330125948414207","0.07515621930360794"
"218","0.013308532961547888","0.0012966932263225317","0.07016705721616745"
"219","0.012390465274902767","0.0012545078061521053","0.06385389715433121"
"220","0.011261627467445516","0.0012206468963995576","0.05880729854106903"
"221","0.009877206211716965","0.0012173430295661092","0.049105674028396606"
"222","0.009234513461204439","0.0011223868932574987","0.046105194836854935"
"223","0.00834329883720533","0.0009005420724861324","0.03972752019762993"
"224","0.007692797169699494","0.0008107872563414276","0.037662629038095474"
"225","0.006959975167209732","0.0007442004862241447","0.03261161223053932"
"226","0.006612098225842005","0.0004967064596712589","0.025664396584033966"
"227","0.005743013474094714","0.000588877301197499","0.025735877454280853"
"228","0.005070586328531198","0.00034594221506267786","0.021943796426057816"
"229","0.005043241830647056","0.00040543742943555117","0.022626005113124847"
"230","0.004223093226881184","0.0002824355906341225","0.015753161162137985"
"231","0.003987241443045887","0.0002765201497823","0.019924040883779526"
"232","0.0038403560937350168","0.0003228382265660912","0.02116328291594982"
"233","0.003698732167008686","0.0002438279043417424","0.02590474672615528"
"234","0.0028975621193992615","0.00021324619592633098","0.013232048600912094"
"235","0.0030485830522656186","0.0001847904932219535","0.017162004485726357"
"236","0.002784675253145718","0.00023991474881768227","0.015996580943465233"
"237","0.0026861688414195166","0.00017947664309758693","0.017451494932174683"
"238","0.002525110261370267","0.00018949023797176778","0.016003267839550972"
"239","0.0023462118797710745","0.00020507177396211773","0.01513921469449997"
"240","0.0020790247909989656","0.00018138093582820147","0.01191689632833004"
"241","0.0020281721868929616","0.0000647267879685387","0.014193642884492874"
"242","0.0019042798180478335","0.00013817945728078485","0.010518929921090603"
"243","0.0019011500977473494","0.0001187439847853966","0.014027983881533146"
"244","0.0017212216947067145","0.00010476400348125026","0.011116760782897472"
"245","0.0016908101054562803","0.00007295368413906544","0.013107423670589924"
"246","0.001589697797467595","0.00008030590834096074","0.011443189345300198"
"247","0.0015620073104871373","0.00006600041524507105","0.01203419640660286"
"248","0.0012151053905936665","0.00006475802365457639","0.006993063725531101"
"249","0.001229552275617607","0.00003774673314183019","0.008818741887807846"
"250","0.0011143440996389032","0.00004503839954850264","0.006600584834814072"
"251","0.001158736114403241","0.00004643483043764718","0.009134002961218357"
"252","0.0010801921681408643","0.0000463687683804892","0.006911128293722868"
"253","0.0010229363630561896","0.000037242403777781874","0.008126311004161835"
"254","0.0009594900837892683","0.00002439051604596898","0.007840818725526333"
"255","0.0008397931695322642","0.000026245194021612406","0.006602474953979254"
"256","0.00071522074637775","0.000014963795365474652","0.0052080606110394"
"257","0.0007789545704546416","0.000008539056580048054","0.005774357821792364"
"258","0.000701436718623756","0.00000840634857013356","0.006527914199978113"
"259","0.00063045943076351","0.000007837134035071358","0.0054044960997998714"
"260","0.0005775435294614501","0.000006232804935280001","0.0044307829812169075"
"261","0.0005544649250874374","0.000004656025339500047","0.004690956324338913"
"262","0.0005071962694367765","0.000006120788839325542","0.0038625122979283333"
