"Step","env_id: NNBandit-v0 - regret","env_id: NNBandit-v0 - regret__MIN","env_id: NNBandit-v0 - regret__MAX"
"1","0.343487482269605","0","0.9337034821510315"
"2","0.6597651580969492","0.007974699139595032","1.684502363204956"
"3","1.023494155704975","0.20924603939056396","2.485736846923828"
"4","1.372300165394942","0.2444339543581009","3.292107582092285"
"5","1.7651032775640487","0.47376295924186707","4.139644145965576"
"6","2.0798484683036804","0.6660556197166443","4.139644145965576"
"7","2.3534467577934266","0.6660556197166443","4.865059852600098"
"8","2.67134006023407","0.6778157949447632","5.267486095428467"
"9","3.011688963572184","0.6778157949447632","5.568850040435791"
"10","3.3245234310626985","0.9500201344490051","6.298012733459473"
"11","3.6642546892166137","1.2366234064102173","7.1339545249938965"
"12","3.9393335302670796","1.5387119054794312","7.756513595581055"
"13","4.277452178796133","1.820489764213562","8.15500259399414"
"14","4.61361989180247","2.182849645614624","8.910228729248047"
"15","4.961208407084147","2.182849645614624","9.695369720458984"
"16","5.245440284411113","2.194345712661743","10.3900146484375"
"17","5.563297549883525","2.614583730697632","10.830406188964844"
"18","5.849154885609945","2.7029929161071777","11.683195114135742"
"19","6.2076347668965655","2.9654974937438965","12.583261489868164"
"20","6.542998973528544","3.0616660118103027","13.457807540893555"
"21","6.848049751917521","3.0962274074554443","14.115272521972656"
"22","7.157953468958537","3.0962274074554443","14.587687492370605"
"23","7.490911316871643","3.221076250076294","15.36860466003418"
"24","7.85853320757548","3.426300048828125","16.083942413330078"
"25","8.154059648513794","3.426300048828125","16.441598892211914"
"26","8.504395055770875","3.7832865715026855","17.233789443969727"
"27","8.806230211257935","3.7832865715026855","17.96916961669922"
"28","9.12637590567271","3.8886682987213135","18.746065139770508"
"29","9.404346640904745","3.958159923553467","19.596242904663086"
"30","9.664721806844076","3.9780149459838867","20.198795318603516"
"31","10.030492035547892","4.07210636138916","20.628490447998047"
"32","10.339006106058756","4.23634147644043","21.52066421508789"
"33","10.70433341662089","4.611773490905762","22.1141357421875"
"34","11.049076620737711","4.611773490905762","22.924968719482422"
"35","11.351859680811565","4.881714344024658","23.531845092773438"
"36","11.703777647018432","5.089049816131592","24.29020881652832"
"37","11.983608420689901","5.11063814163208","25.098161697387695"
"38","12.300345595677694","5.169971466064453","25.990819931030273"
"39","12.663337596257527","5.733802318572998","26.7346134185791"
"40","12.995804850260416","5.80574893951416","27.122007369995117"
"41","13.39180432955424","6.09670352935791","27.942955017089844"
"42","13.71592378616333","6.163801193237305","28.609336853027344"
"43","14.026932303110758","6.406210899353027","29.361507415771484"
"44","14.33359923362732","6.680269241333008","29.880409240722656"
"45","14.609194215138753","6.952924728393555","30.7525577545166"
"46","14.934147675832113","7.346748352050781","31.22351837158203"
"47","15.284154987335205","7.346748352050781","32.05529022216797"
"48","15.564703718821209","7.450693607330322","32.84621047973633"
"49","15.935701656341553","7.757953643798828","33.357669830322266"
"50","16.228514258066813","7.987680435180664","33.800296783447266"
"51","16.576722462972004","8.225543022155762","34.31283187866211"
"52","16.971646626790363","8.477633476257324","35.1601448059082"
"53","17.251430892944335","8.486090660095215","35.98341369628906"
"54","17.56308784484863","8.486090660095215","36.382537841796875"
"55","17.825108114878336","8.533557891845703","36.810813903808594"
"56","18.125275993347167","8.656915664672852","37.539459228515625"
"57","18.355523204803468","8.965218544006348","38.26420593261719"
"58","18.54761447906494","9.014205932617188","39.00740051269531"
"59","18.75508025487264","9.09092903137207","39.725948333740234"
"60","18.9975679397583","9.303728103637695","40.13274002075195"
"61","19.23682912190755","9.54635238647461","40.79206466674805"
"62","19.440321159362792","9.661110877990723","41.27561569213867"
"63","19.589743677775065","9.675881385803223","41.998374938964844"
"64","19.910958766937256","10.051143646240234","42.33883285522461"
"65","20.126609007517498","10.168046951293945","43.11244583129883"
"66","20.274242242177326","10.431558609008789","44.07894515991211"
"67","20.532984479268393","10.6732759475708","44.51322937011719"
"68","20.74399445851644","10.73099422454834","44.836639404296875"
"69","20.887581793467202","10.762870788574219","45.23824691772461"
"70","20.990036487579346","10.873997688293457","45.51038360595703"
"71","21.21936273574829","10.873997688293457","45.804222106933594"
"72","21.377655378977458","10.873997688293457","46.06123352050781"
"73","21.53720343907674","10.873997688293457","46.42919921875"
"74","21.755682055155436","10.972366333007812","46.92890167236328"
"75","21.849055004119872","10.972366333007812","46.92890167236328"
"76","21.99018341700236","10.994626998901367","47.29901885986328"
"77","22.1686053276062","11.025598526000977","47.29901885986328"
"78","22.30153420766195","11.056404113769531","47.64637756347656"
"79","22.484527587890625","11.085331916809082","48.110599517822266"
"80","22.60954163869222","11.220671653747559","48.45586395263672"
"81","22.761868031819663","11.546670913696289","48.826175689697266"
"82","22.905895900726318","11.620504379272461","49.231746673583984"
"83","23.067143217722574","11.713118553161621","49.480857849121094"
"84","23.220747470855713","11.758024215698242","49.85837936401367"
"85","23.345789368947347","11.758024215698242","49.85837936401367"
"86","23.473306274414064","11.89353084564209","49.85837936401367"
"87","23.596763451894123","12.06159496307373","50.301551818847656"
"88","23.78434613545736","12.06159496307373","50.64270782470703"
"89","23.900909233093262","12.06159496307373","50.64270782470703"
"90","24.06130901972453","12.06159496307373","50.944236755371094"
"91","24.20377213160197","12.089681625366211","50.944236755371094"
"92","24.337439918518065","12.089681625366211","50.944236755371094"
"93","24.519863637288413","12.326601028442383","50.944236755371094"
"94","24.69383586247762","12.38997745513916","51.248130798339844"
"95","24.81579729715983","12.550179481506348","51.666080474853516"
"96","24.964703178405763","12.58350944519043","51.666080474853516"
"97","25.082378673553468","12.58350944519043","51.666080474853516"
"98","25.201301066080728","12.64724349975586","51.666080474853516"
"99","25.327236239115397","12.930886268615723","51.666080474853516"
"100","25.506158065795898","13.019881248474121","51.98978805541992"
"101","25.631440194447837","13.058390617370605","51.98978805541992"
"102","25.781797695159913","13.088000297546387","51.98978805541992"
"103","25.90325263341268","13.088000297546387","51.98978805541992"
"104","26.01335293451945","13.31539249420166","52.740665435791016"
"105","26.16572068532308","13.31539249420166","52.740665435791016"
"106","26.30212780634562","13.377920150756836","52.740665435791016"
"107","26.49221862157186","13.449037551879883","53.26103591918945"
"108","26.611107699076335","13.50197982788086","53.26103591918945"
"109","26.691707356770834","13.568950653076172","53.26103591918945"
"110","26.80003204345703","13.568950653076172","53.26103591918945"
"111","26.83569580713908","13.648026466369629","53.26103591918945"
"112","26.94444777170817","13.681699752807617","53.26103591918945"
"113","27.093537425994874","13.757712364196777","53.26103591918945"
"114","27.22400442759196","13.896352767944336","53.26103591918945"
"115","27.355404980977376","14.060359954833984","53.711158752441406"
"116","27.40573673248291","14.209444046020508","53.711158752441406"
"117","27.49143101374308","14.351397514343262","53.711158752441406"
"118","27.553171253204347","14.401667594909668","53.711158752441406"
"119","27.693341128031413","14.420524597167969","53.711158752441406"
"120","27.788201109568277","14.48685359954834","54.3217658996582"
"121","27.870684591929116","14.48685359954834","54.3217658996582"
"122","27.947737661997476","14.763440132141113","54.3217658996582"
"123","28.098896503448486","14.770901679992676","54.3217658996582"
"124","28.206363328297932","14.802313804626465","54.3217658996582"
"125","28.363883431752523","14.802313804626465","54.3217658996582"
"126","28.479709084828695","14.802313804626465","55.0305061340332"
"127","28.55124610265096","14.865797996520996","55.0305061340332"
"128","28.644142882029215","14.865797996520996","55.0305061340332"
"129","28.83897965749105","15.077613830566406","55.0305061340332"
"130","29.0144806543986","15.386322021484375","55.489803314208984"
"131","29.113184611002605","15.460617065429688","55.489803314208984"
"132","29.256629975636802","15.792649269104004","55.489803314208984"
"133","29.41791359583537","15.792649269104004","55.489803314208984"
"134","29.556145668029785","16.03096580505371","55.489803314208984"
"135","29.66592648824056","16.301904678344727","55.489803314208984"
"136","29.76680965423584","16.301904678344727","55.489803314208984"
"137","29.903003438313803","16.31376075744629","55.489803314208984"
"138","29.984287961324057","16.31376075744629","56.3017578125"
"139","30.122274843851724","16.31376075744629","56.3017578125"
"140","30.21599203745524","16.31376075744629","56.3017578125"
"141","30.331316312154133","16.40850830078125","56.3017578125"
"142","30.426293881734214","16.599855422973633","56.756492614746094"
"143","30.57664992014567","16.599855422973633","56.756492614746094"
"144","30.636087481180827","16.600088119506836","56.756492614746094"
"145","30.712162081400553","16.60456085205078","57.07855224609375"
"146","30.793325487772623","16.776443481445312","57.07855224609375"
