"Step","env_id: NNBandit-v0 - score","env_id: NNBandit-v0 - score__MIN","env_id: NNBandit-v0 - score__MAX"
"50","-0.007795098716393112","-0.21663902498781681","0.2045012567937374"
"100","0.1312671222320447","-0.010923340059816837","0.2643615786731243"
"150","0.20172270475327964","0.07708467826247216","0.35264718636870385"
"200","0.2060613318067044","0.09793495580554008","0.33377391889691355"
"250","0.2352805853995184","0.042150934264063834","0.3956084510684013"
"300","0.2636246621124446","0.0526262479275465","0.45537701264023783"
"350","0.2719695305048177","0.054649812579154966","0.46268759995698927"
"400","0.2810191677299639","0.04798519492149353","0.44687953606247904"
"450","0.26951599613577126","0.09793843939900398","0.47749942138791085"
"500","0.28179627717286354","0.11299641475081444","0.4835886490345001"
"550","0.2954972772138814","0.11956868469715118","0.5087008200585842"
"600","0.2986262296413382","0.13870569586753845","0.5095383423566818"
"650","0.29703332912176844","0.10106377795338631","0.6953339016437531"
"700","0.3049342803787439","0.12279893124476075","0.7005329453945159"
"750","0.3189511195955177","0.10226723149418832","0.7065598571300507"
"800","0.31786456957024833","0.13539261676371098","0.6793183881044388"
"850","0.3278006910309195","0.011996698155999184","0.6668668588250876"
"900","0.3365113292622069","0.030826396606862545","0.753561282157898"
"950","0.33047542614986497","0.03932575613260269","0.7283359736204147"
"1000","0.33651315024495126","0.023826586306095122","0.7042899215221405"
"1050","0.332169154483825","-0.08070321686565876","0.7537704563140869"
"1100","0.34094301272742455","-0.0691150864213705","0.7464428448677063"
"1150","0.34421313155007854","-0.06939330242574215","0.7547203594446182"
"1200","0.3528301739351202","-0.03320577502250671","0.7555097925662995"
"1250","0.33710791642839705","-0.07321636907756329","0.8114263105392456"
"1300","0.349298314900448","-0.03822592541575432","0.8014838927984238"
"1350","0.34931469540297994","-0.06151101566851139","0.8037706708908081"
"1400","0.3542038521418968","-0.021195655912160872","0.7679853367805481"
"1450","0.3481669027923296","-0.22256728313863278","0.8496825587749481"
"1500","0.35905281600138783","-0.19100747548043728","0.8668967080116272"
"1550","0.372120947520559","-0.1729972379654646","0.8806268441677093"
"1600","0.37993557558394986","-0.16726316146552564","0.8792529678344727"
"1650","0.4029895688984542","-0.07538183076307177","0.7840209043025971"
"1700","0.40525822683796275","-0.020684220120310782","0.7913998663425446"
"1750","0.41155883043011027","-0.04936909057199955","0.8448755991458893"
"1800","0.4200382778247197","-0.019293905794620515","0.8560388839244842"
"1850","0.40261896753249066","0.02051104873418808","0.8527814888954163"
"1900","0.40806042758623756","0.0114952751994133","0.8394435381889344"
"1950","0.4207240871209651","0.028569202944636343","0.8580375170707703"
"2000","0.4217471785197654","0.0559219928458333","0.8551173365116119"
