"Name","batch_size","mean_regret","dynamic_rate","seed","env_id","memory_size","_wandb"
"conbandit_combi1_0__5__2025-06-18_14-16","10","24.09032440185547","1000","5","NNBandit-v0","1000",""
"conbandit_combi1_0__4__2025-06-18_14-16","10","39.67582702636719","1000","4","NNBandit-v0","1000",""
"conbandit_combi1_0__3__2025-06-18_14-16","10","53.36157989501953","1000","3","NNBandit-v0","1000",""
"conbandit_combi1_0__2__2025-06-18_14-15","10","24.97765731811523","1000","2","NNBandit-v0","1000",""
"conbandit_combi1_0__1__2025-06-18_14-15","10","19.828758239746097","1000","1","NNBandit-v0","1000",""
"conbandit_combi1_0__0__2025-06-18_14-15","10","38.20369720458984","1000","0","NNBandit-v0","1000",""
"conbandit_combi1_0__5__2025-06-18_14-15","10","24.344772338867188","1000","5","NNBandit-v0","500",""
"conbandit_combi1_0__4__2025-06-18_14-14","10","39.28755187988281","1000","4","NNBandit-v0","500",""
"conbandit_combi1_0__3__2025-06-18_14-14","10","53.35389709472656","1000","3","NNBandit-v0","500",""
"conbandit_combi1_0__2__2025-06-18_14-14","10","24.885711669921875","1000","2","NNBandit-v0","500",""
"conbandit_combi1_0__1__2025-06-18_14-14","10","20.03391456604004","1000","1","NNBandit-v0","500",""
"conbandit_combi1_0__0__2025-06-18_14-14","10","37.14408874511719","1000","0","NNBandit-v0","500",""
"conbandit_combi1_0__5__2025-06-18_14-13","10","67.98042436990916","1000","5","ContextualBandit-v2","2000",""
"conbandit_combi1_0__4__2025-06-18_14-13","10","252.0605803242728","1000","4","ContextualBandit-v2","2000",""
"conbandit_combi1_0__3__2025-06-18_14-13","10","118.35063834089244","1000","3","ContextualBandit-v2","2000",""
"conbandit_combi1_0__2__2025-06-18_14-12","10","147.5146798908669","1000","2","ContextualBandit-v2","2000",""
"conbandit_combi1_0__1__2025-06-18_14-12","10","157.3222728305586","1000","1","ContextualBandit-v2","2000",""
"conbandit_combi1_0__0__2025-06-18_14-12","10","116.48921811588583","1000","0","ContextualBandit-v2","2000",""
"conbandit_combi1_0__5__2025-06-18_14-12","10","68.37156143667804","1000","5","ContextualBandit-v2","1500",""
"conbandit_combi1_0__4__2025-06-18_14-11","10","251.3257203570874","1000","4","ContextualBandit-v2","1500",""
"conbandit_combi1_0__3__2025-06-18_14-11","10","117.494373590899","1000","3","ContextualBandit-v2","1500",""
"conbandit_combi1_0__2__2025-06-18_14-11","10","147.32761319461977","1000","2","ContextualBandit-v2","1500",""
"conbandit_combi1_0__1__2025-06-18_14-11","10","157.56041972207802","1000","1","ContextualBandit-v2","1500",""
"conbandit_combi1_0__0__2025-06-18_14-10","10","113.47881766309146","1000","0","ContextualBandit-v2","1500",""
"conbandit_combi1_0__5__2025-06-18_14-10","10","68.00703705218486","1000","5","ContextualBandit-v2","1000",""
"conbandit_combi1_0__4__2025-06-18_14-10","10","245.1217081012215","1000","4","ContextualBandit-v2","1000",""
"conbandit_combi1_0__3__2025-06-18_14-09","10","103.6042294224612","1000","3","ContextualBandit-v2","1000",""
"conbandit_combi1_0__2__2025-06-18_14-09","10","149.94748705825384","1000","2","ContextualBandit-v2","1000",""
"conbandit_combi1_0__1__2025-06-18_14-09","10","155.10649919034057","1000","1","ContextualBandit-v2","1000",""
"conbandit_combi1_0__0__2025-06-18_14-09","10","99.47501558224694","1000","0","ContextualBandit-v2","1000",""
"conbandit_combi1_0__5__2025-06-18_14-08","10","62.503551745737255","1000","5","ContextualBandit-v2","500",""
"conbandit_combi1_0__4__2025-06-18_14-08","10","226.68987593325693","1000","4","ContextualBandit-v2","500",""
"conbandit_combi1_0__3__2025-06-18_14-08","10","93.30939050432043","1000","3","ContextualBandit-v2","500",""
"conbandit_combi1_0__2__2025-06-18_14-08","10","147.74703383059935","1000","2","ContextualBandit-v2","500",""
"conbandit_combi1_0__1__2025-06-18_14-07","10","152.43715335851022","1000","1","ContextualBandit-v2","500",""
"conbandit_combi1_0__0__2025-06-18_14-07","10","72.66466702018803","1000","0","ContextualBandit-v2","500",""
"conbandit_combi1_0__5__2025-06-18_13-56","5","27.56862449645996","1000","5","NNBandit-v0","2000",""
"conbandit_combi1_0__4__2025-06-18_13-56","5","43.420257568359375","1000","4","NNBandit-v0","2000",""
"conbandit_combi1_0__3__2025-06-18_13-55","5","60.538429260253906","1000","3","NNBandit-v0","2000",""
"conbandit_combi1_0__2__2025-06-18_13-55","5","30.823652267456055","1000","2","NNBandit-v0","2000",""
"conbandit_combi1_0__1__2025-06-18_13-55","5","20.067081451416016","1000","1","NNBandit-v0","2000",""
"conbandit_combi1_0__0__2025-06-18_13-55","5","47.47929763793945","1000","0","NNBandit-v0","2000",""
"conbandit_combi1_0__5__2025-06-18_13-55","5","27.569339752197266","1000","5","NNBandit-v0","1500",""
"conbandit_combi1_0__4__2025-06-18_13-55","5","43.49904251098633","1000","4","NNBandit-v0","1500",""
"conbandit_combi1_0__3__2025-06-18_13-54","5","60.524147033691406","1000","3","NNBandit-v0","1500",""
"conbandit_combi1_0__2__2025-06-18_13-54","5","30.823652267456055","1000","2","NNBandit-v0","1500",""
"conbandit_combi1_0__1__2025-06-18_13-54","5","20.067081451416016","1000","1","NNBandit-v0","1500",""
"conbandit_combi1_0__0__2025-06-18_13-54","5","47.36220932006836","1000","0","NNBandit-v0","1500",""
"conbandit_combi1_0__5__2025-06-18_13-54","5","27.66311264038086","1000","5","NNBandit-v0","1000",""
"conbandit_combi1_0__4__2025-06-18_13-54","5","43.494178771972656","1000","4","NNBandit-v0","1000",""
"conbandit_combi1_0__3__2025-06-18_13-53","5","60.70367813110352","1000","3","NNBandit-v0","1000",""
"conbandit_combi1_0__2__2025-06-18_13-53","5","30.865093231201172","1000","2","NNBandit-v0","1000",""
"conbandit_combi1_0__1__2025-06-18_13-53","5","20.167621612548828","1000","1","NNBandit-v0","1000",""
"conbandit_combi1_0__0__2025-06-18_13-53","5","46.98091125488281","1000","0","NNBandit-v0","1000",""
"conbandit_combi1_0__5__2025-06-18_13-53","5","27.669601440429688","1000","5","NNBandit-v0","500",""
"conbandit_combi1_0__4__2025-06-18_13-52","5","43.357330322265625","1000","4","NNBandit-v0","500",""
"conbandit_combi1_0__3__2025-06-18_13-52","5","59.2009391784668","1000","3","NNBandit-v0","500",""
"conbandit_combi1_0__2__2025-06-18_13-52","5","30.388933181762695","1000","2","NNBandit-v0","500",""
"conbandit_combi1_0__1__2025-06-18_13-52","5","20.229093551635746","1000","1","NNBandit-v0","500",""
"conbandit_combi1_0__0__2025-06-18_13-52","5","43.60444641113281","1000","0","NNBandit-v0","500",""
"conbandit_combi1_0__5__2025-06-18_13-51","5","81.79752059193754","1000","5","ContextualBandit-v2","2000",""
"conbandit_combi1_0__4__2025-06-18_13-51","5","247.4292390789415","1000","4","ContextualBandit-v2","2000",""
"conbandit_combi1_0__3__2025-06-18_13-51","5","119.12787753488784","1000","3","ContextualBandit-v2","2000",""
"conbandit_combi1_0__2__2025-06-18_13-51","5","145.6078811466479","1000","2","ContextualBandit-v2","2000",""
"conbandit_combi1_0__1__2025-06-18_13-50","5","151.18239979965372","1000","1","ContextualBandit-v2","2000",""
"conbandit_combi1_0__0__2025-06-18_13-50","5","125.11841444483665","1000","0","ContextualBandit-v2","2000",""
"conbandit_combi1_0__5__2025-06-18_13-50","5","81.62036929789816","1000","5","ContextualBandit-v2","1500",""
"conbandit_combi1_0__4__2025-06-18_13-49","5","246.11111934802855","1000","4","ContextualBandit-v2","1500",""
"conbandit_combi1_0__3__2025-06-18_13-49","5","118.59435052495454","1000","3","ContextualBandit-v2","1500",""
"conbandit_combi1_0__2__2025-06-18_13-49","5","145.97814476398864","1000","2","ContextualBandit-v2","1500",""
"conbandit_combi1_0__1__2025-06-18_13-49","5","150.51179437973192","1000","1","ContextualBandit-v2","1500",""
"conbandit_combi1_0__0__2025-06-18_13-48","5","122.00463228653322","1000","0","ContextualBandit-v2","1500",""
"conbandit_combi1_0__5__2025-06-18_13-48","5","81.2799263678692","1000","5","ContextualBandit-v2","1000",""
"conbandit_combi1_0__4__2025-06-18_13-48","5","237.5419156414116","1000","4","ContextualBandit-v2","1000",""
"conbandit_combi1_0__3__2025-06-18_13-48","5","104.52918531384664","1000","3","ContextualBandit-v2","1000",""
"conbandit_combi1_0__2__2025-06-18_13-47","5","146.17329132772025","1000","2","ContextualBandit-v2","1000",""
"conbandit_combi1_0__1__2025-06-18_13-47","5","150.4621105556509","1000","1","ContextualBandit-v2","1000",""
"conbandit_combi1_0__0__2025-06-18_13-47","5","108.30724127547914","1000","0","ContextualBandit-v2","1000",""
"conbandit_combi1_0__5__2025-06-18_13-47","5","70.15110722427158","1000","5","ContextualBandit-v2","500",""
"conbandit_combi1_0__4__2025-06-18_13-46","5","214.6587753924452","1000","4","ContextualBandit-v2","500",""
"conbandit_combi1_0__3__2025-06-18_13-46","5","91.0596065502434","1000","3","ContextualBandit-v2","500",""
"conbandit_combi1_0__2__2025-06-18_13-46","5","147.93046751350423","1000","2","ContextualBandit-v2","500",""
"conbandit_combi1_0__1__2025-06-18_13-46","5","148.20864003517647","1000","1","ContextualBandit-v2","500",""
"conbandit_combi1_0__0__2025-06-18_13-45","5","80.58190297479855","1000","0","ContextualBandit-v2","500",""
"conbandit_combi1_0__5__2025-06-18_13-35","2","34.12000274658203","1000","5","NNBandit-v0","2000",""
"conbandit_combi1_0__4__2025-06-18_13-34","2","66.14071655273438","1000","4","NNBandit-v0","2000",""
"conbandit_combi1_0__3__2025-06-18_13-34","2","74.01463317871094","1000","3","NNBandit-v0","2000",""
"conbandit_combi1_0__2__2025-06-18_13-34","2","46.471649169921875","1000","2","NNBandit-v0","2000",""
"conbandit_combi1_0__1__2025-06-18_13-34","2","27.6177921295166","1000","1","NNBandit-v0","2000",""
"conbandit_combi1_0__0__2025-06-18_13-34","2","68.97815704345703","1000","0","NNBandit-v0","2000",""
"conbandit_combi1_0__5__2025-06-18_13-34","2","34.07652282714844","1000","5","NNBandit-v0","1500",""
"conbandit_combi1_0__4__2025-06-18_13-33","2","66.10667419433594","1000","4","NNBandit-v0","1500",""
"conbandit_combi1_0__3__2025-06-18_13-33","2","74.03656768798828","1000","3","NNBandit-v0","1500",""
"conbandit_combi1_0__2__2025-06-18_13-33","2","46.471649169921875","1000","2","NNBandit-v0","1500",""
"conbandit_combi1_0__1__2025-06-18_13-33","2","27.555688858032227","1000","1","NNBandit-v0","1500",""
"conbandit_combi1_0__0__2025-06-18_13-32","2","68.79940795898438","1000","0","NNBandit-v0","1500",""
"conbandit_combi1_0__5__2025-06-18_13-32","2","34.29206085205078","1000","5","NNBandit-v0","1000",""
"conbandit_combi1_0__4__2025-06-18_13-32","2","65.7174301147461","1000","4","NNBandit-v0","1000",""
"conbandit_combi1_0__3__2025-06-18_13-32","2","74.1058578491211","1000","3","NNBandit-v0","1000",""
"conbandit_combi1_0__2__2025-06-18_13-32","2","46.18949890136719","1000","2","NNBandit-v0","1000",""
"conbandit_combi1_0__1__2025-06-18_13-31","2","27.970691680908203","1000","1","NNBandit-v0","1000",""
"conbandit_combi1_0__0__2025-06-18_13-31","2","66.67658996582031","1000","0","NNBandit-v0","1000",""
"conbandit_combi1_0__5__2025-06-18_13-31","2","34.8960075378418","1000","5","NNBandit-v0","500",""
"conbandit_combi1_0__4__2025-06-18_13-31","2","65.38789367675781","1000","4","NNBandit-v0","500",""
"conbandit_combi1_0__3__2025-06-18_13-31","2","72.84175872802734","1000","3","NNBandit-v0","500",""
"conbandit_combi1_0__2__2025-06-18_13-31","2","45.865474700927734","1000","2","NNBandit-v0","500",""
"conbandit_combi1_0__1__2025-06-18_13-30","2","29.80548667907715","1000","1","NNBandit-v0","500",""
"conbandit_combi1_0__0__2025-06-18_13-30","2","64.9836654663086","1000","0","NNBandit-v0","500",""
"conbandit_combi1_0__5__2025-06-18_13-30","2","96.23073300342035","1000","5","ContextualBandit-v2","2000",""
"conbandit_combi1_0__4__2025-06-18_13-30","2","256.65035554511695","1000","4","ContextualBandit-v2","2000",""
"conbandit_combi1_0__3__2025-06-18_13-29","2","136.11846515325414","1000","3","ContextualBandit-v2","2000",""
"conbandit_combi1_0__2__2025-06-18_13-29","2","151.6451034280452","1000","2","ContextualBandit-v2","2000",""
"conbandit_combi1_0__1__2025-06-18_13-29","2","161.7393317595132","1000","1","ContextualBandit-v2","2000",""
"conbandit_combi1_0__0__2025-06-18_13-29","2","140.50589825167006","1000","0","ContextualBandit-v2","2000",""
"conbandit_combi1_0__5__2025-06-18_13-28","2","96.15065712869544","1000","5","ContextualBandit-v2","1500",""
"conbandit_combi1_0__4__2025-06-18_13-28","2","254.7781621624825","1000","4","ContextualBandit-v2","1500",""
"conbandit_combi1_0__3__2025-06-18_13-28","2","136.1095259785133","1000","3","ContextualBandit-v2","1500",""
"conbandit_combi1_0__2__2025-06-18_13-28","2","151.46251900081305","1000","2","ContextualBandit-v2","1500",""
"conbandit_combi1_0__1__2025-06-18_13-27","2","161.57580010531876","1000","1","ContextualBandit-v2","1500",""
"conbandit_combi1_0__0__2025-06-18_13-27","2","138.38178665382182","1000","0","ContextualBandit-v2","1500",""
"conbandit_combi1_0__5__2025-06-18_13-27","2","88.37270873713491","1000","5","ContextualBandit-v2","1000",""
"conbandit_combi1_0__4__2025-06-18_13-26","2","251.2151381695826","1000","4","ContextualBandit-v2","1000",""
"conbandit_combi1_0__3__2025-06-18_13-26","2","129.09386381301215","1000","3","ContextualBandit-v2","1000",""
"conbandit_combi1_0__2__2025-06-18_13-26","2","155.40968608108938","1000","2","ContextualBandit-v2","1000",""
"conbandit_combi1_0__1__2025-06-18_13-26","2","161.12523274742696","1000","1","ContextualBandit-v2","1000",""
"conbandit_combi1_0__0__2025-06-18_13-25","2","119.58110763128836","1000","0","ContextualBandit-v2","1000",""
"conbandit_combi1_0__5__2025-06-18_13-25","2","78.31911751203995","1000","5","ContextualBandit-v2","500",""
"conbandit_combi1_0__4__2025-06-18_13-25","2","234.2113842011335","1000","4","ContextualBandit-v2","500",""
"conbandit_combi1_0__3__2025-06-18_13-25","2","101.30817401128976","1000","3","ContextualBandit-v2","500",""
"conbandit_combi1_0__2__2025-06-18_13-24","2","149.3102960860851","1000","2","ContextualBandit-v2","500",""
"conbandit_combi1_0__1__2025-06-18_13-24","2","154.66280924347132","1000","1","ContextualBandit-v2","500",""
"conbandit_combi1_0__0__2025-06-18_13-24","2","94.81355020839416","1000","0","ContextualBandit-v2","500",""
