"Step","env_id: NNBandit-v0 - loss","env_id: NNBandit-v0 - loss__MIN","env_id: NNBandit-v0 - loss__MAX"
"100","0.10546055307676053","0.025983285158872604","0.2972818613052368"
"101","0.09582807932948244","0.022747397422790527","0.2770676910877228"
"102","0.08647614415606548","0.020488595589995384","0.2500883936882019"
"103","0.07891907189683668","0.01875980570912361","0.2339235544204712"
"104","0.0717807902858175","0.01705017127096653","0.22153368592262268"
"105","0.06479998234787891","0.015387671068310738","0.20211580395698547"
"106","0.05824067430763409","0.012864489108324051","0.18541473150253296"
"107","0.05292161583001244","0.010632230900228024","0.1667264997959137"
"108","0.04737626590990815","0.01074185874313116","0.15488183498382568"
"109","0.042378099185639416","0.010412732139229774","0.1417846977710724"
"110","0.03820054534951161","0.008569308556616306","0.1372259259223938"
"111","0.034618538964925144","0.0075372364372015","0.12308484315872192"
"112","0.031463128000754736","0.008270656690001488","0.11361370980739594"
"113","0.028833370784233356","0.006939983926713467","0.10660907626152039"
"114","0.025544690321488626","0.00606791116297245","0.09739094972610474"
"115","0.023308250442918003","0.0059593976475298405","0.08222640305757523"
"116","0.02153206780424406","0.005345350131392479","0.07553228735923767"
"117","0.01992586301639676","0.006132328417152166","0.07375101745128632"
"118","0.018061136939273827","0.004998651798814535","0.06832680106163025"
"119","0.016875993235614794","0.005513837561011314","0.05879933014512062"
"120","0.015482819526745328","0.004433427471667528","0.05833440274000168"
"121","0.014185751081797583","0.004223155789077282","0.05293384939432144"
"122","0.013415434526215339","0.004132167901843786","0.04295625537633896"
"123","0.012160966196900299","0.0034685402642935514","0.038722340017557144"
"124","0.011741892940461122","0.003316018031910062","0.040394045412540436"
"125","0.01126308098499631","0.002838765736669302","0.03772960975766182"
"126","0.010757209773271763","0.0034540912602096796","0.031419456005096436"
"127","0.00994620045871827","0.002929174806922674","0.02580275572836399"
"128","0.00981175180942077","0.002542209578678012","0.029840368777513504"
"129","0.009288065769741762","0.0028453352861106396","0.023457977920770645"
"130","0.009218941579155367","0.0026720892637968063","0.02381312847137451"
"131","0.0086733714259904","0.002485334174707532","0.02317298948764801"
"132","0.007896369106361064","0.002223697490990162","0.021391496062278748"
"133","0.007599871244345759","0.0015282060485333204","0.019630415365099907"
"134","0.007387045349379809","0.001781188533641398","0.01750830188393593"
"135","0.006889685968354601","0.0015538748120889068","0.015301630832254887"
"136","0.006938256251079769","0.002071504248306155","0.01787446439266205"
