"Step","env_id: NNBandit-v0 - exploration_rate","env_id: NNBandit-v0 - exploration_rate__MIN","env_id: NNBandit-v0 - exploration_rate__MAX"
"113","0.3499999999999998","0.35","0.35"
"114","0.3499999999999998","0.35","0.35"
"115","0.3499999999999998","0.35","0.35"
"116","0.3499999999999998","0.35","0.35"
"117","0.3499999999999998","0.35","0.35"
"118","0.3499999999999998","0.35","0.35"
"119","0.3499999999999998","0.35","0.35"
"120","0.3499999999999998","0.35","0.35"
"121","0.3499999999999998","0.35","0.35"
"122","0.3499999999999998","0.35","0.35"
"123","0.3499999999999998","0.35","0.35"
"124","0.3499999999999998","0.35","0.35"
"125","0.3499999999999998","0.35","0.35"
"126","0.3499999999999998","0.35","0.35"
"127","0.3499999999999998","0.35","0.35"
"128","0.3499999999999998","0.35","0.35"
"129","0.3499999999999998","0.35","0.35"
"130","0.3499999999999998","0.35","0.35"
"131","0.3482500000000001","0.34825","0.34825"
"132","0.34650875","0.34650875","0.34650875"
"133","0.3447762062499999","0.34477620625","0.34477620625"
"134","0.3430523252187499","0.34305232521875","0.34305232521875"
"135","0.341337063592656","0.34133706359265625","0.34133706359265625"
"136","0.33963037827469295","0.33963037827469295","0.33963037827469295"
"137","0.3379322263833195","0.3379322263833195","0.3379322263833195"
"138","0.33624256525140284","0.3362425652514029","0.3362425652514029"
"139","0.3345613524251459","0.3345613524251459","0.3345613524251459"
"140","0.33288854566302034","0.3328885456630202","0.3328885456630202"
"141","0.331224102934705","0.33122410293470506","0.33122410293470506"
"142","0.32956798242003166","0.32956798242003155","0.32956798242003155"
"143","0.3279201425079314","0.3279201425079314","0.3279201425079314"
"144","0.3262805417953915","0.32628054179539173","0.32628054179539173"
"145","0.3246491390864145","0.3246491390864148","0.3246491390864148"
"146","0.32302589339098264","0.3230258933909827","0.3230258933909827"
"147","0.32141076392402806","0.3214107639240278","0.3214107639240278"
"148","0.3198037101044076","0.31980371010440767","0.31980371010440767"
"149","0.3182046915538858","0.31820469155388564","0.31820469155388564"
"150","0.3166136680961163","0.31661366809611624","0.31661366809611624"
"151","0.3150305997556356","0.31503059975563563","0.31503059975563563"
"152","0.3134554467568574","0.31345544675685744","0.31345544675685744"
"153","0.31188816952307324","0.31188816952307313","0.31188816952307313"
"154","0.31032872867545785","0.31032872867545774","0.31032872867545774"
"155","0.3087770850320803","0.30877708503208046","0.30877708503208046"
"156","0.30723319960692014","0.30723319960692","0.30723319960692"
"157","0.3056970336088855","0.30569703360888545","0.30569703360888545"
"158","0.30416854844084107","0.304168548440841","0.304168548440841"
"159","0.30264770569863686","0.3026477056986368","0.3026477056986368"
"160","0.30113446717014364","0.30113446717014364","0.30113446717014364"
"161","0.2996287948342929","0.29962879483429294","0.29962879483429294"
"162","0.29813065086012164","0.29813065086012147","0.29813065086012147"
"163","0.2966399976058209","0.2966399976058209","0.2966399976058209"
"164","0.29515679761779184","0.2951567976177918","0.2951567976177918"
"165","0.29368101362970295","0.29368101362970284","0.29368101362970284"
"166","0.29221260856155423","0.29221260856155434","0.29221260856155434"
"167","0.29075154551874666","0.29075154551874655","0.29075154551874655"
"168","0.2892977877911527","0.28929778779115284","0.28929778779115284"
"169","0.287851298852197","0.28785129885219707","0.28785129885219707"
"170","0.2864120423579361","0.2864120423579361","0.2864120423579361"
"171","0.28497998214614645","0.28497998214614645","0.28497998214614645"
"172","0.28355508223541565","0.2835550822354157","0.2835550822354157"
"173","0.2821373068242386","0.2821373068242386","0.2821373068242386"
"174","0.28072662029011747","0.2807266202901174","0.2807266202901174"
"175","0.27932298718866666","0.2793229871886668","0.2793229871886668"
"176","0.2779263722527236","0.2779263722527235","0.2779263722527235"
"177","0.27653674039146003","0.27653674039145987","0.27653674039145987"
"178","0.27515405668950255","0.27515405668950255","0.27515405668950255"
"179","0.27377828640605517","0.273778286406055","0.273778286406055"
"180","0.2724093949740247","0.2724093949740247","0.2724093949740247"
"181","0.2710473479991544","0.2710473479991546","0.2710473479991546"
"182","0.26969211125915904","0.2696921112591588","0.2696921112591588"
"183","0.268343650702863","0.26834365070286303","0.26834365070286303"
"184","0.2670019324493486","0.2670019324493487","0.2670019324493487"
"185","0.2656669227871021","0.26566692278710197","0.26566692278710197"
"186","0.2643385881731665","0.26433858817316647","0.26433858817316647"
"187","0.2630168952323009","0.26301689523230065","0.26301689523230065"
"188","0.26170181075613913","0.26170181075613913","0.26170181075613913"
"189","0.2603933017023585","0.2603933017023584","0.2603933017023584"
"190","0.25909133519384664","0.25909133519384664","0.25909133519384664"
"191","0.25779587851787755","0.2577958785178774","0.2577958785178774"
"192","0.25650689912528796","0.256506899125288","0.256506899125288"
"193","0.25522436462966164","0.2552243646296616","0.2552243646296616"
"194","0.2539482428065132","0.2539482428065133","0.2539482428065133"
"195","0.2526785015924808","0.25267850159248073","0.25267850159248073"
"196","0.2514151090845182","0.2514151090845183","0.2514151090845183"
"197","0.25015803353909577","0.2501580335390957","0.2501580335390957"
"198","0.24890724337140033","0.24890724337140024","0.24890724337140024"
"199","0.24766270715454317","0.24766270715454325","0.24766270715454325"
"200","0.2464243936187706","0.24642439361877053","0.24642439361877053"
"201","0.24519227165067653","0.24519227165067667","0.24519227165067667"
"202","0.24396631029242324","0.24396631029242327","0.24396631029242327"
"203","0.24274647874096106","0.24274647874096114","0.24274647874096114"
"204","0.24153274634725633","0.24153274634725633","0.24153274634725633"
"205","0.24032508261552007","0.24032508261552005","0.24032508261552005"
"206","0.23912345720244235","0.23912345720244244","0.23912345720244244"
"207","0.23792783991643038","0.2379278399164302","0.2379278399164302"
"208","0.23673820071684815","0.23673820071684806","0.23673820071684806"
"209","0.2355545097132639","0.23555450971326383","0.23555450971326383"
"210","0.23437673716469745","0.2343767371646975","0.2343767371646975"
"211","0.233204853478874","0.233204853478874","0.233204853478874"
"212","0.23203882921147947","0.23203882921147964","0.23203882921147964"
"213","0.2308786350654222","0.23087863506542225","0.23087863506542225"
"214","0.2297242418900953","0.22972424189009513","0.22972424189009513"
"215","0.2285756206806448","0.22857562068064466","0.22857562068064466"
"216","0.22743274257724153","0.22743274257724144","0.22743274257724144"
"217","0.22629557886435508","0.22629557886435522","0.22629557886435522"
"218","0.22516410097003353","0.22516410097003345","0.22516410097003345"
"219","0.22403828046518345","0.2240382804651833","0.2240382804651833"
"220","0.22291808906285746","0.22291808906285737","0.22291808906285737"
"221","0.22180349861754317","0.2218034986175431","0.2218034986175431"
"222","0.2206944811244555","0.22069448112445536","0.22069448112445536"
"223","0.21959100871883308","0.21959100871883308","0.21959100871883308"
"224","0.21849305367523894","0.2184930536752389","0.2184930536752389"
"225","0.21740058840686266","0.21740058840686272","0.21740058840686272"
"226","0.21631358546482837","0.2163135854648284","0.2163135854648284"
"227","0.21523201753750423","0.21523201753750426","0.21523201753750426"
"228","0.21415585744981677","0.21415585744981674","0.21415585744981674"
"229","0.21308507816256755","0.21308507816256766","0.21308507816256766"
"230","0.2120196527717547","0.21201965277175483","0.21201965277175483"
"231","0.2109595545078961","0.21095955450789605","0.21095955450789605"
"232","0.20990475673535663","0.20990475673535658","0.20990475673535658"
"233","0.2088552329516799","0.2088552329516798","0.2088552329516798"
"234","0.20781095678692132","0.20781095678692138","0.20781095678692138"
"235","0.20677190200298678","0.20677190200298678","0.20677190200298678"
"236","0.20573804249297195","0.20573804249297184","0.20573804249297184"
"237","0.204709352280507","0.204709352280507","0.204709352280507"
"238","0.2036858055191046","0.20368580551910445","0.20368580551910445"
"239","0.20266737649150898","0.20266737649150893","0.20266737649150893"
"240","0.2016540396090515","0.20165403960905137","0.20165403960905137"
"241","0.20064576941100604","0.20064576941100612","0.20064576941100612"
"242","0.19964254056395106","0.1996425405639511","0.1996425405639511"
"243","0.19864432786113126","0.19864432786113134","0.19864432786113134"
"244","0.1976511062218256","0.1976511062218257","0.1976511062218257"
"245","0.19666285069071662","0.19666285069071657","0.19666285069071657"
"246","0.19567953643726285","0.195679536437263","0.195679536437263"
"247","0.19470113875507672","0.19470113875507666","0.19470113875507666"
"248","0.1937276330613012","0.19372763306130128","0.19372763306130128"
"249","0.1927589948959947","0.19275899489599477","0.19275899489599477"
"250","0.1917951999215148","0.19179519992151478","0.19179519992151478"
"251","0.1908362239219071","0.19083622392190722","0.19083622392190722"
"252","0.18988204280229762","0.18988204280229767","0.18988204280229767"
"253","0.1889326325882861","0.1889326325882862","0.1889326325882862"
"254","0.18798796942534476","0.18798796942534476","0.18798796942534476"
"255","0.187048029578218","0.18704802957821803","0.18704802957821803"
"256","0.18611278943032694","0.18611278943032694","0.18611278943032694"
"257","0.1851822254831754","0.1851822254831753","0.1851822254831753"
"258","0.18425631435575954","0.18425631435575943","0.18425631435575943"
"259","0.18333503278398053","0.18333503278398064","0.18333503278398064"
"260","0.1824183576200608","0.18241835762006073","0.18241835762006073"
"261","0.18150626583196053","0.18150626583196042","0.18150626583196042"
"262","0.18059873450280062","0.18059873450280062","0.18059873450280062"
"263","0.1796957408302866","0.1796957408302866","0.1796957408302866"
"264","0.17879726212613525","0.17879726212613517","0.17879726212613517"
"265","0.17790327581550444","0.1779032758155045","0.1779032758155045"
"266","0.17701375943642708","0.17701375943642697","0.17701375943642697"
"267","0.17612869063924477","0.17612869063924483","0.17612869063924483"
"268","0.17524804718604867","0.1752480471860486","0.1752480471860486"
"269","0.1743718069501184","0.17437180695011836","0.17437180695011836"
"270","0.17349994791536777","0.17349994791536777","0.17349994791536777"
"271","0.17263244817579085","0.17263244817579093","0.17263244817579093"
"272","0.17176928593491192","0.17176928593491197","0.17176928593491197"
"273","0.17091043950523738","0.1709104395052374","0.1709104395052374"
"274","0.1700558873077113","0.1700558873077112","0.1700558873077112"
"275","0.1692056078711727","0.16920560787117264","0.16920560787117264"
"276","0.16835957983181685","0.1683595798318168","0.1683595798318168"
"277","0.1675177819326577","0.1675177819326577","0.1675177819326577"
"278","0.16668019302299442","0.16668019302299442","0.16668019302299442"
"279","0.16584679205787936","0.16584679205787944","0.16584679205787944"
"280","0.16501755809759008","0.16501755809759006","0.16501755809759006"
"281","0.16419247030710213","0.1641924703071021","0.1641924703071021"
"282","0.16337150795556657","0.1633715079555666","0.1633715079555666"
"283","0.16255465041578884","0.16255465041578876","0.16255465041578876"
"284","0.1617418771637098","0.1617418771637098","0.1617418771637098"
"285","0.16093316777789116","0.16093316777789124","0.16093316777789124"
"286","0.16012850193900177","0.16012850193900177","0.16012850193900177"
"287","0.1593278594293067","0.15932785942930677","0.15932785942930677"
"288","0.15853122013216017","0.15853122013216023","0.15853122013216023"
"289","0.15773856403149936","0.1577385640314994","0.1577385640314994"
"290","0.15694987121134188","0.1569498712113419","0.1569498712113419"
"291","0.15616512185528517","0.1561651218552852","0.1561651218552852"
"292","0.15538429624600877","0.15538429624600877","0.15538429624600877"
"293","0.15460737476477873","0.15460737476477873","0.15460737476477873"
"294","0.15383433789095494","0.15383433789095483","0.15383433789095483"
"295","0.1530651662015","0.15306516620150004","0.15306516620150004"
"296","0.15229984037049252","0.15229984037049255","0.15229984037049255"
"297","0.15153834116864007","0.1515383411686401","0.1515383411686401"
"298","0.15078064946279693","0.1507806494627969","0.1507806494627969"
"299","0.15002674621548281","0.15002674621548293","0.15002674621548293"
"300","0.1492766124844055","0.14927661248440552","0.14927661248440552"
"301","0.1485302294219836","0.1485302294219835","0.1485302294219835"
"302","0.14778757827487352","0.14778757827487357","0.14778757827487357"
"303","0.1470486403834993","0.1470486403834992","0.1470486403834992"
"304","0.14631339718158165","0.1463133971815817","0.1463133971815817"
"305","0.14558183019567386","0.1455818301956738","0.1455818301956738"
"306","0.14485392104469547","0.14485392104469544","0.14485392104469544"
"307","0.14412965143947198","0.14412965143947196","0.14412965143947196"
"308","0.14340900318227462","0.1434090031822746","0.1434090031822746"
"309","0.14269195816636324","0.1426919581663632","0.1426919581663632"
"310","0.14197849837553142","0.1419784983755314","0.1419784983755314"
"311","0.14126860588365367","0.14126860588365373","0.14126860588365373"
"312","0.14056226285423537","0.14056226285423545","0.14056226285423545"
"313","0.13985945153996415","0.13985945153996426","0.13985945153996426"
"314","0.13916015428226436","0.13916015428226444","0.13916015428226444"
"315","0.13846435351085307","0.13846435351085312","0.13846435351085312"
"316","0.13777203174329877","0.13777203174329886","0.13777203174329886"
"317","0.13708317158458228","0.13708317158458236","0.13708317158458236"
"318","0.1363977557266595","0.13639775572665944","0.13639775572665944"
"319","0.1357157669480262","0.13571576694802615","0.13571576694802615"
"320","0.13503718811328594","0.13503718811328602","0.13503718811328602"
"321","0.13436200217271962","0.1343620021727196","0.1343620021727196"
"322","0.13369019216185593","0.133690192161856","0.133690192161856"
"323","0.13302174120104662","0.1330217412010467","0.1330217412010467"
"324","0.1323566324950414","0.13235663249504148","0.13235663249504148"
"325","0.13169484933256637","0.13169484933256628","0.13169484933256628"
"326","0.13103637508590352","0.13103637508590346","0.13103637508590346"
"327","0.13038119321047403","0.13038119321047395","0.13038119321047395"
"328","0.12972928724442168","0.1297292872444216","0.1297292872444216"
"329","0.12908064080819948","0.12908064080819948","0.12908064080819948"
"330","0.12843523760415854","0.12843523760415848","0.12843523760415848"
"331","0.12779306141613764","0.1277930614161377","0.1277930614161377"
"332","0.12715409610905706","0.127154096109057","0.127154096109057"
"333","0.12651832562851165","0.12651832562851173","0.12651832562851173"
"334","0.12588573400036918","0.12588573400036918","0.12588573400036918"
"335","0.12525630533036738","0.12525630533036733","0.12525630533036733"
"336","0.12463002380371556","0.12463002380371549","0.12463002380371549"
"337","0.12400687368469697","0.12400687368469691","0.12400687368469691"
"338","0.12338683931627338","0.12338683931627342","0.12338683931627342"
"339","0.12276990511969202","0.12276990511969206","0.12276990511969206"
"340","0.12215605559409368","0.1221560555940936","0.1221560555940936"
"341","0.12154527531612305","0.12154527531612312","0.12154527531612312"
"342","0.12093754893954246","0.1209375489395425","0.1209375489395425"
"343","0.12033286119484475","0.12033286119484479","0.12033286119484479"
"344","0.11973119688887048","0.11973119688887057","0.11973119688887057"
"345","0.11913254090442618","0.11913254090442622","0.11913254090442622"
"346","0.11853687819990409","0.11853687819990409","0.11853687819990409"
"347","0.11794419380890454","0.11794419380890457","0.11794419380890457"
"348","0.11735447283986","0.11735447283986004","0.11735447283986004"
"349","0.11676770047566076","0.11676770047566075","0.11676770047566075"
"350","0.11618386197328244","0.11618386197328244","0.11618386197328244"
"351","0.11560294266341607","0.11560294266341603","0.11560294266341603"
"352","0.11502492795009898","0.11502492795009896","0.11502492795009896"
"353","0.11444980331034847","0.11444980331034846","0.11444980331034846"
"354","0.11387755429379667","0.11387755429379672","0.11387755429379672"
"355","0.11330816652232777","0.11330816652232772","0.11330816652232772"
"356","0.11274162568971613","0.11274162568971609","0.11274162568971609"
"357","0.11217791756126749","0.1121779175612675","0.1121779175612675"
"358","0.11161702797346117","0.11161702797346117","0.11161702797346117"
"359","0.11105894283359379","0.11105894283359385","0.11105894283359385"
"360","0.11050364811942584","0.11050364811942588","0.11050364811942588"
"361","0.10995112987882873","0.10995112987882875","0.10995112987882875"
"362","0.10940137422943462","0.1094013742294346","0.1094013742294346"
"363","0.10885436735828738","0.10885436735828743","0.10885436735828743"
"364","0.10831009552149597","0.108310095521496","0.108310095521496"
"365","0.10776854504388847","0.10776854504388851","0.10776854504388851"
"366","0.1072297023186691","0.10722970231866907","0.10722970231866907"
"367","0.1066935538070757","0.10669355380707572","0.10669355380707572"
"368","0.10616008603804031","0.10616008603804035","0.10616008603804035"
"369","0.1056292856078502","0.10562928560785015","0.10562928560785015"
"370","0.10510113917981097","0.1051011391798109","0.1051011391798109"
"371","0.10457563348391177","0.10457563348391184","0.10457563348391184"
"372","0.10405275531649229","0.10405275531649229","0.10405275531649229"
"373","0.10353249153990976","0.10353249153990983","0.10353249153990983"
"374","0.10301482908221035","0.10301482908221028","0.10301482908221028"
"375","0.1024997549367992","0.10249975493679923","0.10249975493679923"
"376","0.1019872561621153","0.10198725616211524","0.10198725616211524"
"377","0.10147731988130462","0.10147731988130466","0.10147731988130466"
"378","0.1009699332818981","0.10096993328189814","0.10096993328189814"
"379","0.10046508361548859","0.10046508361548866","0.10046508361548866"
"380","0.0999627581974112","0.09996275819741121","0.09996275819741121"
"381","0.09946294440642413","0.09946294440642416","0.09946294440642416"
"382","0.09896562968439197","0.09896562968439203","0.09896562968439203"
"383","0.09847080153597003","0.09847080153597007","0.09847080153597007"
"384","0.09797844752829028","0.09797844752829021","0.09797844752829021"
"385","0.0974885552906488","0.09748855529064876","0.09748855529064876"
"386","0.09700111251419545","0.09700111251419552","0.09700111251419552"
"387","0.09651610695162458","0.09651610695162455","0.09651610695162455"
"388","0.09603352641686638","0.09603352641686642","0.09603352641686642"
"389","0.09555335878478209","0.09555335878478209","0.09555335878478209"
"390","0.09507559199085815","0.09507559199085817","0.09507559199085817"
"391","0.09460021403090389","0.09460021403090388","0.09460021403090388"
"392","0.09412721296074934","0.09412721296074936","0.09412721296074936"
"393","0.09365657689594557","0.09365657689594561","0.09365657689594561"
"394","0.09318829401146589","0.09318829401146589","0.09318829401146589"
"395","0.09272235254140858","0.09272235254140856","0.09272235254140856"
"396","0.09225874077870154","0.09225874077870153","0.09225874077870153"
"397","0.09179744707480798","0.09179744707480801","0.09179744707480801"
"398","0.09133845983943399","0.09133845983943398","0.09133845983943398"
"399","0.09088176754023673","0.0908817675402368","0.0908817675402368"
"400","0.09042735870253567","0.09042735870253561","0.09042735870253561"
"401","0.08997522190902293","0.08997522190902293","0.08997522190902293"
"402","0.08952534579947785","0.08952534579947782","0.08952534579947782"
"403","0.08907771907048043","0.08907771907048044","0.08907771907048044"
"404","0.08863233047512806","0.08863233047512804","0.08863233047512804"
"405","0.08818916882275248","0.0881891688227524","0.0881891688227524"
"406","0.08774822297863862","0.08774822297863864","0.08774822297863864"
"407","0.08730948186374549","0.08730948186374544","0.08730948186374544"
"408","0.08687293445442675","0.08687293445442672","0.08687293445442672"
"409","0.08643856978215458","0.08643856978215458","0.08643856978215458"
"410","0.08600637693324381","0.08600637693324381","0.08600637693324381"
"411","0.08557634504857764","0.0855763450485776","0.0855763450485776"
"412","0.08514846332333473","0.08514846332333471","0.08514846332333471"
"413","0.08472272100671806","0.08472272100671804","0.08472272100671804"
"414","0.08429910740168452","0.08429910740168445","0.08429910740168445"
"415","0.08387761186467603","0.08387761186467603","0.08387761186467603"
"416","0.08345822380535269","0.08345822380535264","0.08345822380535264"
"417","0.08304093268632591","0.08304093268632588","0.08304093268632588"
"418","0.08262572802289418","0.08262572802289425","0.08262572802289425"
"419","0.08221259938277976","0.08221259938277978","0.08221259938277978"
"420","0.08180153638586592","0.08180153638586588","0.08180153638586588"
"421","0.08139252870393658","0.08139252870393654","0.08139252870393654"
"422","0.08098556606041686","0.08098556606041686","0.08098556606041686"
"423","0.08058063823011481","0.08058063823011477","0.08058063823011477"
"424","0.08017773503896426","0.08017773503896419","0.08017773503896419"
"425","0.0797768463637694","0.07977684636376937","0.07977684636376937"
"426","0.07937796213195057","0.07937796213195053","0.07937796213195053"
"427","0.07898107232129077","0.07898107232129077","0.07898107232129077"
"428","0.07858616695968433","0.07858616695968432","0.07858616695968432"
"429","0.07819323612488589","0.07819323612488589","0.07819323612488589"
"430","0.07780226994426147","0.07780226994426147","0.07780226994426147"
"431","0.07741325859454014","0.07741325859454017","0.07741325859454017"
"432","0.07702619230156744","0.07702619230156746","0.07702619230156746"
"433","0.07664106134005964","0.07664106134005962","0.07664106134005962"
"434","0.07625785603335931","0.07625785603335931","0.07625785603335931"
"435","0.07587656675319247","0.07587656675319251","0.07587656675319251"
"436","0.07549718391942654","0.07549718391942656","0.07549718391942656"
"437","0.07511969799982943","0.07511969799982943","0.07511969799982943"
"438","0.07474409950983027","0.07474409950983028","0.07474409950983028"
"439","0.07437037901228115","0.07437037901228113","0.07437037901228113"
"440","0.0739985271172197","0.07399852711721973","0.07399852711721973"
"441","0.07362853448163362","0.07362853448163363","0.07362853448163363"
"442","0.07326039180922543","0.07326039180922546","0.07326039180922546"
"443","0.07289408985017934","0.07289408985017932","0.07289408985017932"
"444","0.07252961940092842","0.07252961940092843","0.07252961940092843"
"445","0.07216697130392373","0.07216697130392379","0.07216697130392379"
"446","0.07180613644740412","0.07180613644740416","0.07180613644740416"
"447","0.07144710576516713","0.07144710576516713","0.07144710576516713"
"448","0.07108987023634133","0.0710898702363413","0.0710898702363413"
"449","0.07073442088515963","0.07073442088515959","0.07073442088515959"
"450","0.07038074878073378","0.07038074878073379","0.07038074878073379"
"451","0.07002884503683009","0.07002884503683011","0.07002884503683011"
"452","0.06967870081164597","0.06967870081164597","0.06967870081164597"
"453","0.06933030730758773","0.06933030730758774","0.06933030730758774"
"454","0.06898365577104976","0.0689836557710498","0.0689836557710498"
"455","0.06863873749219458","0.06863873749219455","0.06863873749219455"
"456","0.06829554380473363","0.06829554380473359","0.06829554380473359"
"457","0.06795406608570988","0.06795406608570992","0.06795406608570992"
"458","0.0676142957552814","0.06761429575528137","0.06761429575528137"
"459","0.067276224276505","0.06727622427650497","0.06727622427650497"
"460","0.06693984315512246","0.06693984315512244","0.06693984315512244"
"461","0.06660514393934686","0.06660514393934683","0.06660514393934683"
"462","0.06627211821965012","0.0662721182196501","0.0662721182196501"
"463","0.0659407576285518","0.06594075762855184","0.06594075762855184"
"464","0.06561105384040909","0.06561105384040908","0.06561105384040908"
"465","0.06528299857120706","0.06528299857120703","0.06528299857120703"
"466","0.064956583578351","0.064956583578351","0.064956583578351"
"467","0.0646318006604592","0.06463180066045925","0.06463180066045925"
"468","0.06430864165715698","0.06430864165715695","0.06430864165715695"
"469","0.06398709844887113","0.06398709844887117","0.06398709844887117"
"470","0.06366716295662679","0.06366716295662682","0.06366716295662682"
"471","0.06334882714184366","0.06334882714184369","0.06334882714184369"
"472","0.06303208300613444","0.06303208300613447","0.06303208300613447"
"473","0.06271692259110377","0.0627169225911038","0.0627169225911038"
"474","0.062403337978148295","0.06240333797814828","0.06240333797814828"
"475","0.06209132128825751","0.06209132128825754","0.06209132128825754"
"476","0.06178086468181627","0.061780864681816254","0.061780864681816254"
"477","0.061471960358407136","0.06147196035840717","0.06147196035840717"
"478","0.061164600556615115","0.061164600556615135","0.061164600556615135"
"479","0.06085877755383206","0.06085877755383206","0.06085877755383206"
"480","0.06055448366606292","0.0605544836660629","0.0605544836660629"
"481","0.060251711247732556","0.060251711247732584","0.060251711247732584"
"482","0.059950452691493954","0.05995045269149392","0.05995045269149392"
"483","0.05965070042803645","0.05965070042803645","0.05965070042803645"
"484","0.0593524469258963","0.059352446925896266","0.059352446925896266"
"485","0.05905568469126681","0.059055684691266784","0.059055684691266784"
"486","0.058760406267810435","0.05876040626781045","0.05876040626781045"
"487","0.05846660423647142","0.058466604236471396","0.058466604236471396"
"488","0.05817427121528906","0.058174271215289036","0.058174271215289036"
"489","0.05788339985921255","0.05788339985921259","0.05788339985921259"
"490","0.057593982859916557","0.05759398285991653","0.05759398285991653"
