"Step","env_id: NNBandit-v0 - score","env_id: NNBandit-v0 - score__MIN","env_id: NNBandit-v0 - score__MAX"
"50","-0.02949937693871044","-0.17109195321798323","0.1636628909409046"
"100","-0.036623682461935904","-0.20222622588276862","0.17910447388887404"
"150","0.13245792296811423","-0.019961952045559884","0.24021302551031112"
"200","0.21871077330012256","0.02676244532689452","0.33899269346147776"
"250","0.24038368546628744","0.045146870221942664","0.4050418332964182"
"300","0.2575541923130894","0.055595825761556625","0.3705516529083252"
"350","0.2703195975887879","0.09090490117669106","0.41407943829894067"
"400","0.2873973913580693","0.08782346975058317","0.4489388257265091"
"450","0.2990390152779632","0.090931312777102","0.4759910276532173"
"500","0.29942432669151964","0.09573220178484916","0.4697822428494692"
"550","0.31205520636691114","0.10427675649523735","0.4648320597410202"
"600","0.3094220955515729","0.10563241273164749","0.4438484036177397"
"650","0.3181240353553459","0.11406395122408867","0.4883298921585083"
"700","0.3200643144965428","0.10283245580270886","0.4821263071894646"
"750","0.32453764691435066","0.10245500206947326","0.4938169491291046"
"800","0.31992548920214187","0.12188035637140274","0.47698922991752624"
"850","0.3260087947329057","0.11141504287719727","0.49313189208507535"
"900","0.3279227388084962","0.09924706138670444","0.5079444050788879"
"950","0.323595922263018","0.11262902602553368","0.47503565609455106"
"1000","0.32729146005521553","0.12454655930399895","0.4792680643498898"
"1050","0.3285856690694546","0.11216319218277931","0.47717380702495577"
"1100","0.3288784233455","0.10306431867182254","0.4992473042011261"
"1150","0.32987626858826335","0.11931921973824501","0.48925231575965883"
"1200","0.3262546959288161","0.11711954802274704","0.48759487092494963"
"1250","0.3301112689411846","0.1068104600161314","0.4929154509305954"
"1300","0.32943440775290656","0.09994955446571112","0.48368983149528505"
"1350","0.33155567910393774","0.11158551886677742","0.493941964507103"
"1400","0.3284759136597658","0.11941370248794556","0.4865665423870087"
"1450","0.3281777763752075","0.11778132513165473","0.4991917484998703"
"1500","0.33172990056461304","0.11489829689264297","0.48762459456920626"
"1550","0.3334735137949987","0.11556429699063302","0.47360202848911287"
"1600","0.3292722610050235","0.12167704194784164","0.5071569544076919"
"1650","0.32908089412697433","0.11821510761976242","0.49871469020843506"
"1700","0.3286277705893434","0.11965641126036644","0.49376887261867525"
"1750","0.3330083559967321","0.12480563715100289","0.4902557110786438"
"1800","0.33097205501692045","0.12578146249055863","0.4920676881074905"
"1850","0.3309489751889788","0.1174886602908373","0.503293816447258"
"1900","0.3279302217246129","0.11398994088172913","0.4921881276369095"
"1950","0.33229354966431857","0.11839665044099093","0.5085770475864411"
"2000","0.3332870985850178","0.11499075591564178","0.48927131950855257"
