"Step","conbandit_combi1_0__5820__2025-06-17_16-53 - exploration_rate","conbandit_combi1_0__5820__2025-06-17_16-53 - exploration_rate__MIN","conbandit_combi1_0__5820__2025-06-17_16-53 - exploration_rate__MAX","conbandit_combi1_0__7324__2025-06-17_16-52 - exploration_rate","conbandit_combi1_0__7324__2025-06-17_16-52 - exploration_rate__MIN","conbandit_combi1_0__7324__2025-06-17_16-52 - exploration_rate__MAX","conbandit_combi1_0__6341__2025-06-17_16-51 - exploration_rate","conbandit_combi1_0__6341__2025-06-17_16-51 - exploration_rate__MIN","conbandit_combi1_0__6341__2025-06-17_16-51 - exploration_rate__MAX"
"317","0.19798530194053718","0.19798530194053718","0.19798530194053718","0.18580645161290454","0.18580645161290454","0.18580645161290454","0.1995550159903255","0.1995550159903255","0.1995550159903255"
"318","0.19739134603471556","0.19739134603471556","0.19739134603471556","0.1845161290322594","0.1845161290322594","0.1845161290322594","0.1989563509423545","0.1989563509423545","0.1989563509423545"
"319","0.1967991719966114","0.1967991719966114","0.1967991719966114","0.18322580645161424","0.18322580645161424","0.18322580645161424","0.19835948188952743","0.19835948188952743","0.19835948188952743"
"320","0.19620877448062157","0.19620877448062157","0.19620877448062157","0.18193548387096908","0.18193548387096908","0.18193548387096908","0.19776440344385884","0.19776440344385884","0.19776440344385884"
"321","0.1956201481571797","0.1956201481571797","0.1956201481571797","0.18064516129032393","0.18064516129032393","0.18064516129032393","0.19717111023352726","0.19717111023352726","0.19717111023352726"
"322","0.19503328771270817","0.19503328771270817","0.19503328771270817","0.17935483870967878","0.17935483870967878","0.17935483870967878","0.19657959690282667","0.19657959690282667","0.19657959690282667"
"323","0.19444818784957005","0.19444818784957005","0.19444818784957005","0.17806451612903362","0.17806451612903362","0.17806451612903362","0.1959898581121182","0.1959898581121182","0.1959898581121182"
"324","0.19386484328602133","0.19386484328602133","0.19386484328602133","0.17677419354838847","0.17677419354838847","0.17677419354838847","0.19540188853778184","0.19540188853778184","0.19540188853778184"
"325","0.19328324875616326","0.19328324875616326","0.19328324875616326","0.17548387096774332","0.17548387096774332","0.17548387096774332","0.1948156828721685","0.1948156828721685","0.1948156828721685"
"326","0.19270339900989478","0.19270339900989478","0.19270339900989478","0.17419354838709816","0.17419354838709816","0.17419354838709816","0.19423123582355198","0.19423123582355198","0.19423123582355198"
"327","0.19212528881286509","0.19212528881286509","0.19212528881286509","0.172903225806453","0.172903225806453","0.172903225806453","0.19364854211608132","0.19364854211608132","0.19364854211608132"
"328","0.19154891294642648","0.19154891294642648","0.19154891294642648","0.17161290322580786","0.17161290322580786","0.17161290322580786","0.19306759648973307","0.19306759648973307","0.19306759648973307"
"329","0.1909742662075872","0.1909742662075872","0.1909742662075872","0.1703225806451627","0.1703225806451627","0.1703225806451627","0.19248839370026385","0.19248839370026385","0.19248839370026385"
"330","0.19040134340896445","0.19040134340896445","0.19040134340896445","0.16903225806451755","0.16903225806451755","0.16903225806451755","0.19191092851916305","0.19191092851916305","0.19191092851916305"
"331","0.18983013937873755","0.18983013937873755","0.18983013937873755","0.1677419354838724","0.1677419354838724","0.1677419354838724","0.19133519573360555","0.19133519573360555","0.19133519573360555"
"332","0.18926064896060132","0.18926064896060132","0.18926064896060132","0.16645161290322724","0.16645161290322724","0.16645161290322724","0.19076119014640475","0.19076119014640475","0.19076119014640475"
"333","0.1886928670137195","0.1886928670137195","0.1886928670137195","0.1651612903225821","0.1651612903225821","0.1651612903225821","0.19018890657596554","0.19018890657596554","0.19018890657596554"
"334","0.18812678841267835","0.18812678841267835","0.18812678841267835","0.16387096774193693","0.16387096774193693","0.16387096774193693","0.18961833985623763","0.18961833985623763","0.18961833985623763"
"335","0.18756240804744032","0.18756240804744032","0.18756240804744032","0.16258064516129178","0.16258064516129178","0.16258064516129178","0.18904948483666892","0.18904948483666892","0.18904948483666892"
"336","0.186999720823298","0.186999720823298","0.186999720823298","0.16129032258064663","0.16129032258064663","0.16129032258064663","0.18848233638215892","0.18848233638215892","0.18848233638215892"
"337","0.1864387216608281","0.1864387216608281","0.1864387216608281","0.16000000000000147","0.16000000000000147","0.16000000000000147","0.18791688937301243","0.18791688937301243","0.18791688937301243"
"338","0.1858794054958456","0.1858794054958456","0.1858794054958456","0.15870967741935632","0.15870967741935632","0.15870967741935632","0.1873531387048934","0.1873531387048934","0.1873531387048934"
"339","0.18532176727935806","0.18532176727935806","0.18532176727935806","0.15741935483871117","0.15741935483871117","0.15741935483871117","0.18679107928877872","0.18679107928877872","0.18679107928877872"
"340","0.18476580197752","0.18476580197752","0.18476580197752","0.15612903225806601","0.15612903225806601","0.15612903225806601","0.18623070605091238","0.18623070605091238","0.18623070605091238"
"341","0.18421150457158744","0.18421150457158744","0.18421150457158744","0.15483870967742086","0.15483870967742086","0.15483870967742086","0.18567201393275964","0.18567201393275964","0.18567201393275964"
"342","0.18365887005787268","0.18365887005787268","0.18365887005787268","0.1535483870967757","0.1535483870967757","0.1535483870967757","0.18511499789096136","0.18511499789096136","0.18511499789096136"
"343","0.18310789344769907","0.18310789344769907","0.18310789344769907","0.15225806451613055","0.15225806451613055","0.15225806451613055","0.18455965289728848","0.18455965289728848","0.18455965289728848"
"344","0.18255856976735596","0.18255856976735596","0.18255856976735596","0.1509677419354854","0.1509677419354854","0.1509677419354854","0.1840059739385966","0.1840059739385966","0.1840059739385966"
"345","0.1820108940580539","0.1820108940580539","0.1820108940580539","0.14967741935484025","0.14967741935484025","0.14967741935484025","0.18345395601678083","0.18345395601678083","0.18345395601678083"
"346","0.18146486137587975","0.18146486137587975","0.18146486137587975","0.1483870967741951","0.1483870967741951","0.1483870967741951","0.18290359414873048","0.18290359414873048","0.18290359414873048"
"347","0.1809204667917521","0.1809204667917521","0.1809204667917521","0.14709677419354994","0.14709677419354994","0.14709677419354994","0.18235488336628428","0.18235488336628428","0.18235488336628428"
"348","0.18037770539137685","0.18037770539137685","0.18037770539137685","0.14580645161290479","0.14580645161290479","0.14580645161290479","0.18180781871618543","0.18180781871618543","0.18180781871618543"
"349","0.17983657227520272","0.17983657227520272","0.17983657227520272","0.14451612903225963","0.14451612903225963","0.14451612903225963","0.18126239526003687","0.18126239526003687","0.18126239526003687"
"350","0.1792970625583771","0.1792970625583771","0.1792970625583771","0.14322580645161448","0.14322580645161448","0.14322580645161448","0.18071860807425677","0.18071860807425677","0.18071860807425677"
"351","0.17875917137070196","0.17875917137070196","0.17875917137070196","0.14193548387096933","0.14193548387096933","0.14193548387096933","0.180176452250034","0.180176452250034","0.180176452250034"
"352","0.17822289385658985","0.17822289385658985","0.17822289385658985","0.14064516129032417","0.14064516129032417","0.14064516129032417","0.1796359228932839","0.1796359228932839","0.1796359228932839"
"353","0.1776882251750201","0.1776882251750201","0.1776882251750201","0.13935483870967902","0.13935483870967902","0.13935483870967902","0.17909701512460405","0.17909701512460405","0.17909701512460405"
"354","0.17715516049949503","0.17715516049949503","0.17715516049949503","0.13806451612903387","0.13806451612903387","0.13806451612903387","0.17855972407923024","0.17855972407923024","0.17855972407923024"
"355","0.17662369501799655","0.17662369501799655","0.17662369501799655","0.1367741935483887","0.1367741935483887","0.1367741935483887","0.17802404490699256","0.17802404490699256","0.17802404490699256"
"356","0.17609382393294257","0.17609382393294257","0.17609382393294257","0.13548387096774356","0.13548387096774356","0.13548387096774356","0.17748997277227158","0.17748997277227158","0.17748997277227158"
"357","0.17556554246114373","0.17556554246114373","0.17556554246114373","0.1341935483870984","0.1341935483870984","0.1341935483870984","0.17695750285395476","0.17695750285395476","0.17695750285395476"
"358","0.17503884583376028","0.17503884583376028","0.17503884583376028","0.13290322580645325","0.13290322580645325","0.13290322580645325","0.17642663034539288","0.17642663034539288","0.17642663034539288"
"359","0.174513729296259","0.174513729296259","0.174513729296259","0.1316129032258081","0.1316129032258081","0.1316129032258081","0.1758973504543567","0.1758973504543567","0.1758973504543567"
"360","0.17399018810837022","0.17399018810837022","0.17399018810837022","0.13032258064516294","0.13032258064516294","0.13032258064516294","0.17536965840299362","0.17536965840299362","0.17536965840299362"
"361","0.1734682175440451","0.1734682175440451","0.1734682175440451","0.1290322580645178","0.1290322580645178","0.1290322580645178","0.17484354942778463","0.17484354942778463","0.17484354942778463"
"362","0.17294781289141295","0.17294781289141295","0.17294781289141295","0.12774193548387264","0.12774193548387264","0.12774193548387264","0.17431901877950126","0.17431901877950126","0.17431901877950126"
"363","0.17242896945273872","0.17242896945273872","0.17242896945273872","0.12645161290322748","0.12645161290322748","0.12645161290322748","0.17379606172316275","0.17379606172316275","0.17379606172316275"
"364","0.1719116825443805","0.1719116825443805","0.1719116825443805","0.12516129032258233","0.12516129032258233","0.12516129032258233","0.17327467353799325","0.17327467353799325","0.17327467353799325"
"365","0.17139594749674736","0.17139594749674736","0.17139594749674736","0.12387096774193716","0.12387096774193716","0.12387096774193716","0.17275484951737927","0.17275484951737927","0.17275484951737927"
"366","0.17088175965425711","0.17088175965425711","0.17088175965425711","0.122580645161292","0.122580645161292","0.122580645161292","0.17223658496882713","0.17223658496882713","0.17223658496882713"
"367","0.17036911437529434","0.17036911437529434","0.17036911437529434","0.12129032258064683","0.12129032258064683","0.12129032258064683","0.17171987521392065","0.17171987521392065","0.17171987521392065"
"368","0.16985800703216847","0.16985800703216847","0.16985800703216847","0.12000000000000166","0.12000000000000166","0.12000000000000166","0.17120471558827888","0.17120471558827888","0.17120471558827888"
"369","0.16934843301107197","0.16934843301107197","0.16934843301107197","0.1187096774193565","0.1187096774193565","0.1187096774193565","0.17069110144151403","0.17069110144151403","0.17069110144151403"
"370","0.16884038771203874","0.16884038771203874","0.16884038771203874","0.11741935483871133","0.11741935483871133","0.11741935483871133","0.1701790281371895","0.1701790281371895","0.1701790281371895"
"371","0.16833386654890262","0.16833386654890262","0.16833386654890262","0.11612903225806616","0.11612903225806616","0.11612903225806616","0.16966849105277793","0.16966849105277793","0.16966849105277793"
"372","0.16782886494925592","0.16782886494925592","0.16782886494925592","0.11483870967742099","0.11483870967742099","0.11483870967742099","0.1691594855796196","0.1691594855796196","0.1691594855796196"
"373","0.16732537835440814","0.16732537835440814","0.16732537835440814","0.11354838709677582","0.11354838709677582","0.11354838709677582","0.16865200712288075","0.16865200712288075","0.16865200712288075"
"374","0.1668234022193449","0.1668234022193449","0.1668234022193449","0.11225806451613066","0.11225806451613066","0.11225806451613066","0.16814605110151212","0.16814605110151212","0.16814605110151212"
"375","0.16632293201268689","0.16632293201268689","0.16632293201268689","0.11096774193548549","0.11096774193548549","0.11096774193548549","0.1676416129482076","0.1676416129482076","0.1676416129482076"
"376","0.16582396321664883","0.16582396321664883","0.16582396321664883","0.10967741935484032","0.10967741935484032","0.10967741935484032","0.16713868810936297","0.16713868810936297","0.16713868810936297"
"377","0.1653264913269989","0.1653264913269989","0.1653264913269989","0.10838709677419515","0.10838709677419515","0.10838709677419515","0.16663727204503487","0.16663727204503487","0.16663727204503487"
"378","0.1648305118530179","0.1648305118530179","0.1648305118530179","0.10709677419354999","0.10709677419354999","0.10709677419354999","0.16613736022889977","0.16613736022889977","0.16613736022889977"
"379","0.16433602031745884","0.16433602031745884","0.16433602031745884","0.10580645161290482","0.10580645161290482","0.10580645161290482","0.16563894814821306","0.16563894814821306","0.16563894814821306"
"380","0.16384301225650647","0.16384301225650647","0.16384301225650647","0.10451612903225965","0.10451612903225965","0.10451612903225965","0.16514203130376842","0.16514203130376842","0.16514203130376842"
"381","0.16335148321973694","0.16335148321973694","0.16335148321973694","0.10322580645161449","0.10322580645161449","0.10322580645161449","0.1646466052098571","0.1646466052098571","0.1646466052098571"
"382","0.16286142877007773","0.16286142877007773","0.16286142877007773","0.10193548387096932","0.10193548387096932","0.10193548387096932","0.16415266539422754","0.16415266539422754","0.16415266539422754"
"383","0.1623728444837675","0.1623728444837675","0.1623728444837675","0.10064516129032415","0.10064516129032415","0.10064516129032415","0.16366020739804485","0.16366020739804485","0.16366020739804485"
"384","0.1618857259503162","0.1618857259503162","0.1618857259503162","0.09935483870967898","0.09935483870967898","0.09935483870967898","0.16316922677585072","0.16316922677585072","0.16316922677585072"
"385","0.16140006877246524","0.16140006877246524","0.16140006877246524","0.09806451612903382","0.09806451612903382","0.09806451612903382","0.16267971909552317","0.16267971909552317","0.16267971909552317"
"386","0.16091586856614784","0.16091586856614784","0.16091586856614784","0.09677419354838865","0.09677419354838865","0.09677419354838865","0.1621916799382366","0.1621916799382366","0.1621916799382366"
"387","0.1604331209604494","0.1604331209604494","0.1604331209604494","0.09548387096774348","0.09548387096774348","0.09548387096774348","0.16170510489842188","0.16170510489842188","0.16170510489842188"
"388","0.15995182159756804","0.15995182159756804","0.15995182159756804","0.09419354838709831","0.09419354838709831","0.09419354838709831","0.1612199895837266","0.1612199895837266","0.1612199895837266"
"389","0.15947196613277534","0.15947196613277534","0.15947196613277534","0.09290322580645315","0.09290322580645315","0.09290322580645315","0.16073632961497542","0.16073632961497542","0.16073632961497542"
"390","0.158993550234377","0.158993550234377","0.158993550234377","0.09161290322580798","0.09161290322580798","0.09161290322580798","0.16025412062613048","0.16025412062613048","0.16025412062613048"
"391","0.15851656958367388","0.15851656958367388","0.15851656958367388","0.09032258064516281","0.09032258064516281","0.09032258064516281","0.1597733582642521","0.1597733582642521","0.1597733582642521"
"392","0.15804101987492286","0.15804101987492286","0.15804101987492286","0.08903225806451764","0.08903225806451764","0.08903225806451764","0.15929403818945934","0.15929403818945934","0.15929403818945934"
"393","0.1575668968152981","0.1575668968152981","0.1575668968152981","0.08774193548387248","0.08774193548387248","0.08774193548387248","0.15881615607489097","0.15881615607489097","0.15881615607489097"
"394","0.1570941961248522","0.1570941961248522","0.1570941961248522","0.08645161290322731","0.08645161290322731","0.08645161290322731","0.1583397076066663","0.1583397076066663","0.1583397076066663"
"395","0.15662291353647764","0.15662291353647764","0.15662291353647764","0.08516129032258214","0.08516129032258214","0.08516129032258214","0.1578646884838463","0.1578646884838463","0.1578646884838463"
"396","0.1561530447958682","0.1561530447958682","0.1561530447958682","0.08387096774193697","0.08387096774193697","0.08387096774193697","0.15739109441839477","0.15739109441839477","0.15739109441839477"
"397","0.15568458566148058","0.15568458566148058","0.15568458566148058","0.08258064516129181","0.08258064516129181","0.08258064516129181","0.15691892113513958","0.15691892113513958","0.15691892113513958"
"398","0.15521753190449614","0.15521753190449614","0.15521753190449614","0.08129032258064664","0.08129032258064664","0.08129032258064664","0.15644816437173417","0.15644816437173417","0.15644816437173417"
"399","0.15475187930878265","0.15475187930878265","0.15475187930878265","0.08000000000000147","0.08000000000000147","0.08000000000000147","0.15597881987861897","0.15597881987861897","0.15597881987861897"
"400","0.1542876236708563","0.1542876236708563","0.1542876236708563","0.0787096774193563","0.0787096774193563","0.0787096774193563","0.15551088341898311","0.15551088341898311","0.15551088341898311"
"401","0.15382476079984372","0.15382476079984372","0.15382476079984372","0.07741935483871114","0.07741935483871114","0.07741935483871114","0.15504435076872616","0.15504435076872616","0.15504435076872616"
"402","0.1533632865174442","0.1533632865174442","0.1533632865174442","0.07612903225806597","0.07612903225806597","0.07612903225806597","0.15457921771642","0.15457921771642","0.15457921771642"
"403","0.15290319665789184","0.15290319665789184","0.15290319665789184","0.0748387096774208","0.0748387096774208","0.0748387096774208","0.15411548006327075","0.15411548006327075","0.15411548006327075"
"404","0.15244448706791816","0.15244448706791816","0.15244448706791816","0.07354838709677564","0.07354838709677564","0.07354838709677564","0.15365313362308095","0.15365313362308095","0.15365313362308095"
"405","0.15198715360671441","0.15198715360671441","0.15198715360671441","0.07225806451613047","0.07225806451613047","0.07225806451613047","0.1531921742222117","0.1531921742222117","0.1531921742222117"
"406","0.15153119214589428","0.15153119214589428","0.15153119214589428","0.0709677419354853","0.0709677419354853","0.0709677419354853","0.15273259769954506","0.15273259769954506","0.15273259769954506"
"407","0.1510765985694566","0.1510765985694566","0.1510765985694566","0.06967741935484013","0.06967741935484013","0.06967741935484013","0.15227439990644642","0.15227439990644642","0.15227439990644642"
"408","0.15062336877374824","0.15062336877374824","0.15062336877374824","0.06838709677419497","0.06838709677419497","0.06838709677419497","0.15181757670672708","0.15181757670672708","0.15181757670672708"
"409","0.150171498667427","0.150171498667427","0.150171498667427","0.0670967741935498","0.0670967741935498","0.0670967741935498","0.1513621239766069","0.1513621239766069","0.1513621239766069"
"410","0.1497209841714247","0.1497209841714247","0.1497209841714247","0.06580645161290463","0.06580645161290463","0.06580645161290463","0.15090803760467708","0.15090803760467708","0.15090803760467708"
"411","0.14927182121891044","0.14927182121891044","0.14927182121891044","0.06451612903225946","0.06451612903225946","0.06451612903225946","0.15045531349186306","0.15045531349186306","0.15045531349186306"
"412","0.1488240057552537","0.1488240057552537","0.1488240057552537","0.0632258064516143","0.0632258064516143","0.0632258064516143","0.15000394755138746","0.15000394755138746","0.15000394755138746"
"413","0.14837753373798795","0.14837753373798795","0.14837753373798795","0.06193548387096914","0.06193548387096914","0.06193548387096914","0.1495539357087333","0.1495539357087333","0.1495539357087333"
"414","0.147932401136774","0.147932401136774","0.147932401136774","0.060645161290323976","0.060645161290323976","0.060645161290323976","0.1491052739016071","0.1491052739016071","0.1491052739016071"
"415","0.1474886039333637","0.1474886039333637","0.1474886039333637","0.059354838709678816","0.059354838709678816","0.059354838709678816","0.14865795807990229","0.14865795807990229","0.14865795807990229"
"416","0.14704613812156359","0.14704613812156359","0.14704613812156359","0.058064516129033655","0.058064516129033655","0.058064516129033655","0.1482119842056626","0.1482119842056626","0.1482119842056626"
"417","0.1466049997071989","0.1466049997071989","0.1466049997071989","0.056774193548388495","0.056774193548388495","0.056774193548388495","0.1477673482530456","0.1477673482530456","0.1477673482530456"
"418","0.1461651847080773","0.1461651847080773","0.1461651847080773","0.055483870967743334","0.055483870967743334","0.055483870967743334","0.14732404620828646","0.14732404620828646","0.14732404620828646"
"419","0.14572668915395307","0.14572668915395307","0.14572668915395307","0.054193548387098174","0.054193548387098174","0.054193548387098174","0.1468820740696616","0.1468820740696616","0.1468820740696616"
"420","0.14528950908649121","0.14528950908649121","0.14528950908649121","0.052903225806453014","0.052903225806453014","0.052903225806453014","0.14644142784745262","0.14644142784745262","0.14644142784745262"
"421","0.14485364055923175","0.14485364055923175","0.14485364055923175","0.05161290322580785","0.05161290322580785","0.05161290322580785","0.14600210356391027","0.14600210356391027","0.14600210356391027"
"422","0.14441907963755404","0.14441907963755404","0.14441907963755404","0.05032258064516269","0.05032258064516269","0.05032258064516269","0.14556409725321853","0.14556409725321853","0.14556409725321853"
"423","0.14398582239864138","0.14398582239864138","0.14398582239864138","0.04903225806451753","0.04903225806451753","0.04903225806451753","0.14512740496145887","0.14512740496145887","0.14512740496145887"
"424","0.14355386493144545","0.14355386493144545","0.14355386493144545","0.04774193548387237","0.04774193548387237","0.04774193548387237","0.1446920227465745","0.1446920227465745","0.1446920227465745"
"425","0.14312320333665113","0.14312320333665113","0.14312320333665113","0.04645161290322721","0.04645161290322721","0.04645161290322721","0.14425794667833478","0.14425794667833478","0.14425794667833478"
"426","0.14269383372664118","0.14269383372664118","0.14269383372664118","0.04516129032258205","0.04516129032258205","0.04516129032258205","0.14382517283829976","0.14382517283829976","0.14382517283829976"
"427","0.14226575222546126","0.14226575222546126","0.14226575222546126","0.04387096774193689","0.04387096774193689","0.04387096774193689","0.14339369731978485","0.14339369731978485","0.14339369731978485"
"428","0.14183895496878487","0.14183895496878487","0.14183895496878487","0.04258064516129173","0.04258064516129173","0.04258064516129173","0.1429635162278255","0.1429635162278255","0.1429635162278255"
"429","0.14141343810387852","0.14141343810387852","0.14141343810387852","0.04129032258064657","0.04129032258064657","0.04129032258064657","0.14253462567914202","0.14253462567914202","0.14253462567914202"
"430","0.1409891977895669","0.1409891977895669","0.1409891977895669","0.04000000000000141","0.04000000000000141","0.04000000000000141","0.1421070218021046","0.1421070218021046","0.1421070218021046"
"431","0.14056623019619818","0.14056623019619818","0.14056623019619818","0.03870967741935625","0.03870967741935625","0.03870967741935625","0.14168070073669828","0.14168070073669828","0.14168070073669828"
"432","0.1401445315056096","0.1401445315056096","0.1401445315056096","0.03741935483871109","0.03741935483871109","0.03741935483871109","0.1412556586344882","0.1412556586344882","0.1412556586344882"
"433","0.13972409791109278","0.13972409791109278","0.13972409791109278","0.03612903225806593","0.03612903225806593","0.03612903225806593","0.14083189165858473","0.14083189165858473","0.14083189165858473"
"434","0.1393049256173595","0.1393049256173595","0.1393049256173595","0.03483870967742077","0.03483870967742077","0.03483870967742077","0.14040939598360896","0.14040939598360896","0.14040939598360896"
"435","0.13888701084050742","0.13888701084050742","0.13888701084050742","0.03354838709677561","0.03354838709677561","0.03354838709677561","0.13998816779565815","0.13998816779565815","0.13998816779565815"
"436","0.1384703498079859","0.1384703498079859","0.1384703498079859","0.03225806451613045","0.03225806451613045","0.03225806451613045","0.13956820329227118","0.13956820329227118","0.13956820329227118"
"437","0.13805493875856192","0.13805493875856192","0.13805493875856192","0.030967741935485286","0.030967741935485286","0.030967741935485286","0.13914949868239437","0.13914949868239437","0.13914949868239437"
"438","0.13764077394228624","0.13764077394228624","0.13764077394228624","0.029677419354840126","0.029677419354840126","0.029677419354840126","0.13873205018634718","0.13873205018634718","0.13873205018634718"
"439","0.1372278516204594","0.1372278516204594","0.1372278516204594","0.028387096774194966","0.028387096774194966","0.028387096774194966","0.13831585403578814","0.13831585403578814","0.13831585403578814"
"440","0.13681616806559802","0.13681616806559802","0.13681616806559802","0.027096774193549805","0.027096774193549805","0.027096774193549805","0.13790090647368078","0.13790090647368078","0.13790090647368078"
"441","0.1364057195614012","0.1364057195614012","0.1364057195614012","0.025806451612904645","0.025806451612904645","0.025806451612904645","0.13748720375425974","0.13748720375425974","0.13748720375425974"
"442","0.13599650240271702","0.13599650240271702","0.13599650240271702","0.024516129032259484","0.024516129032259484","0.024516129032259484","0.13707474214299695","0.13707474214299695","0.13707474214299695"
"443","0.13558851289550886","0.13558851289550886","0.13558851289550886","0.023225806451614324","0.023225806451614324","0.023225806451614324","0.13666351791656794","0.13666351791656794","0.13666351791656794"
"444","0.13518174735682234","0.13518174735682234","0.13518174735682234","0.021935483870969164","0.021935483870969164","0.021935483870969164","0.13625352736281823","0.13625352736281823","0.13625352736281823"
"445","0.1347762021147519","0.1347762021147519","0.1347762021147519","0.020645161290324003","0.020645161290324003","0.020645161290324003","0.13584476678072976","0.13584476678072976","0.13584476678072976"
"446","0.13437187350840762","0.13437187350840762","0.13437187350840762","0.019354838709678843","0.019354838709678843","0.019354838709678843","0.13543723248038758","0.13543723248038758","0.13543723248038758"
"447","0.1339687578878824","0.1339687578878824","0.1339687578878824","0.018064516129033682","0.018064516129033682","0.018064516129033682","0.13503092078294643","0.13503092078294643","0.13503092078294643"
"448","0.13356685161421875","0.13356685161421875","0.13356685161421875","0.016774193548388522","0.016774193548388522","0.016774193548388522","0.13462582802059758","0.13462582802059758","0.13462582802059758"
"449","0.1331661510593761","0.1331661510593761","0.1331661510593761","0.015483870967743361","0.015483870967743361","0.015483870967743361","0.1342219505365358","0.1342219505365358","0.1342219505365358"
"450","0.13276665260619797","0.13276665260619797","0.13276665260619797","0.014193548387098201","0.014193548387098201","0.014193548387098201","0.13381928468492618","0.13381928468492618","0.13381928468492618"
"451","0.13236835264837937","0.13236835264837937","0.13236835264837937","0.01290322580645304","0.01290322580645304","0.01290322580645304","0.13341782683087142","0.13341782683087142","0.13341782683087142"
"452","0.13197124759043424","0.13197124759043424","0.13197124759043424","0.01161290322580788","0.01161290322580788","0.01161290322580788","0.1330175733503788","0.1330175733503788","0.1330175733503788"
"453","0.13157533384766293","0.13157533384766293","0.13157533384766293","0.01032258064516272","0.01032258064516272","0.01032258064516272","0.13261852063032767","0.13261852063032767","0.13261852063032767"
"454","0.13118060784611993","0.13118060784611993","0.13118060784611993","0.00903225806451756","0.00903225806451756","0.00903225806451756","0.1322206650684367","0.1322206650684367","0.1322206650684367"
"455","0.13078706602258156","0.13078706602258156","0.13078706602258156","0.007741935483872398","0.007741935483872398","0.007741935483872398","0.1318240030732314","0.1318240030732314","0.1318240030732314"
"456","0.13039470482451382","0.13039470482451382","0.13039470482451382","0.006451612903227237","0.006451612903227237","0.006451612903227237","0.1314285310640117","0.1314285310640117","0.1314285310640117"
"457","0.1300035207100403","0.1300035207100403","0.1300035207100403","0.0051612903225820754","0.0051612903225820754","0.0051612903225820754","0.13103424547081965","0.13103424547081965","0.13103424547081965"
"458","0.12961351014791017","0.12961351014791017","0.12961351014791017","0.003870967741936914","0.003870967741936914","0.003870967741936914","0.1306411427344072","0.1306411427344072","0.1306411427344072"
"459","0.12922466961746645","0.12922466961746645","0.12922466961746645","0.002580645161291753","0.002580645161291753","0.002580645161291753","0.13024921930620398","0.13024921930620398","0.13024921930620398"
"460","0.12883699560861406","0.12883699560861406","0.12883699560861406","0.0012903225806465916","0.0012903225806465916","0.0012903225806465916","0.12985847164828537","0.12985847164828537","0.12985847164828537"
"461","0.1284504846217882","0.1284504846217882","0.1284504846217882","1.4302795059428774e-15","1.4302795059428774e-15","1.4302795059428774e-15","0.1294688962333405","0.1294688962333405","0.1294688962333405"
"462","0.12806513316792284","0.12806513316792284","0.12806513316792284","0","0","0","0.1290804895446405","0.1290804895446405","0.1290804895446405"
"463","0.12768093776841907","0.12768093776841907","0.12768093776841907","0","0","0","0.12869324807600657","0.12869324807600657","0.12869324807600657"
"464","0.12729789495511382","0.12729789495511382","0.12729789495511382","0","0","0","0.12830716833177855","0.12830716833177855","0.12830716833177855"
"465","0.12691600127024846","0.12691600127024846","0.12691600127024846","0","0","0","0.12792224682678321","0.12792224682678321","0.12792224682678321"
"466","0.12653525326643772","0.12653525326643772","0.12653525326643772","0","0","0","0.12753848008630286","0.12753848008630286","0.12753848008630286"
"467","0.1261556475066384","0.1261556475066384","0.1261556475066384","0","0","0","0.12715586464604395","0.12715586464604395","0.12715586464604395"
"468","0.1257771805641185","0.1257771805641185","0.1257771805641185","0","0","0","0.1267743970521058","0.1267743970521058","0.1267743970521058"
"469","0.12539984902242612","0.12539984902242612","0.12539984902242612","0","0","0","0.12639407386094947","0.12639407386094947","0.12639407386094947"
"470","0.12502364947535885","0.12502364947535885","0.12502364947535885","0","0","0","0.12601489163936663","0.12601489163936663","0.12601489163936663"
"471","0.12464857852693277","0.12464857852693277","0.12464857852693277","0","0","0","0.12563684696444855","0.12563684696444855","0.12563684696444855"
"472","0.12427463279135197","0.12427463279135197","0.12427463279135197","0","0","0","0.1252599364235552","0.1252599364235552","0.1252599364235552"
"473","0.12390180889297792","0.12390180889297792","0.12390180889297792","0","0","0","0.12488415661428454","0.12488415661428454","0.12488415661428454"
"474","0.12353010346629899","0.12353010346629899","0.12353010346629899","0","0","0","0.12450950414444169","0.12450950414444169","0.12450950414444169"
"475","0.1231595131559001","0.1231595131559001","0.1231595131559001","0","0","0","0.12413597563200836","0.12413597563200836","0.12413597563200836"
"476","0.1227900346164324","0.1227900346164324","0.1227900346164324","0","0","0","0.12376356770511233","0.12376356770511233","0.12376356770511233"
"477","0.1224216645125831","0.1224216645125831","0.1224216645125831","0","0","0","0.123392277001997","0.123392277001997","0.123392277001997"
"478","0.12205439951904536","0.12205439951904536","0.12205439951904536","0","0","0","0.12302210017099101","0.12302210017099101","0.12302210017099101"
"479","0.12168823632048822","0.12168823632048822","0.12168823632048822","0","0","0","0.12265303387047803","0.12265303387047803","0.12265303387047803"
"480","0.12132317161152675","0.12132317161152675","0.12132317161152675","0","0","0","0.1222850747688666","0.1222850747688666","0.1222850747688666"
"481","0.12095920209669217","0.12095920209669217","0.12095920209669217","0","0","0","0.12191821954456","0.12191821954456","0.12191821954456"
"482","0.1205963244904021","0.1205963244904021","0.1205963244904021","0","0","0","0.12155246488592632","0.12155246488592632","0.12155246488592632"
