"Step","conbandit_combi1_0__5820__2025-06-17_16-53 - exploration_rate","conbandit_combi1_0__5820__2025-06-17_16-53 - exploration_rate__MIN","conbandit_combi1_0__5820__2025-06-17_16-53 - exploration_rate__MAX","conbandit_combi1_0__7324__2025-06-17_16-52 - exploration_rate","conbandit_combi1_0__7324__2025-06-17_16-52 - exploration_rate__MIN","conbandit_combi1_0__7324__2025-06-17_16-52 - exploration_rate__MAX","conbandit_combi1_0__6341__2025-06-17_16-51 - exploration_rate","conbandit_combi1_0__6341__2025-06-17_16-51 - exploration_rate__MIN","conbandit_combi1_0__6341__2025-06-17_16-51 - exploration_rate__MAX"
"926","0.03176759680706514","0.03176759680706514","0.03176759680706514","0","0","0","0.03201946420604533","0.03201946420604533","0.03201946420604533"
"927","0.03167229401664395","0.03167229401664395","0.03167229401664395","0","0","0","0.031923405813427196","0.031923405813427196","0.031923405813427196"
"928","0.03157727713459402","0.03157727713459402","0.03157727713459402","0","0","0","0.03182763559598691","0.03182763559598691","0.03182763559598691"
"929","0.03148254530319024","0.03148254530319024","0.03148254530319024","0","0","0","0.031732152689198954","0.031732152689198954","0.031732152689198954"
"930","0.031388097667280665","0.031388097667280665","0.031388097667280665","0","0","0","0.03163695623113136","0.03163695623113136","0.03163695623113136"
"931","0.031293933374278826","0.031293933374278826","0.031293933374278826","0","0","0","0.031542045362437966","0.031542045362437966","0.031542045362437966"
"932","0.03120005157415599","0.03120005157415599","0.03120005157415599","0","0","0","0.03144741922635065","0.03144741922635065","0.03144741922635065"
"933","0.031106451419433523","0.031106451419433523","0.031106451419433523","0","0","0","0.0313530769686716","0.0313530769686716","0.0313530769686716"
"934","0.03101313206517522","0.03101313206517522","0.03101313206517522","0","0","0","0.031259017737765585","0.031259017737765585","0.031259017737765585"
"935","0.030920092668979694","0.030920092668979694","0.030920092668979694","0","0","0","0.031165240684552287","0.031165240684552287","0.031165240684552287"
"936","0.030827332390972757","0.030827332390972757","0.030827332390972757","0","0","0","0.03107174496249863","0.03107174496249863","0.03107174496249863"
"937","0.030734850393799838","0.030734850393799838","0.030734850393799838","0","0","0","0.030978529727611136","0.030978529727611136","0.030978529727611136"
"938","0.030642645842618436","0.030642645842618436","0.030642645842618436","0","0","0","0.030885594138428302","0.030885594138428302","0.030885594138428302"
"939","0.03055071790509058","0.03055071790509058","0.03055071790509058","0","0","0","0.030792937356013017","0.030792937356013017","0.030792937356013017"
"940","0.03045906575137531","0.03045906575137531","0.03045906575137531","0","0","0","0.03070055854394498","0.03070055854394498","0.03070055854394498"
"941","0.030367688554121183","0.030367688554121183","0.030367688554121183","0","0","0","0.030608456868313143","0.030608456868313143","0.030608456868313143"
"942","0.03027658548845882","0.03027658548845882","0.03027658548845882","0","0","0","0.030516631497708203","0.030516631497708203","0.030516631497708203"
"943","0.030185755731993443","0.030185755731993443","0.030185755731993443","0","0","0","0.030425081603215078","0.030425081603215078","0.030425081603215078"
"944","0.03009519846479746","0.03009519846479746","0.03009519846479746","0","0","0","0.03033380635840543","0.03033380635840543","0.03033380635840543"
"945","0.03000491286940307","0.03000491286940307","0.03000491286940307","0","0","0","0.030242804939330216","0.030242804939330216","0.030242804939330216"
"946","0.02991489813079486","0.02991489813079486","0.02991489813079486","0","0","0","0.030152076524512225","0.030152076524512225","0.030152076524512225"
"947","0.029825153436402477","0.029825153436402477","0.029825153436402477","0","0","0","0.03006162029493869","0.03006162029493869","0.03006162029493869"
"948","0.02973567797609327","0.02973567797609327","0.02973567797609327","0","0","0","0.029971435434053874","0.029971435434053874","0.029971435434053874"
"949","0.02964647094216499","0.02964647094216499","0.02964647094216499","0","0","0","0.029881521127751713","0.029881521127751713","0.029881521127751713"
"950","0.029557531529338495","0.029557531529338495","0.029557531529338495","0","0","0","0.029791876564368457","0.029791876564368457","0.029791876564368457"
"951","0.02946885893475048","0.02946885893475048","0.02946885893475048","0","0","0","0.02970250093467535","0.02970250093467535","0.02970250093467535"
"952","0.029380452357946226","0.029380452357946226","0.029380452357946226","0","0","0","0.029613393431871325","0.029613393431871325","0.029613393431871325"
"953","0.029292311000872387","0.029292311000872387","0.029292311000872387","0","0","0","0.02952455325157571","0.02952455325157571","0.02952455325157571"
"954","0.02920443406786977","0.02920443406786977","0.02920443406786977","0","0","0","0.029435979591820982","0.029435979591820982","0.029435979591820982"
"955","0.02911682076566616","0.02911682076566616","0.02911682076566616","0","0","0","0.02934767165304552","0.02934767165304552","0.02934767165304552"
"956","0.02902947030336916","0.02902947030336916","0.02902947030336916","0","0","0","0.02925962863808638","0.02925962863808638","0.02925962863808638"
"957","0.028942381892459054","0.028942381892459054","0.028942381892459054","0","0","0","0.029171849752172123","0.029171849752172123","0.029171849752172123"
"958","0.028855554746781677","0.028855554746781677","0.028855554746781677","0","0","0","0.029084334202915608","0.029084334202915608","0.029084334202915608"
"959","0.02876898808254133","0.02876898808254133","0.02876898808254133","0","0","0","0.028997081200306862","0.028997081200306862","0.028997081200306862"
"960","0.028682681118293706","0.028682681118293706","0.028682681118293706","0","0","0","0.02891008995670594","0.02891008995670594","0.02891008995670594"
"961","0.028596633074938826","0.028596633074938826","0.028596633074938826","0","0","0","0.02882335968683582","0.02882335968683582","0.02882335968683582"
"962","0.02851084317571401","0.02851084317571401","0.02851084317571401","0","0","0","0.028736889607775314","0.028736889607775314","0.028736889607775314"
"963","0.028425310646186867","0.028425310646186867","0.028425310646186867","0","0","0","0.028650678938951988","0.028650678938951988","0.028650678938951988"
"964","0.028340034714248306","0.028340034714248306","0.028340034714248306","0","0","0","0.028564726902135133","0.028564726902135133","0.028564726902135133"
"965","0.02825501461010556","0.02825501461010556","0.02825501461010556","0","0","0","0.028479032721428727","0.028479032721428727","0.028479032721428727"
"966","0.028170249566275243","0.028170249566275243","0.028170249566275243","0","0","0","0.02839359562326444","0.02839359562326444","0.02839359562326444"
"967","0.02808573881757642","0.02808573881757642","0.02808573881757642","0","0","0","0.02830841483639465","0.02830841483639465","0.02830841483639465"
"968","0.02800148160112369","0.02800148160112369","0.02800148160112369","0","0","0","0.028223489591885465","0.028223489591885465","0.028223489591885465"
"969","0.02791747715632032","0.02791747715632032","0.02791747715632032","0","0","0","0.02813881912310981","0.02813881912310981","0.02813881912310981"
"970","0.02783372472485136","0.02783372472485136","0.02783372472485136","0","0","0","0.02805440266574048","0.02805440266574048","0.02805440266574048"
"971","0.027750223550676807","0.027750223550676807","0.027750223550676807","0","0","0","0.027970239457743257","0.027970239457743257","0.027970239457743257"
"972","0.027666972880024777","0.027666972880024777","0.027666972880024777","0","0","0","0.02788632873937003","0.02788632873937003","0.02788632873937003"
"973","0.027583971961384703","0.027583971961384703","0.027583971961384703","0","0","0","0.027802669753151918","0.027802669753151918","0.027802669753151918"
"974","0.027501220045500548","0.027501220045500548","0.027501220045500548","0","0","0","0.027719261743892464","0.027719261743892464","0.027719261743892464"
"975","0.027418716385364045","0.027418716385364045","0.027418716385364045","0","0","0","0.027636103958660785","0.027636103958660785","0.027636103958660785"
"976","0.027336460236207952","0.027336460236207952","0.027336460236207952","0","0","0","0.027553195646784802","0.027553195646784802","0.027553195646784802"
"977","0.027254450855499327","0.027254450855499327","0.027254450855499327","0","0","0","0.02747053605984445","0.02747053605984445","0.02747053605984445"
"978","0.027172687502932828","0.027172687502932828","0.027172687502932828","0","0","0","0.027388124451664917","0.027388124451664917","0.027388124451664917"
"979","0.02709116944042403","0.02709116944042403","0.02709116944042403","0","0","0","0.02730596007830992","0.02730596007830992","0.02730596007830992"
"980","0.027009895932102755","0.027009895932102755","0.027009895932102755","0","0","0","0.02722404219807499","0.02722404219807499","0.02722404219807499"
"981","0.026928866244306446","0.026928866244306446","0.026928866244306446","0","0","0","0.027142370071480765","0.027142370071480765","0.027142370071480765"
"982","0.026848079645573526","0.026848079645573526","0.026848079645573526","0","0","0","0.02706094296126632","0.02706094296126632","0.02706094296126632"
"983","0.026767535406636806","0.026767535406636806","0.026767535406636806","0","0","0","0.026979760132382524","0.026979760132382524","0.026979760132382524"
"984","0.026687232800416894","0.026687232800416894","0.026687232800416894","0","0","0","0.026898820851985375","0.026898820851985375","0.026898820851985375"
"985","0.026607171102015645","0.026607171102015645","0.026607171102015645","0","0","0","0.026818124389429418","0.026818124389429418","0.026818124389429418"
"986","0.026527349588709597","0.026527349588709597","0.026527349588709597","0","0","0","0.02673767001626113","0.02673767001626113","0.02673767001626113"
"987","0.02644776753994347","0.02644776753994347","0.02644776753994347","0","0","0","0.026657457006212346","0.026657457006212346","0.026657457006212346"
"988","0.026368424237323638","0.026368424237323638","0.026368424237323638","0","0","0","0.02657748463519371","0.02657748463519371","0.02657748463519371"
"989","0.026289318964611667","0.026289318964611667","0.026289318964611667","0","0","0","0.026497752181288126","0.026497752181288126","0.026497752181288126"
"990","0.026210451007717833","0.026210451007717833","0.026210451007717833","0","0","0","0.02641825892474426","0.02641825892474426","0.02641825892474426"
"991","0.026131819654694678","0.026131819654694678","0.026131819654694678","0","0","0","0.026339004147970028","0.026339004147970028","0.026339004147970028"
"992","0.026053424195730594","0.026053424195730594","0.026053424195730594","0","0","0","0.026259987135526117","0.026259987135526117","0.026259987135526117"
"993","0.0259752639231434","0.0259752639231434","0.0259752639231434","0","0","0","0.02618120717411954","0.02618120717411954","0.02618120717411954"
"994","0.02589733813137397","0.02589733813137397","0.02589733813137397","0","0","0","0.02610266355259718","0.02610266355259718","0.02610266355259718"
"995","0.025819646116979848","0.025819646116979848","0.025819646116979848","0","0","0","0.02602435556193939","0.02602435556193939","0.02602435556193939"
"996","0.025742187178628907","0.025742187178628907","0.025742187178628907","0","0","0","0.025946282495253572","0.025946282495253572","0.025946282495253572"
"997","0.02566496061709302","0.02566496061709302","0.02566496061709302","0","0","0","0.02586844364776781","0.02586844364776781","0.02586844364776781"
"998","0.02558796573524174","0.02558796573524174","0.02558796573524174","0","0","0","0.025790838316824508","0.025790838316824508","0.025790838316824508"
"999","0.025511201838036013","0.025511201838036013","0.025511201838036013","0","0","0","0.025713465801874034","0.025713465801874034","0.025713465801874034"
"1000","0.025434668232521905","0.025434668232521905","0.025434668232521905","0","0","0","0.02563632540446841","0.02563632540446841","0.02563632540446841"
"1001","0.02535836422782434","0.02535836422782434","0.02535836422782434","0","0","0","0.025559416428255006","0.025559416428255006","0.025559416428255006"
"1002","0.025282289135140867","0.025282289135140867","0.025282289135140867","0","0","0","0.02548273817897024","0.02548273817897024","0.02548273817897024"
"1003","0.025206442267735444","0.025206442267735444","0.025206442267735444","0","0","0","0.025406289964433327","0.025406289964433327","0.025406289964433327"
"1004","0.02513082294093224","0.02513082294093224","0.02513082294093224","0","0","0","0.025330071094540028","0.025330071094540028","0.025330071094540028"
"1005","0.025055430472109442","0.025055430472109442","0.025055430472109442","0","0","0","0.025254080881256406","0.025254080881256406","0.025254080881256406"
"1006","0.024980264180693112","0.024980264180693112","0.024980264180693112","0","0","0","0.025178318638612637","0.025178318638612637","0.025178318638612637"
"1007","0.024905323388151032","0.024905323388151032","0.024905323388151032","0","0","0","0.0251027836826968","0.0251027836826968","0.0251027836826968"
"1008","0.02483060741798658","0.02483060741798658","0.02483060741798658","0","0","0","0.02502747533164871","0.02502747533164871","0.02502747533164871"
"1009","0.02475611559573262","0.02475611559573262","0.02475611559573262","0","0","0","0.024952392905653764","0.024952392905653764","0.024952392905653764"
"1010","0.024681847248945423","0.024681847248945423","0.024681847248945423","0","0","0","0.0248775357269368","0.0248775357269368","0.0248775357269368"
"1011","0.024607801707198586","0.024607801707198586","0.024607801707198586","0","0","0","0.02480290311975599","0.02480290311975599","0.02480290311975599"
"1012","0.02453397830207699","0.02453397830207699","0.02453397830207699","0","0","0","0.024728494410396724","0.024728494410396724","0.024728494410396724"
"1013","0.024460376367170758","0.024460376367170758","0.024460376367170758","0","0","0","0.024654308927165535","0.024654308927165535","0.024654308927165535"
"1014","0.024386995238069246","0.024386995238069246","0.024386995238069246","0","0","0","0.02458034600038404","0.02458034600038404","0.02458034600038404"
"1015","0.02431383425235504","0.02431383425235504","0.02431383425235504","0","0","0","0.024506604962382886","0.024506604962382886","0.024506604962382886"
"1016","0.024240892749597974","0.024240892749597974","0.024240892749597974","0","0","0","0.024433085147495738","0.024433085147495738","0.024433085147495738"
"1017","0.02416817007134918","0.02416817007134918","0.02416817007134918","0","0","0","0.02435978589205325","0.02435978589205325","0.02435978589205325"
"1018","0.02409566556113513","0.02409566556113513","0.02409566556113513","0","0","0","0.02428670653437709","0.02428670653437709","0.02428670653437709"
"1019","0.024023378564451726","0.024023378564451726","0.024023378564451726","0","0","0","0.02421384641477396","0.02421384641477396","0.02421384641477396"
"1020","0.02395130842875837","0.02395130842875837","0.02395130842875837","0","0","0","0.024141204875529638","0.024141204875529638","0.024141204875529638"
"1021","0.023879454503472095","0.023879454503472095","0.023879454503472095","0","0","0","0.02406878126090305","0.02406878126090305","0.02406878126090305"
"1022","0.02380781613996168","0.02380781613996168","0.02380781613996168","0","0","0","0.02399657491712034","0.02399657491712034","0.02399657491712034"
"1023","0.023736392691541795","0.023736392691541795","0.023736392691541795","0","0","0","0.02392458519236898","0.02392458519236898","0.02392458519236898"
"1024","0.023665183513467167","0.023665183513467167","0.023665183513467167","0","0","0","0.02385281143679187","0.02385281143679187","0.02385281143679187"
"1025","0.023594187962926765","0.023594187962926765","0.023594187962926765","0","0","0","0.023781253002481496","0.023781253002481496","0.023781253002481496"
"1026","0.023523405399037984","0.023523405399037984","0.023523405399037984","0","0","0","0.02370990924347405","0.02370990924347405","0.02370990924347405"
"1027","0.02345283518284087","0.02345283518284087","0.02345283518284087","0","0","0","0.02363877951574363","0.02363877951574363","0.02363877951574363"
"1028","0.023382476677292346","0.023382476677292346","0.023382476677292346","0","0","0","0.023567863177196398","0.023567863177196398","0.023567863177196398"
"1029","0.02331232924726047","0.02331232924726047","0.02331232924726047","0","0","0","0.02349715958766481","0.02349715958766481","0.02349715958766481"
"1030","0.02324239225951869","0.02324239225951869","0.02324239225951869","0","0","0","0.023426668108901816","0.023426668108901816","0.023426668108901816"
"1031","0.023172665082740133","0.023172665082740133","0.023172665082740133","0","0","0","0.02335638810457511","0.02335638810457511","0.02335638810457511"
"1032","0.023103147087491914","0.023103147087491914","0.023103147087491914","0","0","0","0.023286318940261386","0.023286318940261386","0.023286318940261386"
"1033","0.02303383764622944","0.02303383764622944","0.02303383764622944","0","0","0","0.0232164599834406","0.0232164599834406","0.0232164599834406"
"1034","0.02296473613329075","0.02296473613329075","0.02296473613329075","0","0","0","0.02314681060349028","0.02314681060349028","0.02314681060349028"
"1035","0.022895841924890876","0.022895841924890876","0.022895841924890876","0","0","0","0.02307737017167981","0.02307737017167981","0.02307737017167981"
"1036","0.022827154399116204","0.022827154399116204","0.022827154399116204","0","0","0","0.02300813806116477","0.02300813806116477","0.02300813806116477"
"1037","0.022758672935918857","0.022758672935918857","0.022758672935918857","0","0","0","0.022939113646981275","0.022939113646981275","0.022939113646981275"
"1038","0.0226903969171111","0.0226903969171111","0.0226903969171111","0","0","0","0.02287029630604033","0.02287029630604033","0.02287029630604033"
"1039","0.022622325726359766","0.022622325726359766","0.022622325726359766","0","0","0","0.02280168541712221","0.02280168541712221","0.02280168541712221"
"1040","0.022554458749180686","0.022554458749180686","0.022554458749180686","0","0","0","0.022733280360870845","0.022733280360870845","0.022733280360870845"
"1041","0.022486795372933143","0.022486795372933143","0.022486795372933143","0","0","0","0.022665080519788234","0.022665080519788234","0.022665080519788234"
"1042","0.022419334986814345","0.022419334986814345","0.022419334986814345","0","0","0","0.02259708527822887","0.02259708527822887","0.02259708527822887"
"1043","0.022352076981853902","0.022352076981853902","0.022352076981853902","0","0","0","0.022529294022394182","0.022529294022394182","0.022529294022394182"
"1044","0.02228502075090834","0.02228502075090834","0.02228502075090834","0","0","0","0.022461706140326998","0.022461706140326998","0.022461706140326998"
"1045","0.022218165688655617","0.022218165688655617","0.022218165688655617","0","0","0","0.022394321021906017","0.022394321021906017","0.022394321021906017"
"1046","0.02215151119158965","0.02215151119158965","0.02215151119158965","0","0","0","0.0223271380588403","0.0223271380588403","0.0223271380588403"
"1047","0.02208505665801488","0.02208505665801488","0.02208505665801488","0","0","0","0.02226015664466378","0.02226015664466378","0.02226015664466378"
"1048","0.022018801488040834","0.022018801488040834","0.022018801488040834","0","0","0","0.02219337617472979","0.02219337617472979","0.02219337617472979"
"1049","0.02195274508357671","0.02195274508357671","0.02195274508357671","0","0","0","0.022126796046205603","0.022126796046205603","0.022126796046205603"
"1050","0.02188688684832598","0.02188688684832598","0.02188688684832598","0","0","0","0.022060415658066986","0.022060415658066986","0.022060415658066986"
"1051","0.021821226187781","0.021821226187781","0.021821226187781","0","0","0","0.021994234411092786","0.021994234411092786","0.021994234411092786"
"1052","0.02175576250921766","0.02175576250921766","0.02175576250921766","0","0","0","0.021928251707859506","0.021928251707859506","0.021928251707859506"
"1053","0.021690495221690007","0.021690495221690007","0.021690495221690007","0","0","0","0.02186246695273593","0.02186246695273593","0.02186246695273593"
"1054","0.021625423736024937","0.021625423736024937","0.021625423736024937","0","0","0","0.021796879551877722","0.021796879551877722","0.021796879551877722"
"1055","0.02156054746481686","0.02156054746481686","0.02156054746481686","0","0","0","0.02173148891322209","0.02173148891322209","0.02173148891322209"
"1056","0.02149586582242241","0.02149586582242241","0.02149586582242241","0","0","0","0.021666294446482423","0.021666294446482423","0.021666294446482423"
"1057","0.021431378224955142","0.021431378224955142","0.021431378224955142","0","0","0","0.021601295563142976","0.021601295563142976","0.021601295563142976"
"1058","0.021367084090280278","0.021367084090280278","0.021367084090280278","0","0","0","0.021536491676453547","0.021536491676453547","0.021536491676453547"
"1059","0.021302982838009438","0.021302982838009438","0.021302982838009438","0","0","0","0.021471882201424188","0.021471882201424188","0.021471882201424188"
"1060","0.02123907388949541","0.02123907388949541","0.02123907388949541","0","0","0","0.021407466554819916","0.021407466554819916","0.021407466554819916"
"1061","0.02117535666782692","0.02117535666782692","0.02117535666782692","0","0","0","0.021343244155155455","0.021343244155155455","0.021343244155155455"
"1062","0.02111183059782344","0.02111183059782344","0.02111183059782344","0","0","0","0.02127921442268999","0.02127921442268999","0.02127921442268999"
"1063","0.02104849510602997","0.02104849510602997","0.02104849510602997","0","0","0","0.021215376779421917","0.021215376779421917","0.021215376779421917"
"1064","0.02098534962071188","0.02098534962071188","0.02098534962071188","0","0","0","0.021151730649083652","0.021151730649083652","0.021151730649083652"
"1065","0.020922393571849746","0.020922393571849746","0.020922393571849746","0","0","0","0.0210882754571364","0.0210882754571364","0.0210882754571364"
"1066","0.020859626391134197","0.020859626391134197","0.020859626391134197","0","0","0","0.021025010630764993","0.021025010630764993","0.021025010630764993"
"1067","0.020797047511960796","0.020797047511960796","0.020797047511960796","0","0","0","0.0209619355988727","0.0209619355988727","0.0209619355988727"
"1068","0.020734656369424915","0.020734656369424915","0.020734656369424915","0","0","0","0.02089904979207608","0.02089904979207608","0.02089904979207608"
"1069","0.02067245240031664","0.02067245240031664","0.02067245240031664","0","0","0","0.020836352642699854","0.020836352642699854","0.020836352642699854"
"1070","0.020610435043115688","0.020610435043115688","0.020610435043115688","0","0","0","0.020773843584771755","0.020773843584771755","0.020773843584771755"
"1071","0.02054860373798634","0.02054860373798634","0.02054860373798634","0","0","0","0.02071152205401744","0.02071152205401744","0.02071152205401744"
"1072","0.02048695792677238","0.02048695792677238","0.02048695792677238","0","0","0","0.020649387487855386","0.020649387487855386","0.020649387487855386"
"1073","0.020425497052992063","0.020425497052992063","0.020425497052992063","0","0","0","0.02058743932539182","0.02058743932539182","0.02058743932539182"
"1074","0.020364220561833086","0.020364220561833086","0.020364220561833086","0","0","0","0.020525677007415644","0.020525677007415644","0.020525677007415644"
"1075","0.020303127900147586","0.020303127900147586","0.020303127900147586","0","0","0","0.020464099976393396","0.020464099976393396","0.020464099976393396"
"1076","0.02024221851644714","0.02024221851644714","0.02024221851644714","0","0","0","0.020402707676464217","0.020402707676464217","0.020402707676464217"
"1077","0.0201814918608978","0.0201814918608978","0.0201814918608978","0","0","0","0.020341499553434825","0.020341499553434825","0.020341499553434825"
"1078","0.020120947385315106","0.020120947385315106","0.020120947385315106","0","0","0","0.02028047505477452","0.02028047505477452","0.02028047505477452"
"1079","0.02006058454315916","0.02006058454315916","0.02006058454315916","0","0","0","0.020219633629610198","0.020219633629610198","0.020219633629610198"
"1080","0.02000040278952968","0.02000040278952968","0.02000040278952968","0","0","0","0.020158974728721368","0.020158974728721368","0.020158974728721368"
"1081","0.01994040158116109","0.01994040158116109","0.01994040158116109","0","0","0","0.020098497804535202","0.020098497804535202","0.020098497804535202"
"1082","0.019880580376417607","0.019880580376417607","0.019880580376417607","0","0","0","0.020038202311121595","0.020038202311121595","0.020038202311121595"
"1083","0.019820938635288353","0.019820938635288353","0.019820938635288353","0","0","0","0.01997808770418823","0.01997808770418823","0.01997808770418823"
"1084","0.01976147581938249","0.01976147581938249","0.01976147581938249","0","0","0","0.019918153441075667","0.019918153441075667","0.019918153441075667"
"1085","0.01970219139192434","0.01970219139192434","0.01970219139192434","0","0","0","0.01985839898075244","0.01985839898075244","0.01985839898075244"
"1086","0.01964308481774857","0.01964308481774857","0.01964308481774857","0","0","0","0.019798823783810184","0.019798823783810184","0.019798823783810184"
"1087","0.019584155563295323","0.019584155563295323","0.019584155563295323","0","0","0","0.019739427312458754","0.019739427312458754","0.019739427312458754"
"1088","0.019525403096605436","0.019525403096605436","0.019525403096605436","0","0","0","0.019680209030521378","0.019680209030521378","0.019680209030521378"
"1089","0.01946682688731562","0.01946682688731562","0.01946682688731562","0","0","0","0.019621168403429815","0.019621168403429815","0.019621168403429815"
"1090","0.019408426406653672","0.019408426406653672","0.019408426406653672","0","0","0","0.019562304898219526","0.019562304898219526","0.019562304898219526"
"1091","0.01935020112743371","0.01935020112743371","0.01935020112743371","0","0","0","0.019503617983524867","0.019503617983524867","0.019503617983524867"
"1092","0.01929215052405141","0.01929215052405141","0.01929215052405141","0","0","0","0.019445107129574292","0.019445107129574292","0.019445107129574292"
"1093","0.019234274072479258","0.019234274072479258","0.019234274072479258","0","0","0","0.019386771808185568","0.019386771808185568","0.019386771808185568"
"1094","0.01917657125026182","0.01917657125026182","0.01917657125026182","0","0","0","0.01932861149276101","0.01932861149276101","0.01932861149276101"
"1095","0.019119041536511037","0.019119041536511037","0.019119041536511037","0","0","0","0.01927062565828273","0.01927062565828273","0.01927062565828273"
"1096","0.019061684411901505","0.019061684411901505","0.019061684411901505","0","0","0","0.01921281378130788","0.01921281378130788","0.01921281378130788"
"1097","0.0190044993586658","0.0190044993586658","0.0190044993586658","0","0","0","0.019155175339963956","0.019155175339963956","0.019155175339963956"
"1098","0.0189474858605898","0.0189474858605898","0.0189474858605898","0","0","0","0.019097709813944066","0.019097709813944066","0.019097709813944066"
"1099","0.018890643403008032","0.018890643403008032","0.018890643403008032","0","0","0","0.019040416684502234","0.019040416684502234","0.019040416684502234"
"1100","0.018833971472799006","0.018833971472799006","0.018833971472799006","0","0","0","0.018983295434448728","0.018983295434448728","0.018983295434448728"
"1101","0.01877746955838061","0.01877746955838061","0.01877746955838061","0","0","0","0.01892634554814538","0.01892634554814538","0.01892634554814538"
"1102","0.01872113714970547","0.01872113714970547","0.01872113714970547","0","0","0","0.018869566511500943","0.018869566511500943","0.018869566511500943"
"1103","0.018664973738256353","0.018664973738256353","0.018664973738256353","0","0","0","0.01881295781196644","0.01881295781196644","0.01881295781196644"
"1104","0.018608978817041585","0.018608978817041585","0.018608978817041585","0","0","0","0.01875651893853054","0.01875651893853054","0.01875651893853054"
"1105","0.018553151880590462","0.018553151880590462","0.018553151880590462","0","0","0","0.01870024938171495","0.01870024938171495","0.01870024938171495"
"1106","0.01849749242494869","0.01849749242494869","0.01849749242494869","0","0","0","0.018644148633569804","0.018644148633569804","0.018644148633569804"
"1107","0.018441999947673846","0.018441999947673846","0.018441999947673846","0","0","0","0.018588216187669093","0.018588216187669093","0.018588216187669093"
"1108","0.018386673947830823","0.018386673947830823","0.018386673947830823","0","0","0","0.018532451539106085","0.018532451539106085","0.018532451539106085"
"1109","0.018331513925987333","0.018331513925987333","0.018331513925987333","0","0","0","0.018476854184488765","0.018476854184488765","0.018476854184488765"
"1110","0.01827651938420937","0.01827651938420937","0.01827651938420937","0","0","0","0.018421423621935298","0.018421423621935298","0.018421423621935298"
"1111","0.018221689826056743","0.018221689826056743","0.018221689826056743","0","0","0","0.018366159351069493","0.018366159351069493","0.018366159351069493"
"1112","0.018167024756578574","0.018167024756578574","0.018167024756578574","0","0","0","0.018311060873016285","0.018311060873016285","0.018311060873016285"
"1113","0.01811252368230884","0.01811252368230884","0.01811252368230884","0","0","0","0.018256127690397236","0.018256127690397236","0.018256127690397236"
"1114","0.018058186111261913","0.018058186111261913","0.018058186111261913","0","0","0","0.018201359307326043","0.018201359307326043","0.018201359307326043"
"1115","0.018004011552928127","0.018004011552928127","0.018004011552928127","0","0","0","0.018146755229404066","0.018146755229404066","0.018146755229404066"
"1116","0.017949999518269342","0.017949999518269342","0.017949999518269342","0","0","0","0.018092314963715852","0.018092314963715852","0.018092314963715852"
"1117","0.017896149519714535","0.017896149519714535","0.017896149519714535","0","0","0","0.018038038018824705","0.018038038018824705","0.018038038018824705"
"1118","0.01784246107115539","0.01784246107115539","0.01784246107115539","0","0","0","0.01798392390476823","0.01798392390476823","0.01798392390476823"
"1119","0.017788933687941925","0.017788933687941925","0.017788933687941925","0","0","0","0.017929972133053928","0.017929972133053928","0.017929972133053928"
"1120","0.0177355668868781","0.0177355668868781","0.0177355668868781","0","0","0","0.017876182216654764","0.017876182216654764","0.017876182216654764"
"1121","0.017682360186217466","0.017682360186217466","0.017682360186217466","0","0","0","0.0178225536700048","0.0178225536700048","0.0178225536700048"
"1122","0.017629313105658812","0.017629313105658812","0.017629313105658812","0","0","0","0.017769086008994784","0.017769086008994784","0.017769086008994784"
"1123","0.017576425166341836","0.017576425166341836","0.017576425166341836","0","0","0","0.0177157787509678","0.0177157787509678","0.0177157787509678"
"1124","0.01752369589084281","0.01752369589084281","0.01752369589084281","0","0","0","0.017662631414714896","0.017662631414714896","0.017662631414714896"
"1125","0.01747112480317028","0.01747112480317028","0.01747112480317028","0","0","0","0.01760964352047075","0.01760964352047075","0.01760964352047075"
"1126","0.01741871142876077","0.01741871142876077","0.01741871142876077","0","0","0","0.017556814589909337","0.017556814589909337","0.017556814589909337"
"1127","0.017366455294474486","0.017366455294474486","0.017366455294474486","0","0","0","0.01750414414613961","0.01750414414613961","0.01750414414613961"
"1128","0.01731435592859106","0.01731435592859106","0.01731435592859106","0","0","0","0.01745163171370119","0.01745163171370119","0.01745163171370119"
"1129","0.01726241286080529","0.01726241286080529","0.01726241286080529","0","0","0","0.017399276818560086","0.017399276818560086","0.017399276818560086"
"1130","0.017210625622222874","0.017210625622222874","0.017210625622222874","0","0","0","0.017347078988104406","0.017347078988104406","0.017347078988104406"
"1131","0.017158993745356205","0.017158993745356205","0.017158993745356205","0","0","0","0.017295037751140094","0.017295037751140094","0.017295037751140094"
"1132","0.017107516764120135","0.017107516764120135","0.017107516764120135","0","0","0","0.017243152637886672","0.017243152637886672","0.017243152637886672"
"1133","0.017056194213827775","0.017056194213827775","0.017056194213827775","0","0","0","0.017191423179973013","0.017191423179973013","0.017191423179973013"
"1134","0.01700502563118629","0.01700502563118629","0.01700502563118629","0","0","0","0.017139848910433093","0.017139848910433093","0.017139848910433093"
"1135","0.016954010554292732","0.016954010554292732","0.016954010554292732","0","0","0","0.017088429363701793","0.017088429363701793","0.017088429363701793"
"1136","0.016903148522629852","0.016903148522629852","0.016903148522629852","0","0","0","0.01703716407561069","0.01703716407561069","0.01703716407561069"
