"Step","noisy_net: true - score","noisy_net: true - score__MIN","noisy_net: true - score__MAX"
"50","-0.00607480083592236","-0.1556670066714287","0.1530346989631653"
"100","0.1764864152794083","-0.10953374683856965","0.3235632190108299"
"150","0.2614873620209595","0.0641622057557106","0.45292169630527496"
"200","0.2859460982717574","0.04970337804406881","0.4805939495563507"
"250","0.3107769702474276","0.05646736290305853","0.5375765943527222"
"300","0.3291996637818714","0.07921201396733522","0.540724260210991"
"350","0.34152602525552117","0.08941955737769604","0.5629285228252411"
"400","0.3477026278649767","0.08888464108109474","0.5601460063457488"
"450","0.37047880873580763","0.02328031077980995","1.0726238214969634"
"500","0.3812103958961863","0.0656233561038971","1.1761491894721985"
"550","0.4323303095375498","0.10971523344516754","2.474010410308838"
"600","0.5453523903513948","0.06939423128962517","5.712629642486572"
"650","0.5266168287172913","-0.008138586208224297","5.750858716964721"
"700","0.5282872366334003","-0.031093407571315766","5.761693916320801"
"750","0.537312665976584","-0.02172146864235401","5.793848295211792"
"800","0.5413825684860349","-0.034635729342699054","5.8025602436065675"
"850","0.5688534538013241","-0.033452070616185665","5.916896533966065"
"900","0.5730409873500466","-0.0358924151211977","5.913103675842285"
"950","0.5808983086881537","-0.04337744560092688","5.925261564254761"
"1000","0.5810175344695647","-0.015596447102725506","5.916998701095581"
"1050","0.5743439907630284","-0.1013957166671753","5.927733726501465"
"1100","0.589342873957629","-0.1069348813034594","5.954182825088501"
"1150","0.5914002584554255","-0.11158456541597843","5.96570276260376"
"1200","0.595639298013101","-0.08983165323734284","5.956400632858276"
"1250","0.5676537505487603","0.012843542322516442","5.9196420097351075"
"1300","0.5722088419174157","0.03359286867082119","5.886501369476318"
"1350","0.5731671206280589","0.009659638255834579","5.889740734100342"
"1400","0.5745777370321253","-0.02770671360194683","5.917674446105957"
"1450","0.5538994756912192","-0.01575004279613495","5.829022388458252"
"1500","0.5617230938449502","0.01068094402551651","5.845034284591675"
"1550","0.5631797700238725","-0.016829870976507663","5.857003498077392"
"1600","0.5609892989583314","-0.04725694634020328","5.846782846450806"
"1650","0.5746788708691797","-0.014980243593454361","5.833386554718017"
"1700","0.579792209920784","0.012640883326530456","5.8584573936462405"
"1750","0.58239282583942","0.01657560244202614","5.87752215385437"
"1800","0.583964584218959","-0.0046700815111398696","5.842950506210327"
"1850","0.5799305637038003","-0.06429659515619278","5.873716592788696"
"1900","0.5821853736005723","0.001103423237800598","5.86348666191101"
"1950","0.5877614588947035","-0.03488944657146931","5.880839262008667"
"2000","0.5916575326202437","-0.009546127617359162","5.9035837268829345"
