"Step","noisy_net: false - regret","noisy_net: false - regret__MIN","noisy_net: false - regret__MAX"
"112","34.41059612054888","17.952785614969518","59.1971785857577"
"113","34.63766055605937","17.952785614969518","59.1971785857577"
"114","34.82274408907133","17.952785614969518","59.1971785857577"
"115","35.04415588588449","17.952785614969518","59.1971785857577"
"116","35.25566964441831","17.952785614969518","59.65968585781515"
"117","35.4384675448543","17.952785614969518","59.65968585781515"
"118","35.63129586549949","17.952785614969518","60.143529712636564"
"119","35.73733501032541","18.062231456718603","60.143529712636564"
"120","35.92804767848023","18.062231456718603","60.143529712636564"
"121","36.08762533865541","18.062231456718603","60.143529712636564"
"122","36.25281813691462","18.062231456718603","60.143529712636564"
"123","36.36421481393365","18.462695099075876","60.62279626818159"
"124","36.5394942171983","18.462695099075876","60.62279626818159"
"125","36.62002670688631","18.462695099075876","60.62279626818159"
"126","36.7803420934398","18.57806394934219","61.28378565297962"
"127","36.93512519537244","18.57806394934219","61.28378565297962"
"128","37.117332963392954","18.657683522211123","61.909139892216565"
"129","37.22673556638974","18.77893764266713","61.909139892216565"
"130","37.44541176669034","18.77893764266713","62.645791625301655"
"131","37.61705547208705","18.77893764266713","62.645791625301655"
"132","37.82588314430062","18.85197807223111","62.645791625301655"
"133","38.08399077289551","18.85197807223111","62.645791625301655"
"134","38.2555772577923","18.85197807223111","62.645791625301655"
"135","38.43969402888292","18.85197807223111","63.28688057920024"
"136","38.59596394945618","18.85197807223111","63.28688057920024"
"137","38.75758322082791","18.85197807223111","63.891354469233264"
"138","38.93893930212798","18.92043040768764","63.891354469233264"
"139","39.197797467065236","19.113424648174806","63.891354469233264"
"140","39.42986255785986","19.113424648174806","63.891354469233264"
"141","39.55730608621752","19.113424648174806","63.891354469233264"
"142","39.73721714283023","19.113424648174806","63.891354469233264"
"143","39.97674217043204","19.248926209041166","64.38110375794776"
"144","40.186292211667904","19.248926209041166","64.79443806750126"
"145","40.354437120850235","19.248926209041166","65.3055882417452"
"146","40.577838328622256","19.248926209041166","66.0362803932307"
"147","40.76194082050526","19.248926209041166","66.55166745131703"
"148","40.97705749519943","19.602290774978215","66.55166745131703"
"149","41.11872516486404","19.602290774978215","66.55166745131703"
"150","41.218776011670336","20.29559227125766","66.55166745131703"
"151","41.456268995575165","20.29559227125766","67.16330816526242"
"152","41.63992245078454","20.29559227125766","67.29776984913926"
"153","41.85921339965898","20.369645824193842","67.29776984913926"
"154","42.00460885533651","20.369645824193842","67.67853306115441"
"155","42.174949406256324","20.369645824193842","67.67853306115441"
"156","42.30002537117426","20.395129177308963","67.67853306115441"
"157","42.45834401717639","20.983246710454434","67.67853306115441"
"158","42.585791667342534","20.983246710454434","67.67853306115441"
"159","42.766259610931115","20.983246710454434","67.67853306115441"
"160","42.83473218865272","20.983246710454434","67.67853306115441"
"161","43.010858489926214","21.062621980104627","67.67853306115441"
"162","43.07312166532567","21.338072361015204","67.67853306115441"
"163","43.18179488604059","21.413689171824732","67.67853306115441"
"164","43.256322787151746","21.413689171824732","68.45280801311358"
"165","43.46280119908273","21.866219494199413","68.45280801311358"
"166","43.6142879246863","21.866219494199413","68.45280801311358"
"167","43.74398865095074","22.47090203337908","69.06392486939463"
"168","43.83068747390739","22.47090203337908","69.2500875728529"
"169","43.99222021556066","23.18071061642591","69.2500875728529"
"170","44.162990663186186","23.18071061642591","69.87470892531398"
"171","44.21989605929173","23.18071061642591","69.87470892531398"
"172","44.356882161509745","23.18071061642591","69.87470892531398"
"173","44.43599086885753","23.18071061642591","69.87470892531398"
"174","44.63207636232548","23.444150708546438","69.87470892531398"
"175","44.84082463434829","23.444150708546438","70.44931406696486"
"176","44.938805911050885","23.641556626990646","70.44931406696486"
"177","45.08142024275106","23.927050589885226","70.44931406696486"
"178","45.269676238863994","24.143684474386696","70.44931406696486"
"179","45.46753679956479","24.143684474386696","70.44931406696486"
"180","45.58781090798081","24.143684474386696","70.44931406696486"
"181","45.697290127045335","24.340226587954604","71.28208158519669"
"182","45.87156341076545","25.006629831994854","71.28208158519669"
"183","45.98017543354278","25.006629831994854","71.28208158519669"
"184","46.104243831198275","25.006629831994854","71.28208158519669"
"185","46.2787499632698","25.58663251397705","71.28208158519669"
"186","46.338893853700476","25.58663251397705","71.28208158519669"
"187","46.43777280846432","25.58663251397705","71.28208158519669"
"188","46.56519741388204","26.052034994926252","71.79619966045765"
"189","46.67018577098186","26.052034994926252","71.79619966045765"
"190","46.808776106642014","26.052034994926252","71.79619966045765"
"191","46.98845868526575","26.052034994926252","71.79619966045765"
"192","47.07700108415425","26.113665923634866","71.79619966045765"
"193","47.18523983947566","26.113665923634866","71.79619966045765"
"194","47.33197519599251","26.113665923634866","71.79619966045765"
"195","47.4650544933362","26.113665923634866","71.79619966045765"
"196","47.61503149725645","26.113665923634866","71.79619966045765"
"197","47.68710912244132","26.289882310799694","71.79619966045765"
"198","47.80090422784048","26.41437988090695","71.79619966045765"
"199","47.9376669394729","27.001359830967587","71.79619966045765"
"200","48.03335275882973","27.001359830967587","71.79619966045765"
"201","48.37403520340612","27.379531819794455","71.98251677695804"
"202","48.8187126437455","27.768844347939613","72.54846195970354"
"203","49.201179878739914","27.8523112162838","73.21346254686816"
"204","49.61617467837745","28.176891718123667","73.78006484227035"
"205","49.98118961445696","28.67886272195108","74.49159389255497"
"206","50.41244491234431","29.040237253443934","74.9374353258939"
"207","50.8106494335378","29.72394858057869","75.24241380209567"
"208","51.210551235401105","30.275079690617837","75.55359313683914"
"209","51.556842574952256","30.936496145254274","76.09923258827403"
"210","51.86538340660637","31.17614530445608","76.62866157827693"
"211","52.3035178985865","31.770776334459462","76.62866157827693"
"212","52.67720594889758","32.19698946082049","77.05415188812432"
"213","53.131116132790936","32.54148562398172","77.62186656357537"
"214","53.586910059769664","33.15014209472586","78.18754977604553"
"215","53.9737583201253","33.74738156705812","78.8927811366139"
"216","54.326582486634955","33.9013726056915","79.59484861238637"
"217","54.70470326777848","34.589992919927944","80.3385723053762"
"218","55.06404240603927","35.086735565249974","80.97241654512538"
"219","55.43562389854302","35.086735565249974","81.69638346047934"
"220","55.79662482049613","35.5347545950978","82.26799622455981"
"221","56.18214678041821","35.66550575802449","82.94880063627852"
"222","56.58077704178014","35.78486734747923","83.51416454746028"
"223","56.9797709589239","36.17327494606779","84.04891370078474"
"224","57.34621005371589","36.58752820637889","84.57216423359449"
"225","57.71165571539242","37.20914850988345","85.14597293613778"
"226","58.09688369338144","37.332217043038376","85.9565803330329"
"227","58.40877509848263","38.12436189719489","86.36829620364635"
"228","58.77854799920452","38.613587189247255","86.99699689865284"
"229","59.14642313695013","38.74586760594555","87.78524135065611"
"230","59.46392665112346","39.18140280401588","88.34568252703941"
"231","59.80814483264216","39.30606058652106","88.91363036052854"
"232","60.06553530228572","39.6970224197276","89.4460758434215"
"233","60.35268769528036","39.82425131581705","89.598314111455"
"234","60.68742724434469","40.137422610045775","90.17086633318756"
"235","60.959659258407214","40.58853764641581","90.92361621362501"
"236","61.30280767132619","40.71676161467008","91.67578547463887"
"237","61.58541968956226","41.35203591406166","92.49454737783304"
"238","61.98169367427704","41.76398357577589","93.03648359418082"
"239","62.28856083105116","41.890234310788436","93.60260851439193"
"240","62.561076889166884","42.18000615579518","93.80088200769545"
"241","62.92096856861174","42.59426859314913","94.37240163896642"
"242","63.22274269376481","43.04731235287641","94.93390530432788"
"243","63.562890515730516","43.49603458685351","95.49348448465261"
"244","63.97211630525085","43.63537275308715","96.06554469386909"
"245","64.26750078087979","44.03650593931879","96.82722965641487"
"246","64.59990969079645","44.632706409856446","97.55992508039583"
"247","64.89557774622789","45.293095681562335","98.11458617478851"
"248","65.28154651729011","45.81895379345536","98.26321459110437"
"249","65.63991060798544","46.26662223080636","98.58995648805139"
"250","65.97450727153047","46.760499302043975","99.1725444709063"
"251","66.28498790234886","47.07588997895067","99.74366253282149"
"252","66.62153311939178","47.58123830982834","100.27529808181332"
"253","66.97005026723666","48.03779532325885","101.02018103144289"
"254","67.21339215688793","48.3697316611464","101.69661583551454"
"255","67.49642272889868","48.76078542756266","102.26008773253665"
"256","67.77627653293005","48.85719623209819","102.28251847225859"
"257","68.02210673947229","49.01097538143291","102.46117572180667"
"258","68.38499376983393","49.53703555425435","103.03053679233078"
"259","68.62443265166272","49.93573686280128","103.69407814110218"
"260","68.88196195052615","50.05249942889127","103.74944187467274"
"261","69.23303364562564","50.30980381856417","104.42577936712266"
"262","69.57669534071854","50.42945984618856","105.10404576798355"
"263","69.84882339539104","50.860849863976426","105.7624215744429"
"264","70.14398556259718","50.99032139618895","106.09128558691408"
"265","70.44019845706552","51.023397836524616","106.65207662607823"
"266","70.67005869798405","51.1352585940609","107.22587663856025"
"267","70.93502732073625","51.199039042055844","107.80031497799519"
"268","71.10540968498738","51.24440498106714","108.10192782134264"
"269","71.43016179257714","51.83554391996115","108.74248954544194"
"270","71.72324743349127","51.86022716050659","109.39869252261894"
"271","72.00123200533231","51.880574913971095","109.98167387537988"
"272","72.25046810919645","51.95020290124653","110.66786705118676"
"273","72.5760683577484","52.07551893335004","111.42100017139724"
"274","72.8169191602322","52.07999493447902","112.05392756123564"
"275","72.98672875250155","52.08078552653928","112.58206971794607"
"276","73.22350496989667","52.08193469861536","112.88350725381297"
"277","73.57823654439737","52.08193469861536","113.4482267811312"
"278","73.80690234472821","52.18718244520705","114.04233888293263"
"279","74.05658327365389","52.18718244520705","114.75215366092304"
"280","74.23875152852854","52.24562679426813","115.31851295860467"
"281","74.4918594907806","52.2727073812954","115.64121124514806"
"282","74.74364448971713","52.2727073812954","116.19833173410592"
"283","75.00041975156661","53.06192845155193","116.47266967383244"
"284","75.30751236575527","53.08108535244665","117.02627360685369"
"285","75.61407960276648","53.09097304514591","117.6944285249577"
"286","75.88042627938647","53.09097304514591","117.75465081382"
"287","76.20352430897535","53.10891474392978","118.34596665744111"
"288","76.51545164082434","53.118661441612005","118.43307194798417"
"289","76.75747011837069","53.588013943459586","118.99222720992476"
"290","76.92242099647332","53.6188106565373","119.5631829085322"
"291","77.19018633360857","53.74522572110061","120.17477240891105"
"292","77.41389173264294","53.75126925639035","120.85394900634316"
"293","77.6422977589775","54.39589616478711","120.85394900634316"
"294","77.86670848783184","54.46576067521452","121.2285585849842"
"295","78.07956489880327","54.52588714328306","121.87194023188945"
"296","78.28952952540739","54.564472641184395","122.44276230292948"
"297","78.5160550048074","54.57535597568771","123.00589917363716"
"298","78.70909926717967","54.740218006578424","123.03904044606625"
"299","78.89707416841455","54.852499385064796","123.06435926759633"
"300","79.13235870967667","54.89315485728754","123.63516722043832"
"301","79.22946018328224","54.94837248156776","124.2027642949671"
"302","79.41982469576803","55.48185394702636","124.88696509289305"
"303","79.64826445966774","55.66518989866427","125.57805727594864"
"304","79.89634953813268","56.32865005494534","125.77167822575419"
"305","80.13020579457661","56.3863437503194","126.27734353096179"
"306","80.34806691039127","56.49582991679443","126.86587285259579"
"307","80.58343482671664","56.64245712331592","127.67356680354969"
"308","80.84513598174745","56.64245712331592","128.33993288589397"
"309","81.0185287793225","56.70811719162502","128.49604644426108"
"310","81.2522502950505","56.726994321550684","129.1375888253355"
"311","81.45002573366429","56.75697581523183","129.21975399951393"
"312","81.59787443075037","56.762593469688404","129.2511594282408"
"313","81.82678254442789","56.84516247392674","129.40834653382893"
"314","82.0580088106364","56.93392525653163","129.48092930434268"
"315","82.30043680608905","56.94999853219036","130.05195786481616"
"316","82.5022638162788","56.94999853219036","130.86174397984357"
"317","82.79146037864444","57.65326194677673","131.59893447060662"
"318","83.04836836053197","57.65326194677673","132.34606817046347"
"319","83.28427816227733","57.70027443371486","132.92377059940955"
"320","83.53941608776371","57.81593392678899","133.66039334217479"
"321","83.77840640321534","57.81999446305593","134.35558341919446"
"322","83.93824970241445","57.8386102801671","134.54832392210162"
"323","84.15141486027534","58.54655591407238","134.6160384141371"
"324","84.32651961690986","58.54655591407238","134.6160384141371"
"325","84.49395133145381","58.833092775352426","134.63375655865013"
"326","84.69278977256373","59.40139053124053","135.16796706600235"
"327","84.87674184496308","59.632834037928994","135.75641053222742"
"328","85.11923320967229","59.632834037928994","135.8323792882973"
"329","85.31551884293904","59.65000268164361","135.86058793099542"
"330","85.46438847132139","59.65000268164361","135.90881043672445"
"331","85.59191159271425","59.65000268164361","135.9607355112449"
"332","85.79062854375722","59.65000268164361","136.14505410323184"
"333","85.98634337289818","59.9561589411151","136.23200243770708"
"334","86.11096810039467","60.010610445106394","136.25041936796399"
"335","86.34965489756571","60.10796244526774","136.9476359792176"
"336","86.50657513201512","60.11073297766369","137.124569987336"
"337","86.71622885359244","60.74017246204518","137.20274510067728"
"338","86.86683107307975","60.74017246204518","137.71674222893608"
"339","87.08244939906334","60.81471435795252","137.72153914402807"
"340","87.30929113783351","61.33585811821727","137.89102549999996"
"341","87.54037476018893","61.64198935270416","138.01246754707674"
"342","87.7223701891245","61.68104266863467","138.0457406097"
"343","87.87391252847334","61.978124211253196","138.10025923139352"
"344","88.04504564942481","61.97891432371536","138.27547714927312"
"345","88.2714599103219","61.987739392839316","139.0567167742241"
"346","88.50789528327299","62.84360644040358","139.7984187813493"
"347","88.63806438888709","62.84360644040358","139.82185339558944"
"348","88.77045435516695","63.09823737905855","140.28328636352958"
"349","88.922449365495","63.09823737905855","140.28328636352958"
"350","89.12500778221556","63.853940058296836","140.57412192566883"
"351","89.30866293301693","63.87499018809298","140.701052378154"
"352","89.44430235305423","63.87499018809298","141.02991267303366"
"353","89.58789768778017","63.87499018809298","141.19711318341695"
"354","89.75762710537154","63.87499018809298","141.23132183621044"
"355","89.89933849755793","63.87878655719324","141.23132183621044"
"356","90.08422208540692","63.95753102135398","141.3953857416839"
"357","90.20758583328436","63.95753102135398","141.3953857416839"
"358","90.38823522187909","64.20310652448825","141.5067367110876"
"359","90.54215097514538","64.20310652448825","141.5067367110876"
"360","90.7422030865059","64.20310652448825","141.5067367110876"
"361","90.93642072918281","64.20310652448825","141.5067367110876"
"362","91.11259775941019","64.26336152558727","141.56545599161777"
"363","91.27687966742813","64.26336152558727","141.56545599161777"
"364","91.40594325417442","64.26336152558727","141.7873009314865"
"365","91.58725151728034","64.28073700946868","141.84004310932704"
"366","91.80994787701634","64.44532519986643","141.84004310932704"
"367","91.96381803794492","65.09849383365147","141.9505007818854"
"368","92.14201812370054","65.80150630175505","142.1093043800493"
"369","92.28197811763025","65.80150630175505","142.2777948442732"
"370","92.39018319836201","65.80150630175505","142.4203234455716"
"371","92.50736198092635","65.80150630175505","142.51774039851463"
"372","92.70338520145101","65.81729569767742","142.72085234240416"
"373","92.84065955553635","65.81729569767742","142.72085234240416"
"374","92.97021316821113","65.81729569767742","142.72085234240416"
"375","93.12418844064722","65.81729569767742","142.73578874073115"
"376","93.30294650285722","65.81729569767742","142.93235577066545"
"377","93.4253147137361","65.81729569767742","142.93235577066545"
"378","93.56744052834331","65.81729569767742","142.93235577066545"
"379","93.72898131061257","65.81729569767742","142.93235577066545"
"380","93.8445518864013","65.81729569767742","143.46749653884"
"381","93.97856223985204","65.82098120878794","143.46749653884"
"382","94.09069144587717","65.82098120878794","143.55707456404195"
"383","94.2631917708029","66.42382715796842","143.55707456404195"
"384","94.38050662959307","66.4946043768629","143.63147642594967"
"385","94.51165586559692","66.4946043768629","143.63147642594967"
"386","94.6544735874213","66.4946043768629","143.65780272659924"
"387","94.85809277080389","66.58334062002434","144.09194895753652"
"388","94.9812219036131","66.58334062002434","144.09194895753652"
"389","95.10150734261639","66.58334062002434","144.4142504344794"
"390","95.27321983036282","66.58334062002434","144.7416654290491"
"391","95.47629856412883","66.58334062002434","145.17922027667086"
"392","95.60104724113286","66.58334062002434","145.17922027667086"
"393","95.74191695774411","66.58334062002434","145.50366472220537"
"394","95.8946001040597","66.6599630466209","145.50366472220537"
"395","96.04655389514593","66.6599630466209","146.01810295889814"
"396","96.22866405378528","66.6599630466209","146.49421505983784"
"397","96.3303771457127","66.6599630466209","146.49421505983784"
"398","96.48976780490635","66.6599630466209","146.5229921316297"
"399","96.66032528264165","66.6599630466209","147.0539342244869"
"400","96.82892713281105","66.76756352494061","147.0539342244869"
"401","97.17905749929011","66.859217620562","147.07366196783406"
"402","97.50260420210861","67.57657727275723","147.38985891284955"
"403","97.7715126726192","67.92671565122029","147.38985891284955"
"404","98.20015019914591","68.01800441635278","147.87775267835974"
"405","98.55802751570062","68.38717698268633","147.88011188287413"
"406","98.89271297460918","68.81815339480421","147.88011188287413"
"407","99.17850237821162","69.20193297165515","147.88011188287413"
"408","99.50989464253526","69.59171893545708","148.11546880884984"
"409","99.8890904851361","70.26719402669706","148.5863155681584"
"410","100.23423792425066","70.76036298241598","148.5863155681584"
"411","100.56829803572028","70.9513118403178","148.78799081209377"
"412","100.86484889077134","71.31455857718589","149.09727432740885"
"413","101.22938186977773","71.46429261339719","149.8785935308679"
"414","101.58680928774297","72.08206990604926","150.24264356075145"
"415","101.9951437990156","72.88537027259041","150.50921943924405"
"416","102.25482223485321","73.00860316714304","150.6697345837582"
"417","102.59855600601712","73.12223912988561","151.0731418086823"
"418","102.8933471098949","73.7241834802375","151.38510134659137"
"419","103.33193741743858","74.33688376540249","151.67674513131746"
"420","103.65419246406017","75.02426616440486","151.83791647459012"
"421","104.05600049354221","75.43837550001278","151.98727945014173"
"422","104.38951585594945","76.12036693053511","152.1966851242184"
"423","104.73033949446867","76.69329618830228","152.38611466697407"
"424","105.08624886187627","77.34170912047323","152.65917435243054"
"425","105.38390481513142","77.92037320851753","152.94638042715943"
"426","105.67001704754871","78.37535673525271","153.12211520123225"
"427","105.95424851495959","78.87127987648306","153.4825949536119"
"428","106.27024226188888","79.12467330503964","153.82280791207072"
"429","106.5877843380733","79.51890468839326","154.17236179964286"
"430","106.8914695185762","79.56505222135365","154.43172169186002"
"431","107.09273356199532","79.56505222135365","154.61679339843184"
"432","107.30853506824093","79.58972543546241","154.9126865909528"
"433","107.6166486115667","80.02037260299974","155.26566443960945"
"434","107.892099211631","80.48671137493457","155.4850183848793"
"435","108.20417700031287","80.79712785649869","155.75572772799345"
"436","108.47538389223229","81.17934953496105","156.24347118635154"
"437","108.76419094991095","81.23457653691189","156.94419203523776"
"438","108.97955724816106","81.3426880458302","156.94419203523776"
"439","109.25961833017851","81.91954614337862","157.14498348311926"
"440","109.58820155743057","82.08942117510969","157.84622008575914"
"441","109.85371138783492","82.65346374699718","158.13642718278638"
"442","110.21635164079674","83.14995592257408","158.629755193269"
"443","110.4830377166477","83.27596224207696","158.66053394246816"
"444","110.75334645683347","84.10328997548397","158.81832865539988"
"445","111.06075013255197","84.37187669210216","159.16424512800066"
"446","111.38348084222643","84.70052238878736","159.5218661467742"
"447","111.68921793037717","85.34559690529196","159.7376668270678"
"448","111.9739614470061","85.89045507498993","159.9965936959316"
"449","112.24116851064682","86.01054575678022","160.6957309497272"
"450","112.53206784323109","86.09515533611996","160.80233908880513"
"451","112.80753044305764","86.70833063814922","160.9358504344661"
"452","113.13904246540032","87.15460826405004","161.16067285966437"
"453","113.37941084462672","87.28590029117866","161.46006843188624"
"454","113.55506756973513","87.28590029117866","161.51543361471386"
"455","113.82995616013744","87.6495829473555","161.63685963216898"
"456","114.16337529485148","87.68057444661886","162.39174723343166"
"457","114.377351979688","88.01599218559873","162.58803655546402"
"458","114.68183042537102","88.39739920974542","163.35627631183243"
"459","114.99021524922992","88.72539884850518","163.6924770627041"
"460","115.26954174501749","89.24576170751219","163.78194677782167"
"461","115.53205138889923","89.2599068425191","163.9500924851601"
"462","115.82213973620588","89.28052206054194","164.06978189358844"
"463","116.13761514273834","89.28052206054194","164.794032871409"
"464","116.3861080873457","89.90286523220428","165.57316839797497"
"465","116.64435830402047","89.90286523220428","165.76551600632118"
"466","116.90927230533397","89.90286523220428","165.94228154379942"
"467","117.19364632216072","89.93153982071357","166.24451716854983"
"468","117.476737578516","89.93153982071357","166.48908738950124"
"469","117.68035104800727","90.05997392964657","166.51336422377835"
"470","117.88356662617736","90.05997392964657","166.71341070740118"
"471","118.11039765681716","90.05997392964657","166.92296362189336"
"472","118.37519325439611","90.23580487631413","167.08509647171203"
"473","118.62378644763982","90.33145637986516","167.4424937404219"
"474","118.81249270484416","90.48287673127413","167.7135029533916"
"475","119.11249827118039","90.50819066859242","167.79613388563334"
"476","119.37353689612397","90.65697697063018","168.0135346787895"
"477","119.66849255515586","90.83579346555257","168.20005130336276"
"478","119.8758428102473","90.8522195917169","168.3767574898044"
"479","120.10645281698984","91.07189827545686","168.58529938502005"
"480","120.30830902262636","91.22893542777805","168.7688769895659"
"481","120.58143216576394","91.35931777954337","168.82732750498283"
"482","120.79661404094946","91.9094646168194","169.05940311871262"
"483","121.00819125992221","92.34540475382407","169.14674924280786"
"484","121.34149854129795","92.86811177338626","169.38152084469567"
"485","121.59503814743424","93.09443377231324","169.54301577080065"
"486","121.81037427993624","93.11447157162223","169.7088407805517"
"487","121.99149757421283","93.11447157162223","169.9980310239055"
"488","122.1737465580114","93.11447157162223","170.2272631661582"
"489","122.40985423037296","93.2470142788386","170.37357307900513"
"490","122.71928562949802","93.36067283014508","170.54360040620148"
"491","122.91742597118949","93.39302900464773","170.6014939695093"
"492","123.12349689158916","93.39302900464773","170.7769312925162"
"493","123.35452498250403","93.40309172510922","170.96356870196738"
"494","123.4566587487772","93.43136275494726","171.05427064447503"
