"Step","noisy_net: false - loss","noisy_net: false - loss__MIN","noisy_net: false - loss__MAX","noisy_net: true - loss","noisy_net: true - loss__MIN","noisy_net: true - loss__MAX"
"100","0.23306915028528732","0.10837051272392273","0.38168865442276","0.15522284875623882","0.03219228610396385","0.3117597699165344"
"101","0.21869923614642836","0.09857282787561417","0.35819587111473083","0.15401812188792974","0.030151495710015297","0.27849647402763367"
"102","0.20538681914860552","0.07980834692716599","0.337272047996521","0.13591829920187593","0.01284673810005188","0.2752606272697449"
"103","0.1926110376688567","0.08160329610109329","0.3137599527835846","0.13536850223317742","0.01790311560034752","0.26312389969825745"
"104","0.18048080226237123","0.06632065027952194","0.2911829650402069","0.11126161692664027","0.017147842794656754","0.23556503653526306"
"105","0.1693080680614168","0.06878665089607239","0.275412380695343","0.11529022187460214","0.022047534584999084","0.22436943650245667"
"106","0.1608029898594726","0.06313161551952362","0.2535480558872223","0.10531261668074876","0.01139298640191555","0.2798088788986206"
"107","0.15307830375703899","0.056634463369846344","0.24210992455482483","0.09903049533022568","0.010865406133234501","0.20932365953922272"
"108","0.14211565306918186","0.0551939494907856","0.22955122590065002","0.09715427667833865","0.01727242022752762","0.2445465475320816"
"109","0.1332693440331654","0.04905145242810249","0.22140242159366608","0.0791602548561059","0.014064023271203041","0.162641704082489"
"110","0.1295183062214743","0.048926614224910736","0.215963214635849","0.07755111932056025","0.009764661081135273","0.18535758554935455"
"111","0.12114794907922094","0.040685687214136124","0.2041814625263214","0.06759617803618312","0.011062847450375557","0.16125571727752686"
"112","0.1143043681301854","0.04373433068394661","0.1981268674135208","0.06453776318812743","0.007017629221081734","0.14066211879253387"
"113","0.10676685923879797","0.0356999970972538","0.18325258791446686","0.06530326197389513","0.01095646619796753","0.13351908326148987"
"114","0.10244819742034782","0.03485345467925072","0.17663341760635376","0.06330022649490274","0.005093032028526068","0.1405760496854782"
"115","0.09490405920554291","0.03288189321756363","0.18432645499706268","0.05128209971007891","0.006552405189722776","0.13250942528247833"
"116","0.0910091098736633","0.03257347270846367","0.17571856081485748","0.05474445328582078","0.008247765712440014","0.12092992663383484"
"117","0.08684299632229588","0.03162249177694321","0.17231839895248413","0.0457862033508718","0.011641324497759342","0.1417742520570755"
"118","0.08113124992021105","0.025046801194548607","0.17466464638710022","0.043976043147267774","0.006307308096438646","0.09796905517578125"
"119","0.07640844498845664","0.02365097589790821","0.1447494626045227","0.039563608122989535","0.00827098824083805","0.09474979341030121"
"120","0.07331804592501033","0.02544725500047207","0.15735852718353271","0.04393516530399211","0.0038403719663619995","0.11631208658218384"
"121","0.06699537951499224","0.025103673338890076","0.13399064540863037","0.04395192312949803","0.003381278133019805","0.1695408970117569"
"122","0.06848368302664974","0.016635943204164505","0.1497378796339035","0.03254302707500756","0.008017675019800663","0.08187583088874817"
"123","0.06374164662239226","0.018497582525014877","0.14349934458732605","0.03666034192428924","0.005426596384495497","0.11672234535217285"
"124","0.0587445968254046","0.018508441746234894","0.1299436241388321","0.039932429397595115","0.0037184825632721186","0.08888663351535797"
"125","0.05557291450994936","0.015286211855709553","0.12183462083339691","0.03183541985345073","0.005342025775462389","0.08417811244726181"
"126","0.05541165562515909","0.013145599514245987","0.1197018176317215","0.03421293033170514","0.006039706524461508","0.1052272692322731"
"127","0.05057702353224158","0.012839150615036488","0.10282585769891739","0.0342257862794213","0.011066521517932415","0.08213836699724197"
"128","0.04684900547462431","0.013177321292459965","0.09934146702289581","0.0329001882346347","0.004049770534038544","0.11165517568588257"
"129","0.04394242510368878","0.010374004021286964","0.08220846205949783","0.03157291037496179","0.00455134641379118","0.07030007988214493"
"130","0.04395211742005565","0.009670614264905453","0.09635011851787567","0.026679985166992992","0.0071432096883654594","0.0707726925611496"
"131","0.040667558258230034","0.008662206120789051","0.09095662087202072","0.026451493278727867","0.0025145274121314287","0.07103968411684036"
"132","0.03617822683670304","0.009066952392458916","0.08710705488920212","0.025182782992487773","0.007109589409083128","0.048692360520362854"
"133","0.033819787140766326","0.007647005375474691","0.08314128965139389","0.02593492460437119","0.008248673751950264","0.06888681650161743"
"134","0.03294173016382212","0.007038377691060305","0.07597997784614563","0.02733625732071232","0.0028184533584862947","0.0629141554236412"
"135","0.029189745620401067","0.006453728768974543","0.052774883806705475","0.02280568447895348","0.002040041610598564","0.055307645350694656"
"136","0.02977538612586531","0.006414267234504223","0.07299977540969849","0.02404476291849278","0.006842826027423143","0.050245095044374466"
"137","0.02709351454607465","0.0053352657705545425","0.06462748348712921","0.021684715728042647","0.005782225169241428","0.05212036147713661"
"138","0.025984129847281358","0.004417635966092348","0.07018674165010452","0.019354258896782994","0.003839943092316389","0.057918161153793335"
"139","0.022775880928913302","0.004729885142296553","0.05518976226449013","0.02049032016657293","0.0050804330967366695","0.0447542630136013"
"140","0.02207431118850681","0.005125720985233784","0.05196969956159592","0.021082914958242327","0.0014482843689620495","0.0689515694975853"
"141","0.021032027582722632","0.004460224881768227","0.04223566874861717","0.020207688678056","0.006905486807227135","0.041049208492040634"
"142","0.018648770299147476","0.004479032941162586","0.0452771820127964","0.01966872268531006","0.002189341699704528","0.03863363340497017"
"143","0.01827593873762949","0.004312673583626747","0.0393027700483799","0.020238709439581726","0.0017700573662295938","0.0692015141248703"
"144","0.01576024086468599","0.0037686568684875965","0.030642345547676086","0.01670496565202484","0.0018111002864316106","0.05576489493250847"
"145","0.016364966847256503","0.003206652356311679","0.035941075533628464","0.016910675360122696","0.0019222637638449669","0.03803069889545441"
"146","0.015099584611810067","0.0031738788820803165","0.035549286752939224","0.017839577310951427","0.0023578759282827377","0.04746251180768013"
"147","0.014346601568501104","0.0032314369454979897","0.03193805739283562","0.015654879563953727","0.005683640018105507","0.030574074015021324"
"148","0.013927761507643894","0.0022906502708792686","0.034550320357084274","0.016133715645992197","0.002335884841158986","0.0336080938577652"
"149","0.012868813302537257","0.0026407018303871155","0.029669201001524925","0.01685810757044237","0.002606601221486926","0.04560307040810585"
"150","0.011914992218159816","0.0027050990611314774","0.022938305512070656","0.01674333307892084","0.004418902099132538","0.03093075193464756"
"151","0.010781332850456238","0.0020274051930755377","0.021463148295879364","0.016039472342527006","0.0017277937149628997","0.04086659476161003"
"152","0.010232593239793046","0.002184569602832198","0.02216942235827446","0.012232578461407684","0.0014059522654861212","0.025813862681388855"
"153","0.010057088072327051","0.002807565266266465","0.020041562616825104","0.017227032483788207","0.004051209893077612","0.05778520554304123"
"154","0.010112361252223227","0.0024343065451830626","0.028217604383826256","0.017969486601941753","0.0013181987451389432","0.055543236434459686"
"155","0.00978484869913452","0.001939627924002707","0.02367842197418213","0.012819025287171826","0.002046738751232624","0.022271372377872467"
"156","0.009318833556872878","0.0019788702484220266","0.024894101545214653","0.013698219001526013","0.004782113712280989","0.03431170433759689"
"157","0.009851840515197679","0.0024186279624700546","0.02213883213698864","0.012780904449755326","0.003467746078968048","0.034353453665971756"
"158","0.00900448734914376","0.0021841933485120535","0.019769888371229172","0.015449723228812218","0.0012311094906181097","0.043288350105285645"
"159","0.008391084001314912","0.0025294250808656216","0.01886570081114769","0.01214422466000542","0.0030445395968854427","0.034470561891794205"
"160","0.008051675569731742","0.0010272316867485642","0.01739494875073433","0.014026596487383358","0.002041224157437682","0.03190850839018822"
"161","0.007575017680541019","0.0015094941481947899","0.021162226796150208","0.009142865048488602","0.002729043597355485","0.018208783119916916"
"162","0.007086084795777093","0.001726936548948288","0.01846493035554886","0.014365846691362094","0.0017415924230590463","0.03429697826504707"
"163","0.007098309103060852","0.0020792828872799873","0.014384407550096512","0.012015280313789845","0.0031957016326487064","0.035532768815755844"
"164","0.007193217530253936","0.0018576260190457106","0.01782543957233429","0.013110333602526225","0.0029646658804267645","0.049571797251701355"
"165","0.006342229073528539","0.0014818704221397638","0.014939219690859318","0.012431557886884548","0.002045620931312442","0.027132391929626465"
"166","0.0062245008038272235","0.0010789193911477923","0.016585007309913635","0.008713507537322585","0.0018364527495577931","0.016323721036314964"
"167","0.005654105080545626","0.0016683554276823997","0.010814083740115166","0.012791186760296114","0.0028489117976278067","0.028428616002202034"
"168","0.006285773780704899","0.001156435813754797","0.022145835682749748","0.01157057101954706","0.002829322125762701","0.0289644505828619"
"169","0.0066805179442533036","0.0012457891134545207","0.020136095583438873","0.008000975678442046","0.0011874206829816103","0.02287054806947708"
"170","0.006636915191351859","0.0007932374137453735","0.020254723727703094","0.014188093718985328","0.0009591670823283494","0.042213067412376404"
"171","0.005917761628304354","0.00115776841994375","0.014811670407652855","0.010803010402014479","0.0030005245935171843","0.026776831597089767"
"172","0.005293942628089677","0.0011862261453643441","0.009953806176781654","0.008637747625471093","0.001646601827815175","0.015080936253070831"
"173","0.005346212649866092","0.0006230178405530751","0.013124395161867142","0.011616253905231133","0.0034827557392418385","0.027647770941257477"
"174","0.005226564683570442","0.0010345997288823128","0.014255539514124393","0.00913915381534025","0.002067181281745434","0.03351334482431412"
"175","0.004638420137449761","0.0010061057982966304","0.010252718813717365","0.010788678366225213","0.002145214006304741","0.04221438989043236"
"176","0.004256772570608353","0.0007893211441114545","0.008372611366212368","0.008421554943197407","0.0021349769085645676","0.0186585895717144"
"177","0.004360074087427082","0.001219601952470839","0.007780111860483885","0.008810834275209345","0.0014947452582418919","0.022398460656404495"
"178","0.004185255315281789","0.0010259367991238832","0.009229103103280067","0.009760105058376212","0.0011293402640148997","0.025449002161622047"
"179","0.0043251299595629625","0.000683798803947866","0.008782600983977318","0.008282270049676299","0.0010695412056520581","0.040739621967077255"
"180","0.0037251987351654943","0.0007997110951691866","0.008852535858750343","0.012013665822451003","0.0027089775539934635","0.04069802910089493"
"181","0.004175912935434925","0.0008962279534898698","0.008918428793549538","0.008301597583340481","0.0025979250203818083","0.045660823583602905"
"182","0.0037034428308040583","0.0009097739821299911","0.00875132903456688","0.0069186021137284115","0.0008147611515596509","0.023493682965636253"
