"Step","env_id: MNISTBandit-v0 - regret","env_id: MNISTBandit-v0 - regret__MIN","env_id: MNISTBandit-v0 - regret__MAX"
"870","308.9655172413793","176","372"
"871","308.9655172413793","176","372"
"872","308.9655172413793","176","372"
"873","308.9655172413793","176","372"
"874","308.9655172413793","176","372"
"875","308.9655172413793","176","372"
"876","308.9655172413793","176","372"
"877","308.9655172413793","176","372"
"878","308.9655172413793","176","372"
"879","308.9655172413793","176","372"
"880","308.9655172413793","176","372"
"881","308.9655172413793","176","372"
"882","308.9655172413793","176","372"
"883","308.9655172413793","176","372"
"884","308.9655172413793","176","372"
"885","308.9655172413793","176","372"
"886","308.9655172413793","176","372"
"887","308.9655172413793","176","372"
"888","308.9655172413793","176","372"
"889","308.9655172413793","176","372"
"890","308.9655172413793","176","372"
"891","308.9655172413793","176","372"
"892","308.9655172413793","176","372"
"893","308.9655172413793","176","372"
"894","308.9655172413793","176","372"
"895","308.9655172413793","176","372"
"896","308.9655172413793","176","372"
"897","308.9655172413793","176","372"
"898","308.9655172413793","176","372"
"899","308.9655172413793","176","372"
"900","308.9655172413793","176","372"
"901","308.9655172413793","176","372"
"902","308.9655172413793","176","372"
"903","308.9655172413793","176","372"
"904","308.9655172413793","176","372"
"905","308.9655172413793","176","372"
"906","308.9655172413793","176","372"
"907","308.9655172413793","176","372"
"908","308.9655172413793","176","372"
"909","308.9655172413793","176","372"
"910","308.9655172413793","176","372"
"911","308.9655172413793","176","372"
"912","308.9655172413793","176","372"
"913","308.9655172413793","176","372"
"914","308.9655172413793","176","372"
"915","308.9655172413793","176","372"
"916","308.9655172413793","176","372"
"917","308.9655172413793","176","372"
"918","308.9655172413793","176","372"
"919","308.9655172413793","176","372"
"920","308.9655172413793","176","372"
"921","308.9655172413793","176","372"
"922","308.9655172413793","176","372"
"923","308.9655172413793","176","372"
"924","308.9655172413793","176","372"
"925","308.9655172413793","176","372"
"926","308.9655172413793","176","372"
"927","308.9655172413793","176","372"
"928","308.9655172413793","176","372"
"929","308.9655172413793","176","372"
"930","308.9655172413793","176","372"
"931","308.9655172413793","176","372"
"932","308.9655172413793","176","372"
"933","308.9655172413793","176","372"
"934","308.9655172413793","176","372"
"935","308.9655172413793","176","372"
"936","308.9655172413793","176","372"
"937","308.9655172413793","176","372"
"938","308.9655172413793","176","372"
"939","308.9655172413793","176","372"
"940","308.9655172413793","176","372"
"941","308.9655172413793","176","372"
"942","308.9655172413793","176","372"
"943","308.9655172413793","176","372"
"944","308.9655172413793","176","372"
"945","308.9655172413793","176","372"
"946","308.9655172413793","176","372"
"947","308.9655172413793","176","372"
"948","308.9655172413793","176","372"
"949","308.9655172413793","176","372"
"950","308.9655172413793","176","372"
"951","308.9655172413793","176","372"
"952","308.9655172413793","176","372"
"953","308.9655172413793","176","372"
"954","308.9655172413793","176","372"
"955","308.9655172413793","176","372"
"956","308.9655172413793","176","372"
"957","308.9655172413793","176","372"
"958","308.9655172413793","176","372"
"959","308.9655172413793","176","372"
"960","308.9655172413793","176","372"
"961","308.9655172413793","176","372"
"962","308.9655172413793","176","372"
"963","308.9655172413793","176","372"
"964","308.9655172413793","176","372"
"965","308.9655172413793","176","372"
"966","308.9655172413793","176","372"
"967","308.9655172413793","176","372"
"968","308.9655172413793","176","372"
"969","308.9655172413793","176","372"
"970","308.9655172413793","176","372"
"971","308.9655172413793","176","372"
"972","308.9655172413793","176","372"
"973","308.9655172413793","176","372"
"974","308.9655172413793","176","372"
"975","308.9655172413793","176","372"
"976","308.9655172413793","176","372"
"977","308.9655172413793","176","372"
"978","308.9655172413793","176","372"
"979","308.9655172413793","176","372"
"980","308.9655172413793","176","372"
"981","308.9655172413793","176","372"
"982","308.9655172413793","176","372"
"983","308.9655172413793","176","372"
"984","308.9655172413793","176","372"
"985","308.9655172413793","176","372"
"986","308.9655172413793","176","372"
"987","308.9655172413793","176","372"
"988","308.9655172413793","176","372"
"989","308.9655172413793","176","372"
"990","308.9655172413793","176","372"
"991","308.9655172413793","176","372"
"992","308.9655172413793","176","372"
"993","308.9655172413793","176","372"
"994","308.9655172413793","176","372"
"995","308.9655172413793","176","372"
"996","308.9655172413793","176","372"
"997","308.9655172413793","176","372"
"998","308.9655172413793","176","372"
"999","308.9655172413793","176","372"
"1000","308.9655172413793","176","372"
"1001","308.9655172413793","176","372"
"1002","308.9655172413793","176","372"
"1003","308.9655172413793","176","372"
"1004","308.9655172413793","176","372"
"1005","308.9655172413793","176","372"
"1006","308.9655172413793","176","372"
"1007","308.9655172413793","176","372"
"1008","308.9655172413793","176","372"
"1009","308.9655172413793","176","372"
"1010","308.9655172413793","176","372"
"1011","308.9655172413793","176","372"
"1012","308.9655172413793","176","372"
"1013","308.9655172413793","176","372"
"1014","308.9655172413793","176","372"
"1015","308.9655172413793","176","372"
"1016","308.9655172413793","176","372"
"1017","308.9655172413793","176","372"
"1018","308.9655172413793","176","372"
"1019","308.9655172413793","176","372"
"1020","308.9655172413793","176","372"
"1021","308.9655172413793","176","372"
"1022","308.9655172413793","176","372"
"1023","308.9655172413793","176","372"
"1024","308.9655172413793","176","372"
"1025","308.9655172413793","176","372"
"1026","308.9655172413793","176","372"
"1027","308.9655172413793","176","372"
"1028","308.9655172413793","176","372"
"1029","308.9655172413793","176","372"
"1030","308.9655172413793","176","372"
"1031","308.9655172413793","176","372"
"1032","308.9655172413793","176","372"
"1033","308.9655172413793","176","372"
"1034","308.9655172413793","176","372"
"1035","308.9655172413793","176","372"
"1036","308.9655172413793","176","372"
"1037","308.9655172413793","176","372"
"1038","308.9655172413793","176","372"
"1039","308.9655172413793","176","372"
"1040","308.9655172413793","176","372"
"1041","308.9655172413793","176","372"
"1042","308.9655172413793","176","372"
"1043","308.9655172413793","176","372"
"1044","308.9655172413793","176","372"
"1045","308.9655172413793","176","372"
"1046","308.9655172413793","176","372"
"1047","308.9655172413793","176","372"
"1048","308.9655172413793","176","372"
"1049","308.9655172413793","176","372"
"1050","308.9655172413793","176","372"
"1051","308.9655172413793","176","372"
"1052","308.9655172413793","176","372"
"1053","308.9655172413793","176","372"
"1054","308.9655172413793","176","372"
"1055","308.9655172413793","176","372"
"1056","308.9655172413793","176","372"
"1057","308.9655172413793","176","372"
"1058","308.9655172413793","176","372"
"1059","308.9655172413793","176","372"
"1060","308.9655172413793","176","372"
"1061","308.9655172413793","176","372"
"1062","308.9655172413793","176","372"
"1063","308.9655172413793","176","372"
"1064","308.9655172413793","176","372"
"1065","308.9655172413793","176","372"
"1066","308.9655172413793","176","372"
"1067","308.9655172413793","176","372"
"1068","308.9655172413793","176","372"
"1069","308.9655172413793","176","372"
"1070","308.9655172413793","176","372"
"1071","308.9655172413793","176","372"
"1072","308.9655172413793","176","372"
"1073","308.9655172413793","176","372"
"1074","308.9655172413793","176","372"
"1075","308.9655172413793","176","372"
"1076","308.9655172413793","176","372"
"1077","308.9655172413793","176","372"
"1078","308.9655172413793","176","372"
"1079","308.9655172413793","176","372"
"1080","308.9655172413793","176","372"
"1081","308.9655172413793","176","372"
"1082","308.9655172413793","176","372"
"1083","308.9655172413793","176","372"
"1084","308.9655172413793","176","372"
"1085","308.9655172413793","176","372"
"1086","308.9655172413793","176","372"
"1087","308.9655172413793","176","372"
"1088","308.9655172413793","176","372"
"1089","308.9655172413793","176","372"
"1090","308.9655172413793","176","372"
"1091","308.9655172413793","176","372"
"1092","308.9655172413793","176","372"
"1093","308.9655172413793","176","372"
"1094","308.9655172413793","176","372"
"1095","308.9655172413793","176","372"
"1096","308.9655172413793","176","372"
"1097","308.9655172413793","176","372"
"1098","308.9655172413793","176","372"
"1099","308.9655172413793","176","372"
"1100","308.9655172413793","176","372"
"1101","308.9655172413793","176","372"
"1102","308.9655172413793","176","372"
"1103","308.9655172413793","176","372"
"1104","308.9655172413793","176","372"
"1105","308.9655172413793","176","372"
"1106","308.9655172413793","176","372"
"1107","308.9655172413793","176","372"
"1108","308.9655172413793","176","372"
"1109","308.9655172413793","176","372"
"1110","308.9655172413793","176","372"
"1111","308.9655172413793","176","372"
"1112","308.9655172413793","176","372"
"1113","308.9655172413793","176","372"
"1114","308.9655172413793","176","372"
"1115","308.9655172413793","176","372"
"1116","308.9655172413793","176","372"
"1117","308.9655172413793","176","372"
"1118","308.9655172413793","176","372"
"1119","308.9655172413793","176","372"
"1120","308.9655172413793","176","372"
"1121","308.9655172413793","176","372"
"1122","308.9655172413793","176","372"
"1123","308.9655172413793","176","372"
"1124","308.9655172413793","176","372"
"1125","308.9655172413793","176","372"
"1126","308.9655172413793","176","372"
"1127","308.9655172413793","176","372"
"1128","308.9655172413793","176","372"
"1129","308.9655172413793","176","372"
"1130","308.9655172413793","176","372"
"1131","308.9655172413793","176","372"
"1132","308.9655172413793","176","372"
"1133","308.9655172413793","176","372"
"1134","308.9655172413793","176","372"
"1135","308.9655172413793","176","372"
"1136","308.9655172413793","176","372"
"1137","308.9655172413793","176","372"
"1138","308.9655172413793","176","372"
"1139","308.9655172413793","176","372"
"1140","308.9655172413793","176","372"
"1141","308.9655172413793","176","372"
"1142","308.9655172413793","176","372"
"1143","308.9655172413793","176","372"
"1144","308.9655172413793","176","372"
"1145","308.9655172413793","176","372"
"1146","308.9655172413793","176","372"
"1147","308.9655172413793","176","372"
"1148","308.9655172413793","176","372"
"1149","308.9655172413793","176","372"
"1150","308.9655172413793","176","372"
"1151","308.9655172413793","176","372"
"1152","308.9655172413793","176","372"
"1153","308.9655172413793","176","372"
"1154","308.9655172413793","176","372"
"1155","308.9655172413793","176","372"
"1156","308.9655172413793","176","372"
"1157","308.9655172413793","176","372"
"1158","308.9655172413793","176","372"
"1159","308.9655172413793","176","372"
"1160","308.9655172413793","176","372"
"1161","308.9655172413793","176","372"
"1162","308.9655172413793","176","372"
"1163","308.9655172413793","176","372"
"1164","308.9655172413793","176","372"
"1165","308.9655172413793","176","372"
"1166","308.9655172413793","176","372"
"1167","308.9655172413793","176","372"
"1168","308.9655172413793","176","372"
"1169","308.9655172413793","176","372"
"1170","308.9655172413793","176","372"
"1171","308.9655172413793","176","372"
"1172","308.9655172413793","176","372"
"1173","308.9655172413793","176","372"
"1174","308.9655172413793","176","372"
"1175","308.9655172413793","176","372"
"1176","308.9655172413793","176","372"
"1177","308.9655172413793","176","372"
"1178","308.9655172413793","176","372"
"1179","308.9655172413793","176","372"
"1180","308.9655172413793","176","372"
"1181","308.9655172413793","176","372"
"1182","308.9655172413793","176","372"
"1183","308.9655172413793","176","372"
"1184","308.9655172413793","176","372"
"1185","308.9655172413793","176","372"
"1186","308.9655172413793","176","372"
"1187","308.9655172413793","176","372"
"1188","308.9655172413793","176","372"
"1189","308.9655172413793","176","372"
"1190","308.9655172413793","176","372"
"1191","308.9655172413793","176","372"
"1192","308.9655172413793","176","372"
"1193","308.9655172413793","176","372"
"1194","308.9655172413793","176","372"
"1195","308.9655172413793","176","372"
"1196","308.9655172413793","176","372"
"1197","308.9655172413793","176","372"
"1198","308.9655172413793","176","372"
"1199","308.9655172413793","176","372"
"1200","308.9655172413793","176","372"
"1201","308.9655172413793","176","372"
"1202","308.9655172413793","176","372"
"1203","308.9655172413793","176","372"
"1204","308.9655172413793","176","372"
"1205","308.9655172413793","176","372"
"1206","308.9655172413793","176","372"
"1207","308.9655172413793","176","372"
"1208","308.9655172413793","176","372"
"1209","308.9655172413793","176","372"
"1210","308.9655172413793","176","372"
"1211","308.9655172413793","176","372"
"1212","308.9655172413793","176","372"
"1213","308.9655172413793","176","372"
"1214","308.9655172413793","176","372"
"1215","308.9655172413793","176","372"
"1216","308.9655172413793","176","372"
"1217","308.9655172413793","176","372"
"1218","308.9655172413793","176","372"
"1219","308.9655172413793","176","372"
"1220","308.9655172413793","176","372"
"1221","308.9655172413793","176","372"
"1222","308.9655172413793","176","372"
"1223","308.9655172413793","176","372"
"1224","308.9655172413793","176","372"
"1225","308.9655172413793","176","372"
"1226","308.9655172413793","176","372"
"1227","308.9655172413793","176","372"
"1228","308.9655172413793","176","372"
"1229","308.9655172413793","176","372"
"1230","308.9655172413793","176","372"
"1231","308.9655172413793","176","372"
"1232","308.9655172413793","176","372"
"1233","308.9655172413793","176","372"
"1234","308.9655172413793","176","372"
"1235","308.9655172413793","176","372"
"1236","308.9655172413793","176","372"
"1237","308.9655172413793","176","372"
"1238","308.9655172413793","176","372"
"1239","308.9655172413793","176","372"
"1240","308.9655172413793","176","372"
"1241","308.9655172413793","176","372"
"1242","308.9655172413793","176","372"
"1243","308.9655172413793","176","372"
"1244","308.9655172413793","176","372"
"1245","308.9655172413793","176","372"
"1246","308.9655172413793","176","372"
"1247","308.9655172413793","176","372"
"1248","308.9655172413793","176","372"
"1249","308.9655172413793","176","372"
"1250","308.9655172413793","176","372"
"1251","308.9655172413793","176","372"
"1252","308.9655172413793","176","372"
"1253","308.9655172413793","176","372"
"1254","308.9655172413793","176","372"
"1255","308.9655172413793","176","372"
"1256","308.9655172413793","176","372"
"1257","308.9655172413793","176","372"
"1258","308.9655172413793","176","372"
"1259","308.9655172413793","176","372"
"1260","308.9655172413793","176","372"
"1261","308.9655172413793","176","372"
"1262","308.9655172413793","176","372"
"1263","308.9655172413793","176","372"
"1264","308.9655172413793","176","372"
"1265","308.9655172413793","176","372"
"1266","308.9655172413793","176","372"
"1267","308.9655172413793","176","372"
"1268","308.9655172413793","176","372"
"1269","308.9655172413793","176","372"
"1270","308.9655172413793","176","372"
"1271","308.9655172413793","176","372"
"1272","308.9655172413793","176","372"
"1273","308.9655172413793","176","372"
"1274","308.9655172413793","176","372"
"1275","308.9655172413793","176","372"
"1276","308.9655172413793","176","372"
"1277","308.9655172413793","176","372"
"1278","308.9655172413793","176","372"
"1279","308.9655172413793","176","372"
"1280","308.9655172413793","176","372"
"1281","308.9655172413793","176","372"
"1282","308.9655172413793","176","372"
"1283","308.9655172413793","176","372"
"1284","308.9655172413793","176","372"
"1285","308.9655172413793","176","372"
"1286","308.9655172413793","176","372"
"1287","308.9655172413793","176","372"
"1288","308.9655172413793","176","372"
"1289","308.9655172413793","176","372"
"1290","308.9655172413793","176","372"
"1291","308.9655172413793","176","372"
"1292","308.9655172413793","176","372"
"1293","308.9655172413793","176","372"
"1294","308.9655172413793","176","372"
"1295","308.9655172413793","176","372"
"1296","308.9655172413793","176","372"
"1297","308.9655172413793","176","372"
"1298","308.9655172413793","176","372"
"1299","308.9655172413793","176","372"
"1300","308.9655172413793","176","372"
"1301","308.9655172413793","176","372"
"1302","308.9655172413793","176","372"
"1303","308.9655172413793","176","372"
"1304","308.9655172413793","176","372"
"1305","308.9655172413793","176","372"
"1306","308.9655172413793","176","372"
"1307","308.9655172413793","176","372"
"1308","308.9655172413793","176","372"
"1309","308.9655172413793","176","372"
"1310","308.9655172413793","176","372"
"1311","308.9655172413793","176","372"
"1312","308.9655172413793","176","372"
"1313","308.9655172413793","176","372"
"1314","308.9655172413793","176","372"
"1315","308.9655172413793","176","372"
"1316","308.9655172413793","176","372"
"1317","308.9655172413793","176","372"
"1318","308.9655172413793","176","372"
"1319","308.9655172413793","176","372"
"1320","308.9655172413793","176","372"
"1321","308.9655172413793","176","372"
"1322","308.9655172413793","176","372"
"1323","308.9655172413793","176","372"
"1324","308.9655172413793","176","372"
"1325","308.9655172413793","176","372"
"1326","308.9655172413793","176","372"
"1327","308.9655172413793","176","372"
"1328","308.9655172413793","176","372"
"1329","308.9655172413793","176","372"
"1330","308.9655172413793","176","372"
"1331","308.9655172413793","176","372"
"1332","308.9655172413793","176","372"
"1333","308.9655172413793","176","372"
"1334","308.9655172413793","176","372"
"1335","308.9655172413793","176","372"
"1336","308.9655172413793","176","372"
"1337","308.9655172413793","176","372"
"1338","308.9655172413793","176","372"
"1339","308.9655172413793","176","372"
"1340","308.9655172413793","176","372"
"1341","308.9655172413793","176","372"
"1342","308.9655172413793","176","372"
"1343","308.9655172413793","176","372"
"1344","308.9655172413793","176","372"
"1345","308.9655172413793","176","372"
"1346","308.9655172413793","176","372"
"1347","308.9655172413793","176","372"
"1348","308.9655172413793","176","372"
"1349","308.9655172413793","176","372"
"1350","308.9655172413793","176","372"
"1351","308.9655172413793","176","372"
"1352","308.9655172413793","176","372"
"1353","308.9655172413793","176","372"
"1354","308.9655172413793","176","372"
"1355","308.9655172413793","176","372"
"1356","308.9655172413793","176","372"
"1357","308.9655172413793","176","372"
"1358","308.9655172413793","176","372"
"1359","308.9655172413793","176","372"
"1360","308.9655172413793","176","372"
"1361","308.9655172413793","176","372"
"1362","308.9655172413793","176","372"
"1363","308.9655172413793","176","372"
"1364","308.9655172413793","176","372"
"1365","308.9655172413793","176","372"
"1366","308.9655172413793","176","372"
"1367","308.9655172413793","176","372"
"1368","308.9655172413793","176","372"
"1369","308.9655172413793","176","372"
"1370","308.9655172413793","176","372"
"1371","308.9655172413793","176","372"
"1372","308.9655172413793","176","372"
"1373","308.9655172413793","176","372"
"1374","308.9655172413793","176","372"
"1375","308.9655172413793","176","372"
"1376","308.9655172413793","176","372"
"1377","308.9655172413793","176","372"
"1378","308.9655172413793","176","372"
"1379","308.9655172413793","176","372"
"1380","308.9655172413793","176","372"
"1381","308.9655172413793","176","372"
"1382","308.9655172413793","176","372"
"1383","308.9655172413793","176","372"
"1384","308.9655172413793","176","372"
"1385","308.9655172413793","176","372"
"1386","308.9655172413793","176","372"
"1387","308.9655172413793","176","372"
"1388","308.9655172413793","176","372"
"1389","308.9655172413793","176","372"
"1390","308.9655172413793","176","372"
"1391","308.9655172413793","176","372"
"1392","308.9655172413793","176","372"
"1393","308.9655172413793","176","372"
"1394","308.9655172413793","176","372"
"1395","308.9655172413793","176","372"
"1396","308.9655172413793","176","372"
"1397","308.9655172413793","176","372"
"1398","308.9655172413793","176","372"
"1399","308.9655172413793","176","372"
"1400","308.9655172413793","176","372"
"1401","308.9655172413793","176","372"
"1402","308.9655172413793","176","372"
"1403","308.9655172413793","176","372"
"1404","308.9655172413793","176","372"
"1405","308.9655172413793","176","372"
"1406","308.9655172413793","176","372"
"1407","308.9655172413793","176","372"
"1408","308.9655172413793","176","372"
"1409","308.9655172413793","176","372"
"1410","308.9655172413793","176","372"
"1411","308.9655172413793","176","372"
"1412","308.9655172413793","176","372"
"1413","308.9655172413793","176","372"
"1414","308.9655172413793","176","372"
"1415","308.9655172413793","176","372"
"1416","308.9655172413793","176","372"
"1417","308.9655172413793","176","372"
"1418","308.9655172413793","176","372"
"1419","308.9655172413793","176","372"
"1420","308.9655172413793","176","372"
"1421","308.9655172413793","176","372"
"1422","308.9655172413793","176","372"
"1423","308.9655172413793","176","372"
"1424","308.9655172413793","176","372"
"1425","308.9655172413793","176","372"
"1426","308.9655172413793","176","372"
"1427","308.9655172413793","176","372"
"1428","308.9655172413793","176","372"
"1429","308.9655172413793","176","372"
"1430","308.9655172413793","176","372"
"1431","308.9655172413793","176","372"
"1432","308.9655172413793","176","372"
"1433","308.9655172413793","176","372"
"1434","308.9655172413793","176","372"
"1435","308.9655172413793","176","372"
"1436","308.9655172413793","176","372"
"1437","308.9655172413793","176","372"
"1438","308.9655172413793","176","372"
"1439","308.9655172413793","176","372"
"1440","308.9655172413793","176","372"
"1441","308.9655172413793","176","372"
"1442","308.9655172413793","176","372"
"1443","308.9655172413793","176","372"
"1444","308.9655172413793","176","372"
"1445","308.9655172413793","176","372"
"1446","308.9655172413793","176","372"
"1447","308.9655172413793","176","372"
"1448","308.9655172413793","176","372"
"1449","308.9655172413793","176","372"
"1450","308.9655172413793","176","372"
"1451","308.9655172413793","176","372"
"1452","308.9655172413793","176","372"
"1453","308.9655172413793","176","372"
"1454","308.9655172413793","176","372"
"1455","308.9655172413793","176","372"
"1456","308.9655172413793","176","372"
"1457","308.9655172413793","176","372"
"1458","308.9655172413793","176","372"
"1459","308.9655172413793","176","372"
"1460","308.9655172413793","176","372"
"1461","308.9655172413793","176","372"
"1462","308.9655172413793","176","372"
"1463","308.9655172413793","176","372"
"1464","308.9655172413793","176","372"
"1465","308.9655172413793","176","372"
"1466","308.9655172413793","176","372"
"1467","308.9655172413793","176","372"
"1468","308.9655172413793","176","372"
"1469","308.9655172413793","176","372"
"1470","308.9655172413793","176","372"
"1471","308.9655172413793","176","372"
"1472","308.9655172413793","176","372"
"1473","308.9655172413793","176","372"
"1474","308.9655172413793","176","372"
"1475","308.9655172413793","176","372"
"1476","308.9655172413793","176","372"
"1477","308.9655172413793","176","372"
"1478","308.9655172413793","176","372"
"1479","308.9655172413793","176","372"
"1480","308.9655172413793","176","372"
"1481","308.9655172413793","176","372"
"1482","308.9655172413793","176","372"
"1483","308.9655172413793","176","372"
"1484","308.9655172413793","176","372"
"1485","308.9655172413793","176","372"
"1486","308.9655172413793","176","372"
"1487","308.9655172413793","176","372"
"1488","308.9655172413793","176","372"
"1489","308.9655172413793","176","372"
"1490","308.9655172413793","176","372"
"1491","308.9655172413793","176","372"
"1492","308.9655172413793","176","372"
"1493","308.9655172413793","176","372"
"1494","308.9655172413793","176","372"
"1495","308.9655172413793","176","372"
"1496","308.9655172413793","176","372"
"1497","308.9655172413793","176","372"
"1498","308.9655172413793","176","372"
"1499","308.9655172413793","176","372"
"1500","308.9655172413793","176","372"
"1501","308.9655172413793","176","372"
"1502","308.9655172413793","176","372"
"1503","308.9655172413793","176","372"
"1504","308.9655172413793","176","372"
"1505","308.9655172413793","176","372"
"1506","308.9655172413793","176","372"
"1507","308.9655172413793","176","372"
"1508","308.9655172413793","176","372"
"1509","308.9655172413793","176","372"
"1510","308.9655172413793","176","372"
"1511","308.9655172413793","176","372"
"1512","308.9655172413793","176","372"
"1513","308.9655172413793","176","372"
"1514","308.9655172413793","176","372"
"1515","308.9655172413793","176","372"
"1516","308.9655172413793","176","372"
"1517","308.9655172413793","176","372"
"1518","308.9655172413793","176","372"
"1519","308.9655172413793","176","372"
"1520","308.9655172413793","176","372"
"1521","308.9655172413793","176","372"
"1522","308.9655172413793","176","372"
"1523","308.9655172413793","176","372"
"1524","308.9655172413793","176","372"
"1525","308.9655172413793","176","372"
"1526","308.9655172413793","176","372"
"1527","308.9655172413793","176","372"
"1528","308.9655172413793","176","372"
"1529","308.9655172413793","176","372"
"1530","308.9655172413793","176","372"
"1531","308.9655172413793","176","372"
"1532","308.9655172413793","176","372"
"1533","308.9655172413793","176","372"
"1534","308.9655172413793","176","372"
"1535","308.9655172413793","176","372"
"1536","308.9655172413793","176","372"
"1537","308.9655172413793","176","372"
"1538","308.9655172413793","176","372"
"1539","308.9655172413793","176","372"
"1540","308.9655172413793","176","372"
"1541","308.9655172413793","176","372"
"1542","308.9655172413793","176","372"
"1543","308.9655172413793","176","372"
"1544","308.9655172413793","176","372"
"1545","308.9655172413793","176","372"
"1546","308.9655172413793","176","372"
"1547","308.9655172413793","176","372"
"1548","308.9655172413793","176","372"
"1549","308.9655172413793","176","372"
"1550","308.9655172413793","176","372"
"1551","308.9655172413793","176","372"
"1552","308.9655172413793","176","372"
"1553","308.9655172413793","176","372"
"1554","308.9655172413793","176","372"
"1555","308.9655172413793","176","372"
"1556","308.9655172413793","176","372"
"1557","308.9655172413793","176","372"
"1558","308.9655172413793","176","372"
"1559","308.9655172413793","176","372"
"1560","308.9655172413793","176","372"
"1561","308.9655172413793","176","372"
"1562","308.9655172413793","176","372"
"1563","308.9655172413793","176","372"
"1564","308.9655172413793","176","372"
"1565","308.9655172413793","176","372"
"1566","308.9655172413793","176","372"
"1567","308.9655172413793","176","372"
"1568","308.9655172413793","176","372"
"1569","308.9655172413793","176","372"
"1570","308.9655172413793","176","372"
"1571","308.9655172413793","176","372"
"1572","308.9655172413793","176","372"
"1573","308.9655172413793","176","372"
"1574","308.9655172413793","176","372"
"1575","308.9655172413793","176","372"
"1576","308.9655172413793","176","372"
"1577","308.9655172413793","176","372"
"1578","308.9655172413793","176","372"
"1579","308.9655172413793","176","372"
"1580","308.9655172413793","176","372"
"1581","308.9655172413793","176","372"
"1582","308.9655172413793","176","372"
"1583","308.9655172413793","176","372"
"1584","308.9655172413793","176","372"
"1585","308.9655172413793","176","372"
"1586","308.9655172413793","176","372"
"1587","308.9655172413793","176","372"
"1588","308.9655172413793","176","372"
"1589","308.9655172413793","176","372"
"1590","308.9655172413793","176","372"
"1591","308.9655172413793","176","372"
"1592","308.9655172413793","176","372"
"1593","308.9655172413793","176","372"
"1594","308.9655172413793","176","372"
"1595","308.9655172413793","176","372"
"1596","308.9655172413793","176","372"
"1597","308.9655172413793","176","372"
"1598","308.9655172413793","176","372"
"1599","308.9655172413793","176","372"
"1600","308.9655172413793","176","372"
"1601","308.9655172413793","176","372"
"1602","308.9655172413793","176","372"
"1603","308.9655172413793","176","372"
"1604","308.9655172413793","176","372"
"1605","308.9655172413793","176","372"
"1606","308.9655172413793","176","372"
"1607","308.9655172413793","176","372"
"1608","308.9655172413793","176","372"
"1609","308.9655172413793","176","372"
"1610","308.9655172413793","176","372"
"1611","308.9655172413793","176","372"
"1612","308.9655172413793","176","372"
"1613","308.9655172413793","176","372"
"1614","308.9655172413793","176","372"
"1615","308.9655172413793","176","372"
"1616","308.9655172413793","176","372"
"1617","308.9655172413793","176","372"
"1618","308.9655172413793","176","372"
"1619","308.9655172413793","176","372"
"1620","308.9655172413793","176","372"
"1621","308.9655172413793","176","372"
"1622","308.9655172413793","176","372"
"1623","308.9655172413793","176","372"
"1624","308.9655172413793","176","372"
"1625","308.9655172413793","176","372"
"1626","308.9655172413793","176","372"
"1627","308.9655172413793","176","372"
"1628","308.9655172413793","176","372"
"1629","308.9655172413793","176","372"
"1630","308.9655172413793","176","372"
"1631","308.9655172413793","176","372"
"1632","308.9655172413793","176","372"
"1633","308.9655172413793","176","372"
"1634","308.9655172413793","176","372"
"1635","308.9655172413793","176","372"
"1636","308.9655172413793","176","372"
"1637","308.9655172413793","176","372"
"1638","308.9655172413793","176","372"
"1639","308.9655172413793","176","372"
"1640","308.9655172413793","176","372"
"1641","308.9655172413793","176","372"
"1642","308.9655172413793","176","372"
"1643","308.9655172413793","176","372"
"1644","308.9655172413793","176","372"
"1645","308.9655172413793","176","372"
"1646","308.9655172413793","176","372"
"1647","308.9655172413793","176","372"
"1648","308.9655172413793","176","372"
"1649","308.9655172413793","176","372"
"1650","308.9655172413793","176","372"
"1651","308.9655172413793","176","372"
"1652","308.9655172413793","176","372"
"1653","308.9655172413793","176","372"
"1654","308.9655172413793","176","372"
"1655","308.9655172413793","176","372"
"1656","308.9655172413793","176","372"
"1657","308.9655172413793","176","372"
"1658","308.9655172413793","176","372"
"1659","308.9655172413793","176","372"
"1660","308.9655172413793","176","372"
"1661","308.9655172413793","176","372"
"1662","308.9655172413793","176","372"
"1663","308.9655172413793","176","372"
"1664","308.9655172413793","176","372"
"1665","308.9655172413793","176","372"
"1666","308.9655172413793","176","372"
"1667","308.9655172413793","176","372"
"1668","308.9655172413793","176","372"
"1669","308.9655172413793","176","372"
"1670","308.9655172413793","176","372"
"1671","308.9655172413793","176","372"
"1672","308.9655172413793","176","372"
"1673","308.9655172413793","176","372"
"1674","308.9655172413793","176","372"
"1675","308.9655172413793","176","372"
"1676","308.9655172413793","176","372"
"1677","308.9655172413793","176","372"
"1678","308.9655172413793","176","372"
"1679","308.9655172413793","176","372"
"1680","308.9655172413793","176","372"
"1681","308.9655172413793","176","372"
"1682","308.9655172413793","176","372"
"1683","308.9655172413793","176","372"
"1684","308.9655172413793","176","372"
"1685","308.9655172413793","176","372"
"1686","308.9655172413793","176","372"
"1687","308.9655172413793","176","372"
"1688","308.9655172413793","176","372"
"1689","308.9655172413793","176","372"
"1690","308.9655172413793","176","372"
"1691","308.9655172413793","176","372"
"1692","308.9655172413793","176","372"
"1693","308.9655172413793","176","372"
"1694","308.9655172413793","176","372"
"1695","308.9655172413793","176","372"
"1696","308.9655172413793","176","372"
