"Step","noisy_net: true - loss","noisy_net: true - loss__MIN","noisy_net: true - loss__MAX","noisy_net: false - loss","noisy_net: false - loss__MIN","noisy_net: false - loss__MAX"
"100","0.16211216014466787","0.03595771640539169","0.4256902039051056","0.24306469410657883","0.11625886708498001","0.3587263822555542"
"101","0.1474731609617409","0.017962120473384857","0.4592944383621216","0.22832377770772347","0.11031364649534225","0.3410511314868927"
"102","0.1474608510340515","0.025930728763341904","0.36498382687568665","0.21680831221433786","0.10230521857738495","0.32530802488327026"
"103","0.13461065860955337","0.024227898567914963","0.4182732105255127","0.2038432818192702","0.09527772665023804","0.30634933710098267"
"104","0.13036911199359516","0.014858994632959366","0.3932955861091614","0.1915606575516554","0.08700234442949295","0.286582350730896"
"105","0.11617529754968066","0.008077550679445267","0.35239219665527344","0.180596761405468","0.07986291497945786","0.27724745869636536"
"106","0.11027172487229109","0.01459451112896204","0.37418556213378906","0.17414888739585876","0.07341448217630386","0.27650365233421326"
"107","0.10581393265410473","0.014679369516670704","0.30621257424354553","0.16214481798502114","0.06488151103258133","0.24913112819194794"
"108","0.09282536432147026","0.021001894026994705","0.24572332203388214","0.15432526285831744","0.06157323718070984","0.2511667311191559"
"109","0.09600423894038326","0.015883127227425575","0.2810179591178894","0.1438847487935653","0.04858873784542084","0.23241004347801208"
"110","0.09053437867643017","0.011754379607737064","0.32144489884376526","0.13647978781507566","0.04800484701991081","0.2288515865802765"
"111","0.08810847845712774","0.013005513697862625","0.279855877161026","0.1284299578804236","0.04184574633836746","0.2218523472547531"
"112","0.07496906846369568","0.004386821761727333","0.23164285719394684","0.11909872006911498","0.04294974356889725","0.19791750609874725"
"113","0.06597579858805004","0.006828281097114086","0.1789814978837967","0.11568751329412827","0.04177684709429741","0.19127914309501648"
"114","0.06725079813776047","0.003451140131801367","0.25722193717956543","0.10162575399646392","0.03679804876446724","0.17560161650180817"
"115","0.06047894692930736","0.012772145681083202","0.1812555193901062","0.0999660067833387","0.03638691082596779","0.1717303842306137"
"116","0.06130148127282921","0.007962161675095558","0.16874836385250092","0.09194891928480221","0.032184477895498276","0.16500982642173767"
"117","0.055075001314674556","0.008404471911489964","0.1886747032403946","0.08996965478246029","0.031937725841999054","0.14836592972278595"
"118","0.05621464300508562","0.013384916819632053","0.1565033197402954","0.08481935669596379","0.028646912425756454","0.14713682234287262"
"119","0.04859662668681458","0.008259194903075695","0.14081937074661255","0.07996167844304672","0.024509917944669724","0.14305967092514038"
"120","0.04330447534295289","0.00674311863258481","0.11191713064908981","0.07438147010711524","0.020114555954933167","0.13588029146194458"
"121","0.04510498015013965","0.007041079457849264","0.11531151831150055","0.0714970722507972","0.021135546267032623","0.13114289939403534"
"122","0.0431311546800364","0.0036425471771508455","0.11923921853303909","0.06490109681796569","0.01477756816893816","0.12190574407577515"
"123","0.04033013685655437","0.0060251252725720406","0.09578057378530502","0.05805502889248041","0.01737629808485508","0.11396853625774384"
"124","0.03719013170829337","0.003142580622807145","0.09154734015464783","0.056694271042943","0.01715099811553955","0.10385268926620483"
"125","0.03365438656979486","0.0054891472682356834","0.06492365151643753","0.05207050491410952","0.012125836685299873","0.10339293628931046"
"126","0.036649324661610944","0.006376385223120451","0.07247219234704971","0.0495994845405221","0.009915856644511223","0.10056600719690323"
"127","0.032391042326037824","0.0061621773056685925","0.08159936964511871","0.04423800991991392","0.011014813557267189","0.08588454872369766"
"128","0.033318920453128065","0.008929970674216747","0.08508065342903137","0.0419589220187985","0.01252750400453806","0.08706788718700409"
"129","0.033357225750622","0.008118188939988613","0.10829868167638779","0.04071529281253998","0.011089388281106949","0.08437925577163696"
"130","0.02927294228912184","0.007787538226693869","0.07842732220888138","0.035358170907084756","0.010309986770153046","0.08378693461418152"
"131","0.025833213003352284","0.0026714650448411703","0.05693746730685234","0.033494009349781736","0.00785425677895546","0.07429847866296768"
"132","0.02603003545664251","0.0026932379696518183","0.05072610452771187","0.03221392402282128","0.010765902698040009","0.07024214416742325"
"133","0.02417744745157267","0.0025607794523239136","0.04886109009385109","0.028812033804849937","0.007327024359256029","0.07435258477926254"
"134","0.025202065081286588","0.00122888945043087","0.07839552313089371","0.02826664922758937","0.004609655123203993","0.06324302405118942"
"135","0.02168921656955622","0.0020201413426548243","0.04209426790475845","0.025593489623413637","0.0061301374807953835","0.04995743930339813"
"136","0.021446872061412586","0.0017875884659588337","0.0597410686314106","0.024956218289354674","0.006089092697948217","0.051253341138362885"
"137","0.020558611416306934","0.0023334817960858345","0.04016581177711487","0.02163481586970962","0.0068540084175765514","0.049394890666007996"
"138","0.01999934380383868","0.005304429680109024","0.036870311945676804","0.021431126058674775","0.005959207192063332","0.04612673446536064"
"139","0.018583468137014853","0.0068315863609313965","0.05259983614087105","0.01955069751980213","0.005325498525053263","0.04505109786987305"
"140","0.01868839474934104","0.0038381137419492006","0.03897799551486969","0.019197321102882806","0.005970431957393885","0.045549165457487106"
"141","0.01843663802566497","0.004500261973589659","0.03913203999400139","0.016777391330553934","0.005054439418017864","0.04062407463788986"
"142","0.020886115117096586","0.006240504793822765","0.050650373101234436","0.016287575171400722","0.002326427726075053","0.03877831995487213"
"143","0.016659942185996396","0.003692826721817255","0.03821516036987305","0.016084576724097133","0.0037392594385892153","0.036609891802072525"
"144","0.02143037392708816","0.006555759813636541","0.05711212009191513","0.01478836891384652","0.002456564689055085","0.03533428907394409"
"145","0.017958347121939847","0.002854959573596716","0.06713692098855972","0.013025490728278574","0.0021254762541502714","0.03130228444933891"
"146","0.02010309095739534","0.003362733405083418","0.0491022914648056","0.013105746716834031","0.004074384458363056","0.02739272080361843"
"147","0.017985352805178417","0.004762403201311827","0.04415114223957062","0.01227679529872078","0.0015079900622367859","0.025344152003526688"
"148","0.020654846007298482","0.006636774633079767","0.04528309777379036","0.011731411079661204","0.0038164975121617317","0.026173321530222893"
"149","0.015313152591452786","0.004427039064466953","0.03001108393073082","0.009930709878412576","0.0031529515981674194","0.02396906353533268"
"150","0.017437317580180734","0.006214537657797337","0.02968546189367771","0.009929539259666434","0.002631344133988023","0.022802673280239105"
"151","0.014536415643401836","0.0023636873811483383","0.03397582098841667","0.009289223405245978","0.0017932759365066886","0.019750067964196205"
"152","0.013594936585592987","0.0011829097056761384","0.025767216458916664","0.00943184387870133","0.002552497899159789","0.022410428151488304"
"153","0.013437837827950716","0.004544393625110388","0.035745009779930115","0.00916377892001317","0.0036583715118467808","0.02157893031835556"
"154","0.01625599780144464","0.0015260352520272136","0.03032933548092842","0.008063640132044943","0.0018744090339168906","0.020205985754728317"
"155","0.012870910571348903","0.0018780360696837306","0.02816653437912464","0.00791945937089622","0.0028978746850043535","0.019055547192692757"
"156","0.011578308884054422","0.0024523246102035046","0.025766858831048012","0.0077232468264320725","0.002416168572381139","0.018015144392848015"
"157","0.013976403891942218","0.001433925237506628","0.07154609262943268","0.00737550428423744","0.003077226923778653","0.015234862454235554"
"158","0.012562231099429099","0.0012260198127478361","0.040309805423021317","0.006895897748808448","0.0021415087394416332","0.01760909892618656"
"159","0.01401729647094678","0.0013561303494498134","0.03798665106296539","0.006428708501446705","0.0022272400092333555","0.012824599631130695"
"160","0.012977206883461852","0.005059294868260622","0.02831442654132843","0.006326569566646447","0.0022011836990714073","0.014138038270175457"
"161","0.01145821083704696","0.0016531761502847075","0.02401576191186905","0.006343698191743057","0.0019459795439615846","0.015425200574100018"
"162","0.01205815628514086","0.003128296695649624","0.027115115895867348","0.00584851498178278","0.0015777252847328782","0.01134790200740099"
"163","0.011041611898690462","0.0019540267530828714","0.02372092753648758","0.005623582786378952","0.0016942928778007627","0.01149224117398262"
"164","0.0105829173331394","0.0028564941603690386","0.024997174739837646","0.004884513041291099","0.0013261192943900824","0.0103119732812047"
"165","0.010199036081566623","0.0018448843620717525","0.028003675863146782","0.00492906232830137","0.0016829867381602526","0.011706547811627388"
"166","0.014703585515043846","0.0013392438413575292","0.09165991097688675","0.004938911610784439","0.0021490836516022682","0.010267751291394234"
"167","0.009900760438636337","0.0010976855410262942","0.03826123848557472","0.0041661997540639","0.0017305654473602772","0.0076271421276032925"
"168","0.00901779576547836","0.004906998481601477","0.0213693305850029","0.004349480965174735","0.0016695326194167137","0.007886803708970547"
"169","0.009334309731217983","0.0009354302892461419","0.048935648053884506","0.0045820766200239844","0.001365741016343236","0.007937084883451462"
"170","0.010443153362231035","0.0026978401001542807","0.028860796242952347","0.004263112894617594","0.0014935642248019576","0.008315831422805786"
"171","0.009118958511144706","0.0005978238768875599","0.021576309576630592","0.004123541427991138","0.0010552771855145693","0.007663519587367773"
"172","0.010026347523212041","0.0013667527819052339","0.036274779587984085","0.003942534703618059","0.0017986234743148088","0.006206619553267956"
"173","0.010774340897210334","0.0017154412344098091","0.035040322691202164","0.0035870536230504513","0.001225198619067669","0.006722233723849058"
"174","0.010309280665272749","0.0008943185093812644","0.037407711148262024","0.0033503030919326614","0.0009524953202344477","0.005868679843842983"
"175","0.009325438840804915","0.0013444453943520784","0.02429959364235401","0.0030663192827397813","0.001171391922980547","0.0049149347469210625"
"176","0.009246618033533818","0.0020771785639226437","0.030095960944890976","0.0033058829677219573","0.001233989605680108","0.006440029013901949"
