"Step","noisy_net: false - regret","noisy_net: false - regret__MIN","noisy_net: false - regret__MAX","noisy_net: true - regret","noisy_net: true - regret__MIN","noisy_net: true - regret__MAX"
"88","25.240253508090973","12.875977516174316","38.17330551147461","28.525517030195758","17.011411666870117","38.369529724121094"
"89","25.559722542762756","13.024351119995117","38.6350212097168","28.84255599975586","17.226293563842773","38.81231689453125"
"90","25.770595848560333","13.024351119995117","39.08942413330078","29.10670887340199","17.394044876098633","39.11613845825195"
"91","26.0258070230484","13.144342422485352","39.86328125","29.49139976501465","17.99207305908203","39.80255889892578"
"92","26.412329494953156","13.40865421295166","40.40673828125","29.985992431640625","18.588966369628906","40.96687698364258"
"93","26.73909491300583","13.545746803283691","40.814697265625","30.281661640514027","18.588966369628906","41.343727111816406"
"94","27.057116150856018","13.908149719238281","41.21495819091797","30.626907868818805","19.478361129760742","41.88922882080078"
"95","27.373378813266754","14.381575584411621","41.67894744873047","30.890928095037285","19.695293426513672","42.39710998535156"
"96","27.708589375019073","14.381575584411621","42.554908752441406","31.210743470625445","19.695293426513672","43.02133560180664"
"97","28.062865376472473","14.602134704589844","43.00482177734375","31.535934274846856","20.150249481201172","43.16073989868164"
"98","28.30709445476532","14.73345947265625","43.608970642089844","31.876476634632457","20.208999633789062","43.5539665222168"
"99","28.65547788143158","14.802486419677734","44.117008209228516","32.20445320822976","20.837533950805664","43.98002243041992"
"100","28.96320205926895","15.093186378479004","44.85444259643555","32.45019236477938","20.863414764404297","44.60641860961914"
"101","29.196186006069183","15.093186378479004","45.30302429199219","32.68573726307262","20.863414764404297","44.752037048339844"
"102","29.385814249515533","15.09544849395752","45.46522521972656","32.976978822187945","20.916263580322266","45.147464752197266"
"103","29.59505319595337","15.201131820678711","45.986778259277344","33.151223095980555","21.099382400512695","45.147464752197266"
"104","29.75822424888611","15.201131820678711","46.368377685546875","33.48600977117365","21.170875549316406","45.39723205566406"
"105","29.952216029167175","15.201131820678711","46.47075271606445","33.72050406716087","21.249462127685547","45.52204895019531"
"106","30.150060176849365","15.201131820678711","46.47075271606445","33.95403983376243","21.249462127685547","45.6489143371582"
"107","30.290915608406067","15.32148551940918","46.47075271606445","34.088901866566054","21.386720657348633","45.82870101928711"
"108","30.469713807106018","15.32148551940918","46.481571197509766","34.227215160023086","21.418134689331055","45.82870101928711"
"109","30.651992797851562","15.32148551940918","46.481571197509766","34.33867835998535","21.507732391357422","45.91948699951172"
"110","30.786181569099426","15.32148551940918","46.481571197509766","34.481155742298476","21.511564254760742","46.078956604003906"
"111","31.015520095825195","15.859384536743164","46.481571197509766","34.67868926308372","21.57459831237793","46.160888671875"
"112","31.201383233070374","16.655590057373047","46.481571197509766","34.801456451416016","21.654325485229492","46.160888671875"
"113","31.337337255477905","16.655590057373047","46.531471252441406","34.95210994373668","21.72821617126465","46.56221008300781"
"114","31.48838722705841","16.655590057373047","46.531471252441406","35.19173587452281","21.765886306762695","46.73177719116211"
"115","31.632342100143433","16.655590057373047","46.631595611572266","35.352906313809484","21.79799461364746","47.33547592163086"
"116","31.79002058506012","16.655590057373047","47.04248809814453","35.46338185397062","21.86374855041504","47.33547592163086"
"117","31.989694356918335","16.668472290039062","47.2303352355957","35.617958242242985","21.901033401489258","47.33547592163086"
"118","32.06489062309265","16.668472290039062","47.468589782714844","35.7661958174272","21.948936462402344","47.71077346801758"
"119","32.19120383262634","17.12703514099121","47.773128509521484","35.987484671852805","22.00949478149414","48.48920822143555"
"120","32.2825071811676","17.2369384765625","47.99697494506836","36.09084580161355","22.046354293823242","48.83644485473633"
"121","32.372944355010986","17.2369384765625","48.2504768371582","36.2073149247603","22.046354293823242","49.291622161865234"
"122","32.55268335342407","17.480669021606445","48.4335823059082","36.37198413502086","22.09050750732422","49.575531005859375"
"123","32.738600730895996","17.530305862426758","48.4335823059082","36.479488199407406","22.151348114013672","50.21074676513672"
"124","32.8378005027771","17.530305862426758","48.4335823059082","36.56216049194336","22.255834579467773","50.65579605102539"
"125","33.047468423843384","17.530305862426758","48.90910339355469","36.66183731772683","22.3426570892334","50.65579605102539"
"126","33.237344622612","17.858226776123047","49.05202865600586","36.803567539561875","22.3426570892334","51.1124153137207"
"127","33.3300576210022","17.858226776123047","49.05202865600586","36.92109818892045","22.40157127380371","51.525333404541016"
"128","33.400498032569885","17.858226776123047","49.20433807373047","37.01729393005371","22.510356903076172","51.7623405456543"
"129","33.61901080608368","17.858226776123047","49.20433807373047","37.1130617315119","22.60443687438965","52.074527740478516"
"130","33.840331077575684","17.858226776123047","49.56079864501953","37.21306471391158","22.761302947998047","52.37612533569336"
"131","33.957226157188416","17.93233871459961","49.56079864501953","37.31920485063033","22.761302947998047","52.65271759033203"
"132","34.1124267578125","17.93233871459961","49.75699996948242","37.45135272632945","22.918495178222656","53.19826126098633"
"133","34.32415270805359","18.316444396972656","49.936649322509766","37.51800034262917","22.96284294128418","53.47562026977539"
"134","34.41898036003113","18.31682014465332","50.321468353271484","37.579133640636094","23.017732620239258","53.47562026977539"
"135","34.5679966211319","18.31682014465332","50.321468353271484","37.68017092618075","23.13871955871582","53.82946014404297"
"136","34.7580246925354","18.31682014465332","50.74553680419922","37.73107962174849","23.13871955871582","53.82946014404297"
"137","34.846418499946594","18.54397964477539","50.74553680419922","37.82605535333807","23.23484230041504","54.3125"
"138","34.9635488986969","18.54397964477539","50.74553680419922","37.92322470925071","23.30488395690918","54.60832977294922"
"139","35.048678278923035","18.60062026977539","51.30424499511719","38.07934015447443","23.473358154296875","54.86235427856445"
"140","35.13781988620758","18.605634689331055","51.89579772949219","38.14791627363725","23.555177688598633","54.86235427856445"
"141","35.35583424568176","18.62823486328125","52.39725112915039","38.186499162153765","23.72487449645996","54.86235427856445"
"142","35.44716012477875","18.62823486328125","52.53778076171875","38.295196533203125","23.72487449645996","55.366477966308594"
"143","35.555891156196594","18.62823486328125","52.53778076171875","38.35003159262917","23.799663543701172","55.366477966308594"
"144","35.721131920814514","18.63454246520996","53.17831039428711","38.43709963018244","23.874494552612305","55.366477966308594"
"145","35.83486461639404","19.161205291748047","53.303863525390625","38.51945252852006","23.893762588500977","55.366477966308594"
"146","35.99552643299103","19.22127342224121","53.303863525390625","38.588960127397016","23.954519271850586","55.366477966308594"
"147","36.13916611671448","19.307605743408203","53.578147888183594","38.7009690024636","24.088953018188477","55.76123046875"
"148","36.287949442863464","19.321247100830078","54.13404083251953","38.74951015819203","24.091474533081055","55.76123046875"
"149","36.34570002555847","19.321247100830078","54.1479377746582","38.76346917585893","24.119808197021484","55.76123046875"
"150","36.430665135383606","19.338537216186523","54.1479377746582","38.872718290849164","24.18707275390625","56.22955322265625"
"151","36.592682003974915","19.338537216186523","54.73276901245117","38.890127875588156","24.24517250061035","56.22955322265625"
"152","36.635788321495056","19.367197036743164","54.826087951660156","38.92962767861106","24.265451431274414","56.22955322265625"
"153","36.74169170856476","19.818206787109375","54.879398345947266","38.962691913951524","24.34430694580078","56.22955322265625"
"154","36.831013560295105","19.818206787109375","54.879398345947266","39.0053825378418","24.34430694580078","56.22955322265625"
"155","36.920385003089905","20.008468627929688","54.879398345947266","39.03122399070046","24.34430694580078","56.22955322265625"
"156","37.04865217208862","20.100908279418945","54.879398345947266","39.07693117315119","24.34430694580078","56.22955322265625"
"157","37.09440279006958","20.100908279418945","54.977455139160156","39.11038676175204","24.467376708984375","56.22955322265625"
"158","37.247132301330566","20.100908279418945","54.977455139160156","39.1643347306685","24.467376708984375","56.22955322265625"
"159","37.29127049446106","20.13082504272461","54.977455139160156","39.26427581093528","24.591758728027344","56.22955322265625"
"160","37.40122628211975","20.13082504272461","54.977455139160156","39.34477840770375","24.686487197875977","56.22955322265625"
"161","37.47538995742798","20.13082504272461","54.977455139160156","39.42569940740412","24.784992218017578","56.22955322265625"
"162","37.602452993392944","20.342178344726562","55.51033401489258","39.502049532803625","24.835025787353516","56.22955322265625"
"163","37.67721176147461","20.342178344726562","55.6207389831543","39.54730380665172","24.835025787353516","56.22955322265625"
"164","37.84246778488159","20.545673370361328","56.38748550415039","39.57492967085405","24.835025787353516","56.22955322265625"
"165","37.99237608909607","21.237266540527344","56.38748550415039","39.6390191858465","24.835025787353516","56.22955322265625"
"166","38.03139519691467","21.237266540527344","56.497867584228516","39.69162108681419","24.88107681274414","56.22955322265625"
"167","38.105812072753906","21.237266540527344","56.53293228149414","39.75760772011497","24.979337692260742","56.22955322265625"
"168","38.23385274410248","21.237266540527344","56.53293228149414","39.78689401799982","25.08159637451172","56.22955322265625"
"169","38.28078806400299","21.237266540527344","56.53293228149414","39.82517433166504","25.08159637451172","56.22955322265625"
"170","38.45986461639404","21.237266540527344","56.53293228149414","39.87852738120339","25.10300636291504","56.22955322265625"
"171","38.5539665222168","21.237266540527344","56.59331130981445","39.905287829312414","25.10300636291504","56.22955322265625"
"172","38.67528021335602","21.237266540527344","56.61874008178711","39.9415248524059","25.10300636291504","56.22955322265625"
"173","38.772109031677246","21.237266540527344","56.82530975341797","39.97684686834162","25.10300636291504","56.22955322265625"
"174","38.90393590927124","21.406572341918945","56.82530975341797","40.0183552828702","25.225170135498047","56.22955322265625"
"175","38.94172692298889","21.41677474975586","56.9879150390625","40.0833178433505","25.286794662475586","56.22955322265625"
"176","39.09593331813812","21.542165756225586","57.17094039916992","40.1181640625","25.286794662475586","56.22955322265625"
"177","39.20868170261383","22.233455657958984","57.318199157714844","40.151385047219016","25.377798080444336","56.22955322265625"
"178","39.309491872787476","22.233455657958984","57.49690246582031","40.18228808316317","25.377798080444336","56.22955322265625"
"179","39.43365812301636","22.655691146850586","57.58183670043945","40.262979160655625","25.377798080444336","56.22955322265625"
"180","39.5885705947876","23.112539291381836","57.58183670043945","40.32702047174627","25.431631088256836","56.22955322265625"
"181","39.75917112827301","23.397281646728516","57.73272705078125","40.36531500382857","25.487489700317383","56.22955322265625"
"182","39.789743304252625","23.397281646728516","57.8218994140625","40.380469062111594","25.487489700317383","56.22955322265625"
"183","39.890190958976746","23.397281646728516","57.8218994140625","40.420608867298476","25.53988265991211","56.22955322265625"
"184","39.992878437042236","24.111446380615234","57.85866928100586","40.44129614396529","25.55877113342285","56.22955322265625"
"185","40.09676146507263","24.619796752929688","57.85866928100586","40.48981909318404","25.630098342895508","56.22955322265625"
"186","40.193788290023804","24.619796752929688","58.23121643066406","40.51368574662642","25.723716735839844","56.22955322265625"
"187","40.24874448776245","24.708805084228516","58.346309661865234","40.53888910466974","25.723716735839844","56.22955322265625"
"188","40.333181262016296","24.708805084228516","58.86005401611328","40.57883210615678","25.723716735839844","56.22955322265625"
"189","40.486865639686584","24.708805084228516","58.86005401611328","40.64866152676669","25.819520950317383","56.22955322265625"
"190","40.631853222846985","24.708805084228516","58.90446472167969","40.70808982849121","25.874692916870117","56.22955322265625"
"191","40.77856242656708","24.800697326660156","59.93448257446289","40.737890070134945","25.922727584838867","56.22955322265625"
"192","40.857343792915344","24.800697326660156","60.01614761352539","40.773093310269445","25.922727584838867","56.22955322265625"
"193","40.935375571250916","24.800697326660156","60.01614761352539","40.820213144475765","25.996896743774414","56.22955322265625"
"194","41.01960587501526","24.856374740600586","60.50164794921875","40.876823078502305","26.065332412719727","56.22955322265625"
"195","41.08748722076416","24.856374740600586","60.55179214477539","40.93760681152344","26.15083885192871","56.45563507080078"
"196","41.1288378238678","24.856374740600586","60.55179214477539","40.96507020430131","26.208263397216797","56.45563507080078"
"197","41.281211256980896","24.856374740600586","60.756622314453125","41.01136623729359","26.314714431762695","56.45563507080078"
"198","41.344043016433716","24.86859893798828","61.29060363769531","41.05885401639071","26.355424880981445","56.45563507080078"
"199","41.402058124542236","24.86859893798828","61.29060363769531","41.0943941636519","26.355424880981445","56.45563507080078"
"200","41.474536061286926","24.892602920532227","61.29060363769531","41.14716789939187","26.355424880981445","56.45563507080078"
"201","41.57911443710327","24.92104148864746","61.29060363769531","41.20152196017179","26.355424880981445","56.45563507080078"
"202","41.60107970237732","24.92104148864746","61.29060363769531","41.24264890497381","26.39887809753418","56.45563507080078"
"203","41.70704233646393","24.964208602905273","61.76319885253906","41.272861827503554","26.417034149169922","56.45563507080078"
"204","41.76618945598602","24.964208602905273","61.78506088256836","41.30484130165794","26.417034149169922","56.45563507080078"
"205","41.87825918197632","24.964208602905273","61.78506088256836","41.351056879216976","26.49681282043457","56.45563507080078"
"206","41.95286202430725","24.964208602905273","61.934486389160156","41.374791925603695","26.50186538696289","56.45563507080078"
"207","41.97377550601959","25.036983489990234","61.934486389160156","41.43922979181463","26.543106079101562","56.45563507080078"
"208","42.03312265872955","25.036983489990234","62.031490325927734","41.47245407104492","26.543106079101562","56.45563507080078"
"209","42.111740827560425","25.036983489990234","62.545867919921875","41.50467855280096","26.543106079101562","56.45563507080078"
"210","42.235756635665894","25.036983489990234","62.545867919921875","41.536853616887875","26.543106079101562","56.45563507080078"
"211","42.27871751785278","25.048492431640625","62.592369079589844","41.5936691977761","26.543106079101562","56.45563507080078"
"212","42.29653012752533","25.048492431640625","62.592369079589844","41.612805279818446","26.611093521118164","56.45563507080078"
"213","42.41937613487244","25.048492431640625","62.64406967163086","41.656070015647195","26.632627487182617","56.45563507080078"
"214","42.506139278411865","25.048492431640625","62.70912170410156","41.680266467007726","26.632627487182617","56.45563507080078"
"215","42.59064316749573","25.048492431640625","63.217315673828125","41.72112274169922","26.632627487182617","56.45563507080078"
"216","42.726919651031494","25.081520080566406","63.217315673828125","41.74160333113237","26.632627487182617","56.45563507080078"
"217","42.75972557067871","25.081520080566406","63.217315673828125","41.77959130027077","26.632627487182617","56.45563507080078"
"218","42.80428600311279","25.081520080566406","63.321964263916016","41.80742558566007","26.632627487182617","56.45563507080078"
"219","42.86805522441864","25.081520080566406","63.32349395751953","41.81858305497603","26.632627487182617","56.45563507080078"
"220","42.89201903343201","25.081520080566406","63.32349395751953","41.84579034285112","26.670516967773438","56.45563507080078"
"221","42.92278516292572","25.081520080566406","63.377681732177734","41.86300191012296","26.73689079284668","56.45563507080078"
"222","42.94751036167145","25.081520080566406","63.51875686645508","41.871745889837094","26.73689079284668","56.45563507080078"
"223","43.07243478298187","25.360919952392578","63.57551193237305","41.88496086814187","26.73689079284668","56.45563507080078"
"224","43.14922392368317","25.49059295654297","63.62398910522461","41.89806990189986","26.73689079284668","56.45563507080078"
"225","43.23086357116699","25.49059295654297","63.6583366394043","41.92391655661843","26.73689079284668","56.45563507080078"
"226","43.302873969078064","25.49059295654297","63.73384094238281","41.96215265447443","26.73689079284668","56.45563507080078"
"227","43.346867084503174","25.49059295654297","63.778167724609375","41.99863104386763","26.741426467895508","56.45563507080078"
"228","43.491188526153564","25.49059295654297","63.778167724609375","42.025198849764735","26.762943267822266","56.45563507080078"
"229","43.57479786872864","25.588281631469727","63.778167724609375","42.02542565085671","26.762943267822266","56.45563507080078"
"230","43.62420296669006","25.588281631469727","63.778167724609375","42.03929398276589","26.77420425415039","56.45563507080078"
"231","43.66064774990082","25.617874145507812","63.778167724609375","42.09512762589888","26.85363006591797","56.45563507080078"
"232","43.72626268863678","25.77440643310547","63.778167724609375","42.130713202736594","26.925228118896484","56.45563507080078"
"233","43.87507688999176","25.808229446411133","64.52584075927734","42.137171658602625","26.925228118896484","56.45563507080078"
"234","44.01410686969757","25.808229446411133","64.52584075927734","42.15944550254128","26.94953727722168","56.45563507080078"
"235","44.09497141838074","25.814525604248047","64.8575210571289","42.1842230016535","26.94953727722168","56.45563507080078"
"236","44.14670741558075","25.89715003967285","64.8575210571289","42.23930341547186","26.969194412231445","56.45563507080078"
"237","44.24040472507477","25.89715003967285","64.86390686035156","42.26349102367055","26.969194412231445","56.45563507080078"
"238","44.26749789714813","25.89715003967285","65.01362609863281","42.32079471241344","27.011611938476562","56.45563507080078"
"239","44.345821022987366","25.89715003967285","65.03707122802734","42.358258507468484","27.011611938476562","56.45563507080078"
"240","44.39825522899628","25.89715003967285","65.14574432373047","42.38833097978072","27.068086624145508","56.45563507080078"
"241","44.53560197353363","25.89715003967285","65.2102279663086","42.43184401772239","27.068086624145508","56.45563507080078"
"242","44.606019377708435","25.89715003967285","65.23909759521484","42.4609524119984","27.068086624145508","56.45563507080078"
"243","44.67459225654602","25.91448974609375","65.23909759521484","42.51664941961115","27.11528778076172","56.45563507080078"
"244","44.77529430389404","25.91448974609375","65.4264144897461","42.555279298262164","27.11528778076172","56.45563507080078"
"245","44.8254759311676","25.91448974609375","65.48472595214844","42.602392716841265","27.161632537841797","56.45563507080078"
"246","44.876015186309814","25.91448974609375","65.5309066772461","42.617083462801844","27.173629760742188","56.45563507080078"
"247","44.92025971412659","25.91448974609375","65.55426788330078","42.666954560713336","27.173629760742188","56.45563507080078"
"248","44.98606622219086","26.431684494018555","65.64866638183594","42.68222149935636","27.173629760742188","56.45563507080078"
"249","45.0117324590683","26.431684494018555","65.68003845214844","42.71025345542214","27.18699073791504","56.45563507080078"
"250","45.08320116996765","26.634906768798828","65.80680847167969","42.75692436911843","27.293994903564453","56.45563507080078"
"251","45.10402274131775","26.634906768798828","65.82463836669922","42.773706609552555","27.293994903564453","56.45563507080078"
"252","45.172173261642456","26.634906768798828","65.96807098388672","42.79077790000222","27.293994903564453","56.45563507080078"
"253","45.17527651786804","26.634906768798828","65.96807098388672","42.83416470614347","27.293994903564453","56.45563507080078"
"254","45.304734230041504","27.05853271484375","66.08672332763672","42.86889925870028","27.328948974609375","56.45563507080078"
"255","45.354886174201965","27.217809677124023","66.08672332763672","42.91423086686568","27.3350830078125","56.45563507080078"
"256","45.379910349845886","27.217809677124023","66.08672332763672","42.948612386530094","27.435256958007812","56.45563507080078"
"257","45.398589730262756","27.217809677124023","66.08672332763672","42.98966494473544","27.46906089782715","56.45563507080078"
"258","45.420608162879944","27.217809677124023","66.08672332763672","43.00740432739258","27.46906089782715","56.45563507080078"
"259","45.45400631427765","27.234148025512695","66.08672332763672","43.02720017866655","27.501876831054688","56.45563507080078"
"260","45.53013348579407","27.561954498291016","66.08672332763672","43.065583662553266","27.501876831054688","56.45563507080078"
"261","45.59361529350281","27.561954498291016","66.08672332763672","43.08119357715953","27.501876831054688","56.45563507080078"
"262","45.62621521949768","27.561954498291016","66.13288116455078","43.114449761130594","27.501876831054688","56.45563507080078"
"263","45.7476646900177","28.180774688720703","66.16989135742188","43.1473164991899","27.526473999023438","56.45563507080078"
"264","45.886425256729126","28.180774688720703","66.16989135742188","43.17660782553933","27.534128189086914","56.45563507080078"
"265","45.93215274810791","28.180774688720703","66.6268539428711","43.200026252053","27.69952964782715","56.45563507080078"
