"Step","noisy_net: false - loss","noisy_net: false - loss__MIN","noisy_net: false - loss__MAX","noisy_net: true - loss","noisy_net: true - loss__MIN","noisy_net: true - loss__MAX"
"100","0.06722760235425085","0.02530013583600521","0.11991682648658752","0.09561106579547579","0.02435913123190403","0.20122481882572174"
"101","0.061079603037796915","0.02285592257976532","0.1158844381570816","0.09228827634995634","0.04132959246635437","0.16281932592391968"
"102","0.05467218393459916","0.020644599571824074","0.10509824007749557","0.07736982337453148","0.031491294503211975","0.166965052485466"
"103","0.0492762946523726","0.017898747697472572","0.09837038815021515","0.06199060312726281","0.010010833851993084","0.17122119665145874"
"104","0.044758024625480175","0.016100961714982986","0.09124193340539932","0.058013467033478344","0.014706331305205822","0.20392228662967682"
"105","0.03964983997866511","0.014580290764570236","0.0763709619641304","0.05343289698728106","0.015341994352638721","0.13607890903949738"
"106","0.036434402281884104","0.013311357237398624","0.07445467263460159","0.043939148245209995","0.01326839905232191","0.11077039688825607"
"107","0.03258214093511924","0.011498280800879002","0.066055528819561","0.04055743427439169","0.00979455653578043","0.10610157996416092"
"108","0.029730279580689967","0.011342469602823257","0.06342598050832748","0.045083243484524166","0.010180308483541012","0.11900659650564194"
"109","0.026949229708407074","0.010460801422595978","0.057712215930223465","0.03152955882251263","0.00851318147033453","0.07372516393661499"
"110","0.023967059154529124","0.009323603473603725","0.04434658959507942","0.0366661696779457","0.014315140433609486","0.08321128785610199"
"111","0.022253344941418618","0.008410348556935787","0.04132382571697235","0.02895807364786213","0.0071455370634794235","0.10012012720108032"
"112","0.02084097283659503","0.008598675951361656","0.041614145040512085","0.0254491035064513","0.008880680426955223","0.08327698707580566"
"113","0.01820580376079306","0.007363324053585529","0.03159460425376892","0.023985650940713556","0.00729027995839715","0.05392589420080185"
"114","0.017612278403248638","0.006507833022624254","0.03197222575545311","0.02115697997876189","0.006317393854260445","0.05865271016955376"
"115","0.015577899583149701","0.006636477541178465","0.027411088347434998","0.020567555319179188","0.009596646763384342","0.04552645608782768"
"116","0.01438916358165443","0.00551390927284956","0.0240163616836071","0.01831806315617128","0.00695817731320858","0.03463463857769966"
