"Step","noisy_net: false - exploration_rate","noisy_net: false - exploration_rate__MIN","noisy_net: false - exploration_rate__MAX","noisy_net: true - exploration_rate","noisy_net: true - exploration_rate__MIN","noisy_net: true - exploration_rate__MAX"
"74","0.3905","0.3904999999999999","0.3904999999999999","","",""
"75","0.38899999999999996","0.3889999999999999","0.3889999999999999","","",""
"76","0.38749999999999996","0.3874999999999999","0.3874999999999999","","",""
"77","0.386","0.3859999999999999","0.3859999999999999","","",""
"78","0.3845","0.3844999999999999","0.3844999999999999","","",""
"79","0.38299999999999995","0.3829999999999999","0.3829999999999999","","",""
"80","0.3814999999999999","0.3814999999999999","0.3814999999999999","0.3096590909090909","0.19374999999999998","0.48125000000000007"
"81","0.3799999999999999","0.3799999999999999","0.3799999999999999","","",""
"82","0.3784999999999999","0.3784999999999999","0.3784999999999999","","",""
"83","0.37699999999999984","0.3769999999999999","0.3769999999999999","","",""
"84","0.3754999999999998","0.3754999999999999","0.3754999999999999","","",""
"85","0.3739999999999998","0.3739999999999999","0.3739999999999999","","",""
"86","0.37249999999999983","0.3724999999999999","0.3724999999999999","","",""
"87","0.37099999999999983","0.3709999999999999","0.3709999999999999","","",""
"88","0.3694999999999998","0.3694999999999999","0.3694999999999999","","",""
"89","0.368","0.3679999999999999","0.3679999999999999","","",""
"90","0.3665","0.3664999999999999","0.3664999999999999","0.31919191919191914","0.18888888888888888","0.48888888888888893"
"91","0.36499999999999994","0.3649999999999999","0.3649999999999999","","",""
"92","0.3634999999999999","0.3634999999999999","0.3634999999999999","","",""
"93","0.362","0.3619999999999999","0.3619999999999999","","",""
"94","0.3605","0.3604999999999999","0.3604999999999999","","",""
"95","0.35899999999999993","0.3589999999999999","0.3589999999999999","","",""
"96","0.3574999999999999","0.3574999999999999","0.3574999999999999","","",""
"97","0.35599999999999987","0.35599999999999987","0.35599999999999987","","",""
"98","0.35449999999999987","0.35449999999999987","0.35449999999999987","","",""
"99","0.3529999999999998","0.35299999999999987","0.35299999999999987","","",""
"100","0.35149999999999976","0.35149999999999987","0.35149999999999987","0.3172727272727273","0.185","0.48500000000000004"
"101","0.34999999999999976","0.34999999999999987","0.34999999999999987","","",""
"102","0.34849999999999987","0.34849999999999987","0.34849999999999987","","",""
"103","0.3469999999999998","0.34699999999999986","0.34699999999999986","","",""
"104","0.34549999999999975","0.34549999999999986","0.34549999999999986","","",""
"105","0.34399999999999975","0.34399999999999986","0.34399999999999986","","",""
"106","0.34249999999999997","0.34249999999999986","0.34249999999999986","","",""
"107","0.3409999999999999","0.34099999999999986","0.34099999999999986","","",""
"108","0.33949999999999986","0.33949999999999986","0.33949999999999986","","",""
"109","0.33799999999999997","0.33799999999999986","0.33799999999999986","","",""
"110","0.33649999999999997","0.33649999999999985","0.33649999999999985","0.31694214876033056","0.18181818181818182","0.4636363636363637"
"111","0.3349999999999999","0.33499999999999985","0.33499999999999985","","",""
"112","0.33349999999999985","0.33349999999999985","0.33349999999999985","","",""
"113","0.33199999999999985","0.33199999999999985","0.33199999999999985","","",""
"114","0.33049999999999985","0.33049999999999985","0.33049999999999985","","",""
"115","0.3289999999999998","0.32899999999999985","0.32899999999999985","","",""
"116","0.3274999999999998","0.32749999999999985","0.32749999999999985","","",""
"117","0.32599999999999973","0.32599999999999985","0.32599999999999985","","",""
"118","0.32449999999999984","0.32449999999999984","0.32449999999999984","","",""
"119","0.32299999999999984","0.32299999999999984","0.32299999999999984","","",""
"120","0.3214999999999998","0.32149999999999984","0.32149999999999984","0.321969696969697","0.19999999999999998","0.4291666666666667"
"121","0.31999999999999995","0.31999999999999984","0.31999999999999984","","",""
"122","0.3184999999999999","0.31849999999999984","0.31849999999999984","","",""
"123","0.31699999999999984","0.31699999999999984","0.31699999999999984","","",""
"124","0.31549999999999984","0.31549999999999984","0.31549999999999984","","",""
"125","0.31399999999999995","0.31399999999999983","0.31399999999999983","","",""
"126","0.3124999999999999","0.31249999999999983","0.31249999999999983","","",""
"127","0.3109999999999999","0.31099999999999983","0.31099999999999983","","",""
"128","0.30949999999999983","0.30949999999999983","0.30949999999999983","","",""
"129","0.30799999999999983","0.30799999999999983","0.30799999999999983","","",""
"130","0.30649999999999983","0.30649999999999983","0.30649999999999983","0.31433566433566434","0.1846153846153846","0.4307692307692308"
"131","0.30499999999999977","0.3049999999999998","0.3049999999999998","","",""
"132","0.30349999999999977","0.3034999999999998","0.3034999999999998","","",""
"133","0.3019999999999997","0.3019999999999998","0.3019999999999998","","",""
"134","0.3004999999999998","0.3004999999999998","0.3004999999999998","","",""
"135","0.2989999999999998","0.2989999999999998","0.2989999999999998","","",""
"136","0.29749999999999976","0.2974999999999998","0.2974999999999998","","",""
"137","0.2959999999999998","0.2959999999999998","0.2959999999999998","","",""
"138","0.2944999999999999","0.2944999999999998","0.2944999999999998","","",""
"139","0.2929999999999998","0.2929999999999998","0.2929999999999998","","",""
"140","0.2914999999999998","0.2914999999999998","0.2914999999999998","0.3042207792207792","0.18928571428571428","0.4142857142857143"
"141","0.2899999999999999","0.2899999999999998","0.2899999999999998","","",""
"142","0.28849999999999987","0.2884999999999998","0.2884999999999998","","",""
"143","0.28699999999999987","0.2869999999999998","0.2869999999999998","","",""
"144","0.2854999999999998","0.2854999999999998","0.2854999999999998","","",""
"145","0.2839999999999998","0.2839999999999998","0.2839999999999998","","",""
"146","0.2824999999999998","0.2824999999999998","0.2824999999999998","","",""
"147","0.28099999999999975","0.2809999999999998","0.2809999999999998","","",""
"148","0.27949999999999975","0.2794999999999998","0.2794999999999998","","",""
"149","0.2779999999999997","0.2779999999999998","0.2779999999999998","","",""
"150","0.27649999999999986","0.2764999999999998","0.2764999999999998","0.29545454545454547","0.18333333333333332","0.3866666666666667"
"151","0.27499999999999986","0.2749999999999998","0.2749999999999998","","",""
"152","0.2734999999999998","0.2734999999999998","0.2734999999999998","","",""
"153","0.2719999999999998","0.2719999999999998","0.2719999999999998","","",""
"154","0.2704999999999998","0.2704999999999998","0.2704999999999998","","",""
"155","0.26899999999999974","0.2689999999999998","0.2689999999999998","","",""
"156","0.26749999999999974","0.2674999999999998","0.2674999999999998","","",""
"157","0.2659999999999999","0.2659999999999998","0.2659999999999998","","",""
"158","0.26449999999999985","0.2644999999999998","0.2644999999999998","","",""
"159","0.26299999999999985","0.2629999999999998","0.2629999999999998","","",""
"160","0.2614999999999998","0.2614999999999998","0.2614999999999998","0.28465909090909086","0.171875","0.39375"
"161","0.2599999999999998","0.2599999999999998","0.2599999999999998","","",""
"162","0.2584999999999998","0.2584999999999998","0.2584999999999998","","",""
"163","0.25699999999999973","0.2569999999999998","0.2569999999999998","","",""
"164","0.2554999999999997","0.2554999999999998","0.2554999999999998","","",""
"165","0.25399999999999967","0.2539999999999998","0.2539999999999998","","",""
"166","0.25249999999999984","0.2524999999999998","0.2524999999999998","","",""
"167","0.25099999999999983","0.2509999999999998","0.2509999999999998","","",""
"168","0.2494999999999998","0.24949999999999978","0.24949999999999978","","",""
"169","0.24799999999999978","0.24799999999999978","0.24799999999999978","","",""
"170","0.24649999999999975","0.24649999999999977","0.24649999999999977","0.27406417112299464","0.16176470588235295","0.37058823529411766"
"171","0.2449999999999997","0.24499999999999977","0.24499999999999977","","",""
"172","0.24349999999999972","0.24349999999999977","0.24349999999999977","","",""
"173","0.24199999999999988","0.24199999999999977","0.24199999999999977","","",""
"174","0.24049999999999983","0.24049999999999977","0.24049999999999977","","",""
"175","0.23899999999999985","0.23899999999999977","0.23899999999999977","","",""
"176","0.2374999999999998","0.23749999999999977","0.23749999999999977","","",""
"177","0.23599999999999977","0.23599999999999977","0.23599999999999977","","",""
"178","0.23449999999999974","0.23449999999999976","0.23449999999999976","","",""
"179","0.23299999999999968","0.23299999999999976","0.23299999999999976","","",""
"180","0.2314999999999997","0.23149999999999976","0.23149999999999976","0.2621212121212121","0.1527777777777778","0.3638888888888889"
"181","0.22999999999999965","0.22999999999999976","0.22999999999999976","","",""
"182","0.22849999999999981","0.22849999999999976","0.22849999999999976","","",""
"183","0.22699999999999984","0.22699999999999976","0.22699999999999976","","",""
"184","0.22549999999999978","0.22549999999999976","0.22549999999999976","","",""
"185","0.22399999999999975","0.22399999999999975","0.22399999999999975","","",""
"186","0.22249999999999973","0.22249999999999975","0.22249999999999975","","",""
"187","0.22099999999999967","0.22099999999999975","0.22099999999999975","","",""
"188","0.2194999999999997","0.21949999999999975","0.21949999999999975","","",""
"189","0.2179999999999998","0.21799999999999975","0.21799999999999975","","",""
"190","0.2164999999999998","0.21649999999999975","0.21649999999999975","0.25502392344497604","0.14736842105263157","0.37105263157894736"
"191","0.21499999999999983","0.21499999999999975","0.21499999999999975","","",""
"192","0.21349999999999977","0.21349999999999975","0.21349999999999975","","",""
"193","0.21199999999999974","0.21199999999999974","0.21199999999999974","","",""
"194","0.21049999999999972","0.21049999999999974","0.21049999999999974","","",""
"195","0.20899999999999966","0.20899999999999974","0.20899999999999974","","",""
"196","0.20749999999999968","0.20749999999999974","0.20749999999999974","","",""
"197","0.20599999999999968","0.20599999999999974","0.20599999999999974","","",""
"198","0.2044999999999998","0.20449999999999974","0.20449999999999974","","",""
"199","0.20299999999999982","0.20299999999999974","0.20299999999999974","","",""
"200","0.20149999999999976","0.20149999999999973","0.20149999999999973","0.2461363636363636","0.1425","0.365"
"201","0.19999999999999973","0.19999999999999973","0.19999999999999973","","",""
"202","0.1984999999999997","0.19849999999999973","0.19849999999999973","","",""
"203","0.19699999999999968","0.19699999999999973","0.19699999999999973","","",""
"204","0.1954999999999997","0.19549999999999973","0.19549999999999973","","",""
"205","0.19399999999999978","0.19399999999999973","0.19399999999999973","","",""
"206","0.19249999999999975","0.19249999999999973","0.19249999999999973","","",""
"207","0.19099999999999978","0.19099999999999973","0.19099999999999973","","",""
"208","0.18949999999999975","0.18949999999999972","0.18949999999999972","","",""
"209","0.18799999999999972","0.18799999999999972","0.18799999999999972","","",""
"210","0.1864999999999997","0.18649999999999972","0.18649999999999972","0.2415909090909091","0.1425","0.36750000000000005"
"211","0.18499999999999966","0.18499999999999972","0.18499999999999972","","",""
"212","0.1834999999999997","0.18349999999999972","0.18349999999999972","","",""
"213","0.18199999999999966","0.18199999999999972","0.18199999999999972","","",""
"214","0.18049999999999974","0.18049999999999972","0.18049999999999972","","",""
"215","0.17899999999999977","0.17899999999999971","0.17899999999999971","","",""
"216","0.17749999999999974","0.1774999999999997","0.1774999999999997","","",""
"217","0.1759999999999997","0.1759999999999997","0.1759999999999997","","",""
"218","0.17449999999999968","0.1744999999999997","0.1744999999999997","","",""
"219","0.17299999999999965","0.1729999999999997","0.1729999999999997","","",""
"220","0.17149999999999968","0.1714999999999997","0.1714999999999997","0.23022727272727275","0.13249999999999998","0.34750000000000003"
"221","0.16999999999999976","0.1699999999999997","0.1699999999999997","","",""
"222","0.16849999999999973","0.1684999999999997","0.1684999999999997","","",""
"223","0.16699999999999976","0.1669999999999997","0.1669999999999997","","",""
"224","0.16549999999999973","0.1654999999999997","0.1654999999999997","","",""
"225","0.1639999999999997","0.1639999999999997","0.1639999999999997","","",""
"226","0.16249999999999967","0.1624999999999997","0.1624999999999997","","",""
"227","0.16099999999999964","0.1609999999999997","0.1609999999999997","","",""
"228","0.1594999999999997","0.1594999999999997","0.1594999999999997","","",""
"229","0.15799999999999964","0.1579999999999997","0.1579999999999997","","",""
"230","0.1564999999999997","0.1564999999999997","0.1564999999999997","0.21909090909090911","0.12249999999999998","0.325"
"231","0.15499999999999975","0.1549999999999997","0.1549999999999997","","",""
"232","0.15349999999999972","0.1534999999999997","0.1534999999999997","","",""
"233","0.1519999999999997","0.1519999999999997","0.1519999999999997","","",""
"234","0.15049999999999966","0.1504999999999997","0.1504999999999997","","",""
"235","0.14899999999999963","0.1489999999999997","0.1489999999999997","","",""
"236","0.1474999999999997","0.1474999999999997","0.1474999999999997","","",""
"237","0.14599999999999969","0.14599999999999969","0.14599999999999969","","",""
"238","0.14449999999999968","0.14449999999999968","0.14449999999999968","","",""
"239","0.14299999999999974","0.14299999999999968","0.14299999999999968","","",""
"240","0.1414999999999997","0.14149999999999968","0.14149999999999968","0.20818181818181813","0.12","0.3"
"241","0.13999999999999968","0.13999999999999968","0.13999999999999968","","",""
"242","0.13849999999999965","0.13849999999999968","0.13849999999999968","","",""
"243","0.13699999999999962","0.13699999999999968","0.13699999999999968","","",""
"244","0.1354999999999997","0.13549999999999968","0.13549999999999968","","",""
"245","0.13399999999999967","0.13399999999999967","0.13399999999999967","","",""
"246","0.13249999999999965","0.13249999999999967","0.13249999999999967","","",""
"247","0.13099999999999973","0.13099999999999967","0.13099999999999967","","",""
"248","0.1294999999999997","0.12949999999999967","0.12949999999999967","","",""
"249","0.12799999999999967","0.12799999999999967","0.12799999999999967","","",""
"250","0.12649999999999964","0.12649999999999967","0.12649999999999967","0.19409090909090906","0.085","0.2675"
"251","0.12499999999999961","0.12499999999999967","0.12499999999999967","","",""
"252","0.12349999999999971","0.12349999999999967","0.12349999999999967","","",""
"253","0.12199999999999966","0.12199999999999966","0.12199999999999966","","",""
"254","0.12049999999999962","0.12049999999999966","0.12049999999999966","","",""
"255","0.11899999999999972","0.11899999999999966","0.11899999999999966","","",""
"256","0.1174999999999997","0.11749999999999966","0.11749999999999966","","",""
"257","0.11599999999999966","0.11599999999999966","0.11599999999999966","","",""
"258","0.11449999999999962","0.11449999999999966","0.11449999999999966","","",""
"259","0.1129999999999996","0.11299999999999966","0.11299999999999966","","",""
"260","0.1114999999999997","0.11149999999999965","0.11149999999999965","0.18454545454545454","0.1025","0.255"
"261","0.10999999999999965","0.10999999999999965","0.10999999999999965","","",""
"262","0.10849999999999961","0.10849999999999965","0.10849999999999965","","",""
"263","0.10699999999999968","0.10699999999999965","0.10699999999999965","","",""
"264","0.10549999999999969","0.10549999999999965","0.10549999999999965","","",""
"265","0.10399999999999965","0.10399999999999965","0.10399999999999965","","",""
"266","0.1024999999999996","0.10249999999999965","0.10249999999999965","","",""
"267","0.10099999999999962","0.10099999999999965","0.10099999999999965","","",""
"268","0.09949999999999967","0.09949999999999964","0.09949999999999964","","",""
"269","0.09799999999999964","0.09799999999999964","0.09799999999999964","","",""
"270","0.09649999999999961","0.09649999999999964","0.09649999999999964","0.1715909090909091","0.08","0.25749999999999995"
"271","0.09499999999999967","0.09499999999999964","0.09499999999999964","","",""
"272","0.09349999999999967","0.09349999999999964","0.09349999999999964","","",""
"273","0.09199999999999964","0.09199999999999964","0.09199999999999964","","",""
"274","0.09049999999999961","0.09049999999999964","0.09049999999999964","","",""
"275","0.08899999999999961","0.08899999999999963","0.08899999999999963","","",""
"276","0.08749999999999966","0.08749999999999963","0.08749999999999963","","",""
"277","0.08599999999999963","0.08599999999999963","0.08599999999999963","","",""
"278","0.0844999999999996","0.08449999999999963","0.08449999999999963","","",""
"279","0.08299999999999966","0.08299999999999963","0.08299999999999963","","",""
"280","0.08149999999999966","0.08149999999999963","0.08149999999999963","0.1615909090909091","0.052500000000000005","0.24000000000000005"
"281","0.07999999999999963","0.07999999999999963","0.07999999999999963","","",""
"282","0.0784999999999996","0.07849999999999963","0.07849999999999963","","",""
"283","0.0769999999999996","0.07699999999999962","0.07699999999999962","","",""
"284","0.07549999999999965","0.07549999999999962","0.07549999999999962","","",""
"285","0.07399999999999962","0.07399999999999962","0.07399999999999962","","",""
"286","0.07249999999999959","0.07249999999999962","0.07249999999999962","","",""
"287","0.07099999999999962","0.07099999999999962","0.07099999999999962","","",""
"288","0.06949999999999965","0.06949999999999962","0.06949999999999962","","",""
"289","0.06799999999999962","0.06799999999999962","0.06799999999999962","","",""
"290","0.06649999999999959","0.06649999999999961","0.06649999999999961","0.14340909090909093","0.05","0.20999999999999996"
"291","0.06499999999999961","0.06499999999999961","0.06499999999999961","","",""
"292","0.06349999999999964","0.06349999999999961","0.06349999999999961","","",""
"293","0.06199999999999961","0.06199999999999961","0.06199999999999961","","",""
"294","0.06049999999999958","0.06049999999999961","0.06049999999999961","","",""
"295","0.05899999999999961","0.05899999999999961","0.05899999999999961","","",""
"296","0.057499999999999635","0.05749999999999961","0.05749999999999961","","",""
"297","0.055999999999999606","0.055999999999999606","0.055999999999999606","","",""
"298","0.05449999999999959","0.054499999999999604","0.054499999999999604","","",""
"299","0.0529999999999996","0.0529999999999996","0.0529999999999996","","",""
"300","0.051499999999999616","0.0514999999999996","0.0514999999999996","0.13386363636363635","0.05250000000000001","0.19749999999999998"
"301","0.0499999999999996","0.0499999999999996","0.0499999999999996","","",""
"302","0.04997058823529373","0.04997058823529372","0.04997058823529372","","",""
"303","0.04994117647058783","0.049941176470587836","0.049941176470587836","","",""
"304","0.04991176470588196","0.049911764705881954","0.049911764705881954","","",""
"305","0.04988235294117606","0.04988235294117607","0.04988235294117607","","",""
"306","0.049852941176470204","0.04985294117647019","0.04985294117647019","","",""
"307","0.0498235294117643","0.04982352941176431","0.04982352941176431","","",""
"308","0.049794117647058427","0.049794117647058427","0.049794117647058427","","",""
"309","0.04976470588235253","0.049764705882352545","0.049764705882352545","","",""
"310","0.04973529411764666","0.04973529411764666","0.04973529411764666","0.12204545454545453","0.03500000000000001","0.2"
"311","0.04970588235294079","0.04970588235294078","0.04970588235294078","","",""
"312","0.049676470588234885","0.0496764705882349","0.0496764705882349","","",""
"313","0.04964705882352903","0.04964705882352902","0.04964705882352902","","",""
"314","0.04961764705882313","0.049617647058823135","0.049617647058823135","","",""
"315","0.04958823529411726","0.04958823529411725","0.04958823529411725","","",""
"316","0.04955882352941136","0.04955882352941137","0.04955882352941137","","",""
"317","0.04952941176470549","0.04952941176470549","0.04952941176470549","","",""
"318","0.04949999999999962","0.04949999999999961","0.04949999999999961","","",""
"319","0.04947058823529372","0.049470588235293725","0.049470588235293725","","",""
"320","0.04944117647058785","0.04944117647058784","0.04944117647058784","0.105","0.015000000000000008","0.1875"
"321","0.04941176470588195","0.04941176470588196","0.04941176470588196","","",""
"322","0.04938235294117609","0.04938235294117608","0.04938235294117608","","",""
"323","0.04935294117647019","0.0493529411764702","0.0493529411764702","","",""
"324","0.049323529411764315","0.049323529411764315","0.049323529411764315","","",""
"325","0.04929411764705845","0.04929411764705843","0.04929411764705843","","",""
"326","0.04926470588235255","0.04926470588235255","0.04926470588235255","","",""
"327","0.049235294117646676","0.04923529411764667","0.04923529411764667","","",""
"328","0.04920588235294077","0.04920588235294079","0.04920588235294079","","",""
"329","0.04917647058823492","0.049176470588234905","0.049176470588234905","","",""
"330","0.049147058823529016","0.04914705882352902","0.04914705882352902","0.09613636363636364","0.010000000000000009","0.16499999999999998"
"331","0.04911764705882315","0.04911764705882314","0.04911764705882314","","",""
"332","0.049088235294117245","0.04908823529411726","0.04908823529411726","","",""
"333","0.04905882352941138","0.04905882352941138","0.04905882352941138","","",""
"334","0.04902941176470551","0.049029411764705495","0.049029411764705495","","",""
"335","0.048999999999999606","0.04899999999999961","0.04899999999999961","","",""
"336","0.04897058823529374","0.04897058823529373","0.04897058823529373","","",""
"337","0.048941176470587835","0.04894117647058785","0.04894117647058785","","",""
"338","0.04891176470588198","0.04891176470588197","0.04891176470588197","","",""
"339","0.04888235294117608","0.048882352941176085","0.048882352941176085","","",""
"340","0.0488529411764702","0.0488529411764702","0.0488529411764702","0.0915909090909091","0.004999999999999999","0.16999999999999998"
"341","0.04882352941176431","0.04882352941176432","0.04882352941176432","","",""
"342","0.04879411764705844","0.04879411764705844","0.04879411764705844","","",""
"343","0.048764705882352564","0.04876470588235256","0.04876470588235256","","",""
"344","0.04873529411764666","0.048735294117646676","0.048735294117646676","","",""
"345","0.04870588235294081","0.048705882352940794","0.048705882352940794","","",""
"346","0.048676470588234905","0.04867647058823491","0.04867647058823491","","",""
"347","0.04864705882352904","0.04864705882352903","0.04864705882352903","","",""
"348","0.048617647058823134","0.04861764705882315","0.04861764705882315","","",""
"349","0.048588235294117266","0.048588235294117266","0.048588235294117266","","",""
"350","0.0485588235294114","0.048558823529411384","0.048558823529411384","0.08772727272727272","0","0.175"
"351","0.048529411764705495","0.0485294117647055","0.0485294117647055","","",""
"352","0.04849999999999963","0.04849999999999962","0.04849999999999962","","",""
"353","0.048470588235293724","0.04847058823529374","0.04847058823529374","","",""
"354","0.04844117647058787","0.048441176470587856","0.048441176470587856","","",""
"355","0.04841176470588197","0.048411764705881974","0.048411764705881974","","",""
"356","0.04838235294117609","0.04838235294117609","0.04838235294117609","","",""
"357","0.048352941176470224","0.04835294117647021","0.04835294117647021","","",""
"358","0.04832352941176433","0.04832352941176433","0.04832352941176433","","",""
"359","0.04829411764705845","0.048294117647058446","0.048294117647058446","","",""
"360","0.04826470588235255","0.048264705882352564","0.048264705882352564","0.08522727272727272","0","0.1675"
"361","0.048235294117646696","0.04823529411764668","0.04823529411764668","","",""
"362","0.04820588235294079","0.0482058823529408","0.0482058823529408","","",""
"363","0.048176470588234925","0.04817647058823492","0.04817647058823492","","",""
"364","0.04814705882352902","0.048147058823529036","0.048147058823529036","","",""
"365","0.048117647058823154","0.048117647058823154","0.048117647058823154","","",""
"366","0.048088235294117286","0.04808823529411727","0.04808823529411727","","",""
"367","0.04805882352941138","0.04805882352941139","0.04805882352941139","","",""
"368","0.048029411764705515","0.04802941176470551","0.04802941176470551","","",""
"369","0.04799999999999961","0.047999999999999626","0.047999999999999626","","",""
"370","0.04797058823529376","0.047970588235293744","0.047970588235293744","0.08295454545454546","0","0.1875"
"371","0.047941176470587855","0.04794117647058786","0.04794117647058786","","",""
"372","0.04791176470588198","0.04791176470588198","0.04791176470588198","","",""
"373","0.047882352941176085","0.0478823529411761","0.0478823529411761","","",""
"374","0.047852941176470216","0.047852941176470216","0.047852941176470216","","",""
"375","0.04782352941176434","0.047823529411764334","0.047823529411764334","","",""
"376","0.04779411764705844","0.04779411764705845","0.04779411764705845","","",""
"377","0.047764705882352584","0.04776470588235257","0.04776470588235257","","",""
"378","0.04773529411764668","0.04773529411764669","0.04773529411764669","","",""
"379","0.047705882352940814","0.04770588235294081","0.04770588235294081","","",""
"380","0.04767647058823491","0.047676470588234925","0.047676470588234925","0.08136363636363636","0","0.1875"
"381","0.04764705882352904","0.04764705882352904","0.04764705882352904","","",""
"382","0.047617647058823175","0.04761764705882316","0.04761764705882316","","",""
"383","0.04758823529411727","0.04758823529411728","0.04758823529411728","","",""
"384","0.047558823529411404","0.0475588235294114","0.0475588235294114","","",""
"385","0.0475294117647055","0.047529411764705515","0.047529411764705515","","",""
"386","0.04749999999999965","0.04749999999999963","0.04749999999999963","","",""
"387","0.047470588235293744","0.04747058823529375","0.04747058823529375","","",""
"388","0.04744117647058787","0.04744117647058787","0.04744117647058787","","",""
"389","0.047411764705882","0.04741176470588199","0.04741176470588199","","",""
"390","0.047382352941176105","0.047382352941176105","0.047382352941176105","0.07977272727272729","0","0.1875"
