"Step","env_id: ContextualBandit-v2 - loss","env_id: ContextualBandit-v2 - loss__MIN","env_id: ContextualBandit-v2 - loss__MAX"
"100","0.2117014350048427","0.09633439779281616","0.4524879455566406"
"101","0.19882576835566554","0.08607380837202072","0.41610053181648254"
"102","0.18526511074140153","0.07277620583772659","0.39025819301605225"
"103","0.1742664169648598","0.07192949950695038","0.36739861965179443"
"104","0.16414069178803214","0.0632733553647995","0.334066778421402"
"105","0.1550483009938536","0.0585838183760643","0.30778512358665466"
"106","0.14536386741132573","0.05640817806124687","0.2774045467376709"
"107","0.1398524554639027","0.053133562207221985","0.2634521424770355"
"108","0.13016551296258794","0.058271270245313644","0.24821078777313232"
"109","0.12261446886535349","0.05392333120107651","0.23196497559547424"
"110","0.1163789243276777","0.04885031282901764","0.21052499115467072"
"111","0.11119413812612665","0.047408636659383774","0.2183937430381775"
"112","0.10597076883603787","0.05181749165058136","0.2247530221939087"
"113","0.10098572011137831","0.04627979174256325","0.22077010571956635"
"114","0.09388540428260277","0.03494976833462715","0.20471565425395966"
"115","0.08947575529073847","0.03700791299343109","0.20455223321914673"
"116","0.08544073934698927","0.03661424294114113","0.17740420997142792"
"117","0.0803567006027904","0.0290562491863966","0.19072960317134857"
"118","0.07548642787953903","0.028108026832342148","0.17149828374385834"
"119","0.07204530696416724","0.022282805293798447","0.179634228348732"
"120","0.07049736913678975","0.02551671303808689","0.15489310026168823"
"121","0.06582566691112929","0.02293817512691021","0.157902330160141"
"122","0.06172645991218501","0.015608465299010277","0.15438419580459595"
"123","0.05770957251561099","0.018081411719322205","0.14061009883880615"
"124","0.05458928362048905","0.015245981514453888","0.1426762342453003"
"125","0.05268505022957407","0.014092305675148964","0.1390228271484375"
"126","0.047859013979804924","0.01579430140554905","0.10548441112041473"
"127","0.04689329027615745","0.013973576948046684","0.1294727921485901"
"128","0.04283828008919954","0.01178403478115797","0.10726436972618103"
"129","0.04214306349127457","0.011547651141881943","0.10262703150510788"
"130","0.03976485730502112","0.010753716342151165","0.09510218352079391"
"131","0.038613206482139124","0.009374387562274933","0.11420594155788422"
"132","0.03486683007715077","0.00909341499209404","0.09886153042316437"
"133","0.034326775031613896","0.009480897337198257","0.08154049515724182"
"134","0.03133053017844414","0.007710474543273449","0.08555973321199417"
"135","0.03135958940176101","0.009354528039693832","0.08280915021896362"
"136","0.028905909123091864","0.007902419194579124","0.06981686502695084"
"137","0.02726079334087413","0.006843565031886101","0.06818551570177078"
"138","0.026032783091068268","0.0034041167236864567","0.07320277392864227"
"139","0.02435748476599311","0.006298386957496405","0.06768062710762024"
"140","0.022770009212324333","0.005970407743006945","0.07182209938764572"
"141","0.02269448391322432","0.005131044425070286","0.054968465119600296"
"142","0.020879973561085504","0.004181917756795883","0.05957553908228874"
"143","0.019838122281663376","0.0046296194195747375","0.055334024131298065"
"144","0.01854572981467535","0.0037695029750466347","0.051671694964170456"
"145","0.01880382697483332","0.003826569067314267","0.049112387001514435"
"146","0.017951430214954347","0.0031288203317672014","0.04621594771742821"
"147","0.016317818578782266","0.002512718550860882","0.04286424070596695"
"148","0.01563347257866428","0.003141555702313781","0.0470680370926857"
"149","0.015070208380448407","0.003138433676213026","0.04014201462268829"
"150","0.013916314868577596","0.00315060350112617","0.03672002628445625"
"151","0.013585165624731574","0.0032438302878290415","0.038504160940647125"
"152","0.01291136628273746","0.003305383026599884","0.03978872671723366"
"153","0.011691850120330164","0.002299504354596138","0.03701607882976532"
"154","0.012046848399693081","0.0024383615236729383","0.037910345941782"
"155","0.010569544428766802","0.0024726924020797014","0.03204687684774399"
"156","0.010116111904639622","0.003573075868189335","0.029289938509464264"
"157","0.009885921215253144","0.0029133737552911043","0.028511209413409233"
"158","0.009743000272308188","0.0015494009712710977","0.034848667681217194"
"159","0.00894022160530861","0.0026662827003747225","0.029377905651926994"
"160","0.009023250811251587","0.00223733764141798","0.027598852291703224"
"161","0.00810552125090155","0.0025607950519770384","0.023946724832057953"
"162","0.008106311943767399","0.00245270156301558","0.025837671011686325"
"163","0.007233201819150869","0.0016654342180117965","0.01867320016026497"
"164","0.007193274490920634","0.0011926887091249228","0.017653578892350197"
"165","0.006744973052389406","0.0016911736456677318","0.019339246675372124"
"166","0.006229135577149433","0.0019617853686213493","0.014723372645676136"
"167","0.006286261434634698","0.0014224703190848231","0.01610531285405159"
"168","0.005881907081167246","0.0016131405718624592","0.01769442856311798"
"169","0.0055274593499328555","0.0016360086156055331","0.01710493676364422"
"170","0.005642569993205112","0.0021202615462243557","0.016576675698161125"
"171","0.004825663295221226","0.001943978713825345","0.01578230783343315"
"172","0.004896844596730481","0.0011625842889770865","0.012699834071099758"
"173","0.0045972382890638605","0.001578026101924479","0.011834646575152874"
"174","0.004348817076694606","0.0007294970564544201","0.011273408308625221"
"175","0.003934913383122405","0.0012482304591685534","0.011006871238350868"
"176","0.004027584374978624","0.0011893485207110643","0.010940570384263992"
"177","0.004051304261746077","0.0014561109710484743","0.01008251216262579"
"178","0.0037694282926105218","0.000839988817460835","0.008791716769337654"
"179","0.004072683355530146","0.0008852910832501948","0.012624260038137436"
"180","0.0040524930709266455","0.0011468115262687206","0.012496666982769966"
"181","0.0034333391713203282","0.0009220382780767977","0.009788266383111477"
"182","0.0038366451586500324","0.000877821003086865","0.00948403775691986"
"183","0.0034025392940685408","0.0009460097062401474","0.006845599040389061"
"184","0.003206928517540981","0.0008662773761898279","0.009584452956914902"
"185","0.003116105462360228","0.0008880103123374283","0.011086699552834034"
"186","0.002702441453885544","0.0007644807337783277","0.007264741696417332"
"187","0.00276456435475948","0.00054533826187253","0.01006929762661457"
"188","0.0026979203685186803","0.0006258062785491347","0.00690277386456728"
"189","0.00241193317422836","0.0007274516392499208","0.007600197568535805"
"190","0.002558376379150512","0.0005165223847143352","0.006233864929527044"
"191","0.0022984631881438965","0.0005856504430994391","0.005349091254174709"
"192","0.00218859231219916","0.0008252270636148751","0.0046422542072832584"
"193","0.0022606628401012257","0.0007374129490926862","0.007409338839352131"
"194","0.0021980525353714696","0.0003097470907960087","0.005987608339637518"
"195","0.0020231542193555625","0.0006583502981811762","0.007788303308188915"
"196","0.001786543051350926","0.00047716565313749015","0.0049112881533801556"
"197","0.0018262075288381812","0.0005928141763433814","0.00433284742757678"
"198","0.0017788702509655007","0.0006276461645029485","0.005350655410438776"
"199","0.0015325434295187608","0.0003665028780233115","0.005066774319857359"
"200","0.0015114148434428177","0.00042687830864451826","0.0031595034524798393"
"201","0.0017846223460670945","0.00038606225280091166","0.005059682764112949"
"202","0.001496431578336091","0.00043265699059702456","0.0034341239370405674"
"203","0.001572013677073771","0.00031981096253730357","0.005100973416119814"
"204","0.0015313104166376308","0.0004149456799495965","0.0038562333211302757"
"205","0.0014934616970251604","0.0002509134938009083","0.0036695150192826986"
"206","0.001357081642270024","0.0003052634128835052","0.0031408178620040417"
"207","0.0014119615902770952","0.0004585865535773337","0.003212404204532504"
"208","0.001623355394132949","0.00033166722278110683","0.005750205367803574"
"209","0.0013016230709738388","0.0003209311398677528","0.002649738686159253"
"210","0.0014498323555393465","0.00044681114377453923","0.004070309456437826"
"211","0.001473719681661319","0.00033270855783484876","0.004454958252608776"
"212","0.0012442655108692445","0.0002784210373647511","0.003101243870332837"
"213","0.0012672657893713691","0.00030435362714342773","0.003234205301851034"
"214","0.0013857790327165276","0.00033684298978187144","0.00464559206739068"
"215","0.0011105293148108918","0.00021365868451539427","0.003013312816619873"
"216","0.0011528811070281241","0.00030924350721761584","0.0033741125371307135"
"217","0.0010685673985100384","0.00027876763488166034","0.0024362769909203053"
"218","0.0011659129733492717","0.00027068774215877056","0.004093768075108528"
"219","0.000988872572759584","0.00021043560991529375","0.0031779345590621233"
"220","0.000990131746471763","0.00023958002566359937","0.003173980163410306"
"221","0.0011190212389919907","0.0002836831263266504","0.00410158047452569"
"222","0.000886783641582387","0.00023239343136083335","0.0026681136805564165"
"223","0.0010064505622722208","0.00026441161753609776","0.0027023502625524998"
"224","0.0008738841083711656","0.0001910791324917227","0.002925154520198703"
"225","0.0008805842130798204","0.00022679418907500803","0.0023258808068931103"
"226","0.0008018925848240353","0.00028626935090869665","0.0018303511897101998"
"227","0.0008163828009354143","0.00017313435091637075","0.002448502229526639"
"228","0.0008756408798066771","0.00016564545512665063","0.0029264946933835745"
"229","0.0008425372376724885","0.00020379824854899198","0.001962837530300021"
"230","0.0008323162137771603","0.00020023981051053852","0.003436294151470065"
"231","0.0008157616474159897","0.00019514428277034312","0.0029152557253837585"
"232","0.0007891727436799556","0.00020021444652229548","0.0025148147251456976"
"233","0.0007116008356237656","0.00012254486500751227","0.0022723767906427383"
"234","0.0007163346679841072","0.00011593030649237335","0.002002142136916518"
"235","0.0007609918483749738","0.00021234541782177985","0.0028282348066568375"
"236","0.0007273777837640252","0.00017663543985690922","0.0019996794871985912"
"237","0.0007378232950376796","0.00017419045616406947","0.0018157880986109376"
"238","0.0006111129372709848","0.00018322867981623858","0.0016130309086292982"
"239","0.0006785466368832015","0.00021004564769100398","0.0018706044647842646"
"240","0.0006539215723148964","0.00018937839195132256","0.0019866465590894222"
"241","0.0006132876612888328","0.00011084873403888196","0.0017351385904476047"
"242","0.0006609927910050891","0.0001409391697961837","0.0019470672123134136"
"243","0.0005728310698659384","0.00014627078780904412","0.0017601031577214599"
"244","0.0005886605363700475","0.00016955733008217067","0.0014540088595822453"
"245","0.0005638788214378894","0.00009875817340798676","0.001436349586583674"
"246","0.0005398213031404684","0.00015524214541073889","0.0018720875959843397"
"247","0.0005720799812918593","0.00014966001617722213","0.001472192700020969"
"248","0.0004592913203944998","0.00007797279249643907","0.0013684809673577547"
"249","0.0005139885184250708","0.0001349977101199329","0.0017731802072376013"
"250","0.0005959688489132657","0.00015476638509426266","0.0016691322671249509"
"251","0.0005224625562951932","0.00014044811541680247","0.0014186024200171232"
"252","0.00048766306281322613","0.00011754110164474696","0.00124043645337224"
"253","0.0005348377639291294","0.0001423400972271338","0.0017524256836622953"
"254","0.0005715680278532592","0.0001582769473316148","0.001641846843995154"
"255","0.00046018722862535127","0.00011739642650354654","0.0012701728846877813"
"256","0.00048150781417618795","0.00014314829604700208","0.0014091249322518706"
"257","0.00041624202326759054","0.00012377661187201738","0.001046593184582889"
"258","0.00046643292945849804","0.00012085084017599002","0.0011844383552670479"
"259","0.00043163187816891625","0.00010279786511091515","0.001375169726088643"
"260","0.00044292230876604225","0.0001155879654106684","0.0011968198232352734"
"261","0.00039421296066299464","0.0001325892226304859","0.001158253289759159"
"262","0.00038517127616395213","0.00012234580935910344","0.0010147412540391088"
