"Step","env_id: ContextualBandit-v2 - regret","env_id: ContextualBandit-v2 - regret__MIN","env_id: ContextualBandit-v2 - regret__MAX"
"1","0.3245963650057888","0","0.7538073283466599"
"2","0.7242090307082514","0.13158641501090684","1.47559972021046"
"3","1.0310252723859874","0.17441026028781104","2.3848748367137533"
"4","1.438415434182751","0.2171472155366666","3.187843050902104"
"5","1.8259832659558035","0.46563657653591184","4.021266491202518"
"6","2.2122984838482638","0.6509108249738068","4.368003646813467"
"7","2.591925041463278","0.9561509106268797","5.03930594654396"
"8","2.9716521682815404","1.3855539855345977","5.683955417833674"
"9","3.378268016354544","1.4614990863974282","6.351287344459617"
"10","3.7273267101902676","1.8722440911011307","7.1766721900167285"
"11","4.123061818829895","1.8957991047477865","7.811592329003049"
"12","4.494210583791247","1.9632481712105334","7.991698908104293"
"13","4.838198268713771","2.252446286785175","8.322053018222867"
"14","5.173785413790075","2.6133886244365625","8.943233054344743"
"15","5.528831783144066","2.820612826915605","8.967162950789264"
"16","5.942559745738782","2.820612826915605","9.543641063571519"
"17","6.286252129140979","3.390283794393289","10.210115472499307"
"18","6.691492661628947","3.5624351609148563","10.918911857072885"
"19","7.103321538605596","3.5624351609148563","11.581599514087925"
"20","7.355669243750288","3.5624351609148563","12.233448043015194"
"21","7.715118054898372","3.5624351609148563","12.885532848315636"
"22","7.984904444573108","3.5624351609148563","13.047678043345062"
"23","8.345254009323865","3.5624351609148563","13.060478591888462"
"24","8.655255047774922","3.5624351609148563","13.215954813866839"
"25","8.991198824101886","3.644722899306137","13.215954813866839"
"26","9.384892344630735","3.644722899306137","13.93255110515948"
"27","9.694019009149393","3.644722899306137","14.785350351382483"
"28","9.995641175733098","3.644722899306137","14.934845002777783"
"29","10.400568883993925","3.644722899306137","15.539237226209288"
"30","10.752366435644495","3.9667062807203415","16.26173078022159"
"31","11.129690540250875","3.9667062807203415","16.728309018421378"
"32","11.467144902399308","3.9667062807203415","17.462453823850836"
"33","11.838258089857856","3.9667062807203415","17.90142276127761"
"34","12.268288194477243","3.9667062807203415","18.72474100015854"
"35","12.675917008055569","3.9667062807203415","19.3416193212053"
"36","13.047342098197474","3.9667062807203415","19.72316940840163"
"37","13.36961064309395","3.9667062807203415","20.165837699826884"
"38","13.704873628657316","3.9667062807203415","20.765256398727782"
"39","14.147867470084597","4.718785381545493","21.45308446122089"
"40","14.509788295244377","5.431428389508316","22.122956561072332"
"41","14.887184168895075","5.431428389508316","22.559799244306518"
"42","15.305453146609938","5.486520269014105","23.008437505278128"
"43","15.651495079083126","6.1791091029001874","23.633611372628494"
"44","16.04515709408556","6.234255970847508","24.46819031225038"
"45","16.46010178693307","6.234255970847508","25.12504152040629"
"46","16.7690816168022","6.234255970847508","25.95318163939987"
"47","17.125673431488078","6.977522890795936","26.687025170111205"
"48","17.55724951561821","6.977522890795936","27.389930404472576"
"49","17.870208192546016","7.008182122676608","28.139415586100352"
"50","18.276084011871912","7.008182122676608","28.846828248317365"
"51","18.638594216258205","7.008182122676608","29.46977957756164"
"52","19.01065603858231","7.211082109242812","30.22798880648564"
"53","19.409250982466936","7.211082109242812","31.08251872626028"
"54","19.747538742494484","7.211082109242812","31.843129728151396"
"55","20.07064770038107","7.211082109242812","31.857750470475775"
"56","20.490053474659614","7.211082109242812","31.857750470475775"
"57","20.79466295813229","7.211082109242812","32.53899425262512"
"58","21.071118823102434","7.211082109242812","33.29081185711329"
"59","21.519229589761984","7.211082109242812","34.044391823173406"
"60","21.993312139283834","7.333011910073384","34.82602199228212"
"61","22.401434395341365","7.333011910073384","35.58457480095233"
"62","22.74518803069043","7.333011910073384","36.27111767780523"
"63","23.077080235562736","8.046867510884125","37.012437139961804"
"64","23.43358389425225","8.046867510884125","37.70492099613052"
"65","23.782210496379925","8.046867510884125","38.29047779046377"
"66","24.176654173997385","8.182431932045356","38.95795896120181"
"67","24.470398796343808","8.182431932045356","39.069738176812066"
"68","24.81885479572282","8.76899902837506","39.61465720455435"
"69","25.165369222879203","8.801586885450478","40.29199726480887"
"70","25.52520651893489","8.815024049287466","41.096478671857426"
"71","25.893647851860056","8.950873572423284","41.744894878876266"
"72","26.269804935353157","9.687714177963054","41.87746753574952"
"73","26.6608468144425","9.687714177963054","42.66363901433046"
"74","27.03442902127071","10.362343969577633","43.43547659513967"
"75","27.386779775525014","11.133539912937477","44.245018641775744"
"76","27.686897548611395","11.133539912937477","44.261195959480304"
"77","28.0254257645496","11.133539912937477","44.90039708417676"
"78","28.299536665553948","11.270492333893149","45.63458210461519"
"79","28.680654693986146","11.270492333893149","46.30839799777627"
"80","29.101676042239752","12.042002621002643","46.895756635367334"
"81","29.52555268830686","12.702336986489883","47.72544619663665"
"82","29.968250334858315","13.409345360679918","47.73036804425847"
"83","30.368835014320883","14.277562644318026","48.46211272647868"
"84","30.638341493362923","14.277562644318026","48.54594518325628"
"85","30.962427042996932","14.496895689651232","48.728785666883354"
"86","31.335183782323185","15.21634762313293","49.43250681825804"
"87","31.731022172540936","15.409999060534389","50.10568553432777"
"88","32.146773308159155","15.409999060534389","50.86565205652196"
"89","32.48550758745733","15.826090138622638","50.87188048160856"
"90","32.871206674856616","16.142305459946765","51.12139766895582"
"91","33.149799645570454","16.189270587330483","51.80116735690351"
"92","33.514059860409446","16.189270587330483","51.945236094236854"
"93","33.864052749819464","16.189270587330483","52.61706160957363"
"94","34.22454163073724","16.3981581063823","53.28756913758652"
"95","34.58567185976485","16.3981581063823","53.87835794557659"
"96","34.94692670139507","16.881182956899053","54.54201603214905"
