"Step","noisy_net: true - exploration_rate","noisy_net: true - exploration_rate__MIN","noisy_net: true - exploration_rate__MAX","noisy_net: false - exploration_rate","noisy_net: false - exploration_rate__MIN","noisy_net: false - exploration_rate__MAX"
"1","","","","0.29999999999999993","0.3","0.3"
"2","","","","0.29849999999999993","0.2985","0.2985"
"3","","","","0.29700000000000004","0.297","0.297"
"4","","","","0.29550000000000004","0.2955","0.2955"
"5","","","","0.294","0.294","0.294"
"6","","","","0.2925","0.2925","0.2925"
"7","","","","0.291","0.291","0.291"
"8","","","","0.2894999999999999","0.2895","0.2895"
"9","","","","0.2879999999999999","0.288","0.288"
"10","0.3692307692307692","0.09999999999999998","0.6","0.28650000000000003","0.2865","0.2865"
"11","","","","0.28500000000000003","0.285","0.285"
"12","","","","0.28350000000000003","0.2835","0.2835"
"13","","","","0.282","0.282","0.282"
"14","","","","0.28049999999999997","0.28049999999999997","0.28049999999999997"
"15","","","","0.27899999999999997","0.27899999999999997","0.27899999999999997"
"16","","","","0.2774999999999999","0.27749999999999997","0.27749999999999997"
"17","","","","0.2759999999999999","0.27599999999999997","0.27599999999999997"
"18","","","","0.2744999999999999","0.27449999999999997","0.27449999999999997"
"19","","","","0.273","0.27299999999999996","0.27299999999999996"
"20","0.40769230769230763","0.04999999999999999","0.675","0.2715","0.27149999999999996","0.27149999999999996"
"21","","","","0.26999999999999996","0.26999999999999996","0.26999999999999996"
"22","","","","0.26849999999999996","0.26849999999999996","0.26849999999999996"
"23","","","","0.26699999999999996","0.26699999999999996","0.26699999999999996"
"24","","","","0.2654999999999999","0.26549999999999996","0.26549999999999996"
"25","","","","0.2639999999999999","0.26399999999999996","0.26399999999999996"
"26","","","","0.2625","0.26249999999999996","0.26249999999999996"
"27","","","","0.261","0.26099999999999995","0.26099999999999995"
"28","","","","0.2595","0.25949999999999995","0.25949999999999995"
"29","","","","0.25799999999999995","0.25799999999999995","0.25799999999999995"
"30","0.4012820512820513","0.16666666666666666","0.65","0.25649999999999995","0.25649999999999995","0.25649999999999995"
"31","","","","0.25499999999999995","0.25499999999999995","0.25499999999999995"
"32","","","","0.2534999999999999","0.25349999999999995","0.25349999999999995"
"33","","","","0.2519999999999999","0.25199999999999995","0.25199999999999995"
"34","","","","0.2504999999999999","0.25049999999999994","0.25049999999999994"
"35","","","","0.24899999999999997","0.24899999999999994","0.24899999999999994"
"36","","","","0.24750000000000003","0.24749999999999994","0.24749999999999994"
"37","","","","0.24599999999999997","0.24599999999999994","0.24599999999999994"
"38","","","","0.24449999999999994","0.24449999999999994","0.24449999999999994"
"39","","","","0.2429999999999999","0.24299999999999994","0.24299999999999994"
"40","0.37403846153846154","0.15000000000000002","0.625","0.24149999999999985","0.24149999999999994","0.24149999999999994"
"41","","","","0.2399999999999999","0.23999999999999994","0.23999999999999994"
"42","","","","0.23850000000000002","0.23849999999999993","0.23849999999999993"
"43","","","","0.23699999999999996","0.23699999999999993","0.23699999999999993"
"44","","","","0.23550000000000001","0.23549999999999993","0.23549999999999993"
"45","","","","0.23399999999999996","0.23399999999999993","0.23399999999999993"
"46","","","","0.23249999999999993","0.23249999999999993","0.23249999999999993"
"47","","","","0.2309999999999999","0.23099999999999993","0.23099999999999993"
"48","","","","0.22949999999999984","0.22949999999999993","0.22949999999999993"
"49","","","","0.2279999999999999","0.22799999999999992","0.22799999999999992"
"50","0.36692307692307696","0.12000000000000002","0.61","0.22649999999999984","0.22649999999999992","0.22649999999999992"
"51","","","","0.22499999999999995","0.22499999999999992","0.22499999999999992"
