"Step","noisy_net: true - regret","noisy_net: true - regret__MIN","noisy_net: true - regret__MAX","noisy_net: false - regret","noisy_net: false - regret__MIN","noisy_net: false - regret__MAX"
"1","0.2900833086325572","0","0.7769821882247925","0.37514912461241084","0","0.7122763395309448"
"2","0.6100585139714755","0.09052309393882751","1.1554157733917236","0.7605231404304504","0.30820250511169434","1.4142978191375732"
"3","0.8260746999428823","0.20090678334236145","1.471440315246582","1.071847026546796","0.33374112844467163","1.8298512697219849"
"4","1.1180059634722197","0.3585984706878662","2.0382370948791504","1.4458156327406566","0.35620349645614624","2.1697933673858643"
"5","1.3640422179148748","0.4149020314216614","2.499000310897827","1.8285544166962306","0.3902561664581299","2.8501710891723633"
"6","1.7107587204529688","0.4798724353313446","2.9171664714813232","2.1773120810588202","0.4303334355354309","3.569946050643921"
"7","2.159321876672598","0.520561695098877","3.575939178466797","2.5912023782730103","0.5149871110916138","4.227168560028076"
"8","2.416691087759458","0.5714190006256104","4.153621673583984","3.1140385220448175","0.5936053395271301","4.942667484283447"
"9","2.7493326572271495","0.7317559123039246","4.953930854797363","3.576623340447744","1.0073363780975342","5.616555213928223"
"10","3.119474388085879","0.8576308488845825","5.443029403686523","4.049633731444676","1.0593501329421997","6.577628135681152"
"11","3.425981329037593","0.8576308488845825","5.908958911895752","4.32143556078275","1.5337308645248413","6.796160697937012"
"12","3.7238074449392466","0.953689455986023","6.536146640777588","4.792899678150813","1.5337308645248413","7.385960578918457"
"13","3.9041798389874973","0.953689455986023","7.033819675445557","5.15438570578893","1.670776128768921","8.13465404510498"
"14","4.252676936296316","0.953689455986023","7.428514003753662","5.577894498904546","1.743245005607605","8.952519416809082"
"15","4.592123792721675","0.953689455986023","7.939462184906006","5.9580621520678205","2.0600318908691406","9.545914649963379"
"16","4.842847970815805","1.010047435760498","8.514795303344727","6.2790429790814715","2.4761013984680176","10.457200050354004"
"17","5.165848209307744","1.0809919834136963","9.071732521057129","6.707994818687439","2.604423999786377","11.055436134338379"
"18","5.559481703318083","1.0809919834136963","9.493748664855957","7.056270122528076","2.7138314247131348","11.756893157958984"
"19","5.912904941118681","1.2950538396835327","10.012785911560059","7.498461604118347","2.7138314247131348","12.626501083374023"
"20","6.154127588638892","1.2950538396835327","10.494843482971191","7.8546870946884155","3.065124034881592","13.049199104309082"
"21","6.377133782093342","1.2950538396835327","11.085195541381836","8.335976640383402","3.405993938446045","13.937378883361816"
"22","6.663652814351595","1.2950538396835327","11.787337303161621","8.805374642213186","3.916984796524048","14.433770179748535"
"23","6.892497695409334","1.2950538396835327","12.193188667297363","9.262954314549765","4.061552047729492","15.200878143310547"
"24","7.141171547082754","1.4531135559082031","12.720020294189453","9.742411017417908","4.150380611419678","15.95510196685791"
"25","7.430756880686833","1.4531135559082031","12.98844051361084","10.24058997631073","4.150380611419678","16.7839298248291"
"26","7.684487241965074","1.4610100984573364","13.407383918762207","10.679841995239258","4.150380611419678","17.593273162841797"
"27","7.949017607248747","1.4610100984573364","13.765623092651367","11.09467085202535","4.315252304077148","17.593273162841797"
"28","8.232657845203693","1.4610100984573364","14.201411247253418","11.524808128674826","4.519242763519287","17.80902862548828"
"29","8.600536218056313","1.796111822128296","14.796895980834961","11.900649428367615","4.519242763519287","18.826295852661133"
"30","8.80212140083313","2.2680625915527344","15.26807689666748","12.3309805393219","4.836002349853516","19.484699249267578"
"31","9.14462106044476","2.4217495918273926","15.968758583068848","12.71192173163096","4.893055438995361","20.141220092773438"
"32","9.376569051008959","2.4217495918273926","16.483427047729492","13.143014947573343","4.932536602020264","20.854663848876953"
"33","9.622414607268114","2.512983560562134","16.943042755126953","13.580812335014343","4.932536602020264","21.471908569335938"
"34","10.006943317560049","2.512983560562134","17.489360809326172","14.121708472569784","5.347235679626465","22.113920211791992"
"35","10.385839260541475","2.512983560562134","17.864503860473633","14.48210597038269","5.347235679626465","23.093870162963867"
"36","10.633301624884972","2.521782875061035","18.38120460510254","14.812703212102255","5.706092834472656","23.82119369506836"
"37","10.938794998022226","2.574018716812134","18.84203338623047","15.19613492488861","5.864288806915283","24.16874122619629"
"38","11.259271126527052","2.9081051349639893","19.254209518432617","15.591558575630188","6.3715949058532715","24.924619674682617"
"39","11.56356538259066","2.9081051349639893","19.715978622436523","16.039758682250977","6.578563690185547","25.302753448486328"
"40","11.822240114212036","2.9081051349639893","20.179859161376953","16.375696579615276","6.578563690185547","26.120994567871094"
"41","12.209996296809269","2.949805736541748","20.83458137512207","16.750667333602905","6.578563690185547","26.42939567565918"
"42","12.57313634799077","2.9831912517547607","21.47865104675293","17.192249655723572","6.724496364593506","27.089813232421875"
"43","12.928126536882841","2.9831912517547607","22.101388931274414","17.55638309319814","6.724496364593506","27.847824096679688"
"44","13.221747673474825","2.9831912517547607","22.33214569091797","17.977418859799702","6.825899600982666","28.521114349365234"
"45","13.549840505306538","2.9831912517547607","22.704978942871094","18.284557859102886","6.825899600982666","29.129920959472656"
"46","13.870526772279005","2.9831912517547607","23.377212524414062","18.601749062538147","6.825899600982666","29.620752334594727"
"47","14.302288330518282","2.9831912517547607","23.924104690551758","19.00073516368866","6.835360050201416","30.416046142578125"
"48","14.539317222741934","2.9831912517547607","24.38558578491211","19.347403168678284","6.835360050201416","31.174156188964844"
"49","14.867328735498281","2.9831912517547607","24.841596603393555","19.740598559379578","6.835360050201416","31.857065200805664"
