"Name","batch_size","mean_regret","seed","env_id","memory_size","_wandb"
"conbandit_combi1_0__5__2025-06-18_12-45","200","94.63375091552734","5","NNBandit-v0","500",""
"conbandit_combi1_0__4__2025-06-18_12-45","200","122.98582458496094","4","NNBandit-v0","500",""
"conbandit_combi1_0__3__2025-06-18_12-44","200","138.84750366210938","3","NNBandit-v0","500",""
"conbandit_combi1_0__2__2025-06-18_12-44","200","85.4046401977539","2","NNBandit-v0","500",""
"conbandit_combi1_0__1__2025-06-18_12-44","200","72.79340362548828","1","NNBandit-v0","500",""
"conbandit_combi1_0__0__2025-06-18_12-44","200","62.99786758422851","0","NNBandit-v0","500",""
"conbandit_combi1_0__5__2025-06-18_12-39","200","87.73678398350792","5","ContextualBandit-v2","500",""
"conbandit_combi1_0__4__2025-06-18_12-38","200","212.01570384134632","4","ContextualBandit-v2","500",""
"conbandit_combi1_0__3__2025-06-18_12-38","200","86.53797305497282","3","ContextualBandit-v2","500",""
"conbandit_combi1_0__2__2025-06-18_12-38","200","77.63611686301776","2","ContextualBandit-v2","500",""
"conbandit_combi1_0__1__2025-06-18_12-38","200","78.71571256395781","1","ContextualBandit-v2","500",""
"conbandit_combi1_0__0__2025-06-18_12-37","200","42.936169714619","0","ContextualBandit-v2","500",""
"conbandit_combi1_0__5__2025-06-18_12-32","100","54.462860107421875","5","NNBandit-v0","500",""
"conbandit_combi1_0__4__2025-06-18_12-32","100","91.01856231689452","4","NNBandit-v0","500",""
"conbandit_combi1_0__3__2025-06-18_12-32","100","89.212890625","3","NNBandit-v0","500",""
"conbandit_combi1_0__2__2025-06-18_12-31","100","54.52947616577149","2","NNBandit-v0","500",""
"conbandit_combi1_0__1__2025-06-18_12-31","100","39.53823471069336","1","NNBandit-v0","500",""
"conbandit_combi1_0__0__2025-06-18_12-31","100","41.709774017333984","0","NNBandit-v0","500",""
"conbandit_combi1_0__5__2025-06-18_12-26","100","58.701146889181935","5","ContextualBandit-v2","500",""
"conbandit_combi1_0__4__2025-06-18_12-26","100","196.31755367645627","4","ContextualBandit-v2","500",""
"conbandit_combi1_0__3__2025-06-18_12-25","100","60.94262641457656","3","ContextualBandit-v2","500",""
"conbandit_combi1_0__2__2025-06-18_12-25","100","61.48367122137669","2","ContextualBandit-v2","500",""
"conbandit_combi1_0__1__2025-06-18_12-25","100","84.52026071440417","1","ContextualBandit-v2","500",""
"conbandit_combi1_0__0__2025-06-18_12-25","100","30.87541762734189","0","ContextualBandit-v2","500",""
"conbandit_combi1_0__5__2025-06-18_12-20","50","33.687461853027344","5","NNBandit-v0","500",""
"conbandit_combi1_0__4__2025-06-18_12-19","50","55.36704635620117","4","NNBandit-v0","500",""
