"Name","batch_size","mean_regret","env_id","memory_size","dynamic_rate","seed","_wandb"
"conbandit_combi1_0__0__2025-06-18_14-04","10","38.39668273925781","NNBandit-v0","1000","200","0",""
"conbandit_combi1_0__5__2025-06-18_14-04","10","50.78631210327149","NNBandit-v0","500","200","5",""
"conbandit_combi1_0__4__2025-06-18_14-03","10","49.71366882324219","NNBandit-v0","500","200","4",""
"conbandit_combi1_0__3__2025-06-18_14-03","10","90.41007995605467","NNBandit-v0","500","200","3",""
"conbandit_combi1_0__2__2025-06-18_14-03","10","83.63697052001953","NNBandit-v0","500","200","2",""
"conbandit_combi1_0__1__2025-06-18_14-03","10","20.209125518798828","NNBandit-v0","500","200","1",""
"conbandit_combi1_0__0__2025-06-18_14-03","10","38.178897857666016","NNBandit-v0","500","200","0",""
"conbandit_combi1_0__5__2025-06-18_14-02","10","241.75936549261357","ContextualBandit-v2","2000","200","5",""
"conbandit_combi1_0__4__2025-06-18_14-02","10","215.29560033881089","ContextualBandit-v2","2000","200","4",""
"conbandit_combi1_0__3__2025-06-18_14-02","10","323.5636837643971","ContextualBandit-v2","2000","200","3",""
"conbandit_combi1_0__2__2025-06-18_14-01","10","343.46260355290667","ContextualBandit-v2","2000","200","2",""
"conbandit_combi1_0__1__2025-06-18_14-01","10","281.0384082899222","ContextualBandit-v2","2000","200","1",""
"conbandit_combi1_0__0__2025-06-18_14-01","10","225.68766493651052","ContextualBandit-v2","2000","200","0",""
"conbandit_combi1_0__5__2025-06-18_14-01","10","242.31039016629737","ContextualBandit-v2","1500","200","5",""
"conbandit_combi1_0__4__2025-06-18_14-00","10","215.79363808581925","ContextualBandit-v2","1500","200","4",""
"conbandit_combi1_0__3__2025-06-18_14-00","10","322.6916272062715","ContextualBandit-v2","1500","200","3",""
"conbandit_combi1_0__2__2025-06-18_14-00","10","340.5369473584825","ContextualBandit-v2","1500","200","2",""
"conbandit_combi1_0__1__2025-06-18_14-00","10","280.44948242293293","ContextualBandit-v2","1500","200","1",""
"conbandit_combi1_0__0__2025-06-18_13-59","10","226.9200339246742","ContextualBandit-v2","1500","200","0",""
"conbandit_combi1_0__5__2025-06-18_13-59","10","248.54232541089783","ContextualBandit-v2","1000","200","5",""
"conbandit_combi1_0__4__2025-06-18_13-59","10","213.9271618990699","ContextualBandit-v2","1000","200","4",""
"conbandit_combi1_0__3__2025-06-18_13-59","10","319.6589952943528","ContextualBandit-v2","1000","200","3",""
"conbandit_combi1_0__2__2025-06-18_13-58","10","333.79899557671644","ContextualBandit-v2","1000","200","2",""
"conbandit_combi1_0__1__2025-06-18_13-58","10","281.89126334458115","ContextualBandit-v2","1000","200","1",""
"conbandit_combi1_0__0__2025-06-18_13-58","10","248.87708632482287","ContextualBandit-v2","1000","200","0",""
"conbandit_combi1_0__5__2025-06-18_13-58","10","237.94481025115616","ContextualBandit-v2","500","200","5",""
"conbandit_combi1_0__4__2025-06-18_13-57","10","261.9869589671628","ContextualBandit-v2","500","200","4",""
"conbandit_combi1_0__3__2025-06-18_13-57","10","311.1567382338604","ContextualBandit-v2","500","200","3",""
"conbandit_combi1_0__2__2025-06-18_13-57","10","353.77315762369756","ContextualBandit-v2","500","200","2",""
"conbandit_combi1_0__1__2025-06-18_13-57","10","268.72014397438875","ContextualBandit-v2","500","200","1",""
"conbandit_combi1_0__0__2025-06-18_13-56","10","228.4199378216007","ContextualBandit-v2","500","200","0",""
"conbandit_combi1_0__5__2025-06-18_13-45","5","67.59280395507812","NNBandit-v0","2000","200","5",""
"conbandit_combi1_0__4__2025-06-18_13-45","5","49.720272064208984","NNBandit-v0","2000","200","4",""
"conbandit_combi1_0__3__2025-06-18_13-45","5","112.75237274169922","NNBandit-v0","2000","200","3",""
"conbandit_combi1_0__2__2025-06-18_13-45","5","96.9579849243164","NNBandit-v0","2000","200","2",""
"conbandit_combi1_0__1__2025-06-18_13-44","5","20.83043670654297","NNBandit-v0","2000","200","1",""
"conbandit_combi1_0__0__2025-06-18_13-44","5","43.606224060058594","NNBandit-v0","2000","200","0",""
"conbandit_combi1_0__5__2025-06-18_13-44","5","67.09547424316406","NNBandit-v0","1500","200","5",""
"conbandit_combi1_0__4__2025-06-18_13-44","5","49.33643341064453","NNBandit-v0","1500","200","4",""
"conbandit_combi1_0__3__2025-06-18_13-44","5","112.5947036743164","NNBandit-v0","1500","200","3",""
"conbandit_combi1_0__2__2025-06-18_13-44","5","96.9664077758789","NNBandit-v0","1500","200","2",""
"conbandit_combi1_0__1__2025-06-18_13-43","5","20.83043670654297","NNBandit-v0","1500","200","1",""
"conbandit_combi1_0__0__2025-06-18_13-43","5","43.6219367980957","NNBandit-v0","1500","200","0",""
"conbandit_combi1_0__5__2025-06-18_13-43","5","64.13287353515625","NNBandit-v0","1000","200","5",""
"conbandit_combi1_0__4__2025-06-18_13-43","5","48.92314910888672","NNBandit-v0","1000","200","4",""
"conbandit_combi1_0__3__2025-06-18_13-43","5","106.91596221923828","NNBandit-v0","1000","200","3",""
"conbandit_combi1_0__2__2025-06-18_13-42","5","98.09573364257812","NNBandit-v0","1000","200","2",""
"conbandit_combi1_0__1__2025-06-18_13-42","5","20.82653045654297","NNBandit-v0","1000","200","1",""
"conbandit_combi1_0__0__2025-06-18_13-42","5","43.46763610839844","NNBandit-v0","1000","200","0",""
"conbandit_combi1_0__5__2025-06-18_13-42","5","54.21350860595703","NNBandit-v0","500","200","5",""
"conbandit_combi1_0__4__2025-06-18_13-42","5","48.82651138305664","NNBandit-v0","500","200","4",""
"conbandit_combi1_0__3__2025-06-18_13-41","5","96.64071655273438","NNBandit-v0","500","200","3",""
"conbandit_combi1_0__2__2025-06-18_13-41","5","87.62434387207031","NNBandit-v0","500","200","2",""
"conbandit_combi1_0__1__2025-06-18_13-41","5","20.853681564331055","NNBandit-v0","500","200","1",""
"conbandit_combi1_0__0__2025-06-18_13-41","5","43.26919937133789","NNBandit-v0","500","200","0",""
"conbandit_combi1_0__5__2025-06-18_13-41","5","259.34948664047613","ContextualBandit-v2","2000","200","5",""
"conbandit_combi1_0__4__2025-06-18_13-40","5","251.47741840508857","ContextualBandit-v2","2000","200","4",""
"conbandit_combi1_0__3__2025-06-18_13-40","5","327.06912529441144","ContextualBandit-v2","2000","200","3",""
"conbandit_combi1_0__2__2025-06-18_13-40","5","364.104506463781","ContextualBandit-v2","2000","200","2",""
"conbandit_combi1_0__1__2025-06-18_13-40","5","271.58347224342083","ContextualBandit-v2","2000","200","1",""
"conbandit_combi1_0__0__2025-06-18_13-39","5","245.71335218079415","ContextualBandit-v2","2000","200","0",""
"conbandit_combi1_0__5__2025-06-18_13-39","5","259.8646461450931","ContextualBandit-v2","1500","200","5",""
"conbandit_combi1_0__4__2025-06-18_13-39","5","252.52740421221796","ContextualBandit-v2","1500","200","4",""
"conbandit_combi1_0__3__2025-06-18_13-39","5","327.79227485098005","ContextualBandit-v2","1500","200","3",""
"conbandit_combi1_0__2__2025-06-18_13-38","5","364.0447896541512","ContextualBandit-v2","1500","200","2",""
"conbandit_combi1_0__1__2025-06-18_13-38","5","270.0546240638025","ContextualBandit-v2","1500","200","1",""
"conbandit_combi1_0__0__2025-06-18_13-38","5","245.48336689299865","ContextualBandit-v2","1500","200","0",""
"conbandit_combi1_0__5__2025-06-18_13-38","5","260.3574391054371","ContextualBandit-v2","1000","200","5",""
"conbandit_combi1_0__4__2025-06-18_13-37","5","251.80430840026284","ContextualBandit-v2","1000","200","4",""
"conbandit_combi1_0__3__2025-06-18_13-37","5","321.5774658805681","ContextualBandit-v2","1000","200","3",""
"conbandit_combi1_0__2__2025-06-18_13-37","5","384.6713032687407","ContextualBandit-v2","1000","200","2",""
"conbandit_combi1_0__1__2025-06-18_13-37","5","290.50105026483635","ContextualBandit-v2","1000","200","1",""
"conbandit_combi1_0__0__2025-06-18_13-36","5","266.7101177082296","ContextualBandit-v2","1000","200","0",""
"conbandit_combi1_0__5__2025-06-18_13-36","5","269.8431182462052","ContextualBandit-v2","500","200","5",""
"conbandit_combi1_0__4__2025-06-18_13-36","5","258.4030572131687","ContextualBandit-v2","500","200","4",""
"conbandit_combi1_0__3__2025-06-18_13-35","5","332.74009167916535","ContextualBandit-v2","500","200","3",""
"conbandit_combi1_0__2__2025-06-18_13-35","5","349.0754383898825","ContextualBandit-v2","500","200","2",""
"conbandit_combi1_0__1__2025-06-18_13-35","5","252.9623500741852","ContextualBandit-v2","500","200","1",""
"conbandit_combi1_0__0__2025-06-18_13-35","5","243.53851083668863","ContextualBandit-v2","500","200","0",""
"conbandit_combi1_0__5__2025-06-18_13-24","2","82.22793579101562","NNBandit-v0","2000","200","5",""
"conbandit_combi1_0__4__2025-06-18_13-23","2","71.01156616210938","NNBandit-v0","2000","200","4",""
"conbandit_combi1_0__3__2025-06-18_13-23","2","128.4825897216797","NNBandit-v0","2000","200","3",""
"conbandit_combi1_0__2__2025-06-18_13-23","2","134.3937530517578","NNBandit-v0","2000","200","2",""
"conbandit_combi1_0__1__2025-06-18_13-23","2","27.622106552124023","NNBandit-v0","2000","200","1",""
"conbandit_combi1_0__0__2025-06-18_13-23","2","59.91130828857422","NNBandit-v0","2000","200","0",""
"conbandit_combi1_0__5__2025-06-18_13-22","2","82.04145812988281","NNBandit-v0","1500","200","5",""
"conbandit_combi1_0__4__2025-06-18_13-22","2","71.40675354003906","NNBandit-v0","1500","200","4",""
"conbandit_combi1_0__3__2025-06-18_13-22","2","128.05148315429688","NNBandit-v0","1500","200","3",""
"conbandit_combi1_0__2__2025-06-18_13-22","2","134.52261352539062","NNBandit-v0","1500","200","2",""
"conbandit_combi1_0__1__2025-06-18_13-21","2","27.622106552124023","NNBandit-v0","1500","200","1",""
"conbandit_combi1_0__0__2025-06-18_13-21","2","59.91130828857422","NNBandit-v0","1500","200","0",""
"conbandit_combi1_0__5__2025-06-18_13-21","2","71.96839904785156","NNBandit-v0","1000","200","5",""
"conbandit_combi1_0__4__2025-06-18_13-21","2","70.84516143798828","NNBandit-v0","1000","200","4",""
"conbandit_combi1_0__3__2025-06-18_13-20","2","122.69671630859376","NNBandit-v0","1000","200","3",""
"conbandit_combi1_0__2__2025-06-18_13-20","2","134.66036987304688","NNBandit-v0","1000","200","2",""
"conbandit_combi1_0__1__2025-06-18_13-20","2","27.618200302124023","NNBandit-v0","1000","200","1",""
"conbandit_combi1_0__0__2025-06-18_13-20","2","60.1870231628418","NNBandit-v0","1000","200","0",""
"conbandit_combi1_0__5__2025-06-18_13-20","2","61.76333236694336","NNBandit-v0","500","200","5",""
"conbandit_combi1_0__4__2025-06-18_13-19","2","68.8148422241211","NNBandit-v0","500","200","4",""
"conbandit_combi1_0__3__2025-06-18_13-19","2","116.92633056640624","NNBandit-v0","500","200","3",""
"conbandit_combi1_0__2__2025-06-18_13-19","2","105.32545471191406","NNBandit-v0","500","200","2",""
"conbandit_combi1_0__1__2025-06-18_13-19","2","28.36000061035156","NNBandit-v0","500","200","1",""
"conbandit_combi1_0__0__2025-06-18_13-18","2","60.59873580932617","NNBandit-v0","500","200","0",""
"conbandit_combi1_0__5__2025-06-18_13-18","2","296.1807940705041","ContextualBandit-v2","2000","200","5",""
"conbandit_combi1_0__4__2025-06-18_13-18","2","264.1925968770184","ContextualBandit-v2","2000","200","4",""
"conbandit_combi1_0__3__2025-06-18_13-18","2","299.8888668754089","ContextualBandit-v2","2000","200","3",""
"conbandit_combi1_0__2__2025-06-18_13-17","2","360.9184695393745","ContextualBandit-v2","2000","200","2",""
"conbandit_combi1_0__1__2025-06-18_13-17","2","279.95870727609594","ContextualBandit-v2","2000","200","1",""
"conbandit_combi1_0__0__2025-06-18_13-17","2","253.658121265101","ContextualBandit-v2","2000","200","0",""
"conbandit_combi1_0__5__2025-06-18_13-16","2","295.5775195765757","ContextualBandit-v2","1500","200","5",""
"conbandit_combi1_0__4__2025-06-18_13-16","2","262.8189570397816","ContextualBandit-v2","1500","200","4",""
"conbandit_combi1_0__3__2025-06-18_13-16","2","300.7857166484508","ContextualBandit-v2","1500","200","3",""
"conbandit_combi1_0__2__2025-06-18_13-16","2","360.2634840092743","ContextualBandit-v2","1500","200","2",""
"conbandit_combi1_0__1__2025-06-18_13-15","2","278.1258480880139","ContextualBandit-v2","1500","200","1",""
"conbandit_combi1_0__0__2025-06-18_13-15","2","255.2611802110862","ContextualBandit-v2","1500","200","0",""
"conbandit_combi1_0__5__2025-06-18_13-15","2","286.32830807627647","ContextualBandit-v2","1000","200","5",""
"conbandit_combi1_0__4__2025-06-18_13-15","2","259.96049275963486","ContextualBandit-v2","1000","200","4",""
"conbandit_combi1_0__3__2025-06-18_13-14","2","304.35514905765893","ContextualBandit-v2","1000","200","3",""
"conbandit_combi1_0__2__2025-06-18_13-14","2","361.1520677877052","ContextualBandit-v2","1000","200","2",""
"conbandit_combi1_0__1__2025-06-18_13-14","2","267.05569567979876","ContextualBandit-v2","1000","200","1",""
"conbandit_combi1_0__0__2025-06-18_13-14","2","269.1311392040072","ContextualBandit-v2","1000","200","0",""
"conbandit_combi1_0__5__2025-06-18_13-13","2","304.49357609172074","ContextualBandit-v2","500","200","5",""
"conbandit_combi1_0__4__2025-06-18_13-13","2","277.11619332567057","ContextualBandit-v2","500","200","4",""
"conbandit_combi1_0__3__2025-06-18_13-13","2","327.6137258736178","ContextualBandit-v2","500","200","3",""
"conbandit_combi1_0__2__2025-06-18_13-13","2","356.6492626654508","ContextualBandit-v2","500","200","2",""
"conbandit_combi1_0__1__2025-06-18_13-12","2","261.11283810829474","ContextualBandit-v2","500","200","1",""
"conbandit_combi1_0__0__2025-06-18_13-12","2","250.8656463476094","ContextualBandit-v2","500","200","0",""
