"Step","noisy_net: true - exploration_rate","noisy_net: true - exploration_rate__MIN","noisy_net: true - exploration_rate__MAX"
"590","0.2096666666666666","0.05000000000000001","0.4050000000000001"
"600","0.20766666666666672","0.025","0.3974999999999999"
"610","0.20249999999999999","0.025","0.39499999999999996"
"620","0.20308333333333337","0.025","0.41"
"630","0.19816666666666666","0.022500000000000003","0.4225"
"640","0.20100000000000004","0.022500000000000003","0.4375"
"650","0.20041666666666666","0.012500000000000006","0.44499999999999995"
"660","0.1985833333333333","0.012500000000000006","0.445"
"670","0.1946666666666666","0.010000000000000004","0.4425"
"680","0.19033333333333333","0.010000000000000004","0.42499999999999993"
"690","0.18816666666666662","0.012500000000000006","0.43"
"700","0.18433333333333332","0.012500000000000006","0.43"
"710","0.18549999999999997","0.012500000000000006","0.4349999999999999"
"720","0.18358333333333335","0.012500000000000006","0.43249999999999994"
"730","0.17775","0.012500000000000006","0.4149999999999999"
"740","0.18033333333333335","0.020000000000000007","0.42250000000000004"
"750","0.17925","0.015000000000000008","0.40249999999999997"
"760","0.17583333333333334","0.012500000000000006","0.39249999999999996"
"770","0.17341666666666664","0.012500000000000006","0.38749999999999996"
"780","0.1706666666666666","0.012500000000000006","0.3625"
"790","0.16883333333333334","0.022500000000000003","0.355"
"800","0.16466666666666666","0.022500000000000003","0.33499999999999996"
"810","0.16524999999999998","0.02","0.33"
"820","0.15975","0.017499999999999998","0.33999999999999997"
"830","0.15883333333333335","0.017499999999999998","0.34500000000000003"
"840","0.154","0","0.31749999999999995"
"850","0.15183333333333332","0","0.31"
"860","0.14875000000000002","0","0.3125"
"870","0.1491666666666667","0","0.3075"
"880","0.14741666666666664","0","0.3025"
"890","0.1469166666666667","0","0.315"
"900","0.14566666666666672","0.0025000000000000022","0.3175"
"910","0.14283333333333334","0.0025000000000000022","0.31499999999999995"
"920","0.14325000000000002","0.0025000000000000022","0.305"
"930","0.14400000000000002","0.0025000000000000022","0.31250000000000006"
"940","0.1394166666666667","0.0025000000000000022","0.3025"
"950","0.1349166666666667","0.0025000000000000022","0.2975"
"960","0.13291666666666666","0.0025000000000000022","0.2975"
"970","0.13300000000000003","0.0025000000000000022","0.27"
"980","0.1351666666666667","0.0025000000000000022","0.2825"
"990","0.13541666666666669","0.0050000000000000044","0.295"
"1000","0.13341666666666668","0.015000000000000003","0.295"
"1010","0.13075","0.015000000000000003","0.31749999999999995"
"1020","0.13375000000000004","0.015000000000000003","0.31999999999999995"
"1030","0.13425","0.015000000000000003","0.3424999999999999"
"1040","0.13141666666666665","0.015000000000000003","0.32249999999999995"
"1050","0.13083333333333333","0.015000000000000003","0.345"
"1060","0.13025","0.015000000000000003","0.3375"
"1070","0.12858333333333336","0.015000000000000003","0.33"
"1080","0.12666666666666673","0.0025000000000000022","0.3275"
"1090","0.12425000000000003","0.0025000000000000022","0.31"
"1100","0.1226666666666667","0.0050000000000000044","0.3025"
"1110","0.1229166666666667","0.0050000000000000044","0.30500000000000005"
"1120","0.11908333333333333","0.0025000000000000022","0.28250000000000003"
"1130","0.11858333333333335","0.0025000000000000022","0.275"
"1140","0.11799999999999998","0.0025000000000000022","0.26"
"1150","0.11766666666666666","0.0025000000000000022","0.2525"
"1160","0.1174166666666667","0.0025000000000000022","0.2375"
"1170","0.11525000000000002","0.0025000000000000022","0.2375"
"1180","0.11050000000000003","0.0025000000000000022","0.225"
"1190","0.10699999999999998","0.0025000000000000022","0.2225"
"1200","0.105","0","0.2275000000000001"
"1210","0.10425","0.0025000000000000022","0.24750000000000005"
"1220","0.10049999999999999","0.0025000000000000022","0.24499999999999997"
"1230","0.09658333333333331","0","0.23500000000000001"
"1240","0.09441666666666665","0","0.2225"
"1250","0.09191666666666665","0","0.2375"
"1260","0.08866666666666663","0","0.22749999999999998"
"1270","0.08816666666666667","0","0.2475"
"1280","0.08600000000000001","0.0025000000000000022","0.2725"
"1290","0.08716666666666667","0.0025000000000000022","0.29500000000000004"
"1300","0.08549999999999999","0.0025000000000000022","0.295"
"1310","0.08166666666666669","0","0.2875"
"1320","0.07975000000000002","0","0.2875"
"1330","0.07766666666666668","0","0.255"
"1340","0.07574999999999998","0","0.21999999999999997"
"1350","0.07591666666666666","0","0.21749999999999994"
"1360","0.07400000000000001","0","0.20750000000000002"
"1370","0.072","0","0.19"
"1380","0.06974999999999999","0","0.19"
"1390","0.06891666666666665","0","0.20249999999999999"
"1400","0.06925","0","0.195"
"1410","0.06775","0","0.1725"
"1420","0.06483333333333334","0","0.15250000000000002"
"1430","0.06366666666666666","0","0.15750000000000003"
"1440","0.06541666666666668","0","0.17750000000000005"
"1450","0.06433333333333333","0","0.2"
"1460","0.06366666666666666","0","0.1975"
"1470","0.060916666666666654","0","0.20750000000000002"
"1480","0.06208333333333333","0","0.2125"
"1490","0.059166666666666666","0","0.20999999999999996"
"1500","0.060666666666666674","0","0.20750000000000002"
"1510","0.06125000000000002","0","0.19499999999999998"
"1520","0.06375000000000001","0","0.19499999999999998"
"1530","0.06350000000000003","0","0.1875"
"1540","0.06325","0","0.1875"
"1550","0.06133333333333334","0","0.18749999999999997"
"1560","0.060250000000000005","0","0.18000000000000002"
"1570","0.06108333333333334","0","0.18000000000000002"
"1580","0.06283333333333334","0","0.18000000000000002"
"1590","0.063","0","0.17750000000000002"
"1600","0.06200000000000001","0","0.19"
"1610","0.06000000000000001","0","0.1875"
"1620","0.06041666666666667","0","0.205"
"1630","0.060583333333333336","0","0.21999999999999997"
"1640","0.05941666666666666","0","0.23500000000000001"
"1650","0.05708333333333333","0","0.22000000000000003"
"1660","0.06041666666666667","0","0.23749999999999996"
"1670","0.06358333333333334","0","0.2525"
"1680","0.06366666666666666","0","0.26249999999999996"
"1690","0.06649999999999998","0","0.25749999999999995"
"1700","0.064","0","0.25749999999999995"
"1710","0.06283333333333334","0","0.23249999999999998"
"1720","0.06016666666666665","0","0.21249999999999997"
"1730","0.06291666666666668","0","0.195"
"1740","0.06325","0","0.19250000000000003"
"1750","0.06666666666666667","0","0.20249999999999999"
"1760","0.06625","0","0.20250000000000004"
"1770","0.06483333333333335","0","0.18"
"1780","0.06508333333333334","0","0.18000000000000002"
"1790","0.06733333333333333","0","0.195"
"1800","0.06791666666666667","0","0.1975"
"1810","0.0705","0","0.1975"
"1820","0.07141666666666667","0","0.195"
"1830","0.07249999999999998","0","0.195"
"1840","0.07225","0","0.20249999999999999"
"1850","0.07208333333333333","0","0.21000000000000002"
"1860","0.06883333333333333","0","0.21000000000000002"
"1870","0.06575","0","0.225"
"1880","0.06416666666666666","0","0.22999999999999998"
"1890","0.060333333333333336","0","0.22999999999999998"
"1900","0.060166666666666674","0","0.22999999999999998"
"1910","0.05958333333333332","0","0.2375"
"1920","0.05991666666666666","0","0.25"
"1930","0.05658333333333333","0","0.25"
"1940","0.055333333333333345","0","0.23000000000000004"
"1950","0.05066666666666667","0","0.20249999999999999"
"1960","0.04991666666666666","0","0.19749999999999998"
"1970","0.049666666666666665","0","0.16250000000000003"
"1980","0.04975000000000001","0","0.1525"
"1990","0.04758333333333333","0","0.15000000000000002"
"2000","0.046833333333333324","0","0.14750000000000002"
