"Step","noisy_net: true - exploration_rate","noisy_net: true - exploration_rate__MIN","noisy_net: true - exploration_rate__MAX"
"10","0.43666666666666665","0.09999999999999998","0.8"
"20","0.44833333333333325","0.125","0.7749999999999999"
"30","0.4522222222222222","0.19999999999999998","0.75"
"40","0.4591666666666666","0.19999999999999998","0.7125"
"50","0.4516666666666667","0.25","0.7"
"60","0.44222222222222224","0.24166666666666667","0.6833333333333332"
"70","0.41952380952380947","0.20714285714285713","0.6428571428571429"
"80","0.4027083333333333","0.2","0.61875"
"90","0.38648148148148154","0.19444444444444442","0.5944444444444446"
"100","0.37433333333333324","0.18499999999999997","0.5800000000000001"
"110","0.37015151515151506","0.1727272727272727","0.5636363636363637"
"120","0.36444444444444446","0.1583333333333333","0.5541666666666668"
"130","0.35589743589743594","0.14999999999999997","0.5461538461538462"
"140","0.35130952380952374","0.13928571428571426","0.5357142857142858"
"150","0.34533333333333344","0.13666666666666666","0.5366666666666668"
"160","0.3453125","0.13125","0.5406249999999999"
"170","0.3440196078431373","0.12352941176470589","0.5529411764705882"
"180","0.339074074074074","0.11666666666666667","0.5444444444444444"
"190","0.33578947368421047","0.11315789473684212","0.5421052631578946"
"200","0.33075","0.10750000000000001","0.5349999999999999"
"210","0.32366666666666666","0.09999999999999999","0.5275000000000001"
"220","0.31316666666666665","0.095","0.5225000000000001"
"230","0.30549999999999994","0.06000000000000001","0.5175000000000001"
"240","0.29616666666666663","0.0425","0.51"
"250","0.29075000000000006","0.020000000000000007","0.5075"
"260","0.28466666666666657","0.025000000000000005","0.505"
"270","0.28200000000000003","0.025000000000000005","0.5149999999999999"
"280","0.2816666666666668","0.025000000000000005","0.5375"
"290","0.2831666666666667","0.0475","0.5525"
"300","0.28233333333333327","0.045000000000000005","0.5399999999999999"
"310","0.27825","0.0425","0.5349999999999999"
"320","0.2754166666666667","0.0425","0.5399999999999999"
"330","0.2750000000000001","0.0425","0.53"
"340","0.26975000000000005","0.045","0.53"
"350","0.26791666666666664","0.04","0.515"
"360","0.26541666666666663","0.05500000000000001","0.5099999999999999"
"370","0.25833333333333336","0.05249999999999999","0.48999999999999994"
"380","0.2533333333333333","0.05249999999999999","0.4774999999999999"
"390","0.24916666666666665","0.05249999999999999","0.4749999999999999"
"400","0.25025","0.05","0.48249999999999993"
"410","0.24833333333333335","0.052500000000000005","0.46749999999999997"
"420","0.24624999999999997","0.0675","0.47250000000000003"
"430","0.24433333333333326","0.07","0.4875"
"440","0.23983333333333334","0.07","0.4750000000000001"
"450","0.235","0.06000000000000001","0.47750000000000004"
"460","0.2329166666666666","0.06000000000000001","0.47250000000000003"
"470","0.23149999999999998","0.05750000000000001","0.465"
"480","0.23099999999999996","0.06250000000000001","0.4499999999999999"
"490","0.2261666666666666","0.05500000000000001","0.45"
"500","0.2253333333333333","0.04750000000000001","0.4425"
"510","0.22166666666666665","0.04750000000000001","0.42750000000000005"
"520","0.21883333333333335","0.03000000000000001","0.40249999999999997"
"530","0.21733333333333338","0.032500000000000015","0.39249999999999996"
"540","0.2158333333333333","0.025000000000000012","0.4025"
"550","0.21383333333333335","0.025000000000000012","0.39"
"560","0.20975","0.025000000000000012","0.39749999999999996"
"570","0.20966666666666667","0.025000000000000012","0.39499999999999996"
"580","0.21058333333333337","0.05250000000000001","0.4225"
