"Step","env_id: ContextualBandit-v2 - score","env_id: ContextualBandit-v2 - score__MIN","env_id: ContextualBandit-v2 - score__MAX"
"50","0.49734339505944014","0.31679764894183315","0.7145498411694636"
"100","0.6008577288955687","0.36168514835356497","0.7595858519680238"
"150","0.6927665440175417","0.4987982341270046","0.7963186479058748"
"200","0.7344519076211704","0.529375928365763","0.8283885377344556"
"250","0.741765431513493","0.5238649903244407","0.8188211227010461"
"300","0.7606240720191372","0.5707771485231083","0.8370641333844264"
"350","0.7772730701301446","0.6217443621007309","0.8644529426819857"
"400","0.7844046964323372","0.559337663641341","0.856961910894584"
"450","0.8039763012891978","0.631950193526556","0.882355586098141"
"500","0.8102202386355053","0.6337348917026516","0.9024002743437499"
"550","0.812508961691974","0.6671345021365755","0.9091926071297836"
"600","0.8213295897966709","0.6614438163105156","0.8918878005993348"
"650","0.824724127107259","0.6612823757574177","0.8926275471283104"
"700","0.827708822857866","0.6965244793667026","0.9078275540032901"
"750","0.8342559002048595","0.6928040184486075","0.9036360110449064"
"800","0.8313008495282107","0.6796585296937206","0.9036421646618469"
"850","0.838067023193533","0.686750907306248","0.907824769966356"
"900","0.8360927300802261","0.6798082982161633","0.8978334965014977"
"950","0.8398965851308814","0.6979437197010759","0.9103055791326377"
"1000","0.8438613414071057","0.6909396013752334","0.9157466304643056"
"1050","0.5847498744983247","0.3077156617664697","0.886525521908514"
"1100","0.601870366036021","0.26241426260359246","0.8965016307096895"
"1150","0.6134253084223545","0.3226737364834731","0.8789580378014494"
"1200","0.6440452432771804","0.352826963465922","0.8986132452813829"
"1250","0.6660066335062389","0.3411927454956237","0.9023160666340339"
"1300","0.6968095770377718","0.3417115463689315","0.9049716722505877"
"1350","0.7179161893190664","0.3657539479041945","0.8979886531811161"
"1400","0.7383198420489065","0.4074303075923835","0.904542427490947"
"1450","0.7514948179028728","0.4410991939845377","0.8976846060713953"
"1500","0.7698319887496434","0.5825007391666043","0.8992222914884088"
"1550","0.7818638146661655","0.5900620997999264","0.9035868305373294"
"1600","0.7850617337096473","0.5767442289711763","0.9027674147892789"
"1650","0.7917112031213449","0.616182531476519","0.907608110867379"
"1700","0.796276001469495","0.6686437915995944","0.915798928487249"
"1750","0.8009334477891585","0.6640328703127749","0.9107891426126108"
"1800","0.8096257937209186","0.6625208932231081","0.904062635524034"
"1850","0.8106832899509134","0.6894027972345037","0.9108373005607859"
"1900","0.8092500750838663","0.6877390156537417","0.9067712638973794"
"1950","0.8135226778875801","0.6955991619789088","0.9060868026243921"
"2000","0.8163327709725855","0.6702576527877366","0.9102560518540472"
