"Step","noisy_net: true - regret","noisy_net: true - regret__MIN","noisy_net: true - regret__MAX","noisy_net: false - regret","noisy_net: false - regret__MIN","noisy_net: false - regret__MAX"
"997","246.95652173913044","32","394","342.8","196","418"
"998","246.95652173913044","32","394","342.8","196","418"
"999","246.95652173913044","32","394","342.8","196","418"
"1000","246.95652173913044","32","394","342.8","196","418"
"1001","246.95652173913044","32","394","342.8","196","418"
"1002","246.95652173913044","32","394","342.8","196","418"
"1003","246.95652173913044","32","394","342.8","196","418"
"1004","246.95652173913044","32","394","342.8","196","418"
"1005","246.95652173913044","32","394","342.8","196","418"
"1006","246.95652173913044","32","394","342.8","196","418"
"1007","246.95652173913044","32","394","342.8","196","418"
"1008","246.95652173913044","32","394","342.8","196","418"
"1009","246.95652173913044","32","394","342.8","196","418"
"1010","246.95652173913044","32","394","342.8","196","418"
"1011","246.95652173913044","32","394","342.8","196","418"
"1012","246.95652173913044","32","394","342.8","196","418"
"1013","246.95652173913044","32","394","342.8","196","418"
"1014","246.95652173913044","32","394","342.8","196","418"
"1015","246.95652173913044","32","394","342.8","196","418"
"1016","246.95652173913044","32","394","342.8","196","418"
"1017","246.95652173913044","32","394","342.8","196","418"
"1018","246.95652173913044","32","394","342.8","196","418"
"1019","246.95652173913044","32","394","342.8","196","418"
"1020","246.95652173913044","32","394","342.8","196","418"
"1021","246.95652173913044","32","394","342.8","196","418"
"1022","246.95652173913044","32","394","342.8","196","418"
"1023","246.95652173913044","32","394","342.8","196","418"
"1024","246.95652173913044","32","394","342.8","196","418"
"1025","246.95652173913044","32","394","342.8","196","418"
"1026","246.95652173913044","32","394","342.8","196","418"
"1027","246.95652173913044","32","394","342.8","196","418"
"1028","246.95652173913044","32","394","342.8","196","418"
"1029","246.95652173913044","32","394","342.8","196","418"
"1030","246.95652173913044","32","394","342.8","196","418"
"1031","246.95652173913044","32","394","342.8","196","418"
"1032","246.95652173913044","32","394","342.8","196","418"
"1033","246.95652173913044","32","394","342.8","196","418"
"1034","246.95652173913044","32","394","342.8","196","418"
"1035","246.95652173913044","32","394","342.8","196","418"
"1036","246.95652173913044","32","394","342.8","196","418"
"1037","246.95652173913044","32","394","342.8","196","418"
"1038","246.95652173913044","32","394","342.8","196","418"
"1039","246.95652173913044","32","394","342.8","196","418"
"1040","246.95652173913044","32","394","342.8","196","418"
"1041","246.95652173913044","32","394","342.8","196","418"
"1042","246.95652173913044","32","394","342.8","196","418"
"1043","246.95652173913044","32","394","342.8","196","418"
"1044","246.95652173913044","32","394","342.8","196","418"
"1045","246.95652173913044","32","394","342.8","196","418"
"1046","246.95652173913044","32","394","342.8","196","418"
"1047","246.95652173913044","32","394","342.8","196","418"
"1048","246.95652173913044","32","394","342.8","196","418"
"1049","246.95652173913044","32","394","342.8","196","418"
"1050","246.95652173913044","32","394","342.8","196","418"
"1051","246.95652173913044","32","394","342.8","196","418"
"1052","246.95652173913044","32","394","342.8","196","418"
"1053","246.95652173913044","32","394","342.8","196","418"
"1054","246.95652173913044","32","394","342.8","196","418"
"1055","246.95652173913044","32","394","342.8","196","418"
"1056","246.95652173913044","32","394","342.8","196","418"
"1057","246.95652173913044","32","394","342.8","196","418"
"1058","246.95652173913044","32","394","342.8","196","418"
"1059","246.95652173913044","32","394","342.8","196","418"
"1060","246.95652173913044","32","394","342.8","196","418"
"1061","246.95652173913044","32","394","342.8","196","418"
"1062","246.95652173913044","32","394","342.8","196","418"
"1063","246.95652173913044","32","394","342.8","196","418"
"1064","246.95652173913044","32","394","342.8","196","418"
"1065","246.95652173913044","32","394","342.8","196","418"
"1066","246.95652173913044","32","394","342.8","196","418"
"1067","246.95652173913044","32","394","342.8","196","418"
"1068","246.95652173913044","32","394","342.8","196","418"
"1069","246.95652173913044","32","394","342.8","196","418"
"1070","246.95652173913044","32","394","342.8","196","418"
"1071","246.95652173913044","32","394","342.8","196","418"
"1072","246.95652173913044","32","394","342.8","196","418"
"1073","246.95652173913044","32","394","342.8","196","418"
"1074","246.95652173913044","32","394","342.8","196","418"
"1075","246.95652173913044","32","394","342.8","196","418"
"1076","246.95652173913044","32","394","342.8","196","418"
"1077","246.95652173913044","32","394","342.8","196","418"
"1078","246.95652173913044","32","394","342.8","196","418"
"1079","246.95652173913044","32","394","342.8","196","418"
"1080","246.95652173913044","32","394","342.8","196","418"
"1081","246.95652173913044","32","394","342.8","196","418"
"1082","246.95652173913044","32","394","342.8","196","418"
"1083","246.95652173913044","32","394","342.8","196","418"
"1084","246.95652173913044","32","394","342.8","196","418"
"1085","246.95652173913044","32","394","342.8","196","418"
"1086","246.95652173913044","32","394","342.8","196","418"
"1087","246.95652173913044","32","394","342.8","196","418"
"1088","246.95652173913044","32","394","342.8","196","418"
"1089","246.95652173913044","32","394","342.8","196","418"
"1090","246.95652173913044","32","394","342.8","196","418"
"1091","246.95652173913044","32","394","342.8","196","418"
"1092","246.95652173913044","32","394","342.8","196","418"
"1093","246.95652173913044","32","394","342.8","196","418"
"1094","246.95652173913044","32","394","342.8","196","418"
"1095","246.95652173913044","32","394","342.8","196","418"
"1096","246.95652173913044","32","394","342.8","196","418"
"1097","246.95652173913044","32","394","342.8","196","418"
"1098","246.95652173913044","32","394","342.8","196","418"
"1099","246.95652173913044","32","394","342.8","196","418"
"1100","246.95652173913044","32","394","342.8","196","418"
"1101","246.95652173913044","32","394","342.8","196","418"
"1102","246.95652173913044","32","394","342.8","196","418"
"1103","246.95652173913044","32","394","342.8","196","418"
"1104","246.95652173913044","32","394","342.8","196","418"
"1105","246.95652173913044","32","394","342.8","196","418"
"1106","246.95652173913044","32","394","342.8","196","418"
"1107","246.95652173913044","32","394","342.8","196","418"
"1108","246.95652173913044","32","394","342.8","196","418"
"1109","246.95652173913044","32","394","342.8","196","418"
"1110","246.95652173913044","32","394","342.8","196","418"
"1111","246.95652173913044","32","394","342.8","196","418"
"1112","246.95652173913044","32","394","342.8","196","418"
"1113","246.95652173913044","32","394","342.8","196","418"
"1114","246.95652173913044","32","394","342.8","196","418"
"1115","246.95652173913044","32","394","342.8","196","418"
"1116","246.95652173913044","32","394","342.8","196","418"
"1117","246.95652173913044","32","394","342.8","196","418"
"1118","246.95652173913044","32","394","342.8","196","418"
"1119","246.95652173913044","32","394","342.8","196","418"
"1120","246.95652173913044","32","394","342.8","196","418"
"1121","246.95652173913044","32","394","342.8","196","418"
"1122","246.95652173913044","32","394","342.8","196","418"
"1123","246.95652173913044","32","394","342.8","196","418"
"1124","246.95652173913044","32","394","342.8","196","418"
"1125","246.95652173913044","32","394","342.8","196","418"
"1126","246.95652173913044","32","394","342.8","196","418"
"1127","246.95652173913044","32","394","342.8","196","418"
"1128","246.95652173913044","32","394","342.8","196","418"
"1129","246.95652173913044","32","394","342.8","196","418"
"1130","246.95652173913044","32","394","342.8","196","418"
"1131","246.95652173913044","32","394","342.8","196","418"
"1132","246.95652173913044","32","394","342.8","196","418"
"1133","246.95652173913044","32","394","342.8","196","418"
"1134","246.95652173913044","32","394","342.8","196","418"
"1135","246.95652173913044","32","394","342.8","196","418"
"1136","246.95652173913044","32","394","342.8","196","418"
"1137","246.95652173913044","32","394","342.8","196","418"
"1138","246.95652173913044","32","394","342.8","196","418"
"1139","246.95652173913044","32","394","342.8","196","418"
"1140","246.95652173913044","32","394","342.8","196","418"
"1141","246.95652173913044","32","394","342.8","196","418"
"1142","246.95652173913044","32","394","342.8","196","418"
"1143","246.95652173913044","32","394","342.8","196","418"
"1144","246.95652173913044","32","394","342.8","196","418"
"1145","246.95652173913044","32","394","342.8","196","418"
"1146","246.95652173913044","32","394","342.8","196","418"
"1147","246.95652173913044","32","394","342.8","196","418"
"1148","246.95652173913044","32","394","342.8","196","418"
"1149","246.95652173913044","32","394","342.8","196","418"
"1150","246.95652173913044","32","394","342.8","196","418"
"1151","246.95652173913044","32","394","342.8","196","418"
"1152","246.95652173913044","32","394","342.8","196","418"
"1153","246.95652173913044","32","394","342.8","196","418"
"1154","246.95652173913044","32","394","342.8","196","418"
"1155","246.95652173913044","32","394","342.8","196","418"
"1156","246.95652173913044","32","394","342.8","196","418"
"1157","246.95652173913044","32","394","342.8","196","418"
"1158","246.95652173913044","32","394","342.8","196","418"
"1159","246.95652173913044","32","394","342.8","196","418"
"1160","246.95652173913044","32","394","342.8","196","418"
"1161","246.95652173913044","32","394","342.8","196","418"
"1162","246.95652173913044","32","394","342.8","196","418"
"1163","246.95652173913044","32","394","342.8","196","418"
"1164","246.95652173913044","32","394","342.8","196","418"
"1165","246.95652173913044","32","394","342.8","196","418"
"1166","246.95652173913044","32","394","342.8","196","418"
"1167","246.95652173913044","32","394","342.8","196","418"
"1168","246.95652173913044","32","394","342.8","196","418"
"1169","246.95652173913044","32","394","342.8","196","418"
"1170","246.95652173913044","32","394","342.8","196","418"
"1171","246.95652173913044","32","394","342.8","196","418"
"1172","246.95652173913044","32","394","342.8","196","418"
"1173","246.95652173913044","32","394","342.8","196","418"
"1174","246.95652173913044","32","394","342.8","196","418"
"1175","246.95652173913044","32","394","342.8","196","418"
"1176","246.95652173913044","32","394","342.8","196","418"
"1177","246.95652173913044","32","394","342.8","196","418"
"1178","246.95652173913044","32","394","342.8","196","418"
"1179","246.95652173913044","32","394","342.8","196","418"
"1180","246.95652173913044","32","394","342.8","196","418"
"1181","246.95652173913044","32","394","342.8","196","418"
"1182","246.95652173913044","32","394","342.8","196","418"
"1183","246.95652173913044","32","394","342.8","196","418"
"1184","246.95652173913044","32","394","342.8","196","418"
"1185","246.95652173913044","32","394","342.8","196","418"
"1186","246.95652173913044","32","394","342.8","196","418"
"1187","246.95652173913044","32","394","342.8","196","418"
"1188","246.95652173913044","32","394","342.8","196","418"
"1189","246.95652173913044","32","394","342.8","196","418"
"1190","246.95652173913044","32","394","342.8","196","418"
"1191","246.95652173913044","32","394","342.8","196","418"
"1192","246.95652173913044","32","394","342.8","196","418"
"1193","246.95652173913044","32","394","342.8","196","418"
"1194","246.95652173913044","32","394","342.8","196","418"
"1195","246.95652173913044","32","394","342.8","196","418"
"1196","246.95652173913044","32","394","342.8","196","418"
"1197","246.95652173913044","32","394","342.8","196","418"
"1198","246.95652173913044","32","394","342.8","196","418"
"1199","246.95652173913044","32","394","342.8","196","418"
"1200","246.95652173913044","32","394","342.8","196","418"
"1201","246.95652173913044","32","394","342.8","196","418"
"1202","246.95652173913044","32","394","342.8","196","418"
"1203","246.95652173913044","32","394","342.8","196","418"
"1204","246.95652173913044","32","394","342.8","196","418"
"1205","246.95652173913044","32","394","342.8","196","418"
"1206","246.95652173913044","32","394","342.8","196","418"
"1207","246.95652173913044","32","394","342.8","196","418"
"1208","246.95652173913044","32","394","342.8","196","418"
"1209","246.95652173913044","32","394","342.8","196","418"
"1210","246.95652173913044","32","394","342.8","196","418"
"1211","246.95652173913044","32","394","342.8","196","418"
"1212","246.95652173913044","32","394","342.8","196","418"
"1213","246.95652173913044","32","394","342.8","196","418"
"1214","246.95652173913044","32","394","342.8","196","418"
"1215","246.95652173913044","32","394","342.8","196","418"
"1216","246.95652173913044","32","394","342.8","196","418"
"1217","246.95652173913044","32","394","342.8","196","418"
"1218","246.95652173913044","32","394","342.8","196","418"
"1219","246.95652173913044","32","394","342.8","196","418"
"1220","246.95652173913044","32","394","342.8","196","418"
"1221","246.95652173913044","32","394","342.8","196","418"
"1222","246.95652173913044","32","394","342.8","196","418"
"1223","246.95652173913044","32","394","342.8","196","418"
"1224","246.95652173913044","32","394","342.8","196","418"
"1225","246.95652173913044","32","394","342.8","196","418"
"1226","246.95652173913044","32","394","342.8","196","418"
"1227","246.95652173913044","32","394","342.8","196","418"
"1228","246.95652173913044","32","394","342.8","196","418"
"1229","246.95652173913044","32","394","342.8","196","418"
"1230","246.95652173913044","32","394","342.8","196","418"
"1231","246.95652173913044","32","394","342.8","196","418"
"1232","246.95652173913044","32","394","342.8","196","418"
"1233","246.95652173913044","32","394","342.8","196","418"
"1234","246.95652173913044","32","394","342.8","196","418"
"1235","246.95652173913044","32","394","342.8","196","418"
"1236","246.95652173913044","32","394","342.8","196","418"
"1237","246.95652173913044","32","394","342.8","196","418"
"1238","246.95652173913044","32","394","342.8","196","418"
"1239","246.95652173913044","32","394","342.8","196","418"
"1240","246.95652173913044","32","394","342.8","196","418"
"1241","246.95652173913044","32","394","342.8","196","418"
"1242","246.95652173913044","32","394","342.8","196","418"
"1243","246.95652173913044","32","394","342.8","196","418"
"1244","246.95652173913044","32","394","342.8","196","418"
"1245","246.95652173913044","32","394","342.8","196","418"
"1246","246.95652173913044","32","394","342.8","196","418"
"1247","246.95652173913044","32","394","342.8","196","418"
"1248","246.95652173913044","32","394","342.8","196","418"
"1249","246.95652173913044","32","394","342.8","196","418"
"1250","246.95652173913044","32","394","342.8","196","418"
"1251","246.95652173913044","32","394","342.8","196","418"
"1252","246.95652173913044","32","394","342.8","196","418"
"1253","246.95652173913044","32","394","342.8","196","418"
"1254","246.95652173913044","32","394","342.8","196","418"
"1255","246.95652173913044","32","394","342.8","196","418"
"1256","246.95652173913044","32","394","342.8","196","418"
"1257","246.95652173913044","32","394","342.8","196","418"
"1258","246.95652173913044","32","394","342.8","196","418"
"1259","246.95652173913044","32","394","342.8","196","418"
"1260","246.95652173913044","32","394","342.8","196","418"
"1261","246.95652173913044","32","394","342.8","196","418"
"1262","246.95652173913044","32","394","342.8","196","418"
"1263","246.95652173913044","32","394","342.8","196","418"
"1264","246.95652173913044","32","394","342.8","196","418"
"1265","246.95652173913044","32","394","342.8","196","418"
"1266","246.95652173913044","32","394","342.8","196","418"
"1267","246.95652173913044","32","394","342.8","196","418"
"1268","246.95652173913044","32","394","342.8","196","418"
"1269","246.95652173913044","32","394","342.8","196","418"
"1270","246.95652173913044","32","394","342.8","196","418"
"1271","246.95652173913044","32","394","342.8","196","418"
"1272","246.95652173913044","32","394","342.8","196","418"
"1273","246.95652173913044","32","394","342.8","196","418"
"1274","246.95652173913044","32","394","342.8","196","418"
"1275","246.95652173913044","32","394","342.8","196","418"
"1276","246.95652173913044","32","394","342.8","196","418"
"1277","246.95652173913044","32","394","342.8","196","418"
"1278","246.95652173913044","32","394","342.8","196","418"
"1279","246.95652173913044","32","394","342.8","196","418"
"1280","246.95652173913044","32","394","342.8","196","418"
"1281","246.95652173913044","32","394","342.8","196","418"
"1282","246.95652173913044","32","394","342.8","196","418"
"1283","246.95652173913044","32","394","342.8","196","418"
"1284","246.95652173913044","32","394","342.8","196","418"
"1285","246.95652173913044","32","394","342.8","196","418"
"1286","246.95652173913044","32","394","342.8","196","418"
"1287","246.95652173913044","32","394","342.8","196","418"
"1288","246.95652173913044","32","394","342.8","196","418"
"1289","246.95652173913044","32","394","342.8","196","418"
"1290","246.95652173913044","32","394","342.8","196","418"
"1291","246.95652173913044","32","394","342.8","196","418"
"1292","246.95652173913044","32","394","342.8","196","418"
"1293","246.95652173913044","32","394","342.8","196","418"
"1294","246.95652173913044","32","394","342.8","196","418"
"1295","246.95652173913044","32","394","342.8","196","418"
"1296","246.95652173913044","32","394","342.8","196","418"
"1297","246.95652173913044","32","394","342.8","196","418"
"1298","246.95652173913044","32","394","342.8","196","418"
"1299","246.95652173913044","32","394","342.8","196","418"
"1300","246.95652173913044","32","394","342.8","196","418"
"1301","246.95652173913044","32","394","342.8","196","418"
"1302","246.95652173913044","32","394","342.8","196","418"
"1303","246.95652173913044","32","394","342.8","196","418"
"1304","246.95652173913044","32","394","342.8","196","418"
"1305","246.95652173913044","32","394","342.8","196","418"
"1306","246.95652173913044","32","394","342.8","196","418"
"1307","246.95652173913044","32","394","342.8","196","418"
"1308","246.95652173913044","32","394","342.8","196","418"
"1309","246.95652173913044","32","394","342.8","196","418"
"1310","246.95652173913044","32","394","342.8","196","418"
"1311","246.95652173913044","32","394","342.8","196","418"
"1312","246.95652173913044","32","394","342.8","196","418"
"1313","246.95652173913044","32","394","342.8","196","418"
"1314","246.95652173913044","32","394","342.8","196","418"
"1315","246.95652173913044","32","394","342.8","196","418"
"1316","246.95652173913044","32","394","342.8","196","418"
"1317","246.95652173913044","32","394","342.8","196","418"
"1318","246.95652173913044","32","394","342.8","196","418"
"1319","246.95652173913044","32","394","342.8","196","418"
"1320","246.95652173913044","32","394","342.8","196","418"
"1321","246.95652173913044","32","394","342.8","196","418"
"1322","246.95652173913044","32","394","342.8","196","418"
"1323","246.95652173913044","32","394","342.8","196","418"
"1324","246.95652173913044","32","394","342.8","196","418"
"1325","246.95652173913044","32","394","342.8","196","418"
"1326","246.95652173913044","32","394","342.8","196","418"
"1327","246.95652173913044","32","394","342.8","196","418"
"1328","246.95652173913044","32","394","342.8","196","418"
"1329","246.95652173913044","32","394","342.8","196","418"
"1330","246.95652173913044","32","394","342.8","196","418"
"1331","246.95652173913044","32","394","342.8","196","418"
"1332","246.95652173913044","32","394","342.8","196","418"
"1333","246.95652173913044","32","394","342.8","196","418"
"1334","246.95652173913044","32","394","342.8","196","418"
"1335","246.95652173913044","32","394","342.8","196","418"
"1336","246.95652173913044","32","394","342.8","196","418"
"1337","246.95652173913044","32","394","342.8","196","418"
"1338","246.95652173913044","32","394","342.8","196","418"
"1339","246.95652173913044","32","394","342.8","196","418"
"1340","246.95652173913044","32","394","342.8","196","418"
"1341","246.95652173913044","32","394","342.8","196","418"
"1342","246.95652173913044","32","394","342.8","196","418"
"1343","246.95652173913044","32","394","342.8","196","418"
"1344","246.95652173913044","32","394","342.8","196","418"
"1345","246.95652173913044","32","394","342.8","196","418"
"1346","246.95652173913044","32","394","342.8","196","418"
"1347","246.95652173913044","32","394","342.8","196","418"
"1348","246.95652173913044","32","394","342.8","196","418"
"1349","246.95652173913044","32","394","342.8","196","418"
"1350","246.95652173913044","32","394","342.8","196","418"
"1351","246.95652173913044","32","394","342.8","196","418"
"1352","246.95652173913044","32","394","342.8","196","418"
"1353","246.95652173913044","32","394","342.8","196","418"
"1354","246.95652173913044","32","394","342.8","196","418"
"1355","246.95652173913044","32","394","342.8","196","418"
"1356","246.95652173913044","32","394","342.8","196","418"
"1357","246.95652173913044","32","394","342.8","196","418"
"1358","246.95652173913044","32","394","342.8","196","418"
"1359","246.95652173913044","32","394","342.8","196","418"
"1360","246.95652173913044","32","394","342.8","196","418"
"1361","246.95652173913044","32","394","342.8","196","418"
"1362","246.95652173913044","32","394","342.8","196","418"
"1363","246.95652173913044","32","394","342.8","196","418"
"1364","246.95652173913044","32","394","342.8","196","418"
"1365","246.95652173913044","32","394","342.8","196","418"
"1366","246.95652173913044","32","394","342.8","196","418"
"1367","246.95652173913044","32","394","342.8","196","418"
"1368","246.95652173913044","32","394","342.8","196","418"
"1369","246.95652173913044","32","394","342.8","196","418"
"1370","246.95652173913044","32","394","342.8","196","418"
"1371","246.95652173913044","32","394","342.8","196","418"
"1372","246.95652173913044","32","394","342.8","196","418"
"1373","246.95652173913044","32","394","342.8","196","418"
"1374","246.95652173913044","32","394","342.8","196","418"
"1375","246.95652173913044","32","394","342.8","196","418"
"1376","246.95652173913044","32","394","342.8","196","418"
"1377","246.95652173913044","32","394","342.8","196","418"
"1378","246.95652173913044","32","394","342.8","196","418"
"1379","246.95652173913044","32","394","342.8","196","418"
"1380","246.95652173913044","32","394","342.8","196","418"
"1381","246.95652173913044","32","394","342.8","196","418"
"1382","246.95652173913044","32","394","342.8","196","418"
"1383","246.95652173913044","32","394","342.8","196","418"
"1384","246.95652173913044","32","394","342.8","196","418"
"1385","246.95652173913044","32","394","342.8","196","418"
"1386","246.95652173913044","32","394","342.8","196","418"
"1387","246.95652173913044","32","394","342.8","196","418"
"1388","246.95652173913044","32","394","342.8","196","418"
"1389","246.95652173913044","32","394","342.8","196","418"
"1390","246.95652173913044","32","394","342.8","196","418"
"1391","246.95652173913044","32","394","342.8","196","418"
"1392","246.95652173913044","32","394","342.8","196","418"
"1393","246.95652173913044","32","394","342.8","196","418"
"1394","246.95652173913044","32","394","342.8","196","418"
"1395","246.95652173913044","32","394","342.8","196","418"
"1396","246.95652173913044","32","394","342.8","196","418"
"1397","246.95652173913044","32","394","342.8","196","418"
"1398","246.95652173913044","32","394","342.8","196","418"
"1399","246.95652173913044","32","394","342.8","196","418"
"1400","246.95652173913044","32","394","342.8","196","418"
"1401","246.95652173913044","32","394","342.8","196","418"
"1402","246.95652173913044","32","394","342.8","196","418"
"1403","246.95652173913044","32","394","342.8","196","418"
"1404","246.95652173913044","32","394","342.8","196","418"
"1405","246.95652173913044","32","394","342.8","196","418"
"1406","246.95652173913044","32","394","342.8","196","418"
"1407","246.95652173913044","32","394","342.8","196","418"
"1408","246.95652173913044","32","394","342.8","196","418"
"1409","246.95652173913044","32","394","342.8","196","418"
"1410","246.95652173913044","32","394","342.8","196","418"
"1411","246.95652173913044","32","394","342.8","196","418"
"1412","246.95652173913044","32","394","342.8","196","418"
"1413","246.95652173913044","32","394","342.8","196","418"
"1414","246.95652173913044","32","394","342.8","196","418"
"1415","246.95652173913044","32","394","342.8","196","418"
"1416","246.95652173913044","32","394","342.8","196","418"
"1417","246.95652173913044","32","394","342.8","196","418"
"1418","246.95652173913044","32","394","342.8","196","418"
"1419","246.95652173913044","32","394","342.8","196","418"
"1420","246.95652173913044","32","394","342.8","196","418"
"1421","246.95652173913044","32","394","342.8","196","418"
"1422","246.95652173913044","32","394","342.8","196","418"
"1423","246.95652173913044","32","394","342.8","196","418"
"1424","246.95652173913044","32","394","342.8","196","418"
"1425","246.95652173913044","32","394","342.8","196","418"
"1426","246.95652173913044","32","394","342.8","196","418"
"1427","246.95652173913044","32","394","342.8","196","418"
"1428","246.95652173913044","32","394","342.8","196","418"
"1429","246.95652173913044","32","394","342.8","196","418"
"1430","246.95652173913044","32","394","342.8","196","418"
"1431","246.95652173913044","32","394","342.8","196","418"
"1432","246.95652173913044","32","394","342.8","196","418"
"1433","246.95652173913044","32","394","342.8","196","418"
"1434","246.95652173913044","32","394","342.8","196","418"
"1435","246.95652173913044","32","394","342.8","196","418"
"1436","246.95652173913044","32","394","342.8","196","418"
"1437","246.95652173913044","32","394","342.8","196","418"
"1438","246.95652173913044","32","394","342.8","196","418"
"1439","246.95652173913044","32","394","342.8","196","418"
"1440","246.95652173913044","32","394","342.8","196","418"
"1441","246.95652173913044","32","394","342.8","196","418"
"1442","246.95652173913044","32","394","342.8","196","418"
"1443","246.95652173913044","32","394","342.8","196","418"
"1444","246.95652173913044","32","394","342.8","196","418"
"1445","246.95652173913044","32","394","342.8","196","418"
"1446","246.95652173913044","32","394","342.8","196","418"
"1447","246.95652173913044","32","394","342.8","196","418"
"1448","246.95652173913044","32","394","342.8","196","418"
"1449","246.95652173913044","32","394","342.8","196","418"
"1450","246.95652173913044","32","394","342.8","196","418"
"1451","246.95652173913044","32","394","342.8","196","418"
"1452","246.95652173913044","32","394","342.8","196","418"
"1453","246.95652173913044","32","394","342.8","196","418"
"1454","246.95652173913044","32","394","342.8","196","418"
"1455","246.95652173913044","32","394","342.8","196","418"
"1456","246.95652173913044","32","394","342.8","196","418"
"1457","246.95652173913044","32","394","342.8","196","418"
"1458","246.95652173913044","32","394","342.8","196","418"
"1459","246.95652173913044","32","394","342.8","196","418"
"1460","246.95652173913044","32","394","342.8","196","418"
"1461","246.95652173913044","32","394","342.8","196","418"
"1462","246.95652173913044","32","394","342.8","196","418"
"1463","246.95652173913044","32","394","342.8","196","418"
"1464","246.95652173913044","32","394","342.8","196","418"
"1465","246.95652173913044","32","394","342.8","196","418"
"1466","246.95652173913044","32","394","342.8","196","418"
"1467","246.95652173913044","32","394","342.8","196","418"
"1468","246.95652173913044","32","394","342.8","196","418"
"1469","246.95652173913044","32","394","342.8","196","418"
"1470","246.95652173913044","32","394","342.8","196","418"
"1471","246.95652173913044","32","394","342.8","196","418"
"1472","246.95652173913044","32","394","342.8","196","418"
"1473","246.95652173913044","32","394","342.8","196","418"
"1474","246.95652173913044","32","394","342.8","196","418"
"1475","246.95652173913044","32","394","342.8","196","418"
"1476","246.95652173913044","32","394","342.8","196","418"
"1477","246.95652173913044","32","394","342.8","196","418"
"1478","246.95652173913044","32","394","342.8","196","418"
"1479","246.95652173913044","32","394","342.8","196","418"
"1480","246.95652173913044","32","394","342.8","196","418"
"1481","246.95652173913044","32","394","342.8","196","418"
"1482","246.95652173913044","32","394","342.8","196","418"
"1483","246.95652173913044","32","394","342.8","196","418"
"1484","246.95652173913044","32","394","342.8","196","418"
"1485","246.95652173913044","32","394","342.8","196","418"
"1486","246.95652173913044","32","394","342.8","196","418"
"1487","246.95652173913044","32","394","342.8","196","418"
"1488","246.95652173913044","32","394","342.8","196","418"
"1489","246.95652173913044","32","394","342.8","196","418"
"1490","246.95652173913044","32","394","342.8","196","418"
"1491","246.95652173913044","32","394","342.8","196","418"
"1492","246.95652173913044","32","394","342.8","196","418"
"1493","246.95652173913044","32","394","342.8","196","418"
"1494","246.95652173913044","32","394","342.8","196","418"
"1495","246.95652173913044","32","394","342.8","196","418"
"1496","246.95652173913044","32","394","342.8","196","418"
"1497","246.95652173913044","32","394","342.8","196","418"
"1498","246.95652173913044","32","394","342.8","196","418"
"1499","246.95652173913044","32","394","342.8","196","418"
"1500","246.95652173913044","32","394","342.8","196","418"
"1501","246.95652173913044","32","394","342.8","196","418"
"1502","246.95652173913044","32","394","342.8","196","418"
"1503","246.95652173913044","32","394","342.8","196","418"
"1504","246.95652173913044","32","394","342.8","196","418"
"1505","246.95652173913044","32","394","342.8","196","418"
"1506","246.95652173913044","32","394","342.8","196","418"
"1507","246.95652173913044","32","394","342.8","196","418"
"1508","246.95652173913044","32","394","342.8","196","418"
"1509","246.95652173913044","32","394","342.8","196","418"
"1510","246.95652173913044","32","394","342.8","196","418"
"1511","246.95652173913044","32","394","342.8","196","418"
"1512","246.95652173913044","32","394","342.8","196","418"
"1513","246.95652173913044","32","394","342.8","196","418"
"1514","246.95652173913044","32","394","342.8","196","418"
"1515","246.95652173913044","32","394","342.8","196","418"
"1516","246.95652173913044","32","394","342.8","196","418"
"1517","246.95652173913044","32","394","342.8","196","418"
"1518","246.95652173913044","32","394","342.8","196","418"
"1519","246.95652173913044","32","394","342.8","196","418"
"1520","246.95652173913044","32","394","342.8","196","418"
"1521","246.95652173913044","32","394","342.8","196","418"
"1522","246.95652173913044","32","394","342.8","196","418"
"1523","246.95652173913044","32","394","342.8","196","418"
"1524","246.95652173913044","32","394","342.8","196","418"
"1525","246.95652173913044","32","394","342.8","196","418"
"1526","246.95652173913044","32","394","342.8","196","418"
"1527","246.95652173913044","32","394","342.8","196","418"
"1528","246.95652173913044","32","394","342.8","196","418"
"1529","246.95652173913044","32","394","342.8","196","418"
"1530","246.95652173913044","32","394","342.8","196","418"
"1531","246.95652173913044","32","394","342.8","196","418"
"1532","246.95652173913044","32","394","342.8","196","418"
"1533","246.95652173913044","32","394","342.8","196","418"
"1534","246.95652173913044","32","394","342.8","196","418"
"1535","246.95652173913044","32","394","342.8","196","418"
"1536","246.95652173913044","32","394","342.8","196","418"
"1537","246.95652173913044","32","394","342.8","196","418"
"1538","246.95652173913044","32","394","342.8","196","418"
"1539","246.95652173913044","32","394","342.8","196","418"
"1540","246.95652173913044","32","394","342.8","196","418"
"1541","246.95652173913044","32","394","342.8","196","418"
"1542","246.95652173913044","32","394","342.8","196","418"
"1543","246.95652173913044","32","394","342.8","196","418"
"1544","246.95652173913044","32","394","342.8","196","418"
"1545","246.95652173913044","32","394","342.8","196","418"
"1546","246.95652173913044","32","394","342.8","196","418"
"1547","246.95652173913044","32","394","342.8","196","418"
"1548","246.95652173913044","32","394","342.8","196","418"
"1549","246.95652173913044","32","394","342.8","196","418"
"1550","246.95652173913044","32","394","342.8","196","418"
"1551","246.95652173913044","32","394","342.8","196","418"
"1552","246.95652173913044","32","394","342.8","196","418"
