"Step","conbandit_combi1_0__5820__2025-06-17_16-53 - regret","conbandit_combi1_0__5820__2025-06-17_16-53 - regret__MIN","conbandit_combi1_0__5820__2025-06-17_16-53 - regret__MAX","conbandit_combi1_0__7324__2025-06-17_16-52 - regret","conbandit_combi1_0__7324__2025-06-17_16-52 - regret__MIN","conbandit_combi1_0__7324__2025-06-17_16-52 - regret__MAX","conbandit_combi1_0__6341__2025-06-17_16-51 - regret","conbandit_combi1_0__6341__2025-06-17_16-51 - regret__MIN","conbandit_combi1_0__6341__2025-06-17_16-51 - regret__MAX"
"49","9.520958366914286","9.520958366914286","9.520958366914286","92","92","92","12.178781509399414","12.178781509399414","12.178781509399414"
"50","9.520958366914286","9.520958366914286","9.520958366914286","94","94","94","12.402338981628418","12.402338981628418","12.402338981628418"
"51","9.520958366914286","9.520958366914286","9.520958366914286","96","96","96","12.797136306762695","12.797136306762695","12.797136306762695"
"52","9.725916662947167","9.725916662947167","9.725916662947167","98","98","98","13.450950622558594","13.450950622558594","13.450950622558594"
"53","10.230772088734101","10.230772088734101","10.230772088734101","100","100","100","13.752796173095703","13.752796173095703","13.752796173095703"
"54","10.230772088734101","10.230772088734101","10.230772088734101","102","102","102","14.279709815979004","14.279709815979004","14.279709815979004"
"55","10.248803161827258","10.248803161827258","10.248803161827258","104","104","104","14.478434562683105","14.478434562683105","14.478434562683105"
"56","10.453166606211461","10.453166606211461","10.453166606211461","106","106","106","14.705649375915527","14.705649375915527","14.705649375915527"
"57","10.462006649470656","10.462006649470656","10.462006649470656","108","108","108","15.13432502746582","15.13432502746582","15.13432502746582"
"58","10.859670110292633","10.859670110292633","10.859670110292633","110","110","110","15.413581848144531","15.413581848144531","15.413581848144531"
"59","10.86589685016531","10.86589685016531","10.86589685016531","112","112","112","15.61191463470459","15.61191463470459","15.61191463470459"
"60","11.467089110722801","11.467089110722801","11.467089110722801","114","114","114","15.961024284362793","15.961024284362793","15.961024284362793"
"61","11.467089110722801","11.467089110722801","11.467089110722801","116","116","116","16.297029495239258","16.297029495239258","16.297029495239258"
"62","11.467089110722801","11.467089110722801","11.467089110722801","118","118","118","16.500308990478516","16.500308990478516","16.500308990478516"
"63","11.894870060274423","11.894870060274423","11.894870060274423","120","120","120","16.854185104370117","16.854185104370117","16.854185104370117"
"64","11.981875627157075","11.981875627157075","11.981875627157075","122","122","122","17.004953384399414","17.004953384399414","17.004953384399414"
"65","12.007610571779185","12.007610571779185","12.007610571779185","124","124","124","17.390682220458984","17.390682220458984","17.390682220458984"
"66","12.007610571779185","12.007610571779185","12.007610571779185","126","126","126","17.593935012817383","17.593935012817383","17.593935012817383"
"67","12.538691586902605","12.538691586902605","12.538691586902605","128","128","128","17.810537338256836","17.810537338256836","17.810537338256836"
"68","12.538691586902605","12.538691586902605","12.538691586902605","130","130","130","18.109371185302734","18.109371185302734","18.109371185302734"
"69","13.122231252561493","13.122231252561493","13.122231252561493","132","132","132","18.338111877441406","18.338111877441406","18.338111877441406"
"70","13.122231252561493","13.122231252561493","13.122231252561493","134","134","134","18.63999366760254","18.63999366760254","18.63999366760254"
"71","13.852460693359918","13.852460693359918","13.852460693359918","136","136","136","19.114742279052734","19.114742279052734","19.114742279052734"
"72","13.852460693359918","13.852460693359918","13.852460693359918","138","138","138","19.367408752441406","19.367408752441406","19.367408752441406"
"73","13.852460693359918","13.852460693359918","13.852460693359918","140","140","140","19.75669288635254","19.75669288635254","19.75669288635254"
"74","14.405527389349363","14.405527389349363","14.405527389349363","142","142","142","20.092266082763672","20.092266082763672","20.092266082763672"
"75","14.79122328239827","14.79122328239827","14.79122328239827","144","144","144","20.42879867553711","20.42879867553711","20.42879867553711"
"76","14.792539718790866","14.792539718790866","14.792539718790866","146","146","146","20.97783851623535","20.97783851623535","20.97783851623535"
"77","14.792539718790866","14.792539718790866","14.792539718790866","148","148","148","21.1530818939209","21.1530818939209","21.1530818939209"
"78","14.792539718790866","14.792539718790866","14.792539718790866","150","150","150","21.3690128326416","21.3690128326416","21.3690128326416"
"79","14.96944077478314","14.96944077478314","14.96944077478314","152","152","152","21.68274688720703","21.68274688720703","21.68274688720703"
"80","14.96944077478314","14.96944077478314","14.96944077478314","154","154","154","21.934267044067383","21.934267044067383","21.934267044067383"
"81","14.96944077478314","14.96944077478314","14.96944077478314","156","156","156","22.577836990356445","22.577836990356445","22.577836990356445"
"82","15.436766465806638","15.436766465806638","15.436766465806638","158","158","158","22.80934715270996","22.80934715270996","22.80934715270996"
"83","16.050584498913594","16.050584498913594","16.050584498913594","160","160","160","22.848430633544922","22.848430633544922","22.848430633544922"
"84","16.190595776702306","16.190595776702306","16.190595776702306","162","162","162","23.002670288085938","23.002670288085938","23.002670288085938"
"85","16.190595776702306","16.190595776702306","16.190595776702306","164","164","164","23.239465713500977","23.239465713500977","23.239465713500977"
"86","16.190595776702306","16.190595776702306","16.190595776702306","166","166","166","23.502328872680664","23.502328872680664","23.502328872680664"
"87","16.190595776702306","16.190595776702306","16.190595776702306","168","168","168","23.68879508972168","23.68879508972168","23.68879508972168"
"88","16.979280423251883","16.979280423251883","16.979280423251883","170","170","170","24.145755767822266","24.145755767822266","24.145755767822266"
"89","17.20773931027964","17.20773931027964","17.20773931027964","172","172","172","24.572351455688477","24.572351455688477","24.572351455688477"
"90","17.20773931027964","17.20773931027964","17.20773931027964","174","174","174","24.72121810913086","24.72121810913086","24.72121810913086"
"91","17.20773931027964","17.20773931027964","17.20773931027964","174","174","174","24.930238723754883","24.930238723754883","24.930238723754883"
"92","17.24111685334388","17.24111685334388","17.24111685334388","176","176","176","25.202472686767578","25.202472686767578","25.202472686767578"
"93","17.726700414148638","17.726700414148638","17.726700414148638","178","178","178","25.39706039428711","25.39706039428711","25.39706039428711"
"94","18.27708819176309","18.27708819176309","18.27708819176309","180","180","180","25.630945205688477","25.630945205688477","25.630945205688477"
"95","18.567861116244572","18.567861116244572","18.567861116244572","180","180","180","25.995132446289062","25.995132446289062","25.995132446289062"
"96","18.567861116244572","18.567861116244572","18.567861116244572","182","182","182","26.461732864379883","26.461732864379883","26.461732864379883"
"97","18.567861116244572","18.567861116244572","18.567861116244572","184","184","184","26.553909301757812","26.553909301757812","26.553909301757812"
"98","18.699693038067416","18.699693038067416","18.699693038067416","186","186","186","26.725353240966797","26.725353240966797","26.725353240966797"
"99","18.699693038067416","18.699693038067416","18.699693038067416","188","188","188","27.10287094116211","27.10287094116211","27.10287094116211"
"100","18.699693038067416","18.699693038067416","18.699693038067416","190","190","190","27.46293830871582","27.46293830871582","27.46293830871582"
"101","18.699693038067416","18.699693038067416","18.699693038067416","192","192","192","27.7060604095459","27.7060604095459","27.7060604095459"
"102","18.699693038067416","18.699693038067416","18.699693038067416","194","194","194","27.851245880126953","27.851245880126953","27.851245880126953"
"103","18.835099848152026","18.835099848152026","18.835099848152026","196","196","196","28.192550659179688","28.192550659179688","28.192550659179688"
"104","19.399573113133815","19.399573113133815","19.399573113133815","198","198","198","28.624177932739258","28.624177932739258","28.624177932739258"
"105","19.399573113133815","19.399573113133815","19.399573113133815","200","200","200","28.814451217651367","28.814451217651367","28.814451217651367"
"106","19.399573113133815","19.399573113133815","19.399573113133815","202","202","202","29.082122802734375","29.082122802734375","29.082122802734375"
"107","19.399573113133815","19.399573113133815","19.399573113133815","204","204","204","29.35606575012207","29.35606575012207","29.35606575012207"
"108","19.53820107118476","19.53820107118476","19.53820107118476","206","206","206","29.504663467407227","29.504663467407227","29.504663467407227"
"109","19.937131760027064","19.937131760027064","19.937131760027064","208","208","208","29.734310150146484","29.734310150146484","29.734310150146484"
"110","19.937131760027064","19.937131760027064","19.937131760027064","210","210","210","30.2858829498291","30.2858829498291","30.2858829498291"
"111","19.937131760027064","19.937131760027064","19.937131760027064","212","212","212","30.44683074951172","30.44683074951172","30.44683074951172"
"112","19.937131760027064","19.937131760027064","19.937131760027064","214","214","214","30.644123077392578","30.644123077392578","30.644123077392578"
"113","20.372109577167507","20.372109577167507","20.372109577167507","216","216","216","30.94797134399414","30.94797134399414","30.94797134399414"
"114","20.372109577167507","20.372109577167507","20.372109577167507","218","218","218","31.09284782409668","31.09284782409668","31.09284782409668"
"115","20.39721751825496","20.39721751825496","20.39721751825496","220","220","220","31.174400329589844","31.174400329589844","31.174400329589844"
"116","20.39721751825496","20.39721751825496","20.39721751825496","222","222","222","31.36111831665039","31.36111831665039","31.36111831665039"
"117","20.504133545425358","20.504133545425358","20.504133545425358","224","224","224","31.711259841918945","31.711259841918945","31.711259841918945"
"118","20.89697761707666","20.89697761707666","20.89697761707666","226","226","226","31.956575393676758","31.956575393676758","31.956575393676758"
"119","21.069199964949924","21.069199964949924","21.069199964949924","228","228","228","32.35813903808594","32.35813903808594","32.35813903808594"
"120","21.069199964949924","21.069199964949924","21.069199964949924","230","230","230","32.68680191040039","32.68680191040039","32.68680191040039"
"121","21.088857320845133","21.088857320845133","21.088857320845133","232","232","232","32.850093841552734","32.850093841552734","32.850093841552734"
"122","21.088857320845133","21.088857320845133","21.088857320845133","234","234","234","32.891029357910156","32.891029357910156","32.891029357910156"
"123","21.45449197165211","21.45449197165211","21.45449197165211","236","236","236","32.891029357910156","32.891029357910156","32.891029357910156"
"124","21.45449197165211","21.45449197165211","21.45449197165211","238","238","238","33.2141227722168","33.2141227722168","33.2141227722168"
"125","21.45449197165211","21.45449197165211","21.45449197165211","240","240","240","33.59481430053711","33.59481430053711","33.59481430053711"
"126","22.118768073823635","22.118768073823635","22.118768073823635","242","242","242","34.08543395996094","34.08543395996094","34.08543395996094"
"127","22.118768073823635","22.118768073823635","22.118768073823635","244","244","244","34.32823181152344","34.32823181152344","34.32823181152344"
"128","22.325936518019923","22.325936518019923","22.325936518019923","246","246","246","34.59889221191406","34.59889221191406","34.59889221191406"
"129","23.053180267475096","23.053180267475096","23.053180267475096","248","248","248","34.68605041503906","34.68605041503906","34.68605041503906"
"130","23.053180267475096","23.053180267475096","23.053180267475096","250","250","250","34.938358306884766","34.938358306884766","34.938358306884766"
"131","23.053180267475096","23.053180267475096","23.053180267475096","252","252","252","35.197391510009766","35.197391510009766","35.197391510009766"
"132","23.637197313194825","23.637197313194825","23.637197313194825","254","254","254","35.197391510009766","35.197391510009766","35.197391510009766"
"133","23.710524844174593","23.710524844174593","23.710524844174593","256","256","256","35.29697036743164","35.29697036743164","35.29697036743164"
"134","23.710524844174593","23.710524844174593","23.710524844174593","258","258","258","35.63949966430664","35.63949966430664","35.63949966430664"
"135","23.946948125384317","23.946948125384317","23.946948125384317","260","260","260","35.63949966430664","35.63949966430664","35.63949966430664"
"136","23.946948125384317","23.946948125384317","23.946948125384317","262","262","262","35.94573974609375","35.94573974609375","35.94573974609375"
"137","23.946948125384317","23.946948125384317","23.946948125384317","264","264","264","36.3946647644043","36.3946647644043","36.3946647644043"
"138","24.09661575986578","24.09661575986578","24.09661575986578","266","266","266","36.3946647644043","36.3946647644043","36.3946647644043"
"139","24.09661575986578","24.09661575986578","24.09661575986578","268","268","268","36.87471008300781","36.87471008300781","36.87471008300781"
"140","24.33190478648671","24.33190478648671","24.33190478648671","270","270","270","37.107391357421875","37.107391357421875","37.107391357421875"
"141","24.33190478648671","24.33190478648671","24.33190478648671","272","272","272","37.489810943603516","37.489810943603516","37.489810943603516"
"142","24.33253386552516","24.33253386552516","24.33253386552516","274","274","274","37.489810943603516","37.489810943603516","37.489810943603516"
"143","24.33253386552516","24.33253386552516","24.33253386552516","274","274","274","37.98200988769531","37.98200988769531","37.98200988769531"
"144","24.33253386552516","24.33253386552516","24.33253386552516","276","276","276","38.086856842041016","38.086856842041016","38.086856842041016"
"145","24.33253386552516","24.33253386552516","24.33253386552516","278","278","278","38.18547058105469","38.18547058105469","38.18547058105469"
"146","24.880842873679057","24.880842873679057","24.880842873679057","280","280","280","38.491092681884766","38.491092681884766","38.491092681884766"
"147","24.880842873679057","24.880842873679057","24.880842873679057","282","282","282","39.0473518371582","39.0473518371582","39.0473518371582"
"148","24.880842873679057","24.880842873679057","24.880842873679057","284","284","284","39.147682189941406","39.147682189941406","39.147682189941406"
"149","24.880842873679057","24.880842873679057","24.880842873679057","286","286","286","39.147682189941406","39.147682189941406","39.147682189941406"
"150","25.503682283788876","25.503682283788876","25.503682283788876","288","288","288","39.147682189941406","39.147682189941406","39.147682189941406"
"151","25.503682283788876","25.503682283788876","25.503682283788876","290","290","290","39.3134651184082","39.3134651184082","39.3134651184082"
"152","25.503682283788876","25.503682283788876","25.503682283788876","292","292","292","39.58515167236328","39.58515167236328","39.58515167236328"
"153","25.503682283788876","25.503682283788876","25.503682283788876","294","294","294","39.58515167236328","39.58515167236328","39.58515167236328"
"154","25.749084678284955","25.749084678284955","25.749084678284955","296","296","296","39.622833251953125","39.622833251953125","39.622833251953125"
"155","25.749084678284955","25.749084678284955","25.749084678284955","298","298","298","40.035457611083984","40.035457611083984","40.035457611083984"
"156","26.4338524960013","26.4338524960013","26.4338524960013","300","300","300","40.035457611083984","40.035457611083984","40.035457611083984"
"157","26.4338524960013","26.4338524960013","26.4338524960013","302","302","302","40.56843185424805","40.56843185424805","40.56843185424805"
"158","26.438387357638295","26.438387357638295","26.438387357638295","304","304","304","40.59474182128906","40.59474182128906","40.59474182128906"
"159","26.438387357638295","26.438387357638295","26.438387357638295","306","306","306","40.727970123291016","40.727970123291016","40.727970123291016"
"160","26.438387357638295","26.438387357638295","26.438387357638295","308","308","308","40.973934173583984","40.973934173583984","40.973934173583984"
"161","26.438387357638295","26.438387357638295","26.438387357638295","310","310","310","41.49374008178711","41.49374008178711","41.49374008178711"
"162","26.52122848902515","26.52122848902515","26.52122848902515","310","310","310","41.49374008178711","41.49374008178711","41.49374008178711"
"163","26.52122848902515","26.52122848902515","26.52122848902515","310","310","310","41.7963981628418","41.7963981628418","41.7963981628418"
"164","26.52122848902515","26.52122848902515","26.52122848902515","310","310","310","41.7963981628418","41.7963981628418","41.7963981628418"
"165","26.7280683526095","26.7280683526095","26.7280683526095","310","310","310","41.7963981628418","41.7963981628418","41.7963981628418"
"166","27.28272917828211","27.28272917828211","27.28272917828211","310","310","310","41.86452865600586","41.86452865600586","41.86452865600586"
"167","28.15163126139436","28.15163126139436","28.15163126139436","310","310","310","41.86452865600586","41.86452865600586","41.86452865600586"
"168","28.15163126139436","28.15163126139436","28.15163126139436","310","310","310","41.99546813964844","41.99546813964844","41.99546813964844"
"169","28.15163126139436","28.15163126139436","28.15163126139436","312","312","312","42.54132080078125","42.54132080078125","42.54132080078125"
"170","28.15163126139436","28.15163126139436","28.15163126139436","314","314","314","42.54132080078125","42.54132080078125","42.54132080078125"
"171","28.30236523890085","28.30236523890085","28.30236523890085","314","314","314","42.54132080078125","42.54132080078125","42.54132080078125"
"172","28.803751522889634","28.803751522889634","28.803751522889634","314","314","314","42.769351959228516","42.769351959228516","42.769351959228516"
"173","28.803751522889634","28.803751522889634","28.803751522889634","314","314","314","42.837158203125","42.837158203125","42.837158203125"
"174","29.01811706051377","29.01811706051377","29.01811706051377","314","314","314","42.837158203125","42.837158203125","42.837158203125"
"175","29.100260835295785","29.100260835295785","29.100260835295785","316","316","316","42.837158203125","42.837158203125","42.837158203125"
"176","29.100260835295785","29.100260835295785","29.100260835295785","316","316","316","42.837158203125","42.837158203125","42.837158203125"
"177","29.100260835295785","29.100260835295785","29.100260835295785","316","316","316","42.837158203125","42.837158203125","42.837158203125"
"178","29.189463994029996","29.189463994029996","29.189463994029996","316","316","316","42.9494514465332","42.9494514465332","42.9494514465332"
"179","29.189463994029996","29.189463994029996","29.189463994029996","318","318","318","42.9494514465332","42.9494514465332","42.9494514465332"
"180","29.189463994029996","29.189463994029996","29.189463994029996","318","318","318","42.9494514465332","42.9494514465332","42.9494514465332"
"181","29.189463994029996","29.189463994029996","29.189463994029996","318","318","318","42.9494514465332","42.9494514465332","42.9494514465332"
"182","29.392816030247655","29.392816030247655","29.392816030247655","318","318","318","42.9494514465332","42.9494514465332","42.9494514465332"
"183","29.392816030247655","29.392816030247655","29.392816030247655","320","320","320","43.218990325927734","43.218990325927734","43.218990325927734"
"184","29.392816030247655","29.392816030247655","29.392816030247655","322","322","322","43.218990325927734","43.218990325927734","43.218990325927734"
"185","29.848464418322717","29.848464418322717","29.848464418322717","322","322","322","43.218990325927734","43.218990325927734","43.218990325927734"
"186","29.848464418322717","29.848464418322717","29.848464418322717","324","324","324","43.218990325927734","43.218990325927734","43.218990325927734"
"187","29.848464418322717","29.848464418322717","29.848464418322717","324","324","324","43.218990325927734","43.218990325927734","43.218990325927734"
"188","29.903065348258522","29.903065348258522","29.903065348258522","326","326","326","43.507747650146484","43.507747650146484","43.507747650146484"
"189","29.903065348258522","29.903065348258522","29.903065348258522","326","326","326","43.507747650146484","43.507747650146484","43.507747650146484"
"190","30.15009491372701","30.15009491372701","30.15009491372701","328","328","328","43.507747650146484","43.507747650146484","43.507747650146484"
"191","30.794569483626795","30.794569483626795","30.794569483626795","330","330","330","43.78602981567383","43.78602981567383","43.78602981567383"
"192","30.794569483626795","30.794569483626795","30.794569483626795","330","330","330","43.78602981567383","43.78602981567383","43.78602981567383"
"193","31.028721388198463","31.028721388198463","31.028721388198463","330","330","330","43.83818817138672","43.83818817138672","43.83818817138672"
"194","31.028721388198463","31.028721388198463","31.028721388198463","330","330","330","43.83818817138672","43.83818817138672","43.83818817138672"
"195","31.028721388198463","31.028721388198463","31.028721388198463","330","330","330","43.83818817138672","43.83818817138672","43.83818817138672"
"196","31.028721388198463","31.028721388198463","31.028721388198463","330","330","330","43.83818817138672","43.83818817138672","43.83818817138672"
"197","31.028721388198463","31.028721388198463","31.028721388198463","330","330","330","43.83818817138672","43.83818817138672","43.83818817138672"
"198","31.028721388198463","31.028721388198463","31.028721388198463","330","330","330","43.83818817138672","43.83818817138672","43.83818817138672"
"199","31.028721388198463","31.028721388198463","31.028721388198463","332","332","332","44.10298538208008","44.10298538208008","44.10298538208008"
"200","31.028721388198463","31.028721388198463","31.028721388198463","334","334","334","44.10298538208008","44.10298538208008","44.10298538208008"
"201","31.028721388198463","31.028721388198463","31.028721388198463","334","334","334","44.16341018676758","44.16341018676758","44.16341018676758"
"202","31.028721388198463","31.028721388198463","31.028721388198463","334","334","334","44.373130798339844","44.373130798339844","44.373130798339844"
"203","31.028721388198463","31.028721388198463","31.028721388198463","334","334","334","44.373130798339844","44.373130798339844","44.373130798339844"
"204","31.627560505462757","31.627560505462757","31.627560505462757","334","334","334","44.373130798339844","44.373130798339844","44.373130798339844"
"205","31.627560505462757","31.627560505462757","31.627560505462757","334","334","334","44.42705154418945","44.42705154418945","44.42705154418945"
"206","31.627560505462757","31.627560505462757","31.627560505462757","334","334","334","44.47815704345703","44.47815704345703","44.47815704345703"
"207","32.202490917325036","32.202490917325036","32.202490917325036","336","336","336","44.47815704345703","44.47815704345703","44.47815704345703"
"208","32.202490917325036","32.202490917325036","32.202490917325036","336","336","336","44.67511749267578","44.67511749267578","44.67511749267578"
"209","32.202490917325036","32.202490917325036","32.202490917325036","338","338","338","44.67511749267578","44.67511749267578","44.67511749267578"
"210","32.202490917325036","32.202490917325036","32.202490917325036","338","338","338","44.72029113769531","44.72029113769531","44.72029113769531"
"211","32.78365340532005","32.78365340532005","32.78365340532005","338","338","338","44.72029113769531","44.72029113769531","44.72029113769531"
"212","32.78365340532005","32.78365340532005","32.78365340532005","340","340","340","44.72029113769531","44.72029113769531","44.72029113769531"
"213","32.78365340532005","32.78365340532005","32.78365340532005","340","340","340","45.03459548950195","45.03459548950195","45.03459548950195"
"214","32.78365340532005","32.78365340532005","32.78365340532005","340","340","340","45.34651184082031","45.34651184082031","45.34651184082031"
"215","32.78365340532005","32.78365340532005","32.78365340532005","340","340","340","45.34651184082031","45.34651184082031","45.34651184082031"
"216","32.78365340532005","32.78365340532005","32.78365340532005","340","340","340","45.34651184082031","45.34651184082031","45.34651184082031"
"217","32.78365340532005","32.78365340532005","32.78365340532005","340","340","340","45.76403045654297","45.76403045654297","45.76403045654297"
"218","32.78365340532005","32.78365340532005","32.78365340532005","342","342","342","45.86838150024414","45.86838150024414","45.86838150024414"
"219","33.471345969146604","33.471345969146604","33.471345969146604","342","342","342","45.86838150024414","45.86838150024414","45.86838150024414"
"220","33.97090257571677","33.97090257571677","33.97090257571677","342","342","342","45.90121078491211","45.90121078491211","45.90121078491211"
"221","33.97090257571677","33.97090257571677","33.97090257571677","344","344","344","45.90121078491211","45.90121078491211","45.90121078491211"
"222","34.57480436173149","34.57480436173149","34.57480436173149","344","344","344","46.19185256958008","46.19185256958008","46.19185256958008"
"223","34.57480436173149","34.57480436173149","34.57480436173149","344","344","344","46.19185256958008","46.19185256958008","46.19185256958008"
"224","34.6453296540068","34.6453296540068","34.6453296540068","344","344","344","46.19185256958008","46.19185256958008","46.19185256958008"
