"Step","conbandit_combi1_0__5820__2025-06-17_16-53 - regret","conbandit_combi1_0__5820__2025-06-17_16-53 - regret__MIN","conbandit_combi1_0__5820__2025-06-17_16-53 - regret__MAX","conbandit_combi1_0__7324__2025-06-17_16-52 - regret","conbandit_combi1_0__7324__2025-06-17_16-52 - regret__MIN","conbandit_combi1_0__7324__2025-06-17_16-52 - regret__MAX","conbandit_combi1_0__6341__2025-06-17_16-51 - regret","conbandit_combi1_0__6341__2025-06-17_16-51 - regret__MIN","conbandit_combi1_0__6341__2025-06-17_16-51 - regret__MAX"
"407","45.02078474345144","45.02078474345144","45.02078474345144","414","414","414","58.67558288574219","58.67558288574219","58.67558288574219"
"408","45.02078474345144","45.02078474345144","45.02078474345144","414","414","414","59.13677215576172","59.13677215576172","59.13677215576172"
"409","45.02078474345144","45.02078474345144","45.02078474345144","414","414","414","59.13677215576172","59.13677215576172","59.13677215576172"
"410","45.023078254847356","45.023078254847356","45.023078254847356","414","414","414","59.238216400146484","59.238216400146484","59.238216400146484"
"411","45.023078254847356","45.023078254847356","45.023078254847356","414","414","414","59.31874084472656","59.31874084472656","59.31874084472656"
"412","45.023078254847356","45.023078254847356","45.023078254847356","414","414","414","59.35163497924805","59.35163497924805","59.35163497924805"
"413","45.023078254847356","45.023078254847356","45.023078254847356","416","416","416","59.65064239501953","59.65064239501953","59.65064239501953"
"414","45.023078254847356","45.023078254847356","45.023078254847356","416","416","416","59.65064239501953","59.65064239501953","59.65064239501953"
"415","45.6003840340895","45.6003840340895","45.6003840340895","416","416","416","59.68735885620117","59.68735885620117","59.68735885620117"
"416","45.6003840340895","45.6003840340895","45.6003840340895","418","418","418","59.68735885620117","59.68735885620117","59.68735885620117"
"417","46.422924647869976","46.422924647869976","46.422924647869976","418","418","418","59.68735885620117","59.68735885620117","59.68735885620117"
"418","46.70986960267872","46.70986960267872","46.70986960267872","418","418","418","59.68735885620117","59.68735885620117","59.68735885620117"
"419","46.70986960267872","46.70986960267872","46.70986960267872","418","418","418","59.68735885620117","59.68735885620117","59.68735885620117"
"420","46.70986960267872","46.70986960267872","46.70986960267872","418","418","418","59.68735885620117","59.68735885620117","59.68735885620117"
"421","46.70986960267872","46.70986960267872","46.70986960267872","418","418","418","59.68735885620117","59.68735885620117","59.68735885620117"
"422","46.70986960267872","46.70986960267872","46.70986960267872","418","418","418","59.68735885620117","59.68735885620117","59.68735885620117"
"423","46.70986960267872","46.70986960267872","46.70986960267872","418","418","418","59.68735885620117","59.68735885620117","59.68735885620117"
"424","46.70986960267872","46.70986960267872","46.70986960267872","418","418","418","60.28279113769531","60.28279113769531","60.28279113769531"
"425","46.70986960267872","46.70986960267872","46.70986960267872","418","418","418","60.28279113769531","60.28279113769531","60.28279113769531"
"426","46.70986960267872","46.70986960267872","46.70986960267872","418","418","418","60.28279113769531","60.28279113769531","60.28279113769531"
"427","46.70986960267872","46.70986960267872","46.70986960267872","418","418","418","60.28279113769531","60.28279113769531","60.28279113769531"
"428","46.70986960267872","46.70986960267872","46.70986960267872","418","418","418","60.28279113769531","60.28279113769531","60.28279113769531"
"429","46.70986960267872","46.70986960267872","46.70986960267872","418","418","418","60.28279113769531","60.28279113769531","60.28279113769531"
"430","46.70986960267872","46.70986960267872","46.70986960267872","418","418","418","60.28279113769531","60.28279113769531","60.28279113769531"
"431","46.70986960267872","46.70986960267872","46.70986960267872","418","418","418","60.28279113769531","60.28279113769531","60.28279113769531"
"432","46.70986960267872","46.70986960267872","46.70986960267872","418","418","418","60.28279113769531","60.28279113769531","60.28279113769531"
"433","46.70986960267872","46.70986960267872","46.70986960267872","418","418","418","60.28279113769531","60.28279113769531","60.28279113769531"
"434","47.62404252468593","47.62404252468593","47.62404252468593","418","418","418","60.28279113769531","60.28279113769531","60.28279113769531"
"435","47.62404252468593","47.62404252468593","47.62404252468593","418","418","418","60.28279113769531","60.28279113769531","60.28279113769531"
"436","47.62404252468593","47.62404252468593","47.62404252468593","418","418","418","60.35122299194336","60.35122299194336","60.35122299194336"
"437","47.62404252468593","47.62404252468593","47.62404252468593","418","418","418","60.35122299194336","60.35122299194336","60.35122299194336"
"438","47.62404252468593","47.62404252468593","47.62404252468593","418","418","418","60.35122299194336","60.35122299194336","60.35122299194336"
"439","47.62404252468593","47.62404252468593","47.62404252468593","418","418","418","60.35122299194336","60.35122299194336","60.35122299194336"
"440","48.195722072438485","48.195722072438485","48.195722072438485","418","418","418","60.35122299194336","60.35122299194336","60.35122299194336"
"441","48.195722072438485","48.195722072438485","48.195722072438485","418","418","418","60.35122299194336","60.35122299194336","60.35122299194336"
"442","48.195722072438485","48.195722072438485","48.195722072438485","418","418","418","60.45408630371094","60.45408630371094","60.45408630371094"
"443","48.195722072438485","48.195722072438485","48.195722072438485","418","418","418","60.56806564331055","60.56806564331055","60.56806564331055"
"444","48.195722072438485","48.195722072438485","48.195722072438485","418","418","418","60.56806564331055","60.56806564331055","60.56806564331055"
"445","48.195722072438485","48.195722072438485","48.195722072438485","418","418","418","60.56806564331055","60.56806564331055","60.56806564331055"
"446","48.195722072438485","48.195722072438485","48.195722072438485","418","418","418","60.56806564331055","60.56806564331055","60.56806564331055"
"447","48.195722072438485","48.195722072438485","48.195722072438485","418","418","418","60.56806564331055","60.56806564331055","60.56806564331055"
"448","48.195722072438485","48.195722072438485","48.195722072438485","418","418","418","60.56806564331055","60.56806564331055","60.56806564331055"
"449","48.195722072438485","48.195722072438485","48.195722072438485","418","418","418","60.682037353515625","60.682037353515625","60.682037353515625"
"450","48.195722072438485","48.195722072438485","48.195722072438485","418","418","418","60.682037353515625","60.682037353515625","60.682037353515625"
"451","48.195722072438485","48.195722072438485","48.195722072438485","418","418","418","60.704734802246094","60.704734802246094","60.704734802246094"
"452","48.195722072438485","48.195722072438485","48.195722072438485","418","418","418","60.704734802246094","60.704734802246094","60.704734802246094"
"453","48.195722072438485","48.195722072438485","48.195722072438485","418","418","418","60.704734802246094","60.704734802246094","60.704734802246094"
"454","48.5329982271038","48.5329982271038","48.5329982271038","418","418","418","60.704734802246094","60.704734802246094","60.704734802246094"
"455","48.5329982271038","48.5329982271038","48.5329982271038","418","418","418","60.704734802246094","60.704734802246094","60.704734802246094"
"456","48.5329982271038","48.5329982271038","48.5329982271038","418","418","418","61.101993560791016","61.101993560791016","61.101993560791016"
"457","48.5329982271038","48.5329982271038","48.5329982271038","418","418","418","61.101993560791016","61.101993560791016","61.101993560791016"
"458","48.5329982271038","48.5329982271038","48.5329982271038","418","418","418","61.29411697387695","61.29411697387695","61.29411697387695"
"459","49.18714443992426","49.18714443992426","49.18714443992426","418","418","418","61.35225296020508","61.35225296020508","61.35225296020508"
"460","49.18714443992426","49.18714443992426","49.18714443992426","418","418","418","61.35225296020508","61.35225296020508","61.35225296020508"
"461","49.18714443992426","49.18714443992426","49.18714443992426","418","418","418","61.46808624267578","61.46808624267578","61.46808624267578"
"462","49.18714443992426","49.18714443992426","49.18714443992426","418","418","418","61.46808624267578","61.46808624267578","61.46808624267578"
"463","49.18714443992426","49.18714443992426","49.18714443992426","418","418","418","61.50588607788086","61.50588607788086","61.50588607788086"
"464","49.18714443992426","49.18714443992426","49.18714443992426","418","418","418","61.50588607788086","61.50588607788086","61.50588607788086"
"465","49.18714443992426","49.18714443992426","49.18714443992426","418","418","418","61.63508224487305","61.63508224487305","61.63508224487305"
"466","49.18714443992426","49.18714443992426","49.18714443992426","418","418","418","61.63508224487305","61.63508224487305","61.63508224487305"
"467","49.18714443992426","49.18714443992426","49.18714443992426","418","418","418","61.63508224487305","61.63508224487305","61.63508224487305"
"468","49.18714443992426","49.18714443992426","49.18714443992426","418","418","418","61.63508224487305","61.63508224487305","61.63508224487305"
"469","49.18714443992426","49.18714443992426","49.18714443992426","418","418","418","61.63508224487305","61.63508224487305","61.63508224487305"
"470","49.18714443992426","49.18714443992426","49.18714443992426","418","418","418","61.63508224487305","61.63508224487305","61.63508224487305"
"471","49.18714443992426","49.18714443992426","49.18714443992426","418","418","418","61.63508224487305","61.63508224487305","61.63508224487305"
"472","49.18714443992426","49.18714443992426","49.18714443992426","418","418","418","61.63508224487305","61.63508224487305","61.63508224487305"
"473","49.18714443992426","49.18714443992426","49.18714443992426","418","418","418","61.63508224487305","61.63508224487305","61.63508224487305"
"474","49.18714443992426","49.18714443992426","49.18714443992426","418","418","418","62.10831832885742","62.10831832885742","62.10831832885742"
"475","49.18714443992426","49.18714443992426","49.18714443992426","418","418","418","62.10831832885742","62.10831832885742","62.10831832885742"
"476","49.18714443992426","49.18714443992426","49.18714443992426","418","418","418","62.8189811706543","62.8189811706543","62.8189811706543"
"477","49.18714443992426","49.18714443992426","49.18714443992426","418","418","418","62.8189811706543","62.8189811706543","62.8189811706543"
"478","49.18714443992426","49.18714443992426","49.18714443992426","418","418","418","62.8189811706543","62.8189811706543","62.8189811706543"
"479","49.187713734072275","49.187713734072275","49.187713734072275","418","418","418","63.33275604248047","63.33275604248047","63.33275604248047"
"480","49.187713734072275","49.187713734072275","49.187713734072275","418","418","418","63.33275604248047","63.33275604248047","63.33275604248047"
"481","49.187713734072275","49.187713734072275","49.187713734072275","418","418","418","63.33275604248047","63.33275604248047","63.33275604248047"
"482","49.187713734072275","49.187713734072275","49.187713734072275","418","418","418","63.3404541015625","63.3404541015625","63.3404541015625"
"483","49.187713734072275","49.187713734072275","49.187713734072275","418","418","418","63.3404541015625","63.3404541015625","63.3404541015625"
"484","49.187713734072275","49.187713734072275","49.187713734072275","418","418","418","63.40765380859375","63.40765380859375","63.40765380859375"
"485","49.187713734072275","49.187713734072275","49.187713734072275","418","418","418","63.40765380859375","63.40765380859375","63.40765380859375"
"486","49.187713734072275","49.187713734072275","49.187713734072275","418","418","418","63.40765380859375","63.40765380859375","63.40765380859375"
"487","49.187713734072275","49.187713734072275","49.187713734072275","418","418","418","63.40765380859375","63.40765380859375","63.40765380859375"
"488","49.187713734072275","49.187713734072275","49.187713734072275","418","418","418","63.40765380859375","63.40765380859375","63.40765380859375"
"489","49.187713734072275","49.187713734072275","49.187713734072275","418","418","418","63.40765380859375","63.40765380859375","63.40765380859375"
"490","49.187713734072275","49.187713734072275","49.187713734072275","418","418","418","63.40765380859375","63.40765380859375","63.40765380859375"
"491","49.187713734072275","49.187713734072275","49.187713734072275","418","418","418","63.40765380859375","63.40765380859375","63.40765380859375"
"492","49.187713734072275","49.187713734072275","49.187713734072275","418","418","418","63.40765380859375","63.40765380859375","63.40765380859375"
"493","49.187713734072275","49.187713734072275","49.187713734072275","418","418","418","63.40765380859375","63.40765380859375","63.40765380859375"
"494","49.187713734072275","49.187713734072275","49.187713734072275","418","418","418","63.410648345947266","63.410648345947266","63.410648345947266"
"495","49.187713734072275","49.187713734072275","49.187713734072275","418","418","418","63.410648345947266","63.410648345947266","63.410648345947266"
"496","49.187713734072275","49.187713734072275","49.187713734072275","418","418","418","63.410648345947266","63.410648345947266","63.410648345947266"
"497","49.18813401118767","49.18813401118767","49.18813401118767","418","418","418","63.410648345947266","63.410648345947266","63.410648345947266"
"498","49.18813401118767","49.18813401118767","49.18813401118767","418","418","418","63.51543426513672","63.51543426513672","63.51543426513672"
"499","49.18813401118767","49.18813401118767","49.18813401118767","418","418","418","63.51543426513672","63.51543426513672","63.51543426513672"
"500","49.18813401118767","49.18813401118767","49.18813401118767","418","418","418","63.51543426513672","63.51543426513672","63.51543426513672"
"501","49.18813401118767","49.18813401118767","49.18813401118767","418","418","418","63.94337844848633","63.94337844848633","63.94337844848633"
"502","49.18813401118767","49.18813401118767","49.18813401118767","418","418","418","63.94337844848633","63.94337844848633","63.94337844848633"
"503","49.18813401118767","49.18813401118767","49.18813401118767","418","418","418","63.94337844848633","63.94337844848633","63.94337844848633"
"504","49.18813401118767","49.18813401118767","49.18813401118767","418","418","418","63.94337844848633","63.94337844848633","63.94337844848633"
"505","49.18813401118767","49.18813401118767","49.18813401118767","418","418","418","63.94337844848633","63.94337844848633","63.94337844848633"
"506","49.18813401118767","49.18813401118767","49.18813401118767","418","418","418","63.94337844848633","63.94337844848633","63.94337844848633"
"507","49.18813401118767","49.18813401118767","49.18813401118767","418","418","418","63.94337844848633","63.94337844848633","63.94337844848633"
"508","49.18813401118767","49.18813401118767","49.18813401118767","418","418","418","63.94337844848633","63.94337844848633","63.94337844848633"
"509","49.188774514225166","49.188774514225166","49.188774514225166","418","418","418","63.988494873046875","63.988494873046875","63.988494873046875"
"510","49.18920139746278","49.18920139746278","49.18920139746278","418","418","418","63.988494873046875","63.988494873046875","63.988494873046875"
"511","49.18920139746278","49.18920139746278","49.18920139746278","418","418","418","63.988494873046875","63.988494873046875","63.988494873046875"
"512","49.18920139746278","49.18920139746278","49.18920139746278","418","418","418","63.99625015258789","63.99625015258789","63.99625015258789"
"513","49.340181394238996","49.340181394238996","49.340181394238996","418","418","418","63.99625015258789","63.99625015258789","63.99625015258789"
"514","49.340181394238996","49.340181394238996","49.340181394238996","418","418","418","63.99625015258789","63.99625015258789","63.99625015258789"
"515","49.340181394238996","49.340181394238996","49.340181394238996","418","418","418","63.99625015258789","63.99625015258789","63.99625015258789"
"516","49.340181394238996","49.340181394238996","49.340181394238996","418","418","418","64.01679992675781","64.01679992675781","64.01679992675781"
"517","49.340181394238996","49.340181394238996","49.340181394238996","418","418","418","64.01679992675781","64.01679992675781","64.01679992675781"
"518","49.340181394238996","49.340181394238996","49.340181394238996","418","418","418","64.01679992675781","64.01679992675781","64.01679992675781"
"519","49.340181394238996","49.340181394238996","49.340181394238996","418","418","418","64.01679992675781","64.01679992675781","64.01679992675781"
"520","49.340181394238996","49.340181394238996","49.340181394238996","418","418","418","64.01679992675781","64.01679992675781","64.01679992675781"
"521","49.340181394238996","49.340181394238996","49.340181394238996","418","418","418","64.01679992675781","64.01679992675781","64.01679992675781"
"522","49.340181394238996","49.340181394238996","49.340181394238996","418","418","418","64.01679992675781","64.01679992675781","64.01679992675781"
"523","49.340181394238996","49.340181394238996","49.340181394238996","418","418","418","64.01679992675781","64.01679992675781","64.01679992675781"
"524","49.340181394238996","49.340181394238996","49.340181394238996","418","418","418","64.06243896484375","64.06243896484375","64.06243896484375"
"525","49.92640917440276","49.92640917440276","49.92640917440276","418","418","418","64.06243896484375","64.06243896484375","64.06243896484375"
"526","49.92640917440276","49.92640917440276","49.92640917440276","418","418","418","64.1565933227539","64.1565933227539","64.1565933227539"
"527","49.92640917440276","49.92640917440276","49.92640917440276","418","418","418","64.18018341064453","64.18018341064453","64.18018341064453"
"528","49.92640917440276","49.92640917440276","49.92640917440276","418","418","418","64.32740783691406","64.32740783691406","64.32740783691406"
"529","49.92640917440276","49.92640917440276","49.92640917440276","418","418","418","64.32740783691406","64.32740783691406","64.32740783691406"
"530","49.92640917440276","49.92640917440276","49.92640917440276","418","418","418","64.32740783691406","64.32740783691406","64.32740783691406"
"531","49.92640917440276","49.92640917440276","49.92640917440276","418","418","418","64.32740783691406","64.32740783691406","64.32740783691406"
"532","49.9633941594105","49.9633941594105","49.9633941594105","418","418","418","64.35831451416016","64.35831451416016","64.35831451416016"
"533","49.9633941594105","49.9633941594105","49.9633941594105","418","418","418","64.76203155517578","64.76203155517578","64.76203155517578"
"534","49.9633941594105","49.9633941594105","49.9633941594105","418","418","418","64.76203155517578","64.76203155517578","64.76203155517578"
"535","49.9633941594105","49.9633941594105","49.9633941594105","418","418","418","64.76203155517578","64.76203155517578","64.76203155517578"
"536","49.9633941594105","49.9633941594105","49.9633941594105","418","418","418","64.76203155517578","64.76203155517578","64.76203155517578"
"537","49.9633941594105","49.9633941594105","49.9633941594105","418","418","418","64.76203155517578","64.76203155517578","64.76203155517578"
"538","49.9633941594105","49.9633941594105","49.9633941594105","418","418","418","64.76203155517578","64.76203155517578","64.76203155517578"
"539","50.1726737229672","50.1726737229672","50.1726737229672","418","418","418","64.76203155517578","64.76203155517578","64.76203155517578"
"540","50.1726737229672","50.1726737229672","50.1726737229672","418","418","418","64.76203155517578","64.76203155517578","64.76203155517578"
"541","50.1726737229672","50.1726737229672","50.1726737229672","418","418","418","64.76203155517578","64.76203155517578","64.76203155517578"
"542","50.56145468294914","50.56145468294914","50.56145468294914","418","418","418","64.76203155517578","64.76203155517578","64.76203155517578"
"543","51.0128625552953","51.0128625552953","51.0128625552953","418","418","418","64.76203155517578","64.76203155517578","64.76203155517578"
"544","51.0128625552953","51.0128625552953","51.0128625552953","418","418","418","64.76203155517578","64.76203155517578","64.76203155517578"
"545","51.0128625552953","51.0128625552953","51.0128625552953","418","418","418","64.76203155517578","64.76203155517578","64.76203155517578"
"546","51.0128625552953","51.0128625552953","51.0128625552953","418","418","418","64.77234649658203","64.77234649658203","64.77234649658203"
"547","51.0128625552953","51.0128625552953","51.0128625552953","418","418","418","64.77234649658203","64.77234649658203","64.77234649658203"
"548","51.0128625552953","51.0128625552953","51.0128625552953","418","418","418","64.77234649658203","64.77234649658203","64.77234649658203"
"549","51.0128625552953","51.0128625552953","51.0128625552953","418","418","418","64.77234649658203","64.77234649658203","64.77234649658203"
"550","51.0128625552953","51.0128625552953","51.0128625552953","418","418","418","64.77234649658203","64.77234649658203","64.77234649658203"
"551","51.0128625552953","51.0128625552953","51.0128625552953","418","418","418","64.78571319580078","64.78571319580078","64.78571319580078"
"552","51.0128625552953","51.0128625552953","51.0128625552953","418","418","418","64.78571319580078","64.78571319580078","64.78571319580078"
"553","51.0128625552953","51.0128625552953","51.0128625552953","418","418","418","64.78571319580078","64.78571319580078","64.78571319580078"
"554","51.0128625552953","51.0128625552953","51.0128625552953","418","418","418","64.78571319580078","64.78571319580078","64.78571319580078"
"555","51.0128625552953","51.0128625552953","51.0128625552953","418","418","418","64.78571319580078","64.78571319580078","64.78571319580078"
"556","51.0128625552953","51.0128625552953","51.0128625552953","418","418","418","64.78571319580078","64.78571319580078","64.78571319580078"
"557","51.0128625552953","51.0128625552953","51.0128625552953","418","418","418","64.78571319580078","64.78571319580078","64.78571319580078"
"558","51.0128625552953","51.0128625552953","51.0128625552953","418","418","418","64.78571319580078","64.78571319580078","64.78571319580078"
"559","51.0128625552953","51.0128625552953","51.0128625552953","418","418","418","64.81956481933594","64.81956481933594","64.81956481933594"
"560","51.0128625552953","51.0128625552953","51.0128625552953","418","418","418","64.81956481933594","64.81956481933594","64.81956481933594"
"561","51.0128625552953","51.0128625552953","51.0128625552953","418","418","418","64.81956481933594","64.81956481933594","64.81956481933594"
"562","51.0128625552953","51.0128625552953","51.0128625552953","418","418","418","65.35892486572266","65.35892486572266","65.35892486572266"
"563","51.0128625552953","51.0128625552953","51.0128625552953","418","418","418","65.35892486572266","65.35892486572266","65.35892486572266"
"564","51.145028927710335","51.145028927710335","51.145028927710335","418","418","418","65.35892486572266","65.35892486572266","65.35892486572266"
"565","51.145028927710335","51.145028927710335","51.145028927710335","418","418","418","65.43449401855469","65.43449401855469","65.43449401855469"
"566","51.145028927710335","51.145028927710335","51.145028927710335","418","418","418","65.46017456054688","65.46017456054688","65.46017456054688"
"567","51.145028927710335","51.145028927710335","51.145028927710335","418","418","418","65.46017456054688","65.46017456054688","65.46017456054688"
"568","51.145028927710335","51.145028927710335","51.145028927710335","418","418","418","65.46017456054688","65.46017456054688","65.46017456054688"
"569","51.76743279209374","51.76743279209374","51.76743279209374","418","418","418","65.98959350585938","65.98959350585938","65.98959350585938"
"570","51.76743279209374","51.76743279209374","51.76743279209374","418","418","418","65.98959350585938","65.98959350585938","65.98959350585938"
"571","51.76743279209374","51.76743279209374","51.76743279209374","418","418","418","65.98959350585938","65.98959350585938","65.98959350585938"
"572","51.76743279209374","51.76743279209374","51.76743279209374","418","418","418","66.04843139648438","66.04843139648438","66.04843139648438"
"573","51.76743279209374","51.76743279209374","51.76743279209374","418","418","418","66.04843139648438","66.04843139648438","66.04843139648438"
"574","51.76743279209374","51.76743279209374","51.76743279209374","418","418","418","66.04843139648438","66.04843139648438","66.04843139648438"
"575","51.76743279209374","51.76743279209374","51.76743279209374","418","418","418","66.04843139648438","66.04843139648438","66.04843139648438"
"576","51.76743279209374","51.76743279209374","51.76743279209374","418","418","418","66.04843139648438","66.04843139648438","66.04843139648438"
"577","52.06804863297117","52.06804863297117","52.06804863297117","418","418","418","66.04843139648438","66.04843139648438","66.04843139648438"
"578","52.06804863297117","52.06804863297117","52.06804863297117","418","418","418","66.04843139648438","66.04843139648438","66.04843139648438"
"579","52.06804863297117","52.06804863297117","52.06804863297117","418","418","418","66.04843139648438","66.04843139648438","66.04843139648438"
"580","52.06804863297117","52.06804863297117","52.06804863297117","418","418","418","66.04843139648438","66.04843139648438","66.04843139648438"
"581","52.06804863297117","52.06804863297117","52.06804863297117","418","418","418","66.74240112304688","66.74240112304688","66.74240112304688"
"582","52.06804863297117","52.06804863297117","52.06804863297117","418","418","418","66.74240112304688","66.74240112304688","66.74240112304688"
"583","52.06804863297117","52.06804863297117","52.06804863297117","418","418","418","66.74240112304688","66.74240112304688","66.74240112304688"
"584","52.06804863297117","52.06804863297117","52.06804863297117","418","418","418","66.74240112304688","66.74240112304688","66.74240112304688"
"585","52.06804863297117","52.06804863297117","52.06804863297117","418","418","418","66.74240112304688","66.74240112304688","66.74240112304688"
"586","52.06804863297117","52.06804863297117","52.06804863297117","418","418","418","66.74240112304688","66.74240112304688","66.74240112304688"
"587","52.06804863297117","52.06804863297117","52.06804863297117","418","418","418","66.74240112304688","66.74240112304688","66.74240112304688"
"588","52.06804863297117","52.06804863297117","52.06804863297117","418","418","418","66.81453704833984","66.81453704833984","66.81453704833984"
"589","52.06804863297117","52.06804863297117","52.06804863297117","418","418","418","66.81453704833984","66.81453704833984","66.81453704833984"
"590","52.06804863297117","52.06804863297117","52.06804863297117","418","418","418","66.81453704833984","66.81453704833984","66.81453704833984"
"591","52.06804863297117","52.06804863297117","52.06804863297117","418","418","418","66.81453704833984","66.81453704833984","66.81453704833984"
"592","52.06804863297117","52.06804863297117","52.06804863297117","418","418","418","66.81453704833984","66.81453704833984","66.81453704833984"
"593","52.06804863297117","52.06804863297117","52.06804863297117","418","418","418","66.86056518554688","66.86056518554688","66.86056518554688"
"594","52.65790364028529","52.65790364028529","52.65790364028529","418","418","418","66.86056518554688","66.86056518554688","66.86056518554688"
"595","52.65790364028529","52.65790364028529","52.65790364028529","418","418","418","67.01454162597656","67.01454162597656","67.01454162597656"
"596","52.65790364028529","52.65790364028529","52.65790364028529","418","418","418","67.01454162597656","67.01454162597656","67.01454162597656"
"597","52.65790364028529","52.65790364028529","52.65790364028529","418","418","418","67.01697540283203","67.01697540283203","67.01697540283203"
"598","52.65790364028529","52.65790364028529","52.65790364028529","418","418","418","67.01930236816406","67.01930236816406","67.01930236816406"
"599","52.65790364028529","52.65790364028529","52.65790364028529","418","418","418","67.01930236816406","67.01930236816406","67.01930236816406"
"600","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.01930236816406","67.01930236816406","67.01930236816406"
"601","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.01930236816406","67.01930236816406","67.01930236816406"
"602","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.01930236816406","67.01930236816406","67.01930236816406"
"603","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.01930236816406","67.01930236816406","67.01930236816406"
"604","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.01930236816406","67.01930236816406","67.01930236816406"
"605","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.01930236816406","67.01930236816406","67.01930236816406"
"606","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.01930236816406","67.01930236816406","67.01930236816406"
"607","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.01930236816406","67.01930236816406","67.01930236816406"
"608","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.01930236816406","67.01930236816406","67.01930236816406"
"609","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.01930236816406","67.01930236816406","67.01930236816406"
"610","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.01930236816406","67.01930236816406","67.01930236816406"
"611","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.01930236816406","67.01930236816406","67.01930236816406"
"612","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.09455871582031","67.09455871582031","67.09455871582031"
"613","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.09455871582031","67.09455871582031","67.09455871582031"
"614","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.09455871582031","67.09455871582031","67.09455871582031"
"615","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.09455871582031","67.09455871582031","67.09455871582031"
"616","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.09455871582031","67.09455871582031","67.09455871582031"
"617","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.50834655761719","67.50834655761719","67.50834655761719"
"618","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.50834655761719","67.50834655761719","67.50834655761719"
"619","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.50834655761719","67.50834655761719","67.50834655761719"
"620","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.50834655761719","67.50834655761719","67.50834655761719"
"621","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.50834655761719","67.50834655761719","67.50834655761719"
"622","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.81576538085938","67.81576538085938","67.81576538085938"
"623","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.81576538085938","67.81576538085938","67.81576538085938"
"624","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.81576538085938","67.81576538085938","67.81576538085938"
"625","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.81576538085938","67.81576538085938","67.81576538085938"
"626","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.81576538085938","67.81576538085938","67.81576538085938"
"627","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.81576538085938","67.81576538085938","67.81576538085938"
"628","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.81576538085938","67.81576538085938","67.81576538085938"
"629","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.81576538085938","67.81576538085938","67.81576538085938"
"630","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.81576538085938","67.81576538085938","67.81576538085938"
"631","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.81576538085938","67.81576538085938","67.81576538085938"
"632","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.81576538085938","67.81576538085938","67.81576538085938"
"633","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.81576538085938","67.81576538085938","67.81576538085938"
"634","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.81576538085938","67.81576538085938","67.81576538085938"
"635","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.81576538085938","67.81576538085938","67.81576538085938"
"636","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.81576538085938","67.81576538085938","67.81576538085938"
"637","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.81576538085938","67.81576538085938","67.81576538085938"
"638","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.81576538085938","67.81576538085938","67.81576538085938"
"639","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.81576538085938","67.81576538085938","67.81576538085938"
"640","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.89183044433594","67.89183044433594","67.89183044433594"
"641","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","67.89183044433594","67.89183044433594","67.89183044433594"
"642","53.03251622386746","53.03251622386746","53.03251622386746","418","418","418","68.36096954345703","68.36096954345703","68.36096954345703"
